run_id,adapter_id,split,report_path,initial_balance,final_balance,net_profit,closed_trade_count,profit_factor,legacy_34d_pf,legacy_34d_dd_percent,max_drawdown_amount,max_drawdown_percent,report_balance_drawdown_maximal,report_equity_drawdown_maximal,report_balance_drawdown_relative,report_equity_drawdown_relative,late_net_share,validation_weak_segments,cost_stressed_expectancy,mfe_capture_ratio,same_move_reentry_ratio,split_quality_flag
run171A_stage171_segment_stability_equity_curve_audit_v1,s169_short_pre_risk0350_h3_cd5_sht54_lng52,validation_is,stages/169_adapter_research__net_density_lift_pf_preservation/02_runs/run169A/mt5/reports/Project_Obsidian_Prime_v2_run169A_stage169_net_density_lift_pf_preservation_v1_s169_short_pre_risk0350_h3_cd5_sht54_lng52_rt_val.htm,500.0,1483.96,983.96,243,1.611235,1.583157,12.909136,135.28,14.301,135.28 (14.30%),145.52 (9.18%),14.30% (135.28),14.98% (142.64),0.5508,early;mid,3.749218,0.678809,0.074074,validation_dd_above_34d(검증 낙폭 34D 초과);late_concentration_above_50pct(후반 집중 50% 초과);validation_early_mid_pf_below_34d(검증 초중반 수익요인 34D 미만)
run171A_stage171_segment_stability_equity_curve_audit_v1,s169_short_pre_risk0350_h3_cd5_sht54_lng52,oos,stages/169_adapter_research__net_density_lift_pf_preservation/02_runs/run169A/mt5/reports/Project_Obsidian_Prime_v2_run169A_stage169_net_density_lift_pf_preservation_v1_s169_short_pre_risk0350_h3_cd5_sht54_lng52_rt_oos.htm,500.0,1335.78,835.78,178,1.8221,1.583157,12.909136,95.71,10.0007,95.71 (10.00%),105.70 (11.03%),10.54% (58.01),13.07% (73.07),0.5078,,4.395393,0.696353,0.073034,late_concentration_above_50pct(후반 집중 50% 초과)
