candidate_id,direction,horizon,target_atr_mult,stop_atr_mult,context_gate,session_gate,feature_bundle,feature_count,model_family,target_trades_day,validation_threshold,train_rows,train_positive_rate,validation_rows,oos_rows,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_amount,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_average_win,validation_average_loss,validation_payoff_ratio,validation_expectancy,validation_recovery_factor,validation_max_consecutive_loss,validation_avg_hold_bars,validation_time_under_water_bars,selected_validation_indices,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_amount,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_average_win,oos_average_loss,oos_payoff_ratio,oos_expectancy,oos_recovery_factor,oos_max_consecutive_loss,oos_avg_hold_bars,oos_time_under_water_bars,selected_oos_indices,scout_clue,meaningful_signal,final_like_reference_only,joint_score
f75c_0222,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_macro,26,logistic_l2_balanced,3.5,0.5117724444862594,4965,0.35307150050352465,1772,1372,-454.3302280902861,2656.2240504455567,3110.554278535843,0.8539391415782841,708.9004467010496,7.089004467010497,265,1.4480874316939891,0.3622641509433962,27.669000525474548,-18.405646618555284,1.5032886971534376,-1.71445369090674,-0.6408942612528521,9,1.3584905660377358,260,29254;29263;29272;29303;29378;29389;29418;29435;29444;29455;29502;29511;29528;29538;29558;29592;29604;29615;29632;29651,332.14982914924616,2730.752186584473,2398.6023574352266,1.1384764040273883,211.36223983764646,2.1136223983764646,210,1.6030534351145038,0.4,32.508954602196106,-19.036526646311323,1.7077146060410822,1.5816658530916483,1.5714719403256712,8,1.4714285714285715,191,39124;39134;39205;39223;39304;39313;39422;39480;39495;39512;39577;39625;39668;39680;39732;39741;39751;39760;39784;39903,0,0,0,3.490376543525269
f75c_0320,short,12,1.0,0.55,repair_rule_score_q70,cash_mid_late,repair_macro,26,logistic_l2_balanced,3.5,0.49202499894091273,2086,0.37488015340364333,821,570,-320.20146322250383,3068.6354705810554,3388.836933803558,0.9055128737448233,763.3123967933657,7.633123967933657,205,1.1202185792349726,0.36097560975609755,41.46804689974399,-25.86898422750808,1.603002519737457,-1.5619583571829456,-0.4194894050819205,7,2.004878048780488,189,29238;29252;29265;29306;29378;29391;29433;29502;29524;29556;29651;29685;29701;29748;29809;30045;30065;30079;30136;30170,344.7715764522572,2505.799161911013,2161.0275854587558,1.1595405717040244,613.8925702095034,6.138925702095034,141,1.0763358778625953,0.40425531914893614,43.961388805456366,-25.726518874508997,1.708796631984878,2.445188485477001,0.5616154897176827,9,2.3617021276595747,126,39304;39317;39424;39485;39497;39661;39674;39727;39740;39757;39788;39811;39917;39977;39989;40140;40190;40272;40287;40320,0,0,0,3.477405814060678
f75c_0223,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_macro,26,logistic_l2_balanced,5.0,0.49627032052561904,4965,0.35307150050352465,1772,1372,-822.6759495925901,3247.4356785583504,4070.1116281509403,0.797873860779997,845.2900517654423,8.452900517654422,336,1.8360655737704918,0.34226190476190477,28.2385711178987,-18.416794697515567,1.5333054194119944,-2.4484403261684227,-0.9732469320730545,11,1.3482142857142858,336,29239;29252;29263;29272;29297;29306;29378;29389;29410;29419;29431;29441;29455;29479;29502;29511;29524;29538;29558;29567,420.63364820480325,3495.5962066650386,3074.9625584602363,1.1367930959183552,342.4275382995605,3.4242753829956047,265,2.0229007633587788,0.4,32.977322704387156,-19.339387160127274,1.7051896438775327,1.5872967856785027,1.2283873262460185,12,1.490566037735849,244,39124;39134;39205;39223;39296;39305;39314;39422;39467;39480;39495;39512;39577;39625;39668;39677;39688;39722;39731;39740,0,0,0,3.4758823473996094
f75c_0283,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_macro,26,hist_gbdt_l15,5.0,0.3390226289532082,4365,0.3640320733104238,1565,1212,-843.7129782104497,3622.083323249818,4465.7963014602665,0.8110722206620656,1031.0750780677813,10.310750780677813,296,1.6174863387978142,0.3310810810810811,36.960033910712426,-22.55452677505185,1.638696935623357,-2.8503816831434112,-0.8182847167555972,10,1.625,288,29223;29238;29252;29272;29295;29378;29390;29408;29426;29441;29479;29502;29524;29538;29556;29604;29651;29672;29684;29696,616.6588082504269,3588.1654458236694,2971.506637573242,1.2075239544994043,387.6405656814575,3.8764056568145753,219,1.6717557251908397,0.4155251141552511,39.430389514545816,-23.214895606040955,1.6984952327024587,2.8157936449791183,1.5908005065629909,9,1.7853881278538812,190,39124;39294;39307;39319;39403;39424;39465;39479;39491;39577;39642;39665;39681;39713;39727;39740;39773;39791;39811;39898,0,0,0,3.4585100638262762
f75c_0309,short,12,1.0,0.55,repair_rule_score_q70,cash_open_180,all58_plus_repair,66,extra_trees_d7_l80,3.5,0.4919351737336718,3585,0.3542538354253835,1206,1030,-430.53663519859344,2116.4669301223757,2547.003565320969,0.830963473683109,751.2849717712401,7.512849717712402,184,1.005464480874317,0.33695652173913043,34.136563389070574,-20.877078404270236,1.6351216740216015,-2.33987301738366,-0.5730670136839743,10,1.5271739130434783,174,29224;29238;29254;29295;29412;29426;29502;29540;29607;29632;29671;29684;29748;29792;29810;30095;30152;30164;30219;30231,344.7572574138639,2376.211373519898,2031.4541161060333,1.1697095960378905,436.99914622306824,4.369991462230683,156,1.1908396946564885,0.3974358974358974,38.32598989548223,-21.611214001128015,1.7734306778638984,2.2099824193196405,0.7889197505156702,8,1.6153846153846154,142,39124;39294;39306;39318;39422;39465;39479;39491;39641;39661;39674;39712;39727;39740;39783;39795;39897;39914;39956;39968,0,0,0,3.4186146830935327
f75c_0225,short,9,0.8,0.45,repair_rule_score_q70,cash_all,all58_plus_repair,66,extra_trees_d7_l80,3.5,0.5066208922720874,4965,0.35307150050352465,1772,1372,-643.9325585651396,2748.6900576782227,3392.6226162433627,0.8101962312335924,958.357062177658,9.58357062177658,274,1.4972677595628416,0.35766423357664234,28.047857731410435,-19.276264865019105,1.4550462928276762,-2.3501188268800717,-0.671912989404954,10,1.4197080291970803,266,29254;29269;29296;29378;29389;29421;29455;29479;29502;29524;29546;29592;29615;29631;29651;29677;29701;29748;29757;29810,329.31769905090334,2789.0371688842774,2459.719469833374,1.13388425106592,606.9303975582122,6.069303975582122,211,1.6106870229007633,0.3981042654028436,33.20282343909854,-19.36786984120767,1.714324998635379,1.5607473888668404,0.5425954942705232,11,1.5165876777251184,183,39129;39223;39297;39308;39317;39424;39467;39476;39486;39495;39512;39625;39661;39683;39712;39722;39731;39742;39757;39784,0,0,0,3.413712997026594
f75c_0294,short,12,1.0,0.55,repair_rule_score_q70,cash_all,all58_plus_repair,66,logistic_l2_balanced,3.5,0.5416640884199931,4365,0.3640320733104238,1565,1212,-246.21911093711884,2414.1973847198487,2660.4164956569675,0.9074509155468468,563.4333929061889,5.6343339290618895,192,1.0491803278688525,0.3385416666666667,37.14149822645921,-20.94816138312573,1.7730194811453774,-1.282391202797494,-0.4369977250853395,8,1.625,179,29255;29269;29297;29378;29390;29410;29442;29502;29538;29604;29651;29670;29682;29696;29748;29791;29809;30093;30136;30151,274.3925723552701,2143.5202690124515,1869.1276966571809,1.1468024752113004,304.706142807007,3.04706142807007,145,1.1068702290076335,0.41379310344827586,35.725337816874195,-21.98973760773154,1.6246368398826754,1.89236256796738,0.900515394364935,7,1.806896551724138,130,39124;39294;39307;39403;39422;39476;39577;39644;39661;39674;39727;39740;39793;39816;39899;39958;39987;40081;40139;40190,0,0,0,3.3630193496811525
f75c_0240,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,repair_macro,26,extra_trees_d7_l80,3.5,0.4978795379986298,3919,0.34294462873181936,1330,1128,-749.7596403121948,2177.7064407348635,2927.466081047058,0.7438878471842002,952.2519489288327,9.522519489288326,225,1.2295081967213115,0.32,30.245922787984213,-19.133765235601686,1.5807616752664255,-3.332265068054199,-0.7873542723179333,10,1.3466666666666667,219,29238;29249;29296;29306;29417;29426;29435;29479;29502;29540;29554;29563;29612;29631;29677;29690;29748;29795;29809;29822,343.2813907623291,2531.7858795166007,2188.5044887542726,1.156856608029042,197.44726438522338,1.9744726438522338,187,1.4274809160305344,0.42245989304812837,32.047922525526594,-20.26393045142845,1.5815254894574247,1.8357293623653963,1.7385978571603837,9,1.481283422459893,165,39127;39205;39294;39303;39312;39422;39467;39477;39486;39661;39674;39712;39722;39738;39783;39903;39914;39960;39970;39979,0,0,0,3.3277986639321506
f75c_0276,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_core,18,logistic_l2_balanced,3.5,0.5025222759039341,4365,0.3640320733104238,1565,1212,-581.5881289768222,2325.1012921142583,2906.6894210910796,0.7999139072937103,658.5244542407988,6.585244542407988,213,1.1639344262295082,0.3380281690140845,32.29307350158692,-20.614818589298437,1.5664980684501826,-2.7304606994217004,-0.8831686131494157,10,1.6431924882629108,211,29254;29273;29378;29390;29408;29435;29502;29524;29541;29651;29671;29688;29701;29755;29794;29814;30079;30092;30136;30151,318.59718270301795,2117.374669647217,1798.7774869441985,1.1771187292566454,284.4532217025758,2.844532217025758,139,1.0610687022900764,0.39568345323741005,38.497721266313036,-21.41401770171665,1.797781331955604,2.29206606261164,1.1200336589477728,6,1.7482014388489209,123,39123;39296;39308;39405;39422;39476;39499;39584;39665;39677;39728;39740;39757;39816;39899;39917;39955;39985;39997;40140,0,0,0,3.3124096382553323
f75c_0228,short,9,0.8,0.45,repair_rule_score_q70,cash_all,all58_plus_repair,66,hist_gbdt_l15,3.5,0.36768055243927783,4965,0.35307150050352465,1772,1372,-461.68454112052916,2910.746170349122,3372.4307114696503,0.8631003627293699,777.4737807655333,7.774737807655333,284,1.5519125683060109,0.35563380281690143,28.819269013357644,-18.428583122784975,1.5638353106878682,-1.6256497926779196,-0.5938265090636692,14,1.3274647887323943,273,29255;29272;29296;29378;29390;29413;29441;29455;29502;29524;29538;29561;29592;29604;29615;29632;29671;29682;29692;29750,230.11100654602046,2758.8975112915036,2528.7865047454834,1.0909966128473865,322.7131518840789,3.227131518840789,226,1.7251908396946565,0.38495575221238937,31.711465647028778,-18.192708667233692,1.7430865423653648,1.018190294451418,0.7130512196437477,8,1.407079646017699,207,39124;39222;39294;39303;39312;39424;39465;39476;39512;39577;39661;39681;39722;39740;39759;39773;39784;39816;39903;39917,0,0,0,3.2982854476244725
f75c_0211,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_core,18,hist_gbdt_l15,5.0,0.33664579173705556,4965,0.35307150050352465,1772,1372,-522.5843859481811,3220.8723423767087,3743.4567283248903,0.8604005805666075,868.7378623580931,8.687378623580932,332,1.814207650273224,0.3614457831325301,26.840602853139238,-17.657814756249483,1.520041025667673,-1.5740493552656056,-0.6015443882343097,8,1.3162650602409638,323,29223;29238;29260;29273;29295;29306;29378;29389;29415;29426;29455;29479;29502;29524;29543;29556;29593;29612;29631;29651,287.5050811004638,2881.8112086486813,2594.306127548218,1.1108215711505773,479.57065548896776,4.795706554889677,240,1.83206106870229,0.3958333333333333,30.334854827880854,-17.89176639688426,1.6954645033350915,1.1979378379185992,0.5995051569769738,10,1.35,213,39124;39134;39205;39294;39303;39317;39422;39465;39477;39486;39495;39661;39681;39706;39722;39741;39759;39821;39898;39914,0,0,0,3.2893777713207575
f75c_0238,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,repair_core,18,logistic_l2_balanced,3.5,0.4903628659905668,3919,0.34294462873181936,1330,1128,-268.66728005409226,1899.8270095825198,2168.494289636612,0.8761042252506396,366.81979470253,3.6681979470253,203,1.1092896174863387,0.3694581280788177,25.331026794433598,-16.94136163778603,1.4952178777610914,-1.3234841381974989,-0.7324230696763957,7,1.3399014778325122,201,29255;29296;29306;29413;29422;29431;29441;29502;29541;29558;29670;29679;29688;29701;29748;29757;29809;29822;30153;30162,227.7081344604493,1975.4552505493166,1747.7471160888672,1.1302866601033323,265.7040736198426,2.6570407361984256,159,1.213740458015267,0.41509433962264153,29.93114015983813,-18.792979742891045,1.5926766574183318,1.4321266318267252,0.8569990341444439,9,1.3144654088050314,138,39124;39134;39205;39296;39305;39314;39407;39422;39467;39476;39486;39665;39674;39722;39731;39740;39902;39914;39960;39969,0,0,0,3.246809981030485
f75c_0287,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_macro,26,logistic_l2_balanced,8.0,0.4234917821856255,4365,0.3640320733104238,1565,1212,-588.630545673371,4370.949373741151,4959.57991941452,0.8813144348437363,925.1263283061985,9.251263283061984,342,1.8688524590163935,0.34502923976608185,37.041943845263994,-22.140981783100536,1.673003672923703,-1.7211419464133655,-0.6362704504919743,11,1.5818713450292399,333,29238;29252;29265;29291;29303;29378;29390;29407;29419;29431;29444;29473;29502;29524;29538;29554;29567;29604;29631;29651,336.0620047092433,3867.3649265289305,3531.3029218196875,1.0951665750997281,465.07785768508916,4.650778576850892,254,1.9389312977099236,0.3858267716535433,39.462907413560515,-22.636557191151844,1.7433263848526286,1.3230787586978083,0.7225930006257053,9,1.7401574803149606,238,39124;39294;39306;39318;39403;39422;39465;39479;39491;39577;39642;39661;39674;39686;39708;39720;39732;39744;39757;39772,0,0,0,3.2347597928348635
f75c_0268,short,9,0.8,0.45,repair_rule_score_q70,cash_mid_late,all58_plus_repair,66,logistic_l2_balanced,3.5,0.46189391437064414,2468,0.3658833063209076,950,685,-650.5818990516664,2588.8603903198245,3239.4422893714905,0.7991685478743656,936.6223182678224,9.366223182678224,239,1.3060109289617485,0.3598326359832636,30.103027794416565,-21.172825420728696,1.421776602613697,-2.722099996032077,-0.6946043099366289,11,1.4811715481171548,225,29239;29249;29263;29272;29306;29378;29389;29426;29435;29444;29455;29502;29511;29524;29555;29565;29592;29632;29651;29684,269.12562770843493,2440.61580657959,2171.4901788711545,1.1239359175220125,236.17375135421753,2.361737513542175,174,1.3282442748091603,0.41954022988505746,33.4330932408163,-21.49990276110054,1.5550346256126473,1.5466990098185915,1.1395238724255838,7,1.7183908045977012,158,39205;39223;39304;39317;39422;39476;39485;39494;39512;39661;39674;39683;39722;39738;39751;39760;39811;39821;39921;39974,0,0,0,3.2105882035273834
f75c_0250,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,all58_plus_repair,66,logistic_l2_balanced,3.5,0.5045693862498003,3919,0.34294462873181936,1330,1128,-537.1905699253082,1963.0157160949707,2500.206286020279,0.7851415009517534,720.7642343997954,7.207642343997954,224,1.2240437158469946,0.32142857142857145,27.264107167985703,-16.44872556592289,1.6575209464537015,-2.3981721871665544,-0.7453069176950002,9,1.2678571428571428,218,29255;29295;29306;29410;29419;29502;29538;29604;29671;29680;29690;29701;29748;29757;29792;29809;29822;29894;30151;30160,232.24929351806628,2231.9936584472653,1999.7443649291993,1.1161394914225893,262.3470376014709,2.623470376014709,187,1.4274809160305344,0.43315508021390375,27.555477264781054,-18.86551287669056,1.4606269887752403,1.2419748316474133,0.8852750754932257,8,1.3155080213903743,164,39124;39134;39205;39294;39303;39312;39422;39467;39480;39577;39661;39674;39720;39730;39740;39784;39793;39902;39914;39963,0,0,0,3.1496276295930565
f75c_0248,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,all58_plus_repair,66,hist_gbdt_l15,3.5,0.33883681626469575,3919,0.34294462873181936,1330,1128,-801.8151811504365,2179.095721893311,2980.9109030437467,0.7310167236693593,1028.144573125839,10.281445731258392,247,1.349726775956284,0.31983805668016196,27.58349015054824,-17.743517280022303,1.5545672098285108,-3.2462153083013625,-0.7798661804075864,11,1.2955465587044535,237,29223;29239;29255;29295;29306;29410;29421;29436;29502;29538;29547;29558;29604;29620;29632;29670;29679;29688;29750;29759,401.6374826908111,2624.54259185791,2222.9051091670995,1.180681343991917,191.5660915374756,1.9156609153747557,206,1.5725190839694656,0.4174757281553398,30.51793711462686,-18.52420924305916,1.6474623404538378,1.9496965179165588,2.096600079206814,9,1.325242718446602,179,39124;39134;39205;39294;39303;39312;39403;39422;39465;39476;39486;39577;39643;39661;39674;39713;39722;39734;39772;39783,0,0,0,3.129139608678746
f75c_0303,short,12,1.0,0.55,repair_rule_score_q70,cash_open_180,repair_macro,26,extra_trees_d7_l80,3.5,0.4947041627064215,3585,0.3542538354253835,1206,1030,-52.733144454956516,2461.802919197083,2514.5360636520386,0.9790286784042511,582.9825505065918,5.829825505065918,189,1.0327868852459017,0.3492063492063492,37.300044230258834,-20.443382631317387,1.8245534461170132,-0.2790113463225212,-0.09045407003886004,16,1.6031746031746033,168,29224;29252;29295;29408;29421;29433;29502;29540;29554;29567;29604;29631;29677;29750;29791;29809;30035;30057;30093;30151,134.67440214157088,2272.4652976989746,2137.790895557404,1.062996994898538,233.0279905319214,2.3302799053192143,152,1.1603053435114503,0.3815789473684211,39.180436167223704,-22.742456335717062,1.722788233111424,0.8860158035629663,0.5779322983224303,9,1.5592105263157894,139,39124;39294;39306;39403;39422;39465;39477;39490;39580;39643;39666;39722;39734;39897;39914;39958;39970;39985;40027;40081,0,0,0,3.118444822894683
f75c_0219,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_macro,26,hist_gbdt_l15,3.5,0.3624186721886765,4965,0.35307150050352465,1772,1372,-825.5435265636444,2673.8897926330574,3499.4333191967016,0.7640922254369035,938.7931552028657,9.387931552028657,294,1.6065573770491803,0.3333333333333333,27.284589720745483,-17.8542516285546,1.528184450873807,-2.807971178787906,-0.8793667934074902,11,1.3605442176870748,290,29272;29295;29378;29390;29413;29422;29442;29455;29502;29524;29541;29593;29612;29631;29670;29679;29690;29755;29795;29810,192.51095519065848,2536.33377532959,2343.8228201389315,1.0821354556054912,269.74950976371775,2.6974950976371774,215,1.6412213740458015,0.386046511627907,30.558238256983014,-17.756233485900996,1.720986507709938,0.895399791584458,0.7136656350526271,12,1.4232558139534883,199,39124;39205;39294;39303;39318;39424;39465;39477;39577;39662;39681;39722;39738;39759;39816;39903;39914;39958;39967;39977,0,0,0,3.0543452922232213
f75c_0316,short,12,1.0,0.55,repair_rule_score_q70,cash_mid_late,repair_core,18,hist_gbdt_l15,3.5,0.29040310008842735,2086,0.37488015340364333,821,570,-527.3551778030399,2833.0389748382577,3360.394152641297,0.8430674635627092,853.6601729393002,8.536601729393002,199,1.0874316939890711,0.34673366834170855,41.058535867221124,-25.849185789548436,1.5883879748282927,-2.650026019110753,-0.6177577384069172,12,1.8241206030150754,188,29238;29254;29272;29306;29378;29390;29426;29441;29502;29524;29558;29651;29685;29703;29748;29809;30043;30057;30136;30168,200.75902438163723,2187.743822097779,1986.9847977161407,1.1010370208229032,447.85114297866835,4.478511429786684,130,0.9923664122137404,0.4076923076923077,41.2781853225996,-25.804997372936892,1.5996198227049727,1.5443001875510556,0.448271769602695,9,2.246153846153846,114,39303;39317;39424;39486;39498;39661;39674;39727;39747;39793;39811;39914;39977;39989;40139;40190;40269;40287;40320;40336,0,0,0,3.0370071038818494
f75c_0191,short,6,0.6,0.35,repair_rule_score_q70,cash_mid_late,repair_core,18,hist_gbdt_l15,3.5,0.31165013625405974,2993,0.353825593050451,1157,805,-193.0010739421842,2288.122359390259,2481.123433332443,0.9222122239670437,384.1874982643127,3.841874982643127,309,1.6885245901639345,0.39158576051779936,18.91010214372115,-13.197465070917248,1.4328586620314399,-0.6245989447967126,-0.502361671876693,10,1.197411003236246,303,29256;29306;29378;29386;29392;29431;29441;29455;29502;29524;29593;29631;29690;29696;29703;29748;29755;29809;29815;29822,78.63095784187317,1804.180746269226,1725.549788427353,1.0455686404236046,175.04036707878114,1.7504036707878114,203,1.549618320610687,0.39901477832512317,22.273836373694145,-14.143850724814369,1.5748070880454288,0.3873446199107053,0.4492161388491799,9,1.2364532019704433,185,39208;39303;39312;39318;39325;39422;39440;39476;39490;39500;39661;39668;39674;39680;39686;39722;39728;39734;39747;39759,0,0,0,3.029533648174933
f75c_0243,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,repair_macro,26,hist_gbdt_l15,5.0,0.29095015784776396,3919,0.34294462873181936,1330,1128,-870.9229465293882,2693.2433547973633,3564.1663013267516,0.7556446941869156,1113.5012537765501,11.135012537765501,309,1.6885245901639345,0.32362459546925565,26.932433547973634,-17.05342727907537,1.5792974108506534,-2.8185208625546543,-0.7821481507771694,12,1.3236245954692556,301,29223;29238;29295;29306;29408;29417;29426;29435;29479;29502;29538;29547;29558;29604;29614;29631;29670;29679;29688;29701,848.0228423786164,3118.1679614257805,2270.145119047165,1.3735544636611388,165.37991333007812,1.6537991333007813,229,1.748091603053435,0.4497816593886463,30.273475353648355,-18.01702475434258,1.6802705089446939,3.7031565169371894,5.127725763684894,7,1.314410480349345,189,39124;39205;39294;39303;39312;39403;39422;39465;39476;39485;39577;39643;39661;39674;39712;39722;39731;39740;39898;39914,0,0,0,3.022889820404485
f75c_0231,short,9,0.8,0.45,repair_rule_score_q70,cash_all,all58_plus_repair,66,logistic_l2_balanced,3.5,0.5387081288801173,4965,0.35307150050352465,1772,1372,-516.8203178405762,2342.0343753051766,2858.8546931457518,0.8192212010356182,658.2952497196197,6.582952497196197,234,1.278688524590164,0.3333333333333333,30.02608173468175,-18.325991622729177,1.6384424020712365,-2.2086338369255394,-0.785088937009191,9,1.3247863247863247,230,29256;29265;29297;29378;29389;29441;29455;29502;29511;29538;29567;29604;29677;29687;29696;29748;29757;29809;29822;29894,154.04725270271308,2231.0271408081053,2076.9798881053925,1.0741688706688604,603.4627462863922,6.034627462863922,184,1.4045801526717556,0.3967391304347826,30.56201562750829,-18.711530523472003,1.633325269099226,0.8372133299060494,0.2552721831640708,11,1.4782608695652173,160,39128;39205;39223;39294;39303;39313;39422;39476;39499;39512;39577;39661;39674;39683;39740;39759;39903;39975;39987;39996,0,0,0,2.9985456618012405
f75c_0247,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,all58_plus_repair,66,extra_trees_d7_l80,5.0,0.48658316985983335,3919,0.34294462873181936,1330,1128,-718.5330805969237,2856.700864868165,3575.233945465088,0.7990248773766742,871.7675222587585,8.717675222587586,274,1.4972677595628416,0.3467153284671533,30.070535419664893,-19.973373997011663,1.5055310847413124,-2.622383505828189,-0.824225567310878,10,1.3941605839416058,268,29238;29249;29295;29306;29413;29422;29431;29441;29479;29502;29543;29554;29563;29612;29631;29677;29687;29696;29748;29757,208.26019821166983,2841.7244033813477,2633.464205169678,1.0790822209782993,478.2319178581239,4.782319178581239,218,1.6641221374045803,0.41284403669724773,31.574715593126086,-20.573939102888108,1.534694714280248,0.9553220101452744,0.4354795036358363,9,1.3394495412844036,193,39128;39205;39294;39303;39312;39422;39465;39476;39485;39494;39661;39674;39712;39722;39731;39740;39783;39793;39903;39914,0,0,0,2.98704075437634
