test_period,split_view,net_profit,gross_profit,gross_loss,profit_factor,drawdown_percent,trade_count,trades_day,win_rate_percent,average_win,average_loss,payoff_ratio,expectancy,recovery_factor,time_under_water,max_consecutive_loss,long_trade_count,short_trade_count,proxy_runtime_kpi_gap
2025-01-02..2025-10-01,validation_runtime_probe(검증 런타임 탐침),263.38,545.03,-281.65,1.94,3.59,164,0.6029411764705882,50.0,6.6467073170731705,-3.4347560975609754,1.9351322563465294,1.61,9.36,not_available(사용 불가),not_available(사용 불가),0,164,proxy_net=2292.5432052135466;proxy_pf=1.8814954073330719;proxy_dd=2.646917434692373;proxy_tpd=0.9016393442622951;runtime_dd_minus_proxy=0.9430825653076269
2025-10-01..2026-04-14,oos_runtime_probe(표본외 런타임 탐침),82.86,365.03,-282.17,1.29,14.62,131,0.6717948717948717,45.04,6.186949152542373,-3.919027777777778,1.5786948966334153,0.63,0.93,not_available(사용 불가),not_available(사용 불가),0,131,proxy_net=514.0272768974303;proxy_pf=1.1963211125427256;proxy_dd=5.602334429740907;proxy_tpd=1.0;runtime_dd_minus_proxy=9.017665570259092
