candidate_id,direction,horizon,target_atr_mult,stop_atr_mult,context_gate,session_gate,feature_bundle,feature_count,model_family,target_trades_day,validation_threshold,train_rows,train_positive_rate,validation_rows,oos_rows,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_amount,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_average_win,validation_average_loss,validation_payoff_ratio,validation_expectancy,validation_recovery_factor,validation_max_consecutive_loss,validation_avg_hold_bars,validation_time_under_water_bars,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_amount,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_average_win,oos_average_loss,oos_payoff_ratio,oos_expectancy,oos_recovery_factor,oos_max_consecutive_loss,oos_avg_hold_bars,oos_time_under_water_bars,scout_clue,meaningful_signal,final_like_reference_only,joint_score,selected_validation_indices,selected_oos_indices
f75b_0268,short,6,0.7,0.45,squeeze_or_atr_q35,cash_all,compression_release_core,21,hist_gbdt_l15,2.0,0.4505645178000599,4890,0.4067484662576687,1573,1387,167.5759022998809,1453.7413349151611,1286.1654326152802,1.1302910947926297,426.6104022979736,4.266104022979736,143,0.7814207650273224,0.4755244755244755,21.378549042870016,-17.148872434870402,1.2466445898448122,1.1718594566425238,0.3928078204310511,8,1.5454545454545454,122,377.5718857288359,1233.216440963745,855.644555234909,1.4412718849419632,161.7622964859009,1.6176229648590088,108,0.8244274809160306,0.5092592592592593,22.422117108431728,-16.1442368912247,1.3888619982168007,3.496035978970703,2.3341155135105596,6,1.8703703703703705,89,0,0,0,6.697158463014819,29327;29335;29377;29573;29654;29716;30138;30170;30177;30305;30360;30367;30381;30416;30422;30428;30545;30780;30815;30828,39089;39204;39266;39372;39404;39563;39778;39810;39819;39828;39871;39890;39931;40133;40761;40888;40958;41113;41217;41262
f75b_0434,short,12,1.0,0.65,hv_q35_compression,cash_all,compression_release_core,21,extra_trees_d7_l80,5.0,0.4817606697498754,4075,0.4233128834355828,1394,1108,543.035403470993,3978.3820486831683,3435.3466452121734,1.1580729572742887,443.0880663871766,4.430880663871766,230,1.2568306010928962,0.47391304347826085,36.49891787782723,-28.391294588530357,1.2855672277998986,2.3610234933521435,1.2255699141228529,6,2.3173913043478263,210,517.3270529747006,3163.130777549743,2645.803724575043,1.195527373466749,321.1268042564393,3.211268042564393,180,1.3740458015267176,0.45,39.05099725370053,-26.725290147222655,1.4612001231260265,2.8740391831927807,1.610974375597695,6,2.3,161,0,0,0,6.685047393727983,29258;29298;29324;29425;29437;29449;29485;29503;29516;29550;29573;29613;29679;29691;29754;29813;30045;30066;30163;30195,39083;39131;39203;39311;39421;39472;39490;39617;39655;39669;39681;39713;39736;39797;39816;39846;39862;39918;39931;39962
f75b_0431,short,12,1.0,0.65,hv_q35_compression,cash_all,all58,58,logistic_l2_balanced,5.0,0.41368830075229845,4075,0.4233128834355828,1394,1108,191.18348730087254,3897.0176705169683,3705.834183216095,1.0515898655602975,702.0227696418763,7.020227696418763,237,1.2950819672131149,0.4430379746835443,37.11445400492351,-28.07450138800072,1.3219986881329455,0.8066813810163398,0.27233231679707653,9,2.240506329113924,223,736.5293408393858,3277.7664945602414,2541.237153720856,1.2898310139063431,350.227176952362,3.5022717695236203,176,1.3435114503816794,0.4659090909090909,39.97276212878343,-27.03443780554102,1.4785867720389787,4.184825800223783,2.1030045333676908,6,2.3068181818181817,154,0,0,0,6.6691173761580345,29237;29258;29298;29311;29324;29425;29437;29449;29492;29504;29516;29538;29550;29562;29613;29667;29679;29691;29738;29754,39083;39131;39203;39311;39421;39472;39490;39653;39665;39680;39713;39736;39752;39788;39801;39816;39845;39862;39918;39931
f75b_0556,short,18,1.25,0.8,hv_q35_compression,cash_all,all58,58,logistic_l2_balanced,3.5,0.40684639686072255,3076,0.4340052015604681,1058,769,898.923855781555,3619.65166797638,2720.7278121948243,1.3303983043626806,570.913970565796,5.70913970565796,145,0.7923497267759563,0.503448275862069,49.584269424333975,-37.78788628048367,1.3121736700563427,6.199474867458999,1.5745346972166216,7,2.9517241379310346,120,227.5506353378294,2256.3711950302127,2028.820559692383,1.1121590740249259,542.2190168380739,5.422190168380739,98,0.7480916030534351,0.4387755102040816,52.47374872163285,-36.887646539861514,1.4225290481714168,2.3219452585492797,0.41966553785734184,8,3.163265306122449,85,0,0,0,6.657652254587593,29237;29258;29298;29425;29446;29503;29538;29558;29670;29690;29731;29754;29808;30053;30071;30163;30233;30340;30458;30565,39311;39472;39490;39653;39680;39713;39736;39788;39816;39969;39987;40080;40189;40272;40328;40347;40540;40595;41039;41057
f75b_0572,short,18,1.25,0.8,hv_q35_compression,cash_all,compression_macro_mega,19,hist_gbdt_l15,5.0,0.31829830970221035,3076,0.4340052015604681,1058,769,895.60829873085,4336.96156640053,3441.3532676696777,1.26024886986895,379.09385681152366,3.7909385681152368,171,0.9344262295081968,0.4619883040935672,54.89824767595607,-37.40601377901824,1.4676315952904226,5.237475431174562,2.3624975257146543,7,2.7660818713450293,145,311.0298931121825,3019.051328659058,2708.021435546875,1.114855033652779,721.5021075248723,7.215021075248723,128,0.9770992366412213,0.4296875,54.891842339255604,-37.09618404858733,1.479716681030052,2.4299210399389257,0.4310866037234138,11,3.140625,110,0,0,0,6.655439936899766,29237;29258;29298;29425;29446;29472;29490;29516;29539;29560;29578;29667;29690;29731;29754;29813;30042;30066;30163;30233,39311;39472;39490;39586;39613;39653;39680;39713;39736;39784;39802;39962;39983;40078;40189;40272;40328;40347;40417;40478
f75b_0446,short,12,1.0,0.65,hv_q35_compression,cash_all,compression_macro_mega,19,hist_gbdt_l15,5.0,0.38794249587475327,4075,0.4233128834355828,1394,1108,899.9710250377653,4850.202520561219,3950.231495523453,1.2278274136737672,272.7988360404969,2.727988360404969,253,1.3825136612021858,0.47035573122529645,40.75800437446402,-29.479339518831736,1.3825955750612169,3.5571977274219972,3.2990280974078825,11,2.2213438735177866,221,288.2677133560179,3382.9915891647333,3094.7238758087165,1.093148120777233,348.2555746078493,3.4825557460784933,189,1.4427480916030535,0.43386243386243384,41.25599498981382,-28.922653044941274,1.426424986867853,1.5252259965926873,0.8277475922118969,9,2.3544973544973544,171,0,0,0,6.6283690245035185,29238;29258;29298;29311;29324;29428;29441;29453;29472;29485;29497;29516;29539;29551;29563;29575;29667;29679;29691;29731,39083;39131;39203;39311;39472;39491;39596;39616;39653;39665;39680;39714;39736;39752;39784;39809;39863;39918;39931;39962
f75b_0573,short,18,1.25,0.8,hv_q35_compression,cash_all,compression_macro_mega,19,logistic_l2_balanced,2.0,0.5120866585548269,3076,0.4340052015604681,1058,769,649.4243261337278,2478.2131231307994,1828.7887969970704,1.3551117150324326,372.83888664245603,3.7283888664245604,91,0.4972677595628415,0.5054945054945055,53.874198328930426,-40.639751044379345,1.3256527647056406,7.136531056414592,1.7418363518409252,5,3.32967032967033,76,245.79477958679183,1826.806513595581,1581.0117340087893,1.1554667649199277,308.62082538604744,3.0862082538604745,74,0.5648854961832062,0.43243243243243246,57.08770354986191,-37.64313652401879,1.516550128957405,3.321551075497187,0.7964296618004705,5,3.2567567567567566,61,1,0,0,6.6266035760235384,29238;29258;29298;29430;29490;29558;29696;29731;29754;30066;30239;30354;30565;30583;30735;30953;31021;31075;31143;31222,39311;39490;39680;39736;39816;39978;40272;40328;40347;40540;40820;41005;41069;41112;41143;41207;41648;41666;41713;41963
f75b_0581,short,18,1.25,0.8,hv_q35_compression,cash_open_120,compression_release_core,21,logistic_l2_balanced,2.0,0.34841450413988295,1355,0.392619926199262,501,377,389.67370476722704,2100.6567820072178,1710.9830772399903,1.2277484271766237,357.8547165870667,3.5785471658706673,92,0.5027322404371585,0.45652173913043476,50.015637666838515,-34.219661544799806,1.4616052704483615,4.235583747469859,1.0889159390817158,7,2.489130434782609,80,390.1245487213132,1868.5837299346927,1478.459181213379,1.2638723839512,293.59146881103516,2.9359146881103517,78,0.5954198473282443,0.44871794871794873,53.388106569562645,-34.382771656125094,1.5527575002829028,5.001596778478374,1.328800698130673,9,2.641025641025641,64,1,0,0,6.6140718209862746,29237;29298;29425;29485;29538;29669;29690;29731;29754;29808;30042;30163;30233;30325;30343;30458;30565;30626;30692;30729,39472;39586;39653;39713;39784;39962;40020;40078;40189;40272;40419;40478;40540;40595;40797;40867;40977;41039;41057;41102
f75b_0427,short,12,1.0,0.65,hv_q35_compression,cash_all,all58,58,hist_gbdt_l15,3.5,0.4076482548543641,4075,0.4233128834355828,1394,1108,139.46415417671196,3367.3641091156014,3227.899954938889,1.0432058478030968,750.0553180694579,7.500553180694578,200,1.092896174863388,0.445,37.835551787815746,-29.080179774224227,1.3010769562488058,0.6973207708835598,0.18593849122445266,11,2.295,192,657.3395939826963,2819.0676931381226,2161.728099155426,1.3040806076580653,405.3891420364381,4.053891420364382,149,1.1374045801526718,0.46308724832214765,40.85605352374091,-27.021601239442827,1.5119775161252933,4.411675127400646,1.6215027138630462,6,2.3422818791946307,127,0,0,0,6.576463441216389,29238;29298;29311;29324;29425;29451;29517;29551;29573;29589;29670;29698;29733;29746;29762;29820;30053;30107;30164;30195,39083;39131;39203;39311;39421;39475;39496;39653;39665;39680;39713;39736;39752;39796;39816;39862;39983;40078;40147;40189
f75b_0569,short,18,1.25,0.8,hv_q35_compression,cash_all,compression_macro_mega,19,extra_trees_d7_l80,5.0,0.47888099592381167,3076,0.4340052015604681,1058,769,709.3946864128108,4112.102150249482,3402.70746383667,1.2084794811050097,397.4027881622314,3.9740278816223142,166,0.907103825136612,0.4578313253012048,54.10660724012477,-37.80786070929633,1.4310941223611957,4.273461966342233,1.785077275610898,6,2.897590361445783,139,369.44156618118285,3153.042049884796,2783.6004837036135,1.1327207580053429,534.2258922576906,5.342258922576906,132,1.0076335877862594,0.4393939393939394,54.36279396353097,-37.61622275275153,1.4451954498688857,2.79879974379684,0.6915456018424844,8,2.9393939393939394,112,0,0,0,6.516855807611382,29237;29258;29298;29425;29446;29472;29490;29516;29538;29558;29576;29668;29690;29736;29754;29813;30042;30066;30163;30233,39311;39475;39493;39586;39613;39654;39680;39713;39736;39784;39802;39969;39987;40189;40272;40328;40347;40417;40478;40540
f75b_0550,short,18,1.25,0.8,hv_q35_compression,cash_all,all58,58,extra_trees_d7_l80,3.5,0.4790934216194168,3076,0.4340052015604681,1058,769,502.3389180660246,3128.6056645870217,2626.266746520996,1.1912749033324477,784.8625141143799,7.848625141143799,137,0.7486338797814208,0.48905109489051096,46.69560693413465,-37.51809637887137,1.244615570645841,3.6667074311388657,0.6400342850274252,7,2.832116788321168,120,410.5901323318478,2563.4529878616336,2152.8628555297855,1.1907182017085842,483.6787987709047,4.836787987709046,111,0.8473282442748091,0.4594594594594595,50.263784075718306,-35.88104759216309,1.4008449431865695,3.6990102011878183,0.8488900761728955,7,2.8468468468468466,92,0,0,0,6.499338792463022,29237;29258;29298;29425;29486;29504;29539;29572;29667;29691;29731;29754;29808;30043;30066;30163;30233;30325;30344;30458,39311;39472;39653;39680;39713;39736;39784;39802;39962;39984;40078;40189;40286;40328;40347;40478;40540;40820;40972;41047
f75b_0456,short,12,1.0,0.65,hv_q35_compression,cash_open_120,compression_macro_mega,19,extra_trees_d7_l80,2.0,0.49247210966724153,1620,0.3814814814814815,611,528,796.9790897846219,2539.139958953858,1742.1608691692352,1.4574658424997624,335.5972450256352,3.3559724502563517,123,0.6721311475409836,0.4634146341463415,44.546315069365924,-26.39637680559447,1.6875920281576198,6.479504794996926,2.374808201192901,8,1.9593495934959348,106,12.595010089874123,1730.8299758911135,1718.2349658012392,1.00733020241152,426.4687653541565,4.264687653541565,101,0.7709923664122137,0.40594059405940597,42.21536526563691,-28.637249430020653,1.4741417596266146,0.12470307019677349,0.02953325334251555,8,2.108910891089109,90,0,0,0,6.401327313120376,29237;29298;29425;29472;29485;29538;29550;29613;29670;29690;29735;29747;30042;30107;30163;30233;30325;30340;30445;30458,39083;39131;39421;39472;39586;39655;39713;39784;39962;40078;40417;40478;40540;40605;40741;40797;40862;40972;40988;41039
f75b_0165,short,6,0.7,0.45,bw_q30_compression,cash_all,compression_release_core,21,hist_gbdt_l15,2.0,0.43318386550837956,3432,0.38490675990675993,1255,1165,25.038709926605208,1002.140337677002,977.1016277503968,1.0256254919810668,156.17967931747435,1.5617967931747436,148,0.8087431693989071,0.44594594594594594,15.183944510257605,-11.915873509151181,1.274261974885568,0.16918047247706222,0.16031989587907752,6,1.4662162162162162,138,324.23015769004803,1099.9834047317504,775.7532470417023,1.4179552698315918,89.14336690902711,0.891433669090271,126,0.9618320610687023,0.5,17.46005404336112,-12.313543603836544,1.4179552698315918,2.5732552197622858,3.6371764824738166,4,1.6904761904761905,96,0,0,0,6.343489457652952,29330;29377;29658;29783;29834;30083;30136;30142;30171;30305;30356;30418;30424;30503;30510;30522;30545;30642;30648;30694,39091;39114;39153;39203;39209;39266;39294;39300;39371;39425;39439;39473;39563;39865;39871;39890;39919;39934;39955;40067
f75b_0578,short,18,1.25,0.8,hv_q35_compression,cash_open_120,all58,58,logistic_l2_balanced,2.0,0.30162956274337704,1355,0.392619926199262,501,377,365.5354375171659,2160.096812181473,1794.5613746643069,1.2036906860237888,600.6279194831849,6.0062791948318495,96,0.5245901639344263,0.4791666666666667,46.95862635177115,-35.89122749328614,1.308359441330205,3.8076608074704783,0.6085888212317766,7,2.5625,85,297.32417955398546,1699.6874165534973,1402.363236999512,1.212016524470606,211.73282623291016,2.117328262329101,72,0.549618320610687,0.4583333333333333,51.505679289499916,-35.95803171793621,1.4323831652834433,4.1295024938053535,1.4042422464380804,6,2.2777777777777777,61,1,0,0,6.2946625037336705,29237;29298;29425;29472;29490;29538;29558;29670;29690;29731;29754;29808;30042;30163;30233;30325;30343;30458;30565;30626,39472;39586;39653;39713;39784;39962;40020;40080;40189;40272;40478;40540;40595;40867;41039;41057;41102;41120;41165;41234
f75b_0449,short,12,1.0,0.65,hv_q35_compression,cash_all,compression_macro_mega,19,logistic_l2_balanced,5.0,0.47462327107293156,4075,0.4233128834355828,1394,1108,859.0551102828979,4348.348971481324,3489.2938611984255,1.2461974096924726,225.76763134002698,2.2576763134002698,224,1.2240437158469946,0.46875,41.41284734744118,-29.321797152927946,1.4123570643181356,3.83506745662008,3.8050410733551137,6,2.3482142857142856,203,124.56986322402933,3406.774033164978,3282.2041699409483,1.0379531122301484,465.2109192848206,4.652109192848205,195,1.4885496183206106,0.4256410256410256,41.04547027909612,-29.30539437447275,1.4006114285515257,0.6388198114052787,0.2677707208926511,7,2.3435897435897437,187,0,0,0,6.2799243204089255,29237;29258;29298;29324;29426;29438;29450;29491;29503;29516;29552;29572;29589;29613;29691;29738;29754;29820;30042;30066,39083;39131;39203;39311;39421;39492;39665;39680;39736;39752;39784;39802;39816;39862;39918;39931;39962;39978;39990;40082
f75b_0552,short,18,1.25,0.8,hv_q35_compression,cash_all,all58,58,hist_gbdt_l15,2.0,0.42387208254764813,3076,0.4340052015604681,1058,769,788.9286843109129,2823.0125702667247,2034.0838859558107,1.3878545470803916,310.8381591796875,3.1083815917968756,110,0.6010928961748634,0.5,51.327501277576815,-36.98334338101474,1.3878545470803916,7.172078948281026,2.5380689629385356,4,2.6636363636363636,85,37.0573556900023,1342.4769647598273,1305.4196090698244,1.0283873134986903,340.19511985778826,3.401951198577883,68,0.5190839694656488,0.4411764705882353,44.74923215866091,-34.353147607100645,1.3026239304316742,0.5449611130882691,0.10892970982503623,5,2.9705882352941178,59,0,0,0,6.239966196218852,29237;29258;29298;29425;29516;29538;29667;29691;29737;29813;30233;30325;30352;30576;30626;30731;30754;30953;31021;31071,39311;39472;39653;39680;39713;39737;39816;39962;39983;40190;40276;40328;40347;40972;41078;41105;41123;41210;41351;41418
f75b_0450,short,12,1.0,0.65,hv_q35_compression,cash_open_120,all58,58,extra_trees_d7_l80,2.0,0.48796448949029264,1620,0.3814814814814815,611,528,643.0887105464933,2197.7767210006728,1554.688010454178,1.4136448639355148,216.2756299018863,2.1627562990188633,117,0.639344262295082,0.4700854700854701,39.95957674546678,-25.07561307184158,1.5935633011636712,5.496484705525583,2.9734682120136755,6,2.128205128205128,106,19.85270252227779,1595.3737541198732,1575.5210515975953,1.0126007218387512,338.8299717903137,3.388299717903137,98,0.7480916030534351,0.41836734693877553,38.911554978533495,-27.640720203466582,1.4077619791416784,0.2025785971660999,0.058591931573762066,8,1.989795918367347,89,0,0,0,6.191164255257239,29237;29298;29472;29486;29540;29613;29667;29679;29731;29745;30042;30107;30163;30325;30340;30445;30458;30566;30626;30692,39083;39131;39421;39472;39586;39653;39713;39784;39844;39962;40078;40189;40423;40478;40540;40605;40741;40862;40972;41040
f75b_0437,short,12,1.0,0.65,hv_q35_compression,cash_all,compression_release_core,21,hist_gbdt_l15,5.0,0.34693245947050727,4075,0.4233128834355828,1394,1108,352.10561957359295,4243.184239006044,3891.0786194324496,1.0904904922288494,565.3554547309875,5.6535545473098745,243,1.3278688524590163,0.4403292181069959,39.6559274673462,-28.61087220170919,1.3860439901226498,1.4489943192328927,0.6228039662960977,10,2.2386831275720165,232,423.9749094963072,3342.931285667419,2918.9563761711124,1.1452487995221252,470.2951577186584,4.702951577186584,187,1.4274809160305344,0.44385026737967914,40.27628055020987,-28.06688823241454,1.4350105439795302,2.2672455053278457,0.901508132792511,10,2.4010695187165774,170,0,0,0,6.1695135823048055,29246;29258;29298;29311;29324;29425;29449;29472;29498;29516;29540;29572;29589;29667;29679;29698;29733;29747;29762;29815,39083;39131;39203;39311;39421;39472;39490;39586;39613;39653;39665;39680;39713;39737;39752;39785;39797;39816;39845;39862
f75b_0571,short,18,1.25,0.8,hv_q35_compression,cash_all,compression_macro_mega,19,hist_gbdt_l15,3.5,0.39186098952728593,3076,0.4340052015604681,1058,769,555.3284145832058,3593.8726887226103,3038.5442741394045,1.1827613371671175,440.5931274414063,4.405931274414063,143,0.7814207650273224,0.44755244755244755,56.154260761290786,-38.462585748600056,1.4599710255656606,3.883415486595845,1.2604109778291037,6,2.944055944055944,126,259.4863540649412,2699.133882141113,2439.647528076172,1.106362231051288,575.0863389015199,5.750863389015199,115,0.8778625954198473,0.4260869565217391,55.08436494165537,-36.96435648600261,1.4902021887629593,2.256403078825576,0.4512128640728792,9,3.217391304347826,98,0,0,0,6.163707558363474,29238;29258;29298;29432;29472;29490;29516;29540;29572;29667;29691;29733;29813;30042;30067;30165;30233;30340;30458;30565,39311;39472;39490;39593;39613;39653;39680;39713;39736;39784;39802;39962;39983;40078;40190;40276;40328;40347;40540;40598
f75b_0457,short,12,1.0,0.65,hv_q35_compression,cash_open_120,compression_macro_mega,19,hist_gbdt_l15,2.0,0.342701757428598,1620,0.3814814814814815,611,528,331.1405196666717,2207.10215549469,1875.9616358280182,1.1765177460681449,273.14104671478276,2.7314104671478274,121,0.6612021857923497,0.4628099173553719,39.41253849097661,-28.860948243507973,1.3656009552576682,2.736698509641915,1.2123425741003795,7,2.0,110,238.75091428756707,1782.6236854553226,1543.8727711677552,1.1546441641735679,277.55578680038457,2.7755578680038457,97,0.7404580152671756,0.4329896907216495,42.44342108226959,-28.07041402123191,1.5120340245130055,2.4613496318305885,0.8601907279248132,8,2.0927835051546393,87,0,0,0,6.116507209446137,29238;29298;29428;29472;29485;29539;29551;29613;29667;29679;29731;29745;30042;30107;30165;30325;30340;30445;30630;30730,39083;39421;39472;39593;39653;39713;39784;39918;39962;39978;40020;40079;40189;40272;40417;40478;40540;40597;40741;40797
f75b_0445,short,12,1.0,0.65,hv_q35_compression,cash_all,compression_macro_mega,19,hist_gbdt_l15,3.5,0.4223091660548909,4075,0.4233128834355828,1394,1108,712.6108542919156,4215.465343093873,3502.8544888019564,1.203437184322105,342.6788215637208,3.4267882156372083,221,1.2076502732240437,0.46153846153846156,41.328091598959546,-29.43575200673913,1.4040100483757894,3.2244835035833286,2.079529896362172,11,2.176470588235294,196,108.76722054481495,2765.8818897247315,2657.1146691799167,1.0409343344517323,335.54699745178226,3.3554699745178227,160,1.2213740458015268,0.41875,41.281819249622856,-28.571125475052867,1.4448790015524045,0.6797951284050934,0.3241489906654423,8,2.38125,150,0,0,0,6.103981056400138,29238;29258;29298;29311;29324;29432;29446;29472;29485;29497;29516;29540;29553;29573;29670;29690;29702;29737;29754;29821,39084;39131;39203;39312;39472;39491;39665;39680;39714;39736;39752;39809;39918;39931;39962;39978;40083;40147;40192;40276
f75b_0227,short,6,0.7,0.45,hv_q35_compression,cash_all,compression_macro_mega,19,hist_gbdt_l15,3.5,0.4154110481809312,5616,0.39814814814814814,1938,1630,394.57699561119057,4227.5591106414795,3832.982115030289,1.1029425611102994,521.1788674354555,5.211788674354555,350,1.9125683060109289,0.4342857142857143,27.812888885799207,-19.358495530456008,1.4367278098673637,1.1273628446034016,0.7570855617242699,8,1.4742857142857142,329,212.9112944126124,3139.000191783905,2926.0888973712918,1.0727630984157337,369.70663175582894,3.6970663175582894,266,2.030534351145038,0.42105263157894735,28.02678742664201,-19.00057725565774,1.475049260321634,0.800418400047415,0.5758925486444308,13,1.6654135338345866,255,0,0,0,6.07882869788185,29230;29237;29248;29258;29278;29298;29313;29326;29332;29429;29449;29490;29498;29505;29516;29552;29561;29573;29589;29624,39086;39131;39187;39203;39267;39312;39323;39360;39371;39423;39439;39495;39501;39545;39563;39595;39613;39655;39662;39669
f75b_0577,short,18,1.25,0.8,hv_q35_compression,cash_open_120,all58,58,hist_gbdt_l15,2.0,0.25602682753805706,1355,0.392619926199262,501,377,353.6062083721161,2211.212208127976,1857.6059997558593,1.1903558711689077,334.3171478271485,3.3431714782714854,92,0.5027322404371585,0.45652173913043476,52.64790971733276,-37.15211999511719,1.4170903228201281,3.843545743175175,1.057696892517582,7,2.8043478260869565,81,236.11763334274286,1834.4651568412783,1598.3475234985353,1.147726092024041,265.5003646850586,2.655003646850586,79,0.6030534351145038,0.43037974683544306,53.95485755415524,-35.518833855523006,1.519049239443584,2.9888308018068717,0.8893307307612549,8,2.7341772151898733,71,0,0,0,6.073429821506158,29237;29298;29425;29472;29490;29538;29561;29667;29690;29731;29754;30043;30163;30233;30325;30343;30458;30565;30626;30730,39472;39586;39653;39713;39784;39962;40020;40078;40189;40272;40417;40480;40540;40595;40797;40862;40972;41040;41102;41120
f75b_0455,short,12,1.0,0.65,hv_q35_compression,cash_open_120,compression_release_core,21,logistic_l2_balanced,2.0,0.4456885245392709,1620,0.3814814814814815,611,528,478.2973478794097,1861.780090522766,1383.4827426433565,1.3457197788861095,181.50927677154527,1.8150927677154527,112,0.6120218579234973,0.48214285714285715,34.47740908375493,-23.853150735230283,1.445402725470266,4.270512034637586,2.6351124107084267,7,1.8303571428571428,96,78.49336881637562,1494.3100109100349,1415.8166420936584,1.0554403490414572,256.82897987365726,2.568289798736573,92,0.7022900763358778,0.42391304347826086,38.31564130538551,-26.71352154893695,1.4343163717742884,0.8531887914823437,0.3056250461104083,6,2.010869565217391,84,0,0,0,6.071036136482822,29298;29472;29493;29538;29613;29670;29731;29745;29808;30042;30107;30163;30233;30325;30340;30398;30445;30458;30567;30626,39083;39131;39421;39472;39586;39653;39713;39784;39844;39918;39962;39974;40078;40189;40418;40478;40741;40862;41040;41052
f75b_0575,short,18,1.25,0.8,hv_q35_compression,cash_all,compression_macro_mega,19,logistic_l2_balanced,5.0,0.434157223765677,3076,0.4340052015604681,1058,769,470.8846490669247,3748.793271808625,3277.908622741699,1.1436539889489261,840.5706829071046,8.405706829071045,154,0.8415300546448088,0.474025974025974,51.353332490529105,-40.46800768816912,1.268985932943329,3.057692526408602,0.5601963744897398,9,3.116883116883117,135,313.5053362846373,3099.8762698173527,2786.370933532715,1.112513855392239,666.1766795158388,6.661766795158389,131,1.0,0.4198473282442748,56.36138672395187,-36.662775441219935,1.5372918729056393,2.3931705059895974,0.4706038892152235,11,3.1603053435114505,115,0,0,0,6.059258109395703,29237;29258;29298;29425;29446;29485;29503;29539;29558;29576;29679;29697;29731;29754;29808;30042;30066;30163;30233;30340,39311;39472;39490;39613;39653;39680;39713;39736;39784;39802;39969;39987;40078;40189;40272;40328;40347;40417;40479;40540
f75b_0154,short,6,0.7,0.45,bw_q30_compression,cash_all,all58,58,extra_trees_d7_l80,3.5,0.5069487360160426,3432,0.38490675990675993,1255,1165,72.58180403709409,1412.8545936775206,1340.2727896404267,1.0541545009330275,291.6661605834962,2.916661605834962,194,1.0601092896174864,0.4587628865979381,15.874770715477759,-12.764502758480255,1.2436654224490773,0.374133010500485,0.2488523313499574,15,1.4948453608247423,186,339.301343564987,1683.6403332710267,1344.3389897060395,1.2523926972014556,149.96163043975832,1.4996163043975832,188,1.4351145038167938,0.4574468085106383,19.57721317757008,-13.179794016725877,1.4853959897040523,1.8047943806648246,2.2625877204055147,5,1.6861702127659575,154,0,0,0,6.053347870308612,29327;29334;29377;29655;29783;29834;30064;30082;30136;30142;30170;30176;30187;30305;30356;30362;30370;30416;30422;30520,39090;39113;39153;39203;39209;39266;39279;39294;39300;39368;39424;39439;39468;39474;39563;39665;39715;39864;39870;39890
f75b_0458,short,12,1.0,0.65,hv_q35_compression,cash_open_120,compression_macro_mega,19,logistic_l2_balanced,2.0,0.46715276565584235,1620,0.3814814814814815,611,528,364.78097636222833,2365.1684018325814,2000.3874254703521,1.1823551636635878,232.0918986320496,2.320918986320496,131,0.7158469945355191,0.4580152671755725,39.41947336387636,-28.174470781272564,1.3991202770019124,2.784587605818537,1.5717092173929748,9,2.0076335877862594,121,183.7938386917113,1983.748335647583,1799.9544969558717,1.102110269455449,221.2014914512636,2.212014914512636,111,0.8473282442748091,0.43243243243243246,41.32809032599131,-28.57070630088685,1.446519728660277,1.6558003485739756,0.8308887859926832,5,2.036036036036036,101,0,0,0,6.028761009608357,29237;29298;29425;29472;29490;29539;29552;29613;29667;29679;29733;29745;29808;30042;30107;30163;30233;30341;30445;30458,39083;39131;39421;39472;39586;39655;39784;39844;39918;39962;40020;40078;40272;40417;40478;40540;40605;40741;40797;40862
f75b_0560,short,18,1.25,0.8,hv_q35_compression,cash_all,compression_release_core,21,extra_trees_d7_l80,5.0,0.47032237762788226,3076,0.4340052015604681,1058,769,174.94590363502476,3707.8959822177894,3532.9500785827636,1.0495183627687164,1028.4975858688354,10.284975858688354,167,0.912568306010929,0.4431137724550898,50.10670246240256,-37.98871052239531,1.318989293749873,1.0475802612875735,0.17009850683046296,12,2.934131736526946,146,541.627081775665,3094.0952412605284,2552.4681594848635,1.2121973901076892,532.7880095481876,5.327880095481876,129,0.9847328244274809,0.4496124031007752,53.34646967690566,-35.95025576739244,1.4838968051318264,4.198659548648566,1.0165902236331728,6,2.89922480620155,113,0,0,0,5.788097943493768,29237;29258;29298;29425;29446;29472;29490;29516;29538;29558;29576;29667;29690;29732;29754;29808;30043;30066;30163;30233,39311;39472;39490;39586;39614;39653;39680;39713;39736;39784;39809;39962;39983;40020;40078;40189;40272;40328;40347;40420
