run_id,input_path,exists,sha256,input_role,claim_boundary
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/final_decision.json,True,7dcc8bf1a038f42f96b7a43c6f46cf1391ec5b53534be9fdc9f68d4f47661085,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/required_gate_coverage_audit.csv,True,527f22cc61e8fc50e18d8d745a30e5bc899a72ad502b59fa8ce15a64a8d71d90,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/cj_proxy_repair_surface.csv,True,ebd2dab1313b3c1e45637392bc0bfac507f01880d3cc23092f179b693df1f3be,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/selected_cj_candidate.json,True,5d71427c942c1d402b5e18bf20b040ac61c2a56eb9988151ded6cb443d91599e,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/selected_cj_trade_tape.csv,True,e086a6abc4978e0e5c940c2bbef8e0b0a2db5e5f552cc259807a9b3fad280b65,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/candidate_filter_audit.csv,True,366777359b9c44ff6b5cd7abcbac6b431c99f2ffcfd5b557158bc13501c99281,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/candidate_source_attribution.csv,True,ef767fae552be4e6022785f95faf76a79e4638087e5c86c2318aa518307e9a4d,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/candidate_month_stability.csv,True,edde10ce278a99fa01f170ba0f3b77850a420b7063098c26b10685281318dbdc,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/cost_stress_diagnostic.csv,True,23d06e5bf49c21974a2bc7609a68408e5db94698a94dd3d7716007bca223ed9f,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/package_precheck.csv,True,5b8692eccc87a155ebff9e3e5d1b35fa542296e06f854fe99328732187d7ffa3,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/proxy_mt5_diff_plan.csv,True,8275d8698c113df11daa58a89c7746d723cf78f43b9afcc5b44d31e3d883a33b,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/run364CK_review_queue.csv,True,df084cd3c75fd8c36a3bd220ef9265985d6b0445c3790a0f9488131043862513,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/data_integrity_audit.csv,True,091b1498b10ec853ce1c80d8c837d90b207e19e70c429944a70467c6daba6918,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CK_review_h17_focus_month_cost_stress_repair_scout_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CJ/run_manifest.json,True,eb6411118916f9fc46512b511a53ee6154effea81d4ed604997bbdff8d595ccd,CJ review source(CJ 검토 원천),research_development_kpi_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
