run_id,variant_id,queue_id,axis_id,split,entry_timestamp,exit_timestamp,entry_server_time,entry_month,entry_hour,entry_session,held_m5,side,entry_score,entry_confidence,entry_open,exit_open,net_profit,adx_14,short_probability_threshold,entry_margin_floor,bridge_policy,bridge_policy_value,materialized_policy,session_policy,side_policy,restore_policy,exit_reason,claim_boundary
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-03T18:05:00Z,2025-01-03T18:45:00Z,2025-01-03 18:05:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,0.024208068848,0.382189303637,21148.54,21220.66,6.912,16.527473449707,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-03T18:50:00Z,2025-01-03T19:30:00Z,2025-01-03 18:50:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,0.036962002515,0.364792257547,21225.29,21197.16,-3.113,17.705278396606,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-03T19:35:00Z,2025-01-03T20:20:00Z,2025-01-03 19:35:00,2025-01,19,us_cash_core(미국 현금장 핵심),8,long,0.021172314882,0.349316269159,21204.54,21229.16,2.162,19.135805130005,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-03T21:00:00Z,2025-01-03T21:50:00Z,2025-01-03 21:00:00,2025-01,21,us_cash_core(미국 현금장 핵심),8,long,0.011155217886,0.353400021791,21256.91,21293.16,3.325,21.972967147827,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-06T16:45:00Z,2025-01-06T17:30:00Z,2025-01-06 16:45:00,2025-01,16,us_premarket_cash_open(미국 프리마켓/현금장 초반),8,long,0.009486556053,0.383682608604,21547.5,21635.5,8.5,21.804323196411,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-06T17:35:00Z,2025-01-06T18:40:00Z,2025-01-06 17:35:00,2025-01,17,us_cash_core(미국 현금장 핵심),8,long,0.03765925765,0.374127358198,21617.0,21629.25,0.925,28.64747428894,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-06T18:50:00Z,2025-01-06T19:45:00Z,2025-01-06 18:50:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,0.000935435295,0.344728767872,21614.12,21546.75,-7.037,26.063646316528,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-06T20:15:00Z,2025-01-06T20:55:00Z,2025-01-06 20:15:00,2025-01,20,us_cash_core(미국 현금장 핵심),8,long,0.000579357147,0.35030606389,21537.0,21497.0,-4.3,35.024711608887,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-07T16:35:00Z,2025-01-07T17:15:00Z,2025-01-07 16:35:00,2025-01,16,us_premarket_cash_open(미국 프리마켓/현금장 초반),8,long,0.000595778227,0.352731227875,21512.13,21342.26,-17.287,19.331893920898,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-07T17:35:00Z,2025-01-07T18:00:00Z,2025-01-07 17:35:00,2025-01,17,us_cash_core(미국 현금장 핵심),5,short,0.107481628656,0.469946682453,21270.26,21310.51,-4.325,32.9547996521,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),reverse_on_opposite,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-07T18:00:00Z,2025-01-07T18:40:00Z,2025-01-07 18:00:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,0.001652270555,0.397491544485,21310.51,21304.51,-0.9,37.676567077637,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-08T16:35:00Z,2025-01-08T17:15:00Z,2025-01-08 16:35:00,2025-01,16,us_premarket_cash_open(미국 프리마켓/현금장 초반),8,long,0.001462161541,0.378068566322,21136.03,21008.91,-13.012,23.131139755249,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-08T17:20:00Z,2025-01-08T18:00:00Z,2025-01-08 17:20:00,2025-01,17,us_cash_core(미국 현금장 핵심),8,long,0.009997487069,0.398284554482,21053.66,21121.91,6.525,18.381269454956,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-08T18:25:00Z,2025-01-08T19:05:00Z,2025-01-08 18:25:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,-4.0978193e-05,0.363085329533,21126.91,21110.91,-1.9,13.055636405945,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-08T20:05:00Z,2025-01-08T20:45:00Z,2025-01-08 20:05:00,2025-01,20,us_cash_core(미국 현금장 핵심),8,long,0.003584355116,0.370644837618,21084.91,21141.78,5.387,21.686315536499,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-08T20:50:00Z,2025-01-08T21:30:00Z,2025-01-08 20:50:00,2025-01,20,us_cash_core(미국 현금장 핵심),8,long,0.005231767893,0.364730060101,21107.53,21182.28,7.175,20.240013122559,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-08T21:50:00Z,2025-01-10T16:50:00Z,2025-01-08 21:50:00,2025-01,21,us_cash_core(미국 현금장 핵심),6,long,0.001348853111,0.361543357372,21105.66,20806.98,-30.168,17.21170425415,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),reverse_on_opposite,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-10T16:50:00Z,2025-01-10T17:30:00Z,2025-01-10 16:50:00,2025-01,16,us_premarket_cash_open(미국 프리마켓/현금장 초반),8,short,0.034353047609,0.450549453497,20806.98,20801.61,0.237,49.614921569824,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-10T18:25:00Z,2025-01-10T19:00:00Z,2025-01-10 18:25:00,2025-01,18,us_cash_core(미국 현금장 핵심),7,long,0.000420570374,0.382813334465,20733.48,20671.61,-6.487,35.015087127686,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),reverse_on_opposite,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-10T19:00:00Z,2025-01-10T19:40:00Z,2025-01-10 19:00:00,2025-01,19,us_cash_core(미국 현금장 핵심),8,short,0.08945736289,0.4584659338,20671.61,20759.11,-9.05,29.922658920288,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-13T17:10:00Z,2025-01-13T17:50:00Z,2025-01-13 17:10:00,2025-01,17,us_cash_core(미국 현금장 핵심),8,long,-0.000433593988,0.37945124507,20583.83,20660.95,7.412,18.243091583252,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-13T18:00:00Z,2025-01-13T18:40:00Z,2025-01-13 18:00:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,0.000653296709,0.385830849409,20580.83,20548.7,-3.513,16.713205337524,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-13T18:45:00Z,2025-01-13T19:30:00Z,2025-01-13 18:45:00,2025-01,18,us_cash_core(미국 현금장 핵심),8,long,0.004147469997,0.383110463619,20599.7,20630.2,2.75,12.119049072266,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-13T20:00:00Z,2025-01-13T20:50:00Z,2025-01-13 20:00:00,2025-01,20,us_cash_core(미국 현금장 핵심),8,long,0.007152020931,0.372040361166,20672.45,20690.45,1.5,14.433280944824,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-13T21:50:00Z,2025-01-14T17:00:00Z,2025-01-13 21:50:00,2025-01,21,us_cash_core(미국 현금장 핵심),8,long,0.002968996763,0.360657453537,20659.33,20767.39,10.506,19.051261901855,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-14T17:05:00Z,2025-01-14T17:45:00Z,2025-01-14 17:05:00,2025-01,17,us_cash_core(미국 현금장 핵심),8,long,0.064220637083,0.41762778163,20801.77,20801.02,-0.375,30.653371810913,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-14T17:55:00Z,2025-01-14T18:35:00Z,2025-01-14 17:55:00,2025-01,17,us_cash_core(미국 현금장 핵심),8,long,0.023491591215,0.38066637516,20772.52,20704.89,-7.063,23.532091140747,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AJ_train_session_side_pf_lift_density_repair_scout_without_db_v1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control(대조),validation,2025-01-14T20:10:00Z,2025-01-14T20:55:00Z,2025-01-14 20:10:00,2025-01,20,us_cash_core(미국 현금장 핵심),8,long,0.004944682122,0.352297097445,20670.52,20788.14,11.462,25.351322174072,0.45,0.0,restore_march_non_hour16_margin,0.10,baseline_replay(기준 재생),all_sessions(전체 세션),all_sides(전체 방향),none(없음),close_max_hold,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
