record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,state_profile,source_followup_profile,second_followup_profile,pressure_group,materialization_boundary,tier_pair_boundary,route_role,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,report_equity_drawdown_percent,report_balance_drawdown_percent,report_recovery_factor,positive_month_ratio,negative_month_count,worst_month,worst_month_net,best_month,best_month_net,chron_early_net,chron_mid_net,chron_late_net,source_chart_path,curve_read
mt5_ta_s264_aih_range_expansion_pressure_aw_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,core_range_resilience_pressure_v2,core_range_volatility_interaction_v3,core_challenger_second_pressure,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,281,822.06,2206.89,-1384.83,1.593618,2.92548,0.565836,13.879811,-11.351066,1.222776,211.46,13.978239,45,0.768683,7,3.887544,15.46,13.98,3.47,0.833333,2,2024-12,-173.14,2024-11,271.15,273.95,144.28,403.83,.,"mixed_constructive_needs_more_pressure(혼합 건설적, 추가 압박 필요)"
mt5_ta_s264_aih_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,core_volatility_resilience_pressure_v2,core_volatility_range_interaction_v3,core_challenger_second_pressure,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,275,1153.72,2718.3,-1564.58,1.737399,4.195345,0.592727,16.676687,-13.969464,1.193796,284.13,14.747666,30,0.687273,7,4.060536,16.65,14.75,3.52,0.833333,2,2024-12,-232.8,2024-10,317.91,396.34,261.16,496.22,.,headline_good_but_hole_uncomfortable(대표 숫자는 좋지만 구멍 불편)
mt5_ta_s264_aia_range_expansion_pressure_aw_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,range_expansion_pressure,oos_anchor_dd_resilience_pressure_v2,oos_anchor_range_dd_conservative_v3,oos_anchor_adapter_watch_gate,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,287,1037.6,2659.99,-1622.39,1.63955,3.615331,0.592334,15.647,-13.866581,1.128396,219.85,14.220971,59,0.763066,6,4.719582,14.11,12.8,4.23,0.75,3,2024-12,-137.26,2024-11,276.15,417.96,182.66,436.98,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AW_stage267_pool_wide_state_feature_engineering_second_followup_materialization_v1_run267aw_p03_s264_aia_range_dd_watch_ta_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_ta_s264_aia_return_shock_absorption_aw_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,return_shock_absorption,oos_anchor_shock_resilience_pressure_v2,oos_anchor_shock_range_conservative_v3,oos_anchor_adapter_watch_gate,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,282,949.94,2386.44,-1436.5,1.661288,3.368582,0.585106,14.463273,-12.277778,1.178004,217.45,13.318919,43,0.77305,6,4.368544,14.48,13.32,3.97,0.833333,2,2024-12,-150.63,2024-11,271.8,338.6,163.15,448.19,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AW_stage267_pool_wide_state_feature_engineering_second_followup_materialization_v1_run267aw_p04_s264_aia_shock_range_watch_ta_2024.png,"mixed_constructive_needs_more_pressure(혼합 건설적, 추가 압박 필요)"
mt5_ta_s264_lc_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_regime_expansion,defensive_control_volatility_audit_v1,defensive_control_repeat_audit_v2,defensive_control_repeat_audit,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,278,1052.2,2628.49,-1576.29,1.667517,3.784892,0.589928,16.027378,-13.827105,1.159128,267.74,14.931849,40,0.733813,7,3.929932,16.83,14.93,3.42,0.833333,2,2024-12,-202.41,2024-11,284.94,394.91,205.22,452.07,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AW_stage267_pool_wide_state_feature_engineering_second_followup_materialization_v1_run267aw_p05_s264_lc_control_repeat_audit_ta_2024.png,headline_good_but_hole_uncomfortable(대표 숫자는 좋지만 구멍 불편)
mt5_ta_s262_lih_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_regime_expansion,validation_control_volatility_audit_v1,validation_control_repeat_audit_v2,validation_control_repeat_audit,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,283,1007.16,2723.97,-1716.81,1.586646,3.558869,0.59364,16.214107,-14.928783,1.086097,261.42,15.077168,46,0.724382,7,3.852651,16.98,15.08,3.35,0.75,3,2024-12,-192.32,2024-11,285.16,432.53,185.31,389.32,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AW_stage267_pool_wide_state_feature_engineering_second_followup_materialization_v1_run267aw_p06_s262_lih_control_repeat_audit_ta_2024.png,headline_good_but_hole_uncomfortable(대표 숫자는 좋지만 구멍 불편)
mt5_ta_s258_stc_volatility_regime_expans_aw_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_regime_expansion,stress_challenger_volatility_prune_pressure_v2,stress_challenger_volatility_strict_prune_v3,stress_challenger_prune_or_rescue,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,255,878.2,2427.03,-1548.83,1.567009,3.443922,0.592157,16.073046,-14.892596,1.079264,243.06,15.788345,40,0.729412,7,3.6131,16.54,15.79,3.43,0.833333,2,2024-12,-88.28,2024-02,195.19,440.79,137.18,300.23,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AW_stage267_pool_wide_state_feature_engineering_second_followup_materialization_v1_run267aw_p07_s258_stc_volatility_strict_prune_ta_2024.png,"mixed_constructive_needs_more_pressure(혼합 건설적, 추가 압박 필요)"
mt5_ta_s258_stc_trend_strength_disagreem_aw_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength_disagreement,stress_challenger_trend_prune_pressure_v2,stress_challenger_trend_strict_prune_v3,stress_challenger_prune_or_rescue,pool_wide_state_feature_engineering_second_followup_pressure_not_retrained_Tier_A_only,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists,tier_only_total,293,1133.45,3071.7,-1938.25,1.58478,3.86843,0.576792,18.17574,-15.631048,1.162797,270.23,14.675167,36,0.744027,7,4.19439,16.53,14.68,3.66,0.833333,2,2024-12,-167.46,2024-11,284.88,535.59,172.6,425.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AX/pool_wide_state_feature_engineering_second_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267AW_stage267_pool_wide_state_feature_engineering_second_followup_materialization_v1_run267aw_p08_s258_stc_trend_strict_prune_ta_2024.png,"mixed_constructive_needs_more_pressure(혼합 건설적, 추가 압박 필요)"
