variant_id,queue_id,candidate_alias,source_model_file,source_model_sha256,runtime_model_file,runtime_model_sha256,common_model_path,common_model_sha256,appended_feature,model_strength,model_materialization_type,claim_boundary,source_run_id
run267cz_01_s258_stc_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CV/shared_weakness_breakout_followup_or_prune_materialization/variants/s258_stc/run267cv_05_s258_stc_explosive_combo/models/run267cv_05_s258_stc_explosive_combo_model.csv,30c369ec7f1163dccaaa1039a0b260aadc0bd6b46d995818c14e3da9410a525f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s258_stc/run267cz_01_s258_stc_explosive_second/models/run267cz_01_s258_stc_explosive_second_model.csv,06b328e5fb52c07e8647b4f5f178cdce7da9b36e9ceb3e0a9b835b0e60ecdc51,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s258_stc/run267cz_01_s258_stc_explosive_second/models/run267cz_01_s258_stc_explosive_second_model.csv,06b328e5fb52c07e8647b4f5f178cdce7da9b36e9ceb3e0a9b835b0e60ecdc51,stage267cz_explosive_second_survival_score,aggressive_shock_state_without_defensive_filter_stack,augmented_run267CV_explosive_combo_with_second_survival_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CV/shared_weakness_breakout_followup_or_prune_materialization/variants/s264_aia/run267cv_04_s264_aia_explosive_combo/models/run267cv_04_s264_aia_explosive_combo_model.csv,95420bfe6cb5ab7e8d876a437013d335c0300d9430aee283e865058b950f22a1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aia/run267cz_02_s264_aia_explosive_second/models/run267cz_02_s264_aia_explosive_second_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s264_aia/run267cz_02_s264_aia_explosive_second/models/run267cz_02_s264_aia_explosive_second_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,stage267cz_explosive_second_survival_score,aggressive_shock_state_without_defensive_filter_stack,augmented_run267CV_explosive_combo_with_second_survival_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CV/shared_weakness_breakout_followup_or_prune_materialization/variants/s264_aih/run267cv_03_s264_aih_explosive_combo/models/run267cv_03_s264_aih_explosive_combo_model.csv,e4818c2e89cb116c75d7021f5511d0fad6ef41c3dcd074ddcbb8777b8c45b48a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aih/run267cz_03_s264_aih_explosive_second/models/run267cz_03_s264_aih_explosive_second_model.csv,96a4b1d654d5e73292670f5ae39ac6143202803ac78b27e85e71b5e1be529938,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s264_aih/run267cz_03_s264_aih_explosive_second/models/run267cz_03_s264_aih_explosive_second_model.csv,96a4b1d654d5e73292670f5ae39ac6143202803ac78b27e85e71b5e1be529938,stage267cz_explosive_second_survival_score,aggressive_shock_state_without_defensive_filter_stack,augmented_run267CV_explosive_combo_with_second_survival_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CV/shared_weakness_breakout_followup_or_prune_materialization/variants/s264_aia/run267cv_04_s264_aia_explosive_combo/models/run267cv_04_s264_aia_explosive_combo_model.csv,95420bfe6cb5ab7e8d876a437013d335c0300d9430aee283e865058b950f22a1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aia/run267cz_04_s264_aia_aia_val_damage/models/run267cz_04_s264_aia_aia_val_damage_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s264_aia/run267cz_04_s264_aia_aia_val_damage/models/run267cz_04_s264_aia_aia_val_damage_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,stage267cz_aia_validation_damage_probe_score,oos_anchor_validation_damage_probe_without_oos_only_selection,augmented_run267CV_s264_aia_with_validation_damage_probe_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CV/shared_weakness_breakout_followup_or_prune_materialization/variants/s264_aih/run267cv_02_s264_aih_aih_supply_repair/models/run267cv_02_s264_aih_aih_supply_repair_model.csv,3c1601dd5a279f2a83ca94edf8d84973e821767b2d60f649b88673e41f62116f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aih/run267cz_05_s264_aih_aih_final_supply/models/run267cz_05_s264_aih_aih_final_supply_model.csv,1248409eda54a228789a7b663e7b0d0dbc746acc0d468e1cba101a1585c2a1d6,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s264_aih/run267cz_05_s264_aih_aih_final_supply/models/run267cz_05_s264_aih_aih_final_supply_model.csv,1248409eda54a228789a7b663e7b0d0dbc746acc0d468e1cba101a1585c2a1d6,stage267cz_aih_final_supply_or_prune_score,single_final_supply_probe_before_prune,augmented_run267CV_aih_supply_repair_with_final_supply_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_06_s264_lc_control_rejoin,cy_q06_control_rejoin_guardrail,s264_lc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s264_lc/run267cr_02_s264_lc_state_phase_repl/models/run267cr_02_s264_lc_state_phase_repl_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_lc/run267cz_06_s264_lc_control_rejoin/models/run267cz_06_s264_lc_control_rejoin_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s264_lc/run267cz_06_s264_lc_control_rejoin/models/run267cz_06_s264_lc_control_rejoin_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,,control_rejoin_same_period_cost_risk_no_new_alpha_feature,identity_copy_run267CR_control_rejoin_no_new_alpha_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CR_stage267_shared_weakness_breakout_followup_materialization_v1
run267cz_07_s262_lih_control_rejoin,cy_q06_control_rejoin_guardrail,s262_lih,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s262_lih/run267cr_03_s262_lih_state_phase_repl/models/run267cr_03_s262_lih_state_phase_repl_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s262_lih/run267cz_07_s262_lih_control_rejoin/models/run267cz_07_s262_lih_control_rejoin_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,OPV2/s267cz/run267CZ_shared_weakness_second_followup_or_prune/s262_lih/run267cz_07_s262_lih_control_rejoin/models/run267cz_07_s262_lih_control_rejoin_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,,control_rejoin_same_period_cost_risk_no_new_alpha_feature,identity_copy_run267CR_control_rejoin_no_new_alpha_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate,run267CR_stage267_shared_weakness_breakout_followup_materialization_v1
