record_view,attempt_name,tier_scope,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,route_role,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_end,closed_balance_min,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,report_max_drawdown_percent,report_equity_drawdown_percent,report_balance_drawdown_percent,report_recovery_factor,positive_month_ratio,negative_month_count,worst_month,worst_month_net,best_month,best_month_net,chron_early_net,chron_mid_net,chron_late_net,source_chart_path,worst_slice_axis,worst_slice_bucket,worst_slice_net,fragility_flags,curve_read
mt5_ta_s258_stc_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_01_s258_stc_2023h2_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_01_s258_stc_2023h2_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,178,749.49,1575.95,-826.46,1.906868,4.210618,0.617978,14.326818,-12.153824,1.178791,1249.49,481.06,87.02,15.318265,26,0.691011,5,8.612848,10.63,10.63,15.32,6.5,0.833333,1,2023-07,-3.93,2023-09,229.29,191.37,179.71,378.41,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_01_s258_stc_2023h2_impulse_repl.png,session_report,session_00_06_report_time,-4.48,dd_watch_ge15(손실폭 15% 이상 관찰),"positive_but_shape_watch_no_selection(양수지만 형태 관찰, 선택 아님)"
mt5_ta_s258_stc_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_02_s258_stc_2025h1_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_02_s258_stc_2025h1_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,226,630.58,1968.23,-1337.65,1.471409,2.790177,0.548673,15.872823,-13.114216,1.210352,1130.58,477.18,115.86,12.965217,33,0.814159,5,5.442603,11.68,11.68,10.55,4.89,0.833333,1,2025-05,-5.58,2025-04,299.21,195.81,272.89,161.88,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_02_s258_stc_2025h1_impulse_repl.png,month,2025-05,-5.58,no_major_flag_in_this_review(이번 검토 큰 경고 없음),"mixed_watch_no_selection(혼합 관찰, 선택 아님)"
mt5_ta_s258_stc_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_03_s258_stc_2025h2_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_03_s258_stc_2025h2_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,167,572.02,1405.11,-833.09,1.686624,3.425269,0.556886,15.10871,-11.257973,1.342045,1072.02,492.48,105.41,13.928935,32,0.808383,7,5.42662,15.96,15.96,13.93,4.68,1.0,0,2025-09,13.97,2025-11,248.0,106.68,60.87,404.47,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_03_s258_stc_2025h2_impulse_repl.png,session_report,session_21_23_report_time,-62.63,dd_watch_ge15(손실폭 15% 이상 관찰),"positive_but_shape_watch_no_selection(양수지만 형태 관찰, 선택 아님)"
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,165,560.16,1253.11,-692.95,1.80837,3.394909,0.612121,12.40703,-10.827344,1.145898,1060.16,483.85,80.58,12.406314,27,0.660606,6,6.951601,9.74,9.74,9.56,6.31,0.833333,1,2023-07,-3.44,2023-08,175.07,170.36,91.97,297.83,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_07_s264_aia_2023h2_impulse_repl.png,session_report,session_00_06_report_time,-3.8,no_major_flag_in_this_review(이번 검토 큰 경고 없음),"constructive_watch_no_selection(건설적 관찰, 선택 아님)"
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,216,766.11,2086.22,-1320.11,1.580338,3.546806,0.555556,17.385167,-13.751146,1.26427,1266.11,477.18,127.27,12.943731,28,0.782407,6,6.019565,11.74,11.74,10.62,5.42,0.833333,1,2025-05,-1.83,2025-04,328.78,239.0,260.85,266.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_08_s264_aia_2025h1_impulse_repl.png,month,2025-05,-1.83,no_major_flag_in_this_review(이번 검토 큰 경고 없음),"constructive_watch_no_selection(건설적 관찰, 선택 아님)"
mt5_ta_s264_aia_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_09_s264_aia_2025h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_09_s264_aia_2025h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,154,451.56,1165.33,-713.77,1.632641,2.932208,0.558442,13.550349,-10.496618,1.290925,951.56,492.48,103.17,13.788541,30,0.798701,7,4.376854,15.84,15.84,13.79,3.76,1.0,0,2025-12,14.16,2025-11,267.61,77.83,105.76,267.97,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_09_s264_aia_2025h2_impulse_repl.png,session_report,session_21_23_report_time,-42.63,dd_watch_ge15(손실폭 15% 이상 관찰),"positive_but_shape_watch_no_selection(양수지만 형태 관찰, 선택 아님)"
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,164,539.33,1223.68,-684.35,1.788091,3.288598,0.609756,12.2368,-10.692969,1.144378,1039.33,483.85,78.07,12.406314,27,0.658537,6,6.908287,9.6,9.6,9.46,6.29,0.833333,1,2023-07,-3.44,2023-08,175.07,170.36,91.91,277.06,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_04_s264_aih_2023h2_impulse_repl.png,session_report,session_00_06_report_time,-3.8,no_major_flag_in_this_review(이번 검토 큰 경고 없음),"constructive_watch_no_selection(건설적 관찰, 선택 아님)"
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,215,796.33,2093.57,-1297.24,1.613865,3.70386,0.55814,17.446417,-13.655158,1.277643,1296.33,477.18,127.27,12.943731,25,0.767442,6,6.257013,11.74,11.74,10.62,5.63,1.0,0,2025-05,25.97,2025-04,328.78,239.0,260.85,296.48,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_05_s264_aih_2025h1_impulse_repl.png,month,2025-05,25.97,no_major_flag_in_this_review(이번 검토 큰 경고 없음),"constructive_watch_no_selection(건설적 관찰, 선택 아님)"
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,152,476.4,1188.23,-711.83,1.669261,3.134211,0.559211,13.979176,-10.624328,1.31577,976.4,492.48,105.07,13.717068,28,0.789474,7,4.53412,12.19,12.19,13.72,3.89,1.0,0,2025-12,14.03,2025-11,276.1,72.8,126.81,276.79,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BX/aggressive_impulse_dd_shape_cross_period_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267BX_run267bw_06_s264_aih_2025h2_impulse_repl.png,session_report,session_21_23_report_time,-43.34,no_major_flag_in_this_review(이번 검토 큰 경고 없음),"constructive_watch_no_selection(건설적 관찰, 선택 아님)"
