protocol_id,branch_id,branch_name,dimension,mt5_runtime_value,unit,mt5_source,runtime_probe_source,mt5_result_status,claim_boundary
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,net_profit,100.8,account_currency,run330E_mt5_runtime_probe_summary_net_profit,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,profit_factor,1.2366666667,ratio,run330E_mt5_runtime_probe_summary_profit_factor,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,max_drawdown,113.475,account_currency,run334D_all_six_reconciliation_stage330f_equity_dd_amount,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,trades_per_day,7.1928666667,trades_per_day,run334D_all_six_reconciliation_stage330f_trades_per_day,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,expectancy,0.59,account_currency_per_trade,run334D_all_six_reconciliation_stage330f_expectancy,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,recovery_factor,1.1783333333,ratio,run334D_all_six_reconciliation_stage330f_recovery_factor,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,curve_pocket,-79.99,account_currency,run330F_curve_pocket_report_min_chunk_net_profit,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,underwater_stretch,0.4871820681,share,run334D_all_six_reconciliation_underwater_trade_share,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,lot_normalized_result,1008.0,account_currency_per_1lot_linear,run334D_cost_curve_guard_mt5_derived_linear_1lot_normalization,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
run335F_design_guarded_branch_probe_protocols_v1__cost_spread_slippage_grid_guard,run335C_b01_cost_spread_slippage_grid_guard,cost_spread_slippage_grid_guard,spread_slippage_stress,-348.2,account_currency_after_synthetic_cost,run334D_cost_curve_guard_mt5_derived_cost_overlay,Stage330E actual MT5 runtime probe plus Stage334D/330F forensic derivations,existing_runtime_probe_result_available,research_development_only_stage335J_proxy_mt5_existing_runtime_comparison_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
