run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_a_long_only_validation_is,validation,Tier A,tier_a_long_only,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_tier_a_long_only_validation_is.htm,722709c0ec4594e65e3962e3b0d3ecf2026bf658dc054bd3486cc368bcf75fe7,-6.2,0.99,212,307.44,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_b_long_only_validation_is,validation,Tier B,tier_b_long_only,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_tier_b_long_only_validation_is.htm,44dd45f72ad66fadd96b7982304340be10625f1c856b1a2dd493b8640efe810f,300.11,13.86,16,77.94,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_routed_long_only_validation_is.htm,8daeb5ce7108421468d98d1e9c2c321f142e1cb81d7999a1fffc160ad000d057,NA,NA,NA,NA,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_routed_long_only_validation_is.htm,8daeb5ce7108421468d98d1e9c2c321f142e1cb81d7999a1fffc160ad000d057,NA,NA,NA,NA,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_routed_long_only_validation_is.htm,8daeb5ce7108421468d98d1e9c2c321f142e1cb81d7999a1fffc160ad000d057,-24.28,0.98,224,372.7,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_a_short_only_validation_is,validation,Tier A,tier_a_short_only,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_tier_a_short_only_validation_is.htm,dcd43b1cafdb141723784c2d5b0ce32c31a33293a7207c0ea39edff3ba47c19c,-239.91,0.61,69,315.45,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_b_short_only_validation_is,validation,Tier B,tier_b_short_only,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_tier_b_short_only_validation_is.htm,5cc3a1404b43fcaefd3a431576508b2df0a476780d50ff539fc2b719f35822ab,-199.22,0.03,6,424.77,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_routed_short_only_validation_is.htm,d471ed416d5489abfb658bb6d041c3061424f7ad0faa0de29e7220ad7eab582a,NA,NA,NA,NA,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_routed_short_only_validation_is.htm,d471ed416d5489abfb658bb6d041c3061424f7ad0faa0de29e7220ad7eab582a,NA,NA,NA,NA,recorded
run11C_xgb_q80_direction_asymmetry_probe_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11C_xgb_q80_direction_asymmetry_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run11C_xgb_q80_direction_asymmetry_probe_v1_routed_short_only_validation_is.htm,d471ed416d5489abfb658bb6d041c3061424f7ad0faa0de29e7220ad7eab582a,-253.76,0.6,73,329.3,recorded
