run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03O_et_trend_chop_regime_probe_v1,mt5_chop_tier_a_only_validation_is,validation,Tier A,tier_only_total,22,94.5909,16.5259,36.6214,-130.49,-160.94,0,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_chop_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,9,175.778,9.03289,9.49156,46.87,-22.92,0.5,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_chop_routed_total_validation_is,validation,Tier A+B,routed_total,31,70.1935,12.7265,27.7966,-124.49,-178.62,0.333333,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_transition_tier_a_only_validation_is,validation,Tier A,tier_only_total,37,125.378,22.9777,22.3436,196.05,-137.9,0.333333,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_transition_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,5,2730.8,73.101,43.413,13.29,-178.4,0,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_transition_routed_total_validation_is,validation,Tier A+B,routed_total,42,108.667,22.1257,19.3472,228.13,-132.83,0.333333,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_trend_tier_a_only_validation_is,validation,Tier A,tier_only_total,41,150.22,19.8801,22.0176,60.48,10.9,0.666667,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_trend_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,4,2391.25,79.171,32.5153,257.89,-101.27,0.5,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_trend_routed_total_validation_is,validation,Tier A+B,routed_total,42,183,21.1491,20.3065,110.5,83.77,0.666667,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_chop_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,3,220,5.689,22.0433,0,-52.28,0,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_chop_routed_total_oos,oos,Tier A+B,routed_total,3,97.6667,1.908,11.7417,0,-22.08,0,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_transition_tier_a_only_oos,oos,Tier A,tier_only_total,10,124.9,19.935,10.1757,10.78,55.2,0.333333,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_transition_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,1,571,0.125,48.608,0,-47.81,0,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_transition_routed_total_oos,oos,Tier A+B,routed_total,12,65.5833,13.4422,9.88292,12.34,-25.03,0.666667,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_trend_tier_a_only_oos,oos,Tier A,tier_only_total,18,190.111,11.3994,12.4234,3.32,-38.61,0.333333,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_trend_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,3,2214,20.4983,35.2217,17.39,-81,0.5,trade_attribution_recorded
run03O_et_trend_chop_regime_probe_v1,mt5_trend_routed_total_oos,oos,Tier A+B,routed_total,20,182.75,12.4629,10.2393,2.86,48.33,0.666667,trade_attribution_recorded
