bar_time_server,stage56_context_et_event_signal,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_all_oos_anchor
2024.04.10 17:10:00,1,1,0
2024.04.10 17:15:00,0,0,0
2024.04.10 17:20:00,0,0,0
2024.04.10 17:25:00,0,0,0
2024.04.10 17:30:00,0,0,0
2024.04.10 17:35:00,0,0,0
2024.04.10 17:40:00,0,0,0
2024.04.10 17:45:00,0,0,0
2024.04.10 17:50:00,0,0,0
2024.04.10 17:55:00,0,0,0
2024.04.10 18:00:00,0,0,0
2024.04.10 18:05:00,0,0,0
2024.04.10 18:10:00,0,0,0
2024.04.10 18:15:00,0,0,0
2024.04.10 18:20:00,0,0,0
2024.04.10 18:25:00,0,0,0
2024.04.10 18:30:00,0,0,0
2024.04.10 18:35:00,0,0,0
2024.04.10 18:40:00,0,0,0
2024.04.10 18:45:00,0,0,0
2024.04.10 18:50:00,0,0,0
2024.04.10 18:55:00,0,0,0
2024.04.10 19:00:00,0,0,0
2024.04.10 19:05:00,0,0,0
2024.04.10 19:10:00,0,1,0
2024.04.10 19:15:00,0,1,0
2024.04.10 19:20:00,-1,0,1
2024.04.10 19:25:00,0,0,0
2024.04.10 19:30:00,0,0,0
2024.04.10 19:40:00,0,0,0
2024.04.10 19:45:00,0,0,0
2024.04.10 19:50:00,0,0,0
2024.04.10 19:55:00,0,0,0
2024.04.10 20:00:00,0,0,0
2024.04.10 20:05:00,0,0,0
2024.04.10 20:10:00,0,0,0
2024.04.10 20:15:00,0,0,0
2024.04.10 20:20:00,0,0,0
2024.04.10 20:25:00,0,2,0
2024.04.10 20:30:00,-1,1,1
2024.04.10 20:35:00,0,0,0
2024.04.10 20:40:00,0,0,0
2024.04.10 20:45:00,0,0,0
2024.04.10 20:50:00,0,0,0
2024.04.10 20:55:00,0,0,0
2024.04.10 21:00:00,0,1,0
2024.04.10 21:05:00,0,0,0
2024.04.10 21:10:00,0,0,0
2024.04.10 21:15:00,0,0,0
2024.04.10 21:20:00,0,0,0
2024.04.10 21:25:00,0,0,0
2024.04.10 21:30:00,0,0,0
2024.04.10 21:35:00,0,0,0
2024.04.10 21:40:00,0,0,0
2024.04.10 21:45:00,0,0,0
2024.04.10 21:50:00,0,0,0
2024.04.10 21:55:00,0,0,0
2024.04.10 22:00:00,0,0,0
2024.04.11 16:40:00,-1,0,0
2024.04.11 16:45:00,0,0,0
2024.04.11 16:50:00,0,0,0
2024.04.11 16:55:00,0,0,0
2024.04.11 17:00:00,0,0,0
2024.04.11 17:05:00,0,0,0
2024.04.11 17:10:00,0,0,0
2024.04.11 17:15:00,0,0,0
2024.04.11 17:20:00,0,0,0
2024.04.11 17:25:00,0,0,0
2024.04.11 17:30:00,0,0,0
2024.04.11 17:35:00,0,0,0
2024.04.11 17:40:00,0,0,0
2024.04.11 17:45:00,0,0,0
2024.04.11 17:50:00,0,0,0
2024.04.11 17:55:00,0,0,0
2024.04.11 18:00:00,0,0,0
2024.04.11 18:05:00,0,0,0
2024.04.11 18:10:00,0,0,0
2024.04.11 18:15:00,0,0,0
2024.04.11 18:20:00,0,0,0
2024.04.11 18:25:00,0,0,0
2024.04.11 18:30:00,0,0,0
2024.04.11 18:35:00,0,0,0
2024.04.11 18:40:00,0,0,0
2024.04.11 18:45:00,0,0,0
2024.04.11 18:50:00,0,0,0
2024.04.11 18:55:00,0,0,0
2024.04.11 19:00:00,0,1,0
2024.04.11 19:05:00,0,1,0
2024.04.11 19:10:00,0,0,0
2024.04.11 19:15:00,0,0,0
2024.04.11 19:20:00,0,0,0
2024.04.11 19:25:00,0,0,0
2024.04.11 19:30:00,0,0,0
2024.04.11 19:35:00,0,0,0
2024.04.11 19:40:00,0,0,0
2024.04.11 19:45:00,0,0,0
2024.04.11 19:50:00,0,0,0
2024.04.11 19:55:00,0,0,0
2024.04.11 20:00:00,0,0,0
2024.04.11 20:05:00,0,2,0
2024.04.11 20:10:00,0,2,0
2024.04.11 20:15:00,0,2,0
2024.04.11 20:20:00,0,2,0
2024.04.11 20:25:00,0,1,0
2024.04.11 20:30:00,0,0,0
2024.04.11 20:40:00,0,0,0
2024.04.11 20:45:00,0,1,0
2024.04.11 20:50:00,0,0,0
2024.04.11 20:55:00,0,0,0
2024.04.11 21:00:00,0,0,0
2024.04.11 21:05:00,0,0,0
2024.04.11 21:10:00,1,0,0
2024.04.11 21:15:00,0,0,0
2024.04.11 21:20:00,0,0,0
2024.04.11 21:25:00,0,0,0
2024.04.11 21:35:00,0,0,0
2024.04.11 21:40:00,0,0,0
2024.04.11 21:50:00,0,0,0
2024.04.11 21:55:00,0,0,0
2024.04.11 22:00:00,0,0,0
2024.04.12 16:40:00,-1,1,1
2024.04.12 16:45:00,0,0,0
2024.04.12 16:50:00,0,0,0
2024.04.12 16:55:00,0,0,0
2024.04.12 17:00:00,0,0,0
2024.04.12 17:05:00,0,1,0
2024.04.12 17:10:00,0,1,0
2024.04.12 17:15:00,0,0,0
2024.04.12 17:20:00,0,0,0
2024.04.12 17:25:00,0,0,0
2024.04.12 17:30:00,0,0,0
2024.04.12 17:35:00,0,0,0
2024.04.12 17:40:00,0,0,0
2024.04.12 17:45:00,0,0,0
2024.04.12 17:50:00,0,0,0
2024.04.12 17:55:00,0,0,0
2024.04.12 18:00:00,0,0,0
2024.04.12 18:05:00,0,0,0
2024.04.12 18:10:00,0,0,0
2024.04.12 18:15:00,0,0,0
2024.04.12 18:20:00,0,0,0
2024.04.12 18:25:00,0,0,0
2024.04.12 18:30:00,0,1,0
2024.04.12 18:35:00,0,1,0
2024.04.12 18:40:00,0,2,0
2024.04.12 18:45:00,0,1,0
2024.04.12 18:50:00,0,1,0
2024.04.12 18:55:00,0,1,0
2024.04.12 19:00:00,0,0,0
2024.04.12 19:05:00,0,1,0
2024.04.12 19:10:00,0,1,0
2024.04.12 19:15:00,0,1,0
2024.04.12 19:20:00,0,1,0
2024.04.12 19:25:00,-1,1,1
2024.04.12 19:30:00,0,1,0
2024.04.12 19:35:00,0,1,0
2024.04.12 19:40:00,0,1,0
2024.04.12 19:45:00,0,0,0
2024.04.12 19:50:00,0,0,0
2024.04.12 19:55:00,0,0,0
2024.04.12 20:00:00,0,0,0
2024.04.12 20:05:00,0,0,0
2024.04.12 20:10:00,0,0,0
2024.04.12 20:15:00,0,0,0
2024.04.12 20:20:00,0,0,0
2024.04.12 20:25:00,0,0,0
2024.04.12 20:30:00,0,0,0
2024.04.12 20:35:00,0,0,0
2024.04.12 20:40:00,-1,0,1
2024.04.12 20:45:00,0,0,0
2024.04.12 20:50:00,0,1,0
2024.04.12 20:55:00,0,0,0
2024.04.12 21:00:00,0,1,0
2024.04.12 21:05:00,0,1,0
2024.04.12 21:10:00,0,2,0
2024.04.12 21:15:00,0,2,0
2024.04.12 21:20:00,0,2,0
2024.04.12 21:25:00,0,1,0
2024.04.12 21:30:00,0,1,0
2024.04.12 21:35:00,0,0,0
2024.04.12 21:40:00,0,0,0
2024.04.12 21:45:00,0,1,0
2024.04.12 21:50:00,-1,1,0
2024.04.12 21:55:00,0,0,0
2024.04.12 22:00:00,0,0,0
2024.04.15 16:40:00,-1,2,0
2024.04.15 16:45:00,0,2,0
2024.04.15 16:50:00,0,2,0
2024.04.15 16:55:00,0,2,0
2024.04.15 17:00:00,0,1,0
2024.04.15 17:05:00,0,1,0
2024.04.15 17:10:00,0,2,0
2024.04.15 17:15:00,0,2,0
2024.04.15 17:20:00,0,2,0
2024.04.15 17:25:00,0,2,0
2024.04.15 17:30:00,0,2,0
2024.04.15 17:35:00,0,1,0
2024.04.15 17:40:00,0,1,0
2024.04.15 17:45:00,0,1,0
2024.04.15 17:50:00,-1,1,1
2024.04.15 17:55:00,0,0,0
2024.04.15 18:00:00,0,1,0
2024.04.15 18:05:00,0,1,0
2024.04.15 18:10:00,0,0,0
2024.04.15 18:15:00,0,0,0
2024.04.15 18:20:00,0,0,0
2024.04.15 18:25:00,0,0,0
2024.04.15 18:30:00,0,0,0
2024.04.15 18:35:00,0,0,0
2024.04.15 18:40:00,0,0,0
2024.04.15 18:45:00,0,0,0
2024.04.15 18:50:00,0,0,0
2024.04.15 18:55:00,0,1,0
2024.04.15 19:00:00,0,0,0
2024.04.15 19:05:00,0,0,0
2024.04.15 19:10:00,0,0,0
2024.04.15 19:15:00,0,0,0
2024.04.15 19:20:00,0,0,0
2024.04.15 19:25:00,0,0,0
2024.04.15 19:30:00,0,0,0
2024.04.15 19:35:00,0,0,0
2024.04.15 19:40:00,0,0,0
2024.04.15 19:45:00,0,1,0
2024.04.15 19:50:00,0,0,0
2024.04.15 19:55:00,0,0,0
2024.04.15 20:00:00,0,0,0
2024.04.15 20:05:00,0,0,0
2024.04.15 20:10:00,0,0,0
2024.04.15 20:15:00,0,0,0
2024.04.15 20:20:00,0,1,0
2024.04.15 20:25:00,0,2,0
2024.04.15 20:30:00,0,2,0
2024.04.15 20:35:00,-1,3,1
2024.04.15 20:40:00,0,3,0
2024.04.15 20:45:00,0,3,0
2024.04.15 20:50:00,0,3,0
2024.04.15 20:55:00,0,3,0
2024.04.15 21:00:00,0,3,0
2024.04.15 21:05:00,0,3,0
2024.04.15 21:10:00,0,3,0
2024.04.15 21:15:00,0,3,0
2024.04.15 21:20:00,0,3,0
2024.04.15 21:25:00,0,3,0
2024.04.15 21:30:00,0,3,0
2024.04.15 21:35:00,0,3,0
2024.04.15 21:40:00,0,2,0
2024.04.15 21:45:00,0,2,0
2024.04.15 21:50:00,-1,1,1
2024.04.15 21:55:00,0,1,0
2024.04.15 22:00:00,0,2,0
2024.04.16 16:40:00,-1,2,1
2024.04.16 16:45:00,0,1,0
2024.04.16 16:50:00,0,1,0
2024.04.16 16:55:00,0,1,0
2024.04.16 17:00:00,0,2,0
2024.04.16 17:05:00,0,0,0
2024.04.16 17:10:00,0,0,0
2024.04.16 17:15:00,0,0,0
2024.04.16 17:20:00,0,0,0
2024.04.16 17:25:00,0,0,0
2024.04.16 17:30:00,0,1,0
2024.04.16 17:35:00,0,0,0
2024.04.16 17:40:00,0,1,0
2024.04.16 17:45:00,0,0,0
2024.04.16 17:50:00,0,0,0
2024.04.16 17:55:00,0,0,0
2024.04.16 18:00:00,0,0,0
2024.04.16 18:05:00,0,0,0
2024.04.16 18:10:00,0,0,0
2024.04.16 18:15:00,0,0,0
2024.04.16 18:20:00,0,0,0
2024.04.16 18:25:00,0,0,0
2024.04.16 18:30:00,0,0,0
2024.04.16 18:35:00,0,0,0
2024.04.16 18:40:00,0,0,0
2024.04.16 18:45:00,0,0,0
2024.04.16 18:50:00,0,0,0
2024.04.16 18:55:00,0,0,0
2024.04.16 19:00:00,0,0,0
2024.04.16 19:05:00,0,0,0
2024.04.16 19:10:00,0,0,0
2024.04.16 19:15:00,0,0,0
2024.04.16 19:20:00,0,0,0
2024.04.16 19:25:00,0,0,0
2024.04.16 19:30:00,0,0,0
2024.04.16 19:35:00,0,0,0
2024.04.16 19:40:00,0,0,0
2024.04.16 19:45:00,0,0,0
2024.04.16 19:50:00,0,0,0
2024.04.16 19:55:00,0,0,0
2024.04.16 20:00:00,0,0,0
2024.04.16 20:05:00,0,0,0
2024.04.16 20:10:00,0,0,0
2024.04.16 20:15:00,0,0,0
2024.04.16 20:20:00,0,0,0
2024.04.16 20:25:00,0,0,0
2024.04.16 20:30:00,0,0,0
2024.04.16 20:35:00,0,0,0
2024.04.16 20:40:00,0,0,0
2024.04.16 20:45:00,0,0,0
2024.04.16 20:50:00,0,0,0
2024.04.16 20:55:00,0,0,0
2024.04.16 21:00:00,0,0,0
2024.04.16 21:05:00,0,0,0
2024.04.16 21:10:00,0,1,0
2024.04.16 21:15:00,0,0,0
2024.04.16 21:20:00,0,0,0
2024.04.16 21:25:00,0,0,0
2024.04.16 21:30:00,0,0,0
2024.04.16 21:35:00,0,0,0
2024.04.16 21:40:00,0,0,0
2024.04.16 21:45:00,0,0,0
2024.04.16 21:50:00,0,0,0
2024.04.16 21:55:00,0,0,0
2024.04.16 22:00:00,0,0,0
2024.04.17 16:40:00,-1,2,0
2024.04.17 16:45:00,0,2,0
2024.04.17 16:50:00,0,2,0
2024.04.17 16:55:00,0,2,0
2024.04.17 17:00:00,0,1,0
2024.04.17 17:05:00,0,1,0
2024.04.17 17:10:00,0,1,0
2024.04.17 17:15:00,0,1,0
2024.04.17 17:20:00,0,1,0
2024.04.17 17:25:00,0,2,0
2024.04.17 17:30:00,0,1,0
2024.04.17 17:35:00,0,1,0
2024.04.17 17:40:00,0,1,0
2024.04.17 17:45:00,0,1,0
2024.04.17 17:50:00,-1,1,1
2024.04.17 17:55:00,0,2,0
2024.04.17 18:00:00,0,1,0
2024.04.17 18:05:00,0,0,0
2024.04.17 18:10:00,0,1,0
2024.04.17 18:15:00,0,1,0
2024.04.17 18:20:00,0,1,0
2024.04.17 18:25:00,0,1,0
2024.04.17 18:30:00,0,1,0
2024.04.17 18:35:00,0,1,0
2024.04.17 18:40:00,0,0,0
2024.04.17 18:45:00,0,1,0
2024.04.17 18:50:00,0,1,0
2024.04.17 18:55:00,0,0,0
2024.04.17 19:00:00,0,0,0
2024.04.17 19:05:00,0,0,0
2024.04.17 19:10:00,0,0,0
2024.04.17 19:15:00,-1,0,1
2024.04.17 19:20:00,0,0,0
2024.04.17 19:25:00,0,0,0
2024.04.17 19:30:00,0,1,0
2024.04.17 19:35:00,0,2,0
2024.04.17 19:40:00,0,1,0
2024.04.17 19:45:00,0,0,0
2024.04.17 19:50:00,0,0,0
2024.04.17 19:55:00,0,1,0
2024.04.17 20:00:00,1,1,2
2024.04.17 20:05:00,0,0,0
2024.04.17 20:10:00,0,0,0
2024.04.17 20:15:00,0,0,0
2024.04.17 20:20:00,0,0,0
2024.04.17 20:25:00,0,0,0
2024.04.17 20:30:00,-1,0,1
2024.04.17 20:35:00,0,0,0
2024.04.17 20:40:00,0,0,0
2024.04.17 20:45:00,0,1,0
2024.04.17 20:50:00,0,1,0
2024.04.17 20:55:00,0,1,0
2024.04.17 21:00:00,0,1,0
2024.04.17 21:05:00,0,1,0
2024.04.17 21:10:00,0,0,0
2024.04.17 21:15:00,0,2,0
2024.04.17 21:20:00,0,1,0
2024.04.17 21:25:00,0,1,0
2024.04.17 21:30:00,0,0,0
2024.04.17 21:35:00,0,0,0
2024.04.17 21:40:00,0,0,0
2024.04.17 21:45:00,0,2,0
2024.04.17 21:50:00,-1,1,1
2024.04.17 22:00:00,0,0,0
2024.04.18 16:40:00,-1,3,0
2024.04.18 16:45:00,0,2,0
2024.04.18 16:50:00,0,0,0
2024.04.18 16:55:00,0,0,0
2024.04.18 17:00:00,0,0,0
2024.04.18 17:05:00,0,0,0
2024.04.18 17:10:00,1,0,0
2024.04.18 17:15:00,0,0,0
2024.04.18 17:20:00,0,0,0
2024.04.18 17:25:00,0,0,0
2024.04.18 17:30:00,0,0,0
2024.04.18 17:35:00,0,0,0
2024.04.18 17:40:00,0,0,0
2024.04.18 17:45:00,0,0,0
2024.04.18 17:50:00,0,0,0
2024.04.18 17:55:00,0,0,0
2024.04.18 18:00:00,0,0,0
2024.04.18 18:05:00,0,0,0
2024.04.18 18:10:00,0,0,0
2024.04.18 18:15:00,0,0,0
2024.04.18 18:20:00,0,0,0
2024.04.18 18:25:00,0,0,0
2024.04.18 18:30:00,0,0,0
2024.04.18 18:35:00,0,0,0
2024.04.18 18:40:00,0,0,0
2024.04.18 18:45:00,0,0,0
2024.04.18 18:55:00,0,0,0
2024.04.18 19:10:00,0,0,0
2024.04.18 19:20:00,0,0,0
2024.04.18 19:25:00,0,0,0
2024.04.18 19:30:00,0,0,0
2024.04.18 19:35:00,0,1,0
2024.04.18 19:40:00,0,0,0
2024.04.18 19:45:00,0,1,0
2024.04.18 19:50:00,0,1,0
2024.04.18 19:55:00,0,2,0
2024.04.18 20:00:00,0,1,0
2024.04.18 20:05:00,0,1,0
2024.04.18 20:10:00,0,1,0
2024.04.18 20:15:00,0,1,0
2024.04.18 20:20:00,0,0,0
2024.04.18 20:25:00,0,1,0
2024.04.18 20:30:00,-1,0,1
2024.04.18 20:35:00,0,1,0
2024.04.18 20:40:00,0,0,0
2024.04.18 20:45:00,0,0,0
2024.04.18 20:50:00,0,0,0
2024.04.18 20:55:00,0,0,0
2024.04.18 21:00:00,0,0,0
2024.04.18 21:05:00,0,0,0
2024.04.18 21:10:00,1,0,0
2024.04.18 21:15:00,0,0,0
2024.04.18 21:20:00,0,0,0
2024.04.18 21:25:00,0,0,0
2024.04.18 21:30:00,0,0,0
2024.04.18 21:35:00,0,0,0
2024.04.18 21:40:00,0,0,0
2024.04.18 21:50:00,0,0,0
2024.04.18 21:55:00,0,0,0
2024.04.18 22:00:00,0,0,0
2024.04.19 16:40:00,-1,2,0
2024.04.19 16:45:00,0,1,0
2024.04.19 16:50:00,0,2,0
2024.04.19 16:55:00,0,2,0
2024.04.19 17:00:00,0,1,0
2024.04.19 17:05:00,0,0,0
2024.04.19 17:10:00,0,0,0
2024.04.19 17:15:00,0,1,0
2024.04.19 17:20:00,0,2,0
2024.04.19 17:25:00,0,2,0
2024.04.19 17:30:00,0,1,0
2024.04.19 17:35:00,0,1,0
2024.04.19 17:40:00,0,1,0
2024.04.19 17:45:00,0,0,0
2024.04.19 17:50:00,-1,0,0
2024.04.19 17:55:00,0,0,0
2024.04.19 18:00:00,0,1,0
2024.04.19 18:05:00,0,2,0
2024.04.19 18:10:00,0,1,0
2024.04.19 18:15:00,0,1,0
2024.04.19 18:20:00,0,2,0
2024.04.19 18:25:00,0,2,0
2024.04.19 18:30:00,0,1,0
2024.04.19 18:35:00,0,2,0
2024.04.19 18:40:00,0,2,0
2024.04.19 18:45:00,0,1,0
2024.04.19 18:50:00,0,1,0
2024.04.19 18:55:00,0,1,0
2024.04.19 19:00:00,0,0,0
2024.04.19 19:05:00,0,0,0
2024.04.19 19:10:00,0,0,0
2024.04.19 19:15:00,0,0,0
2024.04.19 19:20:00,0,0,0
2024.04.19 19:25:00,-1,0,1
2024.04.19 19:30:00,0,0,0
2024.04.19 19:35:00,0,0,0
2024.04.19 19:40:00,0,0,0
2024.04.19 19:45:00,0,0,0
2024.04.19 19:50:00,0,0,0
2024.04.19 19:55:00,0,0,0
2024.04.19 20:00:00,0,0,0
2024.04.19 20:05:00,0,1,0
2024.04.19 20:10:00,0,1,0
2024.04.19 20:15:00,0,1,0
2024.04.19 20:20:00,0,2,0
2024.04.19 20:25:00,0,2,0
2024.04.19 20:30:00,0,2,0
2024.04.19 20:35:00,-1,2,1
2024.04.19 20:40:00,0,2,0
2024.04.19 20:45:00,0,1,0
2024.04.19 20:50:00,0,2,0
2024.04.19 20:55:00,0,2,0
2024.04.19 21:00:00,0,1,0
2024.04.19 21:05:00,0,1,0
2024.04.19 21:15:00,0,1,0
2024.04.19 21:25:00,0,1,0
2024.04.19 21:35:00,0,1,0
2024.04.19 21:45:00,0,0,0
2024.04.19 21:50:00,-1,0,0
2024.04.19 21:55:00,0,0,0
2024.04.19 22:00:00,0,0,0
2024.04.22 16:40:00,-1,1,1
2024.04.22 16:45:00,0,1,0
2024.04.22 16:50:00,0,1,0
2024.04.22 16:55:00,0,0,0
2024.04.22 17:05:00,0,0,0
2024.04.22 17:10:00,0,0,0
2024.04.22 17:15:00,0,0,0
2024.04.22 17:20:00,0,0,0
2024.04.22 17:25:00,0,0,0
2024.04.22 17:30:00,0,0,0
2024.04.22 17:35:00,0,0,0
2024.04.22 17:40:00,0,0,0
2024.04.22 17:45:00,0,0,0
2024.04.22 17:50:00,0,0,0
2024.04.22 17:55:00,-1,0,0
2024.04.22 18:00:00,0,0,0
2024.04.22 18:05:00,0,0,0
2024.04.22 18:10:00,0,0,0
2024.04.22 18:15:00,0,0,0
2024.04.22 18:20:00,0,0,0
2024.04.22 18:25:00,0,0,0
2024.04.22 18:30:00,1,0,0
2024.04.22 18:40:00,0,0,0
2024.04.22 18:45:00,0,0,0
2024.04.22 18:50:00,0,0,0
2024.04.22 19:00:00,0,0,0
2024.04.22 19:05:00,0,0,0
2024.04.22 19:35:00,0,0,0
2024.04.22 19:45:00,0,0,0
2024.04.22 19:50:00,0,0,0
2024.04.22 19:55:00,0,0,0
2024.04.22 20:00:00,0,0,0
2024.04.22 20:05:00,0,0,0
2024.04.22 20:15:00,0,0,0
2024.04.22 20:35:00,0,0,0
2024.04.22 20:50:00,0,0,0
2024.04.22 20:55:00,0,0,0
2024.04.22 21:00:00,0,0,0
2024.04.22 21:05:00,0,0,0
2024.04.22 21:10:00,0,0,0
2024.04.22 21:15:00,0,0,0
2024.04.22 21:20:00,0,0,0
2024.04.22 21:25:00,0,0,0
2024.04.22 21:30:00,0,0,0
2024.04.22 21:35:00,0,0,0
2024.04.22 21:45:00,0,0,0
2024.04.22 21:50:00,0,0,0
2024.04.22 22:00:00,0,0,0
2024.04.23 16:45:00,0,1,0
2024.04.23 16:50:00,0,2,0
2024.04.23 16:55:00,0,2,0
2024.04.23 17:00:00,0,2,0
2024.04.23 17:05:00,0,2,0
2024.04.23 17:10:00,1,2,0
2024.04.23 17:15:00,0,2,0
2024.04.23 17:25:00,0,1,0
2024.04.23 17:30:00,0,2,0
2024.04.23 17:40:00,0,0,0
2024.04.23 17:45:00,0,0,0
2024.04.23 17:50:00,0,0,0
2024.04.23 17:55:00,0,0,0
2024.04.23 18:05:00,0,0,0
2024.04.23 18:10:00,0,0,0
2024.04.23 18:30:00,0,0,0
2024.04.23 18:45:00,0,0,0
2024.04.23 18:50:00,0,0,0
2024.04.23 19:00:00,1,0,0
2024.04.23 19:05:00,0,0,0
2024.04.23 19:35:00,0,0,0
2024.04.23 20:00:00,0,0,0
2024.04.23 20:15:00,1,0,2
2024.04.23 20:20:00,0,0,0
2024.04.23 20:30:00,0,0,0
2024.04.23 20:35:00,0,0,0
2024.04.23 20:40:00,0,0,0
2024.04.23 21:10:00,0,0,0
2024.04.23 21:15:00,0,0,0
2024.04.23 21:20:00,0,0,0
2024.04.23 21:30:00,0,0,0
2024.04.23 21:40:00,0,0,0
2024.04.23 21:45:00,0,0,0
2024.04.23 21:55:00,0,0,0
2024.04.23 22:00:00,0,0,0
2024.04.24 16:40:00,0,0,0
2024.04.24 16:45:00,0,1,0
2024.04.24 16:50:00,0,0,0
2024.04.24 16:55:00,-1,1,0
2024.04.24 17:00:00,0,2,0
2024.04.24 17:05:00,0,0,0
2024.04.24 17:10:00,1,0,0
2024.04.24 17:15:00,0,1,0
2024.04.24 17:25:00,0,0,0
2024.04.24 17:30:00,0,0,0
2024.04.24 17:35:00,0,0,0
2024.04.24 17:45:00,0,0,0
2024.04.24 17:50:00,-1,1,1
2024.04.24 17:55:00,0,0,0
2024.04.24 18:05:00,0,0,0
2024.04.24 18:10:00,0,1,0
2024.04.24 18:15:00,0,0,0
2024.04.24 18:20:00,0,1,0
2024.04.24 18:25:00,0,0,0
2024.04.24 18:30:00,0,1,0
2024.04.24 18:35:00,0,0,0
2024.04.24 18:40:00,0,0,0
2024.04.24 18:45:00,0,1,0
2024.04.24 18:50:00,0,0,0
2024.04.24 18:55:00,0,0,0
2024.04.24 19:00:00,0,0,0
2024.04.24 19:05:00,0,0,0
2024.04.24 19:10:00,0,0,0
2024.04.24 19:15:00,0,1,0
2024.04.24 19:20:00,0,1,0
2024.04.24 19:25:00,0,1,0
2024.04.24 19:30:00,0,1,0
2024.04.24 19:35:00,0,0,0
2024.04.24 19:40:00,0,1,0
2024.04.24 19:45:00,0,1,0
2024.04.24 19:50:00,0,1,0
2024.04.24 19:55:00,0,0,0
2024.04.24 20:00:00,0,0,0
2024.04.24 20:05:00,0,0,0
2024.04.24 20:10:00,0,0,0
2024.04.24 20:15:00,0,0,0
2024.04.24 20:20:00,0,0,0
2024.04.24 20:25:00,0,0,0
2024.04.24 20:30:00,0,0,0
2024.04.24 20:40:00,0,0,0
2024.04.24 20:45:00,0,0,0
2024.04.24 20:55:00,0,0,0
2024.04.24 21:00:00,0,0,0
2024.04.24 21:05:00,0,0,0
2024.04.24 21:10:00,0,0,0
2024.04.24 21:20:00,0,0,0
2024.04.24 21:25:00,0,0,0
2024.04.24 21:30:00,0,0,0
2024.04.24 21:35:00,0,0,0
2024.04.24 21:40:00,0,0,0
2024.04.24 21:45:00,0,0,0
2024.04.24 21:50:00,0,0,0
2024.04.24 21:55:00,0,0,0
2024.04.24 22:00:00,0,0,0
2024.04.25 16:40:00,-1,1,1
2024.04.25 16:45:00,0,0,0
2024.04.25 16:50:00,0,0,0
2024.04.25 16:55:00,0,1,0
2024.04.25 17:00:00,0,0,0
2024.04.25 17:05:00,0,0,0
2024.04.25 17:10:00,0,0,0
2024.04.25 17:15:00,0,0,0
2024.04.25 17:20:00,0,0,0
2024.04.25 17:25:00,0,0,0
2024.04.25 17:30:00,0,0,0
2024.04.25 17:35:00,0,0,0
2024.04.25 17:40:00,0,0,0
2024.04.25 17:45:00,0,0,0
2024.04.25 17:50:00,0,0,0
2024.04.25 17:55:00,0,0,0
2024.04.25 18:00:00,0,0,0
2024.04.25 18:05:00,0,0,0
2024.04.25 18:10:00,0,0,0
2024.04.25 18:15:00,0,0,0
2024.04.25 18:20:00,0,0,0
2024.04.25 18:25:00,0,0,0
2024.04.25 18:30:00,0,1,0
2024.04.25 18:35:00,1,0,0
2024.04.25 18:40:00,0,1,0
2024.04.25 18:45:00,0,0,0
2024.04.25 18:50:00,0,0,0
2024.04.25 18:55:00,0,1,0
2024.04.25 19:00:00,0,1,0
2024.04.25 19:05:00,0,0,0
2024.04.25 19:10:00,0,1,0
2024.04.25 19:15:00,0,0,0
2024.04.25 19:20:00,0,0,0
2024.04.25 19:25:00,0,0,0
2024.04.25 19:30:00,0,0,0
2024.04.25 19:35:00,0,0,0
2024.04.25 19:40:00,0,0,0
2024.04.25 19:45:00,0,0,0
2024.04.25 19:50:00,0,0,0
2024.04.25 19:55:00,0,0,0
2024.04.25 20:00:00,0,0,0
2024.04.25 20:05:00,0,1,0
2024.04.25 20:10:00,0,0,0
2024.04.25 20:15:00,0,0,0
2024.04.25 20:20:00,0,0,0
2024.04.25 20:25:00,0,0,0
2024.04.25 20:30:00,0,0,0
2024.04.25 20:35:00,0,0,0
2024.04.25 20:40:00,0,0,0
2024.04.25 20:45:00,0,0,0
2024.04.25 20:55:00,0,0,0
2024.04.25 21:05:00,0,0,0
2024.04.25 21:10:00,0,0,0
2024.04.25 21:15:00,0,0,0
2024.04.25 21:20:00,0,0,0
2024.04.25 21:25:00,0,0,0
2024.04.25 21:30:00,0,0,0
2024.04.25 21:35:00,0,0,0
2024.04.25 21:40:00,0,0,0
2024.04.25 21:45:00,0,0,0
2024.04.25 21:50:00,-1,0,0
2024.04.25 21:55:00,0,0,0
2024.04.25 22:00:00,0,0,0
2024.04.26 16:40:00,-1,0,0
2024.04.26 16:45:00,0,0,0
2024.04.26 16:55:00,0,0,0
2024.04.26 17:00:00,0,0,0
2024.04.26 17:05:00,0,1,0
2024.04.26 17:10:00,0,1,0
2024.04.26 17:15:00,1,0,0
2024.04.26 17:20:00,0,0,0
2024.04.26 17:25:00,0,1,0
2024.04.26 17:30:00,0,0,0
2024.04.26 17:35:00,0,1,0
2024.04.26 17:40:00,0,0,0
2024.04.26 17:45:00,0,0,0
2024.04.26 17:50:00,0,1,0
2024.04.26 17:55:00,0,0,0
2024.04.26 18:00:00,0,0,0
2024.04.26 18:05:00,0,0,0
2024.04.26 18:10:00,0,0,0
2024.04.26 18:15:00,0,0,0
2024.04.26 18:20:00,0,0,0
2024.04.26 18:25:00,0,0,0
2024.04.26 18:45:00,0,0,0
2024.04.26 18:55:00,0,0,0
2024.04.26 19:05:00,0,0,0
2024.04.26 19:15:00,0,0,0
2024.04.26 19:30:00,0,0,0
