source_scope,artifact_slug,view_id,axis,bucket_count,total_net_profit,best_bucket,best_bucket_net,best_bucket_trade_count,worst_bucket,worst_bucket_net,worst_bucket_profit_factor,negative_bucket_count,best_bucket_net_share_of_positive_total,fragility_judgment,claim_boundary
score_proxy_raw_forward,m48_plain,raw_forward,adx,3,123.41,low_adx,143.955,93,high_adx,-19.23,0.9396989652,2,1.166477595,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,adx,3,235.75,low_adx,114.28,20,high_adx,45.445,1.6147446737,0,0.4847507953,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,adx,3,93.24,low_adx,83.225,97,mid_adx,3.555,1.019943899,0,0.8925890176,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,adx,3,84.03,low_adx,45.14,15,high_adx,17.975,1.2092671285,0,0.5371890991,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,adx,3,125.275,low_adx,98.31,104,mid_adx,-9.375,0.9532721926,1,0.7847535422,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,adx,3,146.9,mid_adx,74.15,19,low_adx,26.99,1.3459812845,0,0.5047651464,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,adx,3,43.24,adx_lt20,76.82,21,adx_20_25,-25.37,0.7229744486,2,1.7765957447,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,adx,3,165.66,adx_lt20,120.68,18,adx_20_25,-20.69,0.7657382246,1,0.7284800193,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,adx,3,116.19,adx_lt20,76.53,20,adx_20_25,0.08,1.0010797678,0,0.6586625355,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,adx,3,173.42,adx_lt20,142.8,19,adx_20_25,-1.26,0.9848375451,1,0.8234344366,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,adx,3,3.99,adx_lt20,97.89,18,adx_20_25,-65.38,0.4662857143,2,24.5338345865,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,adx,3,120.78,adx_lt20,44.64,16,adx_gt25,31.61,1.3074603638,0,0.3695976155,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,vix,3,166.685,neutral_vix,127.65,27,high_vix,6.125,1.0960784314,0,0.7658157603,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,vix,3,160.54,neutral_vix,109.6,25,high_vix,17.575,1.336042065,0,0.6826959013,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,vix,3,208.66,neutral_vix,117.32,24,high_vix,14.775,1.248946925,0,0.5622543851,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,vix,3,202.4,neutral_vix,105.12,23,high_vix,19.85,1.4144050104,0,0.5193675889,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,vix,3,103.82,low_vix,54.395,87,high_vix,6.79,1.0356580191,0,0.5239356579,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,vix,3,143.065,neutral_vix,103.525,30,high_vix,8.55,1.1415562914,0,0.7236221298,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,vix,3,123.41,low_vix,68.25,85,neutral_vix,-10.91,0.9672922413,1,0.5530346001,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,vix,3,235.75,neutral_vix,110.07,27,high_vix,59.475,2.3961267606,0,0.466892895,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,vix,1,93.24,missing_column,93.24,306,missing_column,93.24,1.1326362957,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,vix,1,84.03,missing_column,84.03,62,missing_column,84.03,1.4258348959,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,vix,1,125.275,missing_column,125.275,322,missing_column,125.275,1.1830903577,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,vix,1,146.9,missing_column,146.9,71,missing_column,146.9,1.749508916,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,vix,3,43.24,vix_mid,32.24,17,vix_high,-20.85,0.8335727969,1,0.7456059204,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,vix,3,165.66,vix_low,131.22,32,vix_mid,-21.55,0.6970336004,1,0.79210431,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,vix,3,116.19,vix_low,68.23,29,vix_high,10.19,1.1122123114,0,0.5872278165,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,vix,3,173.42,vix_low,106.42,28,vix_mid,25.71,1.3695027307,0,0.6136547111,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,vix,1,3.99,vix_missing,3.99,70,vix_missing,3.99,1.0127917415,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,vix,1,120.78,vix_missing,120.78,72,vix_missing,120.78,1.5387154326,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,usd,3,166.685,neutral_usd,94.195,27,strong_usd,20.43,1.2878478337,0,0.5651078381,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,usd,3,160.54,neutral_usd,81.21,25,strong_usd,25.055,1.4209155817,0,0.5058552386,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,usd,3,208.66,neutral_usd,120.685,33,strong_usd,24.675,1.3578680203,0,0.5783810984,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,usd,3,202.4,neutral_usd,112.55,31,strong_usd,23.925,1.4160869565,0,0.5560770751,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,usd,3,103.82,weak_usd,94.085,76,neutral_usd,-74.16,0.7857173816,1,0.9062319399,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,usd,3,143.065,neutral_usd,65.66,25,strong_usd,14.38,1.1862694301,0,0.4589522245,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,usd,3,123.41,weak_usd,85.9,78,neutral_usd,-19.51,0.9491098794,1,0.6960538044,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,usd,3,235.75,neutral_usd,96.015,34,strong_usd,65.66,2.7081165453,0,0.4072746554,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,usd,1,93.24,missing_column,93.24,306,missing_column,93.24,1.1326362957,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,usd,1,84.03,missing_column,84.03,62,missing_column,84.03,1.4258348959,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,usd,1,125.275,missing_column,125.275,322,missing_column,125.275,1.1830903577,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,usd,1,146.9,missing_column,146.9,71,missing_column,146.9,1.749508916,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,usd,3,43.24,usdx_low,64.92,25,usdx_high,-51.0,0.6689601454,1,1.5013876041,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,usd,3,165.66,usdx_low,80.57,31,usdx_mid,42.41,6.3547979798,0,0.4863575999,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,usd,3,116.19,usdx_low,69.49,23,usdx_high,-6.22,0.9538472954,1,0.5980721232,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,usd,3,173.42,usdx_low,87.44,30,usdx_high,8.04,1.0725042835,0,0.5042094337,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,usd,1,3.99,usdx_missing,3.99,70,usdx_missing,3.99,1.0127917415,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,usd,1,120.78,usdx_missing,120.78,72,usdx_missing,120.78,1.5387154326,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,rate,3,166.685,neutral_rate,102.555,28,low_rate,-20.805,0.8263862811,1,0.6152623211,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,rate,3,160.54,neutral_rate,89.57,26,low_rate,-16.18,0.8507173502,1,0.557929488,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,rate,3,208.66,neutral_rate,134.07,37,low_rate,18.35,1.1873883074,0,0.6425285153,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,rate,3,202.4,neutral_rate,125.935,35,low_rate,17.6,1.2035270309,0,0.622208498,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,rate,3,103.82,high_rate,79.12,73,low_rate,9.81,1.0488083984,0,0.7620882296,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,rate,3,143.065,neutral_rate,107.37,21,low_rate,-27.83,0.8021470212,1,0.7504980254,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,rate,3,123.41,neutral_rate,90.865,139,low_rate,13.63,1.0688244799,0,0.7362855522,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,rate,3,235.75,neutral_rate,170.825,39,high_rate,20.615,1.8621915517,0,0.724602333,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,rate,1,93.24,missing_column,93.24,306,missing_column,93.24,1.1326362957,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,rate,1,84.03,missing_column,84.03,62,missing_column,84.03,1.4258348959,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,rate,1,125.275,missing_column,125.275,322,missing_column,125.275,1.1830903577,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,rate,1,146.9,missing_column,146.9,71,missing_column,146.9,1.749508916,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,rate,3,43.24,us10yr_mid,118.9,17,us10yr_low,-123.3,0.4371918934,1,2.7497687327,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,rate,3,165.66,us10yr_mid,95.81,19,us10yr_high,22.65,1.4884623679,0,0.5783532537,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,rate,3,116.19,us10yr_mid,117.44,16,us10yr_low,-49.71,0.7192159964,1,1.0107582408,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,rate,3,173.42,us10yr_mid,93.16,19,us10yr_high,30.08,1.7890870934,0,0.537192942,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,rate,1,3.99,us10yr_missing,3.99,70,us10yr_missing,3.99,1.0127917415,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,rate,1,120.78,us10yr_missing,120.78,72,us10yr_missing,120.78,1.5387154326,0,1.0,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,direction,2,166.685,long,154.895,40,short,11.79,1.091441424,0,0.9292677805,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,direction,2,160.54,long,155.35,38,short,5.19,1.0441758522,0,0.9676716083,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,direction,2,208.66,long,197.72,56,short,10.94,1.1226663677,0,0.9475702099,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,direction,2,202.4,long,198.585,54,short,3.815,1.0490769923,0,0.9811511858,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,direction,2,103.82,long,139.88,247,short,-36.06,0.8258055166,1,1.3473319206,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,direction,2,143.065,long,167.625,36,short,-24.56,0.8323091629,1,1.1716702198,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,direction,2,123.41,long,150.04,274,short,-26.63,0.7249393173,1,1.2157847824,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,direction,2,235.75,long,218.375,53,short,17.375,1.2637571157,0,0.9262990456,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,direction,2,93.24,long,166.21,258,short,-72.97,0.6983713624,1,1.7826040326,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,direction,2,84.03,long,121.885,31,short,-37.855,0.7532188142,1,1.4504938712,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,direction,2,125.275,long,193.375,294,short,-68.1,0.4910313901,1,1.543604071,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,direction,2,146.9,long,158.31,56,short,-11.41,0.8250268364,1,1.0776718856,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
