source_scope,runtime_source,artifact_slug,candidate_id,view_id,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown,claim_boundary
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,14,23,25.44,75.75,50.31,1.5056648778,1.1060869565,0.5652173913,28.085,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,15,15,-4.175,47.875,52.05,0.9197886647,-0.2783333333,0.4,33.75,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,16,25,28.2,123.87,95.67,1.2947632487,1.128,0.64,52.575,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,22,5,-15.635,21.625,37.26,0.5803811057,-3.127,0.4,26.185,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,20,5,-28.925,0,28.925,0.0,-5.785,0.0,28.925,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,17,11,69.75,91.125,21.375,4.2631578947,6.3409090909,0.8181818182,21.375,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,18,8,22.385,31.425,9.04,3.4762168142,2.798125,0.75,9.04,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,19,7,20.69,30.015,9.325,3.218766756,2.9557142857,0.8571428571,9.325,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,23,2,-43.385,0,43.385,0.0,-21.6925,0.0,43.385,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,21,5,-0.475,19.575,20.05,0.9763092269,-0.095,0.4,10.975,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,hour,1,1,2.2,2.2,0,,2.2,1.0,0.0,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,16,28,72.64,156.36,83.72,1.867654085,2.5942857143,0.6428571429,61.86,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,20,5,-28.925,0,28.925,0.0,-5.785,0.0,28.925,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,17,11,41.3,63.935,22.635,2.8246079081,3.7545454545,0.8181818182,11.46,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,18,7,0.31,18.25,17.94,1.0172798216,0.0442857143,0.5714285714,17.94,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,19,5,13.915,23.24,9.325,2.4922252011,2.783,0.8,9.325,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,21,5,-0.475,19.575,20.05,0.9763092269,-0.095,0.4,10.975,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,22,1,-14.735,0,14.735,0.0,-14.735,0.0,14.735,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,7,28,0.05,35.175,35.125,1.0014234875,0.0017857143,0.6071428571,14.125,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,8,29,-14.275,36.8,51.075,0.7205090553,-0.4922413793,0.4827586207,22.45,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,9,29,13.82,72.97,59.15,1.2336432798,0.4765517241,0.4827586207,15.725,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,10,29,-3.86,55.41,59.27,0.934874304,-0.1331034483,0.4827586207,31.87,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,11,28,1.86,42.925,41.065,1.045294046,0.0664285714,0.5357142857,27.16,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,12,28,-4.925,45.7,50.625,0.9027160494,-0.1758928571,0.5357142857,16.45,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,13,28,31.6,63.1,31.5,2.0031746032,1.1285714286,0.5714285714,13.75,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,14,27,-17.04,60.7,77.74,0.7808078209,-0.6311111111,0.5925925926,49.2,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,15,20,35.05,63.025,27.975,2.2529043789,1.7525,0.6,15.025,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,16,23,38.775,110.635,71.86,1.5395908711,1.6858695652,0.6956521739,38.285,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,17,16,-8.575,62.95,71.525,0.880111849,-0.5359375,0.6875,41.55,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,18,12,16.985,35.8,18.815,1.9027371778,1.4154166667,0.5,8.315,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,19,7,39.025,48.375,9.35,5.1737967914,5.575,0.7142857143,7.9,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,22,6,27.51,41.175,13.665,3.0131723381,4.585,0.6666666667,11.45,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,20,4,9.735,14.835,5.1,2.9088235294,2.43375,0.5,4.975,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,23,2,-39.21,0,39.21,0.0,-19.605,0.0,39.21,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,21,5,-3.45,17.725,21.175,0.8370720189,-0.69,0.4,10.975,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,hour,1,1,2.2,2.2,0,,2.2,1.0,0.0,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,16,25,84.73,149.0,64.27,2.3183444842,3.3892,0.72,17.46,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,18,13,-0.45,29.75,30.2,0.9850993377,-0.0346153846,0.4615384615,15.3,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,19,5,28.55,36.3,7.75,4.6838709677,5.71,0.6,7.75,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,20,7,-13.565,17.46,31.025,0.5627719581,-1.9378571429,0.4285714286,26.05,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,22,1,12.325,12.325,0,,12.325,1.0,0.0,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,17,15,38.76,80.335,41.575,1.9322910403,2.584,0.7333333333,29.375,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,score_proxy_not_mt5,u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,hour,21,5,-3.45,17.725,21.175,0.8370720189,-0.69,0.4,10.975,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,16,27,-21.89,129.43,151.32,0.8553396775,-0.8107407407,0.5185185185,72.84,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,18,12,-3.51,17.49,21.0,0.8328571429,-0.2925,0.4166666667,14.25,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,20,8,39.42,48.26,8.84,5.4592760181,4.9275,0.875,8.84,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,21,3,-2.64,31.17,33.81,0.9219165927,-0.88,0.3333333333,33.81,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,17,12,53.92,76.76,22.84,3.3607705779,4.4933333333,0.75,19.35,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,19,6,11.66,30.85,19.19,1.6076081292,1.9433333333,0.5,15.35,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,hour,22,2,-33.72,0,33.72,0.0,-16.86,0.0,33.72,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,hour,16,25,29.22,121.42,92.2,1.3169197397,1.1688,0.52,31.12,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,hour,17,12,45.09,77.11,32.02,2.408182386,3.7575,0.75,24.44,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,hour,18,12,15.13,25.93,10.8,2.4009259259,1.2608333333,0.5833333333,6.12,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,hour,19,6,29.84,42.87,13.03,3.2900997698,4.9733333333,0.6666666667,13.03,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,hour,20,10,12.08,24.03,11.95,2.0108786611,1.208,0.6,6.18,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,hour,21,5,34.3,65.3,31.0,2.1064516129,6.86,0.4,29.04,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,16,26,11.95,115.73,103.78,1.1151474272,0.4596153846,0.5769230769,43.26,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,18,12,8.62,24.78,16.16,1.5334158416,0.7183333333,0.5,11.11,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,20,6,19.41,28.25,8.84,3.1957013575,3.235,0.8333333333,8.84,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,21,5,35.45,62.53,27.08,2.309084195,7.09,0.6,21.82,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,17,15,44.11,86.76,42.65,2.0342321219,2.9406666667,0.7333333333,32.65,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,19,6,7.36,30.85,23.49,1.3133248191,1.2266666667,0.5,15.35,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,hour,22,1,-10.71,0,10.71,0.0,-10.71,0.0,10.71,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,hour,16,26,59.82,137.69,77.87,1.7682034159,2.3007692308,0.6538461538,31.12,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,hour,17,13,62.18,94.2,32.02,2.9419113054,4.7830769231,0.7692307692,24.44,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,hour,18,11,16.73,27.53,10.8,2.5490740741,1.5209090909,0.5454545455,5.82,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,hour,19,7,42.03,55.06,13.03,4.2256331543,6.0042857143,0.7142857143,13.03,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,hour,20,7,14.55,21.64,7.09,3.0521861777,2.0785714286,0.7142857143,4.62,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,hour,21,5,-21.89,14.37,36.26,0.3963044677,-4.378,0.2,29.04,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,16,28,-54.86,94.55,149.41,0.6328224349,-1.9592857143,0.5,87.6,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,mt5_session_reference_not_raw_forward,u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,hour,17,15,67.9,99.06,31.16,3.1790757381,4.5266666667,0.8,16.61,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
