variant_id,candidate_alias,source_model_file,runtime_model_file,runtime_model_sha256,common_model_path,model_materialization_type,model_copy_status,claim_boundary
run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s258_stc/run267dl_04_s258_stc_2023h2_supply_sidefilter_open/models/run267dl_04_s258_stc_2023h2_supply_sidefilter_open_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s258_stc/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open/models/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open/models/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_model.csv,identity_copy_supply_continuity_no_threshold_release,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s258_stc/run267dl_06_s258_stc_2025h1_supply_sidefilter_open/models/run267dl_06_s258_stc_2025h1_supply_sidefilter_open_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s258_stc/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open/models/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open/models/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_model.csv,identity_copy_supply_continuity_no_threshold_release,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s258_stc/run267dl_08_s258_stc_2025h2_supply_sidefilter_open/models/run267dl_08_s258_stc_2025h2_supply_sidefilter_open_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s258_stc/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open/models/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open/models/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_model.csv,identity_copy_supply_continuity_no_threshold_release,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_04_s258_stc_2023h2_monday_late_dd_taper,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s258_stc/run267dl_04_s258_stc_2023h2_supply_sidefilter_open/models/run267dl_04_s258_stc_2023h2_supply_sidefilter_open_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s258_stc/run267dq_04_s258_stc_2023h2_monday_late_dd_taper/models/run267dq_04_s258_stc_2023h2_monday_late_dd_taper_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_04_s258_stc_2023h2_monday_late_dd_taper/models/run267dq_04_s258_stc_2023h2_monday_late_dd_taper_model.csv,risk_shape_taper_from_sidefilter_open,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_05_s258_stc_2025h1_monday_late_dd_taper,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s258_stc/run267dl_06_s258_stc_2025h1_supply_sidefilter_open/models/run267dl_06_s258_stc_2025h1_supply_sidefilter_open_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s258_stc/run267dq_05_s258_stc_2025h1_monday_late_dd_taper/models/run267dq_05_s258_stc_2025h1_monday_late_dd_taper_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_05_s258_stc_2025h1_monday_late_dd_taper/models/run267dq_05_s258_stc_2025h1_monday_late_dd_taper_model.csv,risk_shape_taper_from_sidefilter_open,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_06_s258_stc_2025h2_monday_late_dd_taper,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s258_stc/run267dl_08_s258_stc_2025h2_supply_sidefilter_open/models/run267dl_08_s258_stc_2025h2_supply_sidefilter_open_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s258_stc/run267dq_06_s258_stc_2025h2_monday_late_dd_taper/models/run267dq_06_s258_stc_2025h2_monday_late_dd_taper_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_06_s258_stc_2025h2_monday_late_dd_taper/models/run267dq_06_s258_stc_2025h2_monday_late_dd_taper_model.csv,risk_shape_taper_from_sidefilter_open,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_07_s264_lc_defensive_dd_zoom_control,s264_lc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DL/shared_weakness_breakout_third_followup_or_prune_materialization/variants/s264_lc/run267dl_10_s264_lc_one_stage_dd_demote_audit/models/run267dl_10_s264_lc_one_stage_dd_demote_audit_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/variants/s264_lc/run267dq_07_s264_lc_defensive_dd_zoom_control/models/run267dq_07_s264_lc_defensive_dd_zoom_control_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s264_lc/run267dq_07_s264_lc_defensive_dd_zoom_control/models/run267dq_07_s264_lc_defensive_dd_zoom_control_model.csv,control_replay_dd_zoom_no_selection,copied_from_run267DL_source,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
