attempt_name,variant_id,candidate_alias,set_path,ini_path,common_feature_path,common_model_path,common_feature_sha256,common_model_sha256,handoff_status,claim_boundary
run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_ta_2023h2,run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_ta_2023h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_ta_2023h2.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open/features/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open/models/run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_model.csv,94c1500167be289b3e92be82df2c08b674cc7a04fc23958e87d3aeafca76c6c3,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_ta_2025h1,run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_ta_2025h1.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_ta_2025h1.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open/features/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open/models/run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_model.csv,98e89db20885c0588ac246f30f9b2753e38455726f99ea628b1d345903ad32f3,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_ta_2025h2,run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_ta_2025h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_ta_2025h2.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open/features/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open/models/run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_model.csv,81b79505ade108fbb8dc95dd2913d769b0a602a1a23ad4138ddc285b20aa82d3,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_04_s258_stc_2023h2_monday_late_dd_taper_ta_2023h2,run267dq_04_s258_stc_2023h2_monday_late_dd_taper,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_04_s258_stc_2023h2_monday_late_dd_taper_ta_2023h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_04_s258_stc_2023h2_monday_late_dd_taper_ta_2023h2.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_04_s258_stc_2023h2_monday_late_dd_taper/features/run267dq_04_s258_stc_2023h2_monday_late_dd_taper_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_04_s258_stc_2023h2_monday_late_dd_taper/models/run267dq_04_s258_stc_2023h2_monday_late_dd_taper_model.csv,94c1500167be289b3e92be82df2c08b674cc7a04fc23958e87d3aeafca76c6c3,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_05_s258_stc_2025h1_monday_late_dd_taper_ta_2025h1,run267dq_05_s258_stc_2025h1_monday_late_dd_taper,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_05_s258_stc_2025h1_monday_late_dd_taper_ta_2025h1.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_05_s258_stc_2025h1_monday_late_dd_taper_ta_2025h1.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_05_s258_stc_2025h1_monday_late_dd_taper/features/run267dq_05_s258_stc_2025h1_monday_late_dd_taper_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_05_s258_stc_2025h1_monday_late_dd_taper/models/run267dq_05_s258_stc_2025h1_monday_late_dd_taper_model.csv,98e89db20885c0588ac246f30f9b2753e38455726f99ea628b1d345903ad32f3,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_06_s258_stc_2025h2_monday_late_dd_taper_ta_2025h2,run267dq_06_s258_stc_2025h2_monday_late_dd_taper,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_06_s258_stc_2025h2_monday_late_dd_taper_ta_2025h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_06_s258_stc_2025h2_monday_late_dd_taper_ta_2025h2.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_06_s258_stc_2025h2_monday_late_dd_taper/features/run267dq_06_s258_stc_2025h2_monday_late_dd_taper_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s258_stc/run267dq_06_s258_stc_2025h2_monday_late_dd_taper/models/run267dq_06_s258_stc_2025h2_monday_late_dd_taper_model.csv,81b79505ade108fbb8dc95dd2913d769b0a602a1a23ad4138ddc285b20aa82d3,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_07_s264_lc_defensive_dd_zoom_control_ta_2024,run267dq_07_s264_lc_defensive_dd_zoom_control,s264_lc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_07_s264_lc_defensive_dd_zoom_control_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_07_s264_lc_defensive_dd_zoom_control_ta_2024.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s264_lc/run267dq_07_s264_lc_defensive_dd_zoom_control/features/run267dq_07_s264_lc_defensive_dd_zoom_control_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s264_lc/run267dq_07_s264_lc_defensive_dd_zoom_control/models/run267dq_07_s264_lc_defensive_dd_zoom_control_model.csv,75e992f3ce8f2a6ae22d357ecb86a15304b9aebc5bd176490b8329b1fc8d261a,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_07_s264_lc_defensive_dd_zoom_control_rt_2024,run267dq_07_s264_lc_defensive_dd_zoom_control,s264_lc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_07_s264_lc_defensive_dd_zoom_control_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DQ/runtime_gap_aware_fourth_followup_or_prune_materialization/mt5/run267dq_07_s264_lc_defensive_dd_zoom_control_rt_2024.ini,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s264_lc/run267dq_07_s264_lc_defensive_dd_zoom_control/features/run267dq_07_s264_lc_defensive_dd_zoom_control_features.csv,OPV2/s267dq/run267DQ_runtime_gap_aware_fourth_followup_or_prune/s264_lc/run267dq_07_s264_lc_defensive_dd_zoom_control/models/run267dq_07_s264_lc_defensive_dd_zoom_control_model.csv,75e992f3ce8f2a6ae22d357ecb86a15304b9aebc5bd176490b8329b1fc8d261a,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,ready_for_mt5_execution,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
