queue_id,candidate_alias,source_test_id,state_profile,state_feature,source_component,transform,q25,q50,q75,threshold_source
run267AO_s264_aih_return_shock_absorption,s264_aih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_zscore_20,abs,0.310194760561,0.676886975765,1.18894177675,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_return_shock_absorption,s264_aih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_1_over_atr_14,abs,0.209149762988,0.442891985178,0.771264314651,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_return_shock_absorption,s264_aih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,log_return_3,abs,0.000459137780126,0.00100325292442,0.00184797402472,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_return_shock_absorption,s264_aih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,close_prev_close_ratio,abs_center_1,0.0002621412275,0.000575602055,0.0010507702835,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_volatility_regime_expansion,s264_aih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,atr_14_over_atr_50,raw,1.10512930154,1.27963316441,1.47756314278,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_volatility_regime_expansion,s264_aih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_5_over_20,raw,0.623670458794,0.858889579773,1.12701761722,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_volatility_regime_expansion,s264_aih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_20,raw,0.172400742769,0.22965785861,0.303289979696,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_volatility_regime_expansion,s264_aih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,bollinger_width_20,raw,0.00372388027608,0.00558014493436,0.00831931084395,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_range_expansion_pressure,s264_aih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,hl_range,raw,0.000929636124056,0.00130778213497,0.00185284204781,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_range_expansion_pressure,s264_aih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,close_open_ratio,abs_center_1,0.000260204077,0.000573635101,0.0010531246685,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_range_expansion_pressure,s264_aih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,gap_percent,abs,0,8.45897284307e-06,1.90215523616e-05,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_range_expansion_pressure,s264_aih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,bb_position_20,abs_center_0_5,0.148229032755,0.284953594208,0.412794105709,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_trend_strength_disagreement,s264_aih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,adx_14,raw,19.3721313476,25.2964897156,34.053358078,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_trend_strength_disagreement,s264_aih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,di_spread_14,abs,4.60752820969,9.9041633606,17.0810461044,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_trend_strength_disagreement,s264_aih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,vortex_indicator,abs_center_1,0.772132731974,1.0175049305,1.2545953989,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aih_trend_strength_disagreement,s264_aih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,ema20_ema50_diff,abs,8.73531103134,19.1863574982,36.6269855499,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_return_shock_absorption,s264_lc,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_zscore_20,abs,0.310194760561,0.676886975765,1.18894177675,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_return_shock_absorption,s264_lc,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_1_over_atr_14,abs,0.209149762988,0.442891985178,0.771264314651,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_return_shock_absorption,s264_lc,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,log_return_3,abs,0.000459137780126,0.00100325292442,0.00184797402472,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_return_shock_absorption,s264_lc,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,close_prev_close_ratio,abs_center_1,0.0002621412275,0.000575602055,0.0010507702835,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_volatility_regime_expansion,s264_lc,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,atr_14_over_atr_50,raw,1.10512930154,1.27963316441,1.47756314278,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_volatility_regime_expansion,s264_lc,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_5_over_20,raw,0.623670458794,0.858889579773,1.12701761722,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_volatility_regime_expansion,s264_lc,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_20,raw,0.172400742769,0.22965785861,0.303289979696,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_volatility_regime_expansion,s264_lc,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,bollinger_width_20,raw,0.00372388027608,0.00558014493436,0.00831931084395,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_range_expansion_pressure,s264_lc,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,hl_range,raw,0.000929636124056,0.00130778213497,0.00185284204781,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_range_expansion_pressure,s264_lc,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,close_open_ratio,abs_center_1,0.000260204077,0.000573635101,0.0010531246685,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_range_expansion_pressure,s264_lc,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,gap_percent,abs,0,8.45897284307e-06,1.90215523616e-05,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_range_expansion_pressure,s264_lc,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,bb_position_20,abs_center_0_5,0.148229032755,0.284953594208,0.412794105709,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_trend_strength_disagreement,s264_lc,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,adx_14,raw,19.3721313476,25.2964897156,34.053358078,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_trend_strength_disagreement,s264_lc,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,di_spread_14,abs,4.60752820969,9.9041633606,17.0810461044,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_trend_strength_disagreement,s264_lc,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,vortex_indicator,abs_center_1,0.772132731974,1.0175049305,1.2545953989,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_lc_trend_strength_disagreement,s264_lc,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,ema20_ema50_diff,abs,8.73531103134,19.1863574982,36.6269855499,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_return_shock_absorption,s262_lih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_zscore_20,abs,0.310194760561,0.676886975765,1.18894177675,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_return_shock_absorption,s262_lih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_1_over_atr_14,abs,0.209149762988,0.442891985178,0.771264314651,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_return_shock_absorption,s262_lih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,log_return_3,abs,0.000459137780126,0.00100325292442,0.00184797402472,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_return_shock_absorption,s262_lih,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,close_prev_close_ratio,abs_center_1,0.0002621412275,0.000575602055,0.0010507702835,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_volatility_regime_expansion,s262_lih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,atr_14_over_atr_50,raw,1.10512930154,1.27963316441,1.47756314278,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_volatility_regime_expansion,s262_lih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_5_over_20,raw,0.623670458794,0.858889579773,1.12701761722,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_volatility_regime_expansion,s262_lih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_20,raw,0.172400742769,0.22965785861,0.303289979696,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_volatility_regime_expansion,s262_lih,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,bollinger_width_20,raw,0.00372388027608,0.00558014493436,0.00831931084395,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_range_expansion_pressure,s262_lih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,hl_range,raw,0.000929636124056,0.00130778213497,0.00185284204781,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_range_expansion_pressure,s262_lih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,close_open_ratio,abs_center_1,0.000260204077,0.000573635101,0.0010531246685,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_range_expansion_pressure,s262_lih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,gap_percent,abs,0,8.45897284307e-06,1.90215523616e-05,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_range_expansion_pressure,s262_lih,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,bb_position_20,abs_center_0_5,0.148229032755,0.284953594208,0.412794105709,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_trend_strength_disagreement,s262_lih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,adx_14,raw,19.3721313476,25.2964897156,34.053358078,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_trend_strength_disagreement,s262_lih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,di_spread_14,abs,4.60752820969,9.9041633606,17.0810461044,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_trend_strength_disagreement,s262_lih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,vortex_indicator,abs_center_1,0.772132731974,1.0175049305,1.2545953989,run267V_raw_surface_candidate_specific_quantiles
run267AO_s262_lih_trend_strength_disagreement,s262_lih,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,ema20_ema50_diff,abs,8.73531103134,19.1863574982,36.6269855499,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_return_shock_absorption,s264_aia,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_zscore_20,abs,0.310194760561,0.676886975765,1.18894177675,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_return_shock_absorption,s264_aia,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,return_1_over_atr_14,abs,0.209149762988,0.442891985178,0.771264314651,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_return_shock_absorption,s264_aia,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,log_return_3,abs,0.000459137780126,0.00100325292442,0.00184797402472,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_return_shock_absorption,s264_aia,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,close_prev_close_ratio,abs_center_1,0.0002621412275,0.000575602055,0.0010507702835,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_volatility_regime_expansion,s264_aia,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,atr_14_over_atr_50,raw,1.10512930154,1.27963316441,1.47756314278,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_volatility_regime_expansion,s264_aia,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_5_over_20,raw,0.623670458794,0.858889579773,1.12701761722,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_volatility_regime_expansion,s264_aia,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,historical_vol_20,raw,0.172400742769,0.22965785861,0.303289979696,run267V_raw_surface_candidate_specific_quantiles
run267AO_s264_aia_volatility_regime_expansion,s264_aia,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,bollinger_width_20,raw,0.00372388027608,0.00558014493436,0.00831931084395,run267V_raw_surface_candidate_specific_quantiles
