run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_tier_a_only_validation_is.htm,c2019d038b373496cd5bad45a00259c4f63fba5eb9a91eefbe85a218d73db17d,324.13,1.3,223,144.98,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_tier_b_fallback_only_validation_is.htm,3b28402cf2aec4304dc762fd14c5a3b6e302d9c68a23596d5879b1074bda61b9,49.48,2.76,9,40.59,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_routed_validation_is.htm,807dfec3c78cc6ba3ae12e4a473050a1ead316c9a3935e61bd25556c4e038ee5,NA,NA,NA,NA,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_routed_validation_is.htm,807dfec3c78cc6ba3ae12e4a473050a1ead316c9a3935e61bd25556c4e038ee5,NA,NA,NA,NA,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_routed_validation_is.htm,807dfec3c78cc6ba3ae12e4a473050a1ead316c9a3935e61bd25556c4e038ee5,355.65,1.33,233,146.24,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_tier_a_only_oos.htm,2b76c3567808cda83a77b7287f9a38c5136da8e789855b3333927db5cc88f3ee,130.01,1.15,195,198.17,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_tier_b_fallback_only_oos.htm,20ff08962285f9dffa2363bfacf21dbb358889948ee62317007e399a4e2cddfd,-19.15,0.87,15,140.92,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_routed_tier_a_used_oos,oos,Tier A,primary_used,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_routed_oos.htm,5aca940146548415f6fc7e2b186316efa814e3d7c64a3a175f6e309c7a204948,NA,NA,NA,NA,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_routed_tier_b_fallback_used_oos,oos,Tier B,fallback_used,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_routed_oos.htm,5aca940146548415f6fc7e2b186316efa814e3d7c64a3a175f6e309c7a204948,NA,NA,NA,NA,recorded
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,mt5_routed_total_oos,oos,Tier A+B,routed_total,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run01A_logreg_threshold_mt5_scout_v1_routed_oos.htm,5aca940146548415f6fc7e2b186316efa814e3d7c64a3a175f6e309c7a204948,174.89,1.21,200,209.15,recorded
