episode_id,entry_ticket,exit_ticket,symbol,side,volume,entry_time_server,exit_time_server,entry_price,exit_price,profit,balance_after_exit,duration_minutes,target_adverse_loss,target_positive_payoff,target_large_loss,episode_index,bar_time_server,timestamp_utc,split,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20,nvda_xnas_log_return_1,aapl_xnas_log_return_1,msft_xnas_log_return_1,amzn_xnas_log_return_1,mega8_equal_return_1,top3_weighted_return_1,mega8_pos_breadth_1,mega8_dispersion_5,us100_minus_mega8_equal_return_1,us100_minus_top3_weighted_return_1,raw_index,entry_feature_join_valid,selection_split_role
f89b_ep_011,22,23,US100,sell,0.1,2025.01.03 17:50:00,2025.01.03 18:50:00,21123.79,21226.49,-10.27,466.39,60.0,1,0,1,10,2025.01.03 17:50:00,2025-01-03T17:50:00Z,validation,80,2.367027446e-05,0.001018328127,0.001313684741,1.000011802,1.183527729e-05,1.000023723,-0.1753128171,-0.09587728977,0.005993955769,0.01094933879,1.001598954,1.003380299,16.98810577,37.44152451,42.79602051,1.616952777,1.001840711,59.30066681,57.68447495,1.125961661,9.300665855,5.30971241,4.405455112,-0.01179174241,0.0005745640374,0.0001867789251,45.66593933,27.32231903,1.671378493,0.008914506063,0.6402513981,0,0.4017145932,0.2942709923,19.14503288,0.5564943552,-1,0.03230894357,1,80,0,0,0.0005830903538,-1.428072929,-0.0002758620831,-1.645663023,-0.0003396333777,0.6435256004,-0.0006981777842,0.0005764163798,-0.001020202413,-0.0007624857244,3.387758989e-05,-0.0004703625455,0.25,0.004269621335,-1.020703348e-05,0.0004940330982,171677,1,inner_train
f89b_ep_012,24,25,US100,sell,0.1,2025.01.06 16:35:00,2025.01.06 17:45:00,21538.62,21629.57,-9.1,457.29,70.0,1,0,1,11,2025.01.06 16:35:00,2025-01-06T16:35:00Z,validation,128,0.002148218453,0.004949872848,0.002849300392,1.002214909,-6.420874706e-05,1.002150536,1.979020238,2.869953394,0.01104284916,1.703184962,1.002333283,1.003244281,2.52381587,19.51406479,115.4015961,-2.186684847,1.006319046,62.33447266,61.85673141,9.771367073,12.33447456,16.53834534,24.15894508,0.0001637208334,0.002232133411,2.405820305e-05,27.1957531,17.77492332,1.530006766,0.00390761951,1.078804612,0,0.2807770073,1.860876203,21.68637276,7.135322094,-1,0.1470125616,1,5,1,0,-0.009691095911,-2.564080477,-9.219988715e-05,-1.468338966,0.0006940010353,1.695049286,0.0302578453,0.009929999709,0.008997958153,0.008749195375,0.0187984705,0.01294573862,1.0,0.007774839643,-0.01664794423,-0.01079521142,171937,1,inner_train
f89b_ep_013,26,27,US100,sell,0.1,2025.01.06 17:50:00,2025.01.06 19:15:00,21632.75,21601.32,3.14,460.43,85.0,0,1,0,12,2025.01.06 17:50:00,2025-01-06T17:50:00Z,validation,141,0.0002251483238,0.0007167673321,0.001127001713,1.000196457,2.866687464e-05,1.000225186,-0.08872997761,-0.09847691655,0.01104284916,0.1496615261,1.002354264,1.004800677,31.18478394,52.54663467,141.4707336,2.023972988,1.007166624,69.57000732,66.11021423,0.6403321624,19.57000542,-1.010431528,-6.881237984,0.01560759544,0.00203207694,0.0002128125489,32.5474205,22.86154747,1.423675299,0.01108437032,0.7658593655,0,0.3071502745,0.5385583639,30.51458359,16.1082058,-1,0.3836503029,1,80,0,0,0.0,-1.358859897,9.227645933e-05,-0.5651881099,-4.621242988e-05,0.819465816,-0.001190161449,0.0002032231132,-9.25048007e-05,0.001445308444,0.000669453817,-0.0001835613657,0.625,0.004829658195,-0.0004442801583,0.0004087350389,171952,1,inner_train
f89b_ep_014,28,29,US100,sell,0.1,2025.01.06 21:00:00,2025.01.06 22:00:00,21464.87,21420.07,4.48,464.91,60.0,0,1,0,13,2025.01.06 21:00:00,2025-01-06T21:00:00Z,validation,172,-0.001559554366,-0.00212318846,0.002038320526,0.9984532595,-1.162939407e-05,0.9984416366,-1.968138933,1.434784651,0.01104284916,-1.16528523,0.9967659712,0.9959205985,-27.04880714,-18.27831078,105.0804214,-2.163230658,1.007352829,26.69091797,44.17631149,-0.8342190385,-23.30908203,-1.687067986,7.851671696,-0.03084095754,-0.004134948365,-0.0001464383386,28.70352554,24.59893227,1.1668607,0.005932233296,-0.07706569135,0,0.172899276,1.467920184,48.66835403,-27.56323051,-1,-0.2920594513,1,270,0,0,0.008976660669,2.622361898,0.0,-1.217225313,0.0003422629961,0.8175465465,-0.003913120367,-0.0006533812848,-0.0009385485901,-0.001944064628,-0.002579334658,-0.00134437927,0.0,0.00213709916,0.001020995784,-0.0002139595599,171990,1,inner_train
f89b_ep_015,30,31,US100,sell,0.1,2025.01.07 16:35:00,2025.01.07 17:05:00,21512.13,21366.71,14.54,479.45,30.0,0,1,0,14,2025.01.07 16:35:00,2025-01-07T16:35:00Z,validation,185,-0.002027055481,-0.001603872632,0.002691535978,0.9979689717,6.030934856e-06,0.9979749918,-3.440517664,5.673667908,0.002187030157,-2.564386368,0.9992182255,0.9997065663,7.363368988,10.51624775,17.68248558,1.248740435,1.000349283,44.42860031,50.08705521,-6.889323235,-5.571400166,-12.89121151,-17.733181,0.001324253273,-6.507608487e-05,5.404269177e-05,16.98714638,14.29759789,1.188111901,0.003496770281,0.330575794,0,0.1577397883,1.527505517,19.33189392,-2.816774368,-1,0.2327553928,1,5,1,0,0.003067484591,-1.534490347,9.223390225e-05,0.2759386301,6.481541641e-05,0.3885654509,0.007741629612,-0.003928152844,-0.000233956438,-0.002905571135,0.0002680434554,-4.389203605e-05,0.375,0.004365370143,-0.002293045865,-0.001981110312,172213,1,locked_forward_readout
f89b_ep_016,32,33,US100,buy,0.1,2025.01.07 17:05:00,2025.01.07 18:05:00,21366.71,21307.26,-5.95,473.5,60.0,1,0,0,15,2025.01.07 17:05:00,2025-01-07T17:05:00Z,validation,191,-0.005077009555,-0.00725164311,0.005294920411,0.9949358702,0.0,0.9949358702,-3.058068991,4.670841217,0.002187030157,-3.124385595,0.9935987592,0.9933282733,-20.37408829,-5.856220245,10.06074715,-2.331991673,1.000153065,26.3407402,37.62316513,-7.887660503,-23.6592598,-17.68134499,-13.70230389,-0.06441108882,-0.00867730286,5.359901934e-06,34.63057709,20.06476212,1.725939989,0.007804669905,-0.3938675523,0,0.4176391661,1.70977056,22.01448822,-31.86093903,-1,-0.396627605,1,35,0,0,0.02431610972,3.909055471,-0.002674783347,-4.123310089,0.002823577262,3.982210159,-0.004797158297,-0.0004493556044,-0.003585568396,-0.006439458113,-0.006564652082,-0.002808413468,0.0,0.009541126899,0.001500508515,-0.002255730098,172219,1,locked_forward_readout
f89b_ep_017,34,35,US100,buy,0.1,2025.01.07 18:10:00,2025.01.07 19:10:00,21301.71,21208.76,-9.3,464.2,60.0,1,0,1,16,2025.01.07 18:10:00,2025-01-07T18:10:00Z,validation,204,-0.0003168436233,0.002385414904,0.00208304869,0.9996832013,0.0,0.9996832013,0.1334007829,0.416906029,0.002187030157,-0.1345160306,0.9980050921,0.994474411,-50.53553772,-75.77324677,-54.66037369,-2.350832462,0.9982560277,40.55337524,40.25482941,2.740438938,-9.446624756,7.960762501,21.94175339,-0.000362987048,-0.001359618618,-0.0004133775947,50.16399384,29.52993584,1.698750496,0.02004368603,0.3674610555,0,0.5618687868,0.6432326436,36.01195908,-14.73571587,-1,-0.4525247514,1,100,0,0,0.009439527988,0.8362693191,-9.252405289e-05,-0.975900054,0.0,0.4046347737,0.00169061753,-0.0009413306252,-0.0004216542875,0.0005362409865,0.0002133347007,-0.0002304218942,0.5,0.004658407997,-0.0005301281344,-8.637153223e-05,172232,1,locked_forward_readout
f89b_ep_018,36,37,US100,buy,0.1,2025.01.07 19:15:00,2025.01.07 20:15:00,21229.58,21254.38,2.48,466.68,60.0,0,1,0,17,2025.01.07 19:15:00,2025-01-07T19:15:00Z,validation,217,0.0009246618138,0.001467037597,0.002066573128,1.000925064,0.0,1.000925064,0.6735896468,0.1244312376,0.002187030157,0.4342221022,0.9979575872,0.9942398667,-35.77536774,-79.54108429,-95.65351105,-1.3031497,0.9960882664,39.12535477,39.37332535,2.02950573,-10.87464428,3.196999311,6.91221714,0.002387312474,-0.00227384246,-0.0003249499132,45.22605133,32.67754364,1.384010077,0.008077240549,0.3355104923,0,0.4092269838,0.7995921373,32.19510269,-14.05355167,-1,-0.3015547693,1,165,0,0,0.0005813953467,0.5050148368,0.0,0.392232269,0.0002124593593,0.4417732656,0.001199421589,8.227067156e-05,0.0006597083411,0.001120900386,0.001085826545,0.0005706231459,1.0,0.001298685558,-0.0001607370796,0.0003544662613,172245,1,locked_forward_readout
f89b_ep_019,38,39,US100,buy,0.1,2025.01.08 16:35:00,2025.01.08 17:35:00,21137.23,21067.66,-6.96,459.72,60.0,1,0,0,18,2025.01.08 16:35:00,2025-01-08T16:35:00Z,validation,250,0.0009159285109,0.001537438715,0.002754570683,1.000750422,0.0001657477114,1.000916362,0.605245769,1.227694392,-6.865081377e-05,0.5735772848,1.001464963,1.001091599,8.874271393,-7.871524334,-58.82498932,0.4503747225,0.9980313778,57.93000031,50.25986862,2.435065031,7.929999828,6.437337875,13.74808407,0.01870031282,0.002120329766,1.941388655e-05,33.76655579,25.50831223,1.323747277,0.004994481336,0.8258635402,0,0.2902658284,0.5484170914,23.13113976,4.472175121,-1,-0.00166087877,1,5,1,0,0.002777777845,-0.3120293319,-9.257545025e-05,-0.6472057104,-0.0001559261145,0.188246727,0.01592221297,-0.004260870628,0.003711807542,0.002698328579,-0.002861192916,0.003299637465,0.5,0.01572757401,0.003777540987,-0.002383289393,172489,1,locked_forward_readout
f89b_ep_020,40,41,US100,buy,0.1,2025.01.08 17:40:00,2025.01.08 18:40:00,21091.36,21156.53,6.52,466.24,60.0,0,1,0,19,2025.01.08 17:40:00,2025-01-08T17:40:00Z,validation,263,0.00101996481,0.0008657173603,0.003117604647,1.001056075,-3.559832112e-05,1.001020432,0.6151529551,0.7507046461,-6.865081377e-05,0.3925853372,1.000102997,0.9994616508,-9.101410866,-13.53256416,-59.87256622,0.574801743,0.9968701005,49.87522125,48.24978638,0.9367809892,-0.1247774884,3.26835084,4.546743393,-0.01717042737,0.001204869011,-2.075766861e-05,54.82104874,35.62736893,1.538734078,0.006386155728,0.4534342587,0,0.5003672838,0.5138634443,17.09993362,3.972603321,-1,-0.02927540988,1,70,0,0,-0.008103727363,0.4418604672,-0.0001847916428,1.203546286,0.0,-0.01459798124,-0.0002841918322,0.0008662116015,0.0007991914754,0.0004516303889,0.001050801016,0.0006396595854,0.625,0.003068082267,-3.031586857e-05,0.0003808255715,172502,1,locked_forward_readout
f89b_ep_021,42,43,US100,buy,0.1,2025.01.08 18:45:00,2025.01.08 19:45:00,21175.48,21009.28,-16.62,449.62,60.0,1,0,1,20,2025.01.08 18:45:00,2025-01-08T18:45:00Z,validation,276,0.0008684058557,0.003530763322,0.001948106219,1.000845075,2.363392377e-05,1.000868797,0.5088070631,-0.1858601868,-6.865081377e-05,0.4164837003,1.003019452,1.003220916,16.2891922,4.238269329,-48.65616989,1.560053349,0.9974319935,61.0475769,52.97379684,3.450334311,11.0475769,4.476676464,10.05100632,0.04181430489,0.004787047859,2.374630822e-05,44.1697197,36.04283524,1.225478411,0.006904539187,1.044723988,0,0.4318012893,0.6308732629,14.73474979,11.73114872,-1,0.3833840787,1,135,0,0,-0.005599104334,-1.862475038,-0.0001848428801,-0.5310850143,-9.181977657e-05,-1.474161863,0.0009246417903,0.0002876337967,0.0009873990202,0.0004498223134,0.001578778727,0.0007599823875,1.0,0.001715869294,-0.0007099957438,0.000108800632,172515,1,locked_forward_readout
f89b_ep_022,44,45,US100,buy,0.1,2025.01.08 19:50:00,2025.01.08 20:50:00,20995.86,21107.53,11.17,460.79,60.0,0,1,0,21,2025.01.08 19:50:00,2025-01-08T19:50:00Z,validation,289,-0.0007023129147,0.001000754884,0.00144703465,0.9993041158,-6.187703548e-06,0.9992979169,-0.3956341147,-0.6257163882,-6.865081377e-05,-0.3488340378,0.9972898364,0.9959267378,-35.18333054,-28.8127346,-61.69755173,-2.181612253,0.9975584149,39.01761246,44.44158936,1.921619892,-10.9823885,4.698677063,8.045888901,-0.06389231235,-0.007786133792,-0.0001105285337,42.25403214,36.96223068,1.143167853,0.01308709942,0.1981644183,0,0.3325874507,1.250194192,23.73810768,-13.93939877,-1,-0.5155242682,1,200,0,0,0.006043956149,1.151533842,-9.250693984e-05,-1.609438896,0.0003029162472,1.262861133,-0.0003597510513,-0.0008697273443,-0.0006158510805,-0.001584104961,-0.0009123270283,-0.0006517580478,0.125,0.001607802464,0.0002102606813,-5.030832108e-05,172528,1,locked_forward_readout
f89b_ep_023,46,47,US100,buy,0.1,2025.01.08 20:55:00,2025.01.08 21:55:00,21059.11,21089.16,3.01,463.8,60.0,0,1,0,22,2025.01.08 20:55:00,2025-01-08T20:55:00Z,validation,302,-0.002312368946,-0.004359388724,0.003270979971,0.9976491928,4.121921666e-05,0.99769032,-1.706053257,1.167598724,-6.865081377e-05,-1.222622752,0.9983958006,0.9984861612,11.60673618,1.909046888,-47.39398575,0.9953868985,0.9976850748,44.9741478,47.78410339,-5.39031744,-5.025852203,-13.15022945,-18.60381317,0.01876019128,0.001783980406,2.99530584e-05,39.78120041,37.17898178,1.069991708,0.01194387116,0.4785155654,0,0.3661725521,0.8716717958,19.46940804,-4.607948303,-1,0.357822597,1,265,0,0,0.008375209756,0.1463721693,-0.0007402609335,-2.760552645,0.0003215020697,-0.2877391875,-0.002500269096,-0.002607887145,-0.001937252586,-0.0034676129,-0.002885414753,-0.002236815169,0.0,0.002055994701,0.0005757171893,-7.288237248e-05,172541,1,locked_forward_readout
