episode_id,entry_ticket,exit_ticket,symbol,side,volume,entry_time_server,exit_time_server,entry_price,exit_price,profit,balance_after_exit,duration_minutes,target_adverse_loss,target_positive_payoff,target_large_loss,episode_index,bar_time_server,timestamp_utc,split,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20,nvda_xnas_log_return_1,aapl_xnas_log_return_1,msft_xnas_log_return_1,amzn_xnas_log_return_1,mega8_equal_return_1,top3_weighted_return_1,mega8_pos_breadth_1,mega8_dispersion_5,us100_minus_mega8_equal_return_1,us100_minus_top3_weighted_return_1,raw_index,entry_feature_join_valid,selection_split_role
f89b_ep_001,2,3,US100,sell,0.1,2025.01.02 16:35:00,2025.01.02 16:40:00,21014.82,20924.02,9.08,509.08,5.0,0,1,0,0,2025.01.02 16:35:00,2025-01-02T16:35:00Z,validation,0,-0.003866203828,-0.004553335253,0.005051497836,0.9961473942,-6.162606496e-06,0.9961412549,-3.255833626,4.973891258,0.006326620001,-2.614793777,0.9941262007,0.9934052229,-32.95863342,-15.34168148,33.02178192,-2.982215166,1.003564358,19.27681351,39.16413498,-4.398398876,-30.72318649,-6.88190937,-2.46680212,-0.0689112395,-0.008277892135,-8.858648653e-05,31.01043892,23.22975349,1.334944725,0.008823474869,-0.244699344,0,0.2876622081,1.342769504,29.89747238,-33.04161453,-1,-0.4295713902,1,5,1,0,0.01168907061,3.746394157,0.0007344165933,-0.08660702407,1.841552876e-05,0.1561934799,0.01520436723,-0.01646740735,0.004874595441,0.009444741532,-0.00327549316,3.720007589e-05,0.625,0.02317736112,-0.0005832466995,-0.003895939793,171386,1,inner_train
f89b_ep_002,4,5,US100,buy,0.1,2025.01.02 16:40:00,2025.01.02 17:40:00,20924.02,21001.19,7.72,516.8,60.0,0,1,0,1,2025.01.02 16:40:00,2025-01-02T16:40:00Z,validation,1,-0.004346152302,-0.008763046935,0.004845037125,0.9956040382,5.948537e-05,0.9956632853,-2.75403285,3.85801959,0.006326620001,-2.517884493,0.9907760024,0.9895201921,-48.92093658,-26.80102539,25.94371414,-3.510803223,1.003374815,13.56341457,33.89183044,-6.111951351,-36.43658447,-6.337461472,-0.9677954912,-0.1062143221,-0.0128638288,-0.0001244420127,36.03612137,24.79255867,1.453505516,0.01279749908,-0.3011172414,0,0.3629114926,1.34689045,33.04196167,-44.68780899,-1,-0.6767673492,1,10,1,0,0.01386481803,3.720062017,-0.001009081723,-1.402961493,0.0004880024935,1.552177072,-0.0122339204,-0.004679465666,-0.001275510411,-0.002443440026,-0.004671314266,-0.004143369384,0.0,0.0228965506,0.000334592798,-0.0001933522726,171387,1,inner_train
f89b_ep_003,6,7,US100,buy,0.1,2025.01.02 17:45:00,2025.01.02 18:35:00,20988.77,21043.19,5.44,522.24,50.0,0,1,0,2,2025.01.02 17:45:00,2025-01-02T17:45:00Z,validation,14,-0.0006787552265,-0.002361984225,0.003180511529,0.9993333817,-1.190394596e-05,0.9993214607,-0.172193259,1.029160857,0.006326620001,-0.257332921,0.9958286285,0.9940484762,-32.32157135,-37.74226379,0.5799840093,-1.867583752,1.002239347,36.40080261,42.6334343,-1.54474473,-13.5991993,-4.651798248,-2.58196044,-0.04160976037,0.001240387559,-0.0001743619796,55.33816147,34.56501389,1.600987673,0.01347487606,0.205024153,0,0.5972807407,0.7509826422,27.47491455,-18.86715698,-1,-0.1539773196,1,75,0,0,-0.002865329618,0.9743546844,-0.0002754062298,-0.9755741358,0.0,1.284603477,-0.001023317105,-0.0002039526007,-0.0007359661977,-0.001529740286,-0.001979084685,-0.0006184395752,0.0,0.002639681101,0.001300559845,-6.008534547e-05,171400,1,inner_train
f89b_ep_004,8,9,US100,sell,0.1,2025.01.02 18:35:00,2025.01.02 18:50:00,21043.19,21093.52,-5.03,517.21,15.0,1,0,0,3,2025.01.02 18:35:00,2025-01-02T18:35:00Z,validation,23,0.0001782197069,0.001230600872,0.001610012143,1.000184417,-6.178833701e-06,1.000178218,0.2221827954,-0.4194320142,0.006326620001,0.06585980952,1.000155807,0.9981766939,-14.7475605,-41.71604919,-21.55659866,-1.229793787,1.000526905,48.71611023,47.02614212,1.124800086,-1.283889413,13.40519524,19.77369118,0.02814121731,0.001541101956,-0.0002065916196,56.94927597,39.33048248,1.447967887,0.01201159786,0.4793692529,0,0.4572419822,0.2133503556,23.65279961,-4.109297276,-1,-0.05771230534,1,125,0,0,-0.008045976982,-0.5150734186,-9.193711594e-05,-1.506993055,0.0002473569475,1.416322708,0.001304537058,-0.0003267840366,-4.745633851e-05,0.001792597002,0.0002514936496,9.138438327e-05,0.5,0.00248193671,-7.325805927e-05,8.685119974e-05,171410,1,inner_train
f89b_ep_005,10,11,US100,buy,0.1,2025.01.02 18:50:00,2025.01.02 19:50:00,21093.52,20748.19,-34.53,482.68,60.0,1,0,1,4,2025.01.02 18:50:00,2025-01-02T18:50:00Z,validation,26,0.002284480724,0.002325823065,0.002702405443,1.002280951,6.177477189e-06,1.002287149,1.396440744,0.3191893399,0.006326620001,0.8940329552,1.002193689,1.000603199,-1.272519588,-33.45502853,-22.4973011,-0.8087761402,1.000018477,55.66292572,49.6280098,2.315604448,5.662923813,6.68556118,-0.7015388608,0.05330572277,0.002459534211,-0.0001643262804,53.95782852,39.45980835,1.367412329,0.00896990113,0.8047962189,0,0.473644346,0.5063708425,19.78031349,2.301351547,-1,0.1414059848,1,140,0,0,-0.00579710165,-1.459735513,-0.0004598546948,-1.695243955,-9.154658619e-05,1.238037109,0.005138050765,0.001388265286,0.001494325348,0.001744303503,0.00282538496,0.00207200041,1.0,0.003124709474,-0.0005382929812,0.0002150916844,171413,1,inner_train
f89b_ep_006,12,13,US100,buy,0.1,2025.01.02 19:55:00,2025.01.02 20:55:00,20793.64,20744.19,-4.95,477.73,60.0,1,0,0,5,2025.01.02 19:55:00,2025-01-02T19:55:00Z,validation,39,0.002124205232,-0.0005471711629,0.004015930928,1.002120614,5.783670531e-06,1.002126455,1.46782434,1.054710984,0.006326620001,0.7583722472,0.992993772,0.9893224835,-74.48085785,-77.70189667,-65.40039825,-2.466754675,0.9970597029,31.2399292,38.95949936,1.19738698,-18.7600708,2.580281258,4.79395628,-0.1336406916,-0.01236808579,-0.0002621393069,58.30094528,44.07248306,1.32284224,0.02124752291,0.08316271007,0,0.4794676304,0.9822744131,29.27589607,-27.94540405,-1,-0.6892696023,1,205,0,0,-0.008810572326,1.814505577,-0.0003679175861,-0.2593942583,-0.0003024082689,-0.844384551,0.004571605008,0.0004536175984,0.0009149351972,0.003793336451,0.002622598317,0.001383361174,1.0,0.002387230052,-0.0004961355589,0.000743101642,171426,1,inner_train
f89b_ep_007,14,15,US100,buy,0.1,2025.01.02 21:00:00,2025.01.02 22:00:00,20796.27,20810.19,1.39,479.12,60.0,0,1,0,6,2025.01.02 21:00:00,2025-01-02T21:00:00Z,validation,52,0.002443480305,-0.0007873815484,0.002704984974,1.002446413,0.0,1.002446413,1.399155378,-0.126784116,0.006326620001,0.8920644522,0.9985730648,0.9939230084,-40.48340225,-97.42717743,-123.6354675,-1.630210161,0.994104743,43.98994827,42.5736618,0.1775548607,-6.01005125,-1.565714598,-1.619946003,0.02944644354,-0.001314935158,-0.0004393891431,57.02968979,47.07003403,1.211592317,0.01086946856,0.4582788944,0,0.5851846337,0.8176596761,40.0730629,-12.35021782,-1,-0.01190031227,1,270,0,0,-0.02085561492,0.6341120601,-9.187798423e-05,1.319769025,-4.581103713e-05,1.148110151,0.003239107551,0.001652892912,0.001275924966,0.001963964198,0.002839180641,0.001722030225,1.0,0.003410547273,-0.0003927125945,0.0007244379958,171439,1,inner_train
f89b_ep_008,16,17,US100,sell,0.1,2025.01.03 16:35:00,2025.01.03 16:40:00,21079.29,21161.86,-8.26,470.86,5.0,1,0,0,7,2025.01.03 16:35:00,2025-01-03T16:35:00Z,validation,65,0.001809096662,0.002468972933,0.0039896979,1.001798868,1.188145689e-05,1.001810789,2.539840698,6.247917652,0.005993955769,1.847927213,1.003190041,1.003722787,15.35599327,11.15201378,8.64180088,2.553569794,1.00066793,74.3208847,60.1775589,4.059588909,24.3208847,-2.781867504,3.772159815,0.03354380652,0.002877422608,4.201962656e-05,20.6550293,15.49984455,1.332595825,0.004213104956,1.292345524,0,0.1691395044,1.041351795,22.78332901,34.48161697,-1,0.4579923153,1,5,1,0,-0.005727376789,-2.906061888,0.0,-1.741684675,-0.0001561767858,0.7910066247,0.01933049969,-0.005305924919,0.007284359075,0.01572777517,0.01175491791,0.005432886537,0.875,0.008010433055,-0.009944184683,-0.003622152377,171662,1,inner_train
f89b_ep_009,18,19,US100,buy,0.1,2025.01.03 16:40:00,2025.01.03 16:45:00,21161.86,21172.29,1.04,471.9,5.0,0,1,0,8,2025.01.03 16:40:00,2025-01-03T16:40:00Z,validation,66,0.003811640665,0.006286320277,0.004826135002,1.00381887,0.0,1.00381887,3.401777744,5.175431252,0.005993955769,3.052336693,1.006348252,1.007257462,27.74029541,18.97965431,13.19970417,3.788610458,1.000761032,83.40699005,66.64180756,7.108280182,33.40699005,0.4612626135,0.1299946755,0.06503517181,0.007192261983,6.28588823e-05,26.47395515,17.23224831,1.536303043,0.007451328449,1.407534361,0,0.2698980272,1.312820077,26.33444977,39.58295822,-1,0.5613900423,1,10,1,0,-0.006336405408,-3.071326256,0.0001837390882,-1.191533923,-4.594152415e-05,0.5628734827,0.007628771942,0.002389093628,0.002108730609,0.004728352185,0.004969328176,0.00312306406,1.0,0.01016925555,-0.001150413766,0.0006958502345,171663,1,inner_train
f89b_ep_010,20,21,US100,sell,0.1,2025.01.03 16:45:00,2025.01.03 17:45:00,21172.29,21124.74,4.76,476.66,60.0,0,1,0,9,2025.01.03 16:45:00,2025-01-03T16:45:00Z,validation,67,0.0006023764727,0.006223113742,0.001658752328,1.000561476,4.11157198e-05,1.000602603,0.2078243941,1.064461112,0.005993955769,0.4709103703,1.006288052,1.007553577,37.5114975,26.42747307,17.90327644,4.248763084,1.000872731,84.35142517,67.49458313,6.056309223,34.35142136,3.453647852,0.05391784385,0.08477268368,0.007955081761,9.061521268e-05,27.09152985,17.59000397,1.540166259,0.009804799221,1.210892797,0,0.2692016959,1.352451801,29.77264023,39.74074936,-1,0.7251772881,1,15,1,0,0.0,-2.424515963,9.185267118e-05,-0.8903086185,-0.0003216054465,-0.680116713,0.00449344283,0.003244955791,-0.001729305019,0.001600782969,8.240123861e-06,0.0008569363854,0.375,0.009069832042,0.0005943178548,-0.0002543784212,171664,1,inner_train
