variant_id,variant_token,package_id,record_view,tier_scope,split,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-04,46,-166.59,134.65,-301.24,0.446986,-3.62152,0.304348,9.61786,-9.41375,1.02168,184.57,35.6326,42,0.956522,8,-0.902584,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,159,-163.97,415.06,-579.03,0.71682,-1.03126,0.477987,5.46132,-6.97627,0.782842,197.14,38.3765,153,0.987421,9,-0.831744,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_late,159,-163.97,415.06,-579.03,0.71682,-1.03126,0.477987,5.46132,-6.97627,0.782842,197.14,38.3765,153,0.987421,9,-0.831744,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_early,301,-162.9,1025.36,-1188.26,0.862909,-0.541196,0.44186,7.70947,-7.07298,1.08999,253.6,42.9321,271,0.960133,9,-0.64235,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-03,224,-162.52,651.65,-814.17,0.800386,-0.725536,0.392857,7.40511,-5.98654,1.23696,281.76,50.5454,217,0.982143,9,-0.576803,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,1383,-149.68,3981.48,-4131.16,0.963768,-0.108228,0.418655,6.87648,-5.13826,1.33829,564.87,84.2851,662,0.982646,13,-0.264981,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-09,125,-147.7,193.85,-341.55,0.56756,-1.1816,0.408,3.80098,-4.61554,0.823518,165.76,32.3024,97,0.96,8,-0.891047,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_b_oos,Tier B,oos,chron_segment,chron_mid,184,-146.14,590.43,-736.57,0.801594,-0.794239,0.434783,7.38037,-7.0824,1.04207,190.79,38.158,184,1,8,-0.765973,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_oos,Tier A,oos,chron_segment,chron_mid,99,-144.32,353.4,-497.72,0.710038,-1.45778,0.444444,8.03182,-9.04945,0.887547,188.32,37.664,99,1,7,-0.766355,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_oos,Tier B,oos,chron_segment,chron_mid,99,-144.32,353.4,-497.72,0.710038,-1.45778,0.444444,8.03182,-9.04945,0.887547,188.32,37.664,99,1,7,-0.766355,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-03,191,-142.45,581.61,-724.06,0.803262,-0.745812,0.413613,7.36215,-6.46482,1.1388,231.42,39.5678,175,0.963351,9,-0.615547,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_oos,Tier B,oos,month,2025-11,173,-141.93,653.81,-795.74,0.821638,-0.820405,0.33526,11.2726,-6.91948,1.62911,198.45,38.0187,116,0.965318,12,-0.715193,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-02,119,-139.47,322.43,-461.9,0.698052,-1.17202,0.403361,6.71729,-6.50563,1.03253,180.9,35.6995,112,0.983193,8,-0.770978,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_oos,Tier A,oos,month,2025-12,142,-138.46,240.78,-379.24,0.634901,-0.97507,0.309859,5.47227,-3.8698,1.4141,161.52,32.304,142,1,12,-0.857231,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_oos,Tier B,oos,month,2025-12,142,-138.46,240.78,-379.24,0.634901,-0.97507,0.309859,5.47227,-3.8698,1.4141,161.52,32.304,142,1,12,-0.857231,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_oos,Tier B,oos,chron_segment,chron_late,179,-135.77,646.84,-782.61,0.826516,-0.758492,0.446927,8.0855,-7.90515,1.02281,279.83,44.4153,119,0.910615,8,-0.485187,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_oos,Tier A,oos,month,2025-12,111,-125.98,174.42,-300.4,0.580626,-1.13495,0.288288,5.45063,-3.80253,1.43342,159.04,31.808,111,1,12,-0.792128,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_oos,Tier B,oos,month,2025-12,111,-125.98,174.42,-300.4,0.580626,-1.13495,0.288288,5.45063,-3.80253,1.43342,159.04,31.808,111,1,12,-0.792128,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_b_oos,Tier B,oos,month,2025-12,72,-125.95,165.99,-291.94,0.568576,-1.74931,0.402778,5.72379,-6.7893,0.843061,125.95,25.19,72,1,5,-1,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_b_oos,Tier B,oos,month,2026-03,89,-125.43,269.93,-395.36,0.682745,-1.40933,0.382022,7.93912,-7.18836,1.10444,174.95,34.5956,87,0.977528,8,-0.716948,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_oos,Tier A,oos,chron_segment,chron_early,191,-124.85,568.39,-693.24,0.819904,-0.653665,0.465969,6.3864,-6.79647,0.939665,316.25,51.3685,141,0.926702,7,-0.394783,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-03,146,-121.07,446.55,-567.62,0.786706,-0.829247,0.294521,10.3849,-5.51087,1.88444,206.48,36.1447,135,0.972603,13,-0.586352,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-03,146,-121.07,446.55,-567.62,0.786706,-0.829247,0.294521,10.3849,-5.51087,1.88444,206.48,36.1447,135,0.972603,13,-0.586352,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-06,43,-120.52,78.56,-199.08,0.394615,-2.80279,0.395349,4.62118,-7.65692,0.603529,144.05,28.81,43,1,6,-0.836654,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-06,43,-120.52,78.56,-199.08,0.394615,-2.80279,0.395349,4.62118,-7.65692,0.603529,144.05,28.81,43,1,6,-0.836654,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_early,427,-118.66,1285.44,-1404.1,0.91549,-0.277892,0.42623,7.06286,-5.73102,1.23239,340.78,48.8258,365,0.95082,9,-0.348201,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,1002,-117.04,3256.58,-3373.62,0.965307,-0.116806,0.429142,7.57344,-5.89794,1.28408,401.6,62.339,959,0.988024,11,-0.291434,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,1149,-116.78,3509.42,-3626.2,0.967795,-0.101636,0.417755,7.31129,-5.42033,1.34886,464.56,81.0892,501,0.97302,11,-0.251378,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-01,51,-116.66,145.38,-262.04,0.554801,-2.28745,0.392157,7.269,-8.4529,0.859941,133.08,26.5889,49,0.980392,6,-0.876616,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-01,51,-116.66,145.38,-262.04,0.554801,-2.28745,0.392157,7.269,-8.4529,0.859941,133.08,26.5889,49,0.980392,6,-0.876616,negative_fragile_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-09,142,-115.47,276.93,-392.4,0.705734,-0.813169,0.415493,4.69373,-4.72771,0.992812,120.38,24.076,142,1,10,-0.959212,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_21_23_report_time,96,-115.35,227.91,-343.26,0.663957,-1.20156,0.447917,5.30023,-6.4766,0.818366,150.39,29.098,89,0.947917,6,-0.767006,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_mid,313,-115.18,844.79,-959.97,0.880017,-0.367987,0.428115,6.3044,-5.36296,1.17555,247.55,39.9416,183,0.926518,11,-0.46528,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-02,135,-114.75,345.71,-460.46,0.750793,-0.85,0.42963,5.96052,-5.98,0.996742,166.03,30.5601,134,0.992593,6,-0.69114,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2025-12,42,-114.47,85.83,-200.3,0.428507,-2.72548,0.404762,5.04882,-8.012,0.630158,118.53,23.5389,41,0.97619,5,-0.965747,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2025-12,42,-114.47,85.83,-200.3,0.428507,-2.72548,0.404762,5.04882,-8.012,0.630158,118.53,23.5389,41,0.97619,5,-0.965747,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_oos,Tier A,oos,month,2026-04,67,-112.55,206.08,-318.63,0.646769,-1.67985,0.283582,10.8463,-6.63812,1.63394,191.4,34.7646,61,0.955224,10,-0.588036,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_oos,Tier B,oos,month,2026-04,67,-112.55,206.08,-318.63,0.646769,-1.67985,0.283582,10.8463,-6.63812,1.63394,191.4,34.7646,61,0.955224,10,-0.588036,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_mid,344,-108.72,1204.26,-1312.98,0.917196,-0.316047,0.360465,9.71177,-5.96809,1.62728,294.37,54.8901,315,0.985465,11,-0.369331,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_mid,344,-108.72,1204.26,-1312.98,0.917196,-0.316047,0.360465,9.71177,-5.96809,1.62728,294.37,54.8901,315,0.985465,11,-0.369331,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,863,-108.64,2702.72,-2811.36,0.961357,-0.125886,0.353418,8.86138,-5.03828,1.75881,464.72,76.2799,824,0.99073,13,-0.233775,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_13_20_report_time,863,-108.64,2702.72,-2811.36,0.961357,-0.125886,0.353418,8.86138,-5.03828,1.75881,464.72,76.2799,824,0.99073,13,-0.233775,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_oos,Tier B,oos,chron_segment,chron_mid,180,-108.59,563.29,-671.88,0.838379,-0.603278,0.411111,7.61203,-6.33849,1.20092,127.72,24.8386,105,0.977778,11,-0.850219,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2025-11,142,-107.45,573.3,-680.75,0.842159,-0.75669,0.380282,10.6167,-7.7358,1.37241,190.46,33.3345,43,0.93662,13,-0.56416,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_oos,Tier A,oos,month,2026-02,186,-106.98,505.4,-612.38,0.825305,-0.575161,0.376344,7.22,-5.27914,1.36765,181.2,36.2364,172,0.994624,11,-0.590397,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_oos,Tier A,oos,month,2026-01,106,-106.85,260.23,-367.08,0.708919,-1.00802,0.320755,7.65382,-5.09833,1.50124,129.65,25.93,106,1,9,-0.824142,negative_fragile_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_oos,Tier B,oos,month,2026-01,106,-106.85,260.23,-367.08,0.708919,-1.00802,0.320755,7.65382,-5.09833,1.50124,129.65,25.93,106,1,9,-0.824142,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_oos,Tier B,oos,session_report,session_13_20_report_time,491,-105.3,1877.01,-1982.31,0.94688,-0.21446,0.450102,8.49326,-7.34189,1.15682,275.72,42.0055,319,0.959267,9,-0.381909,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_oos,Tier A,oos,chron_segment,chron_early,318,-103.93,807.66,-911.59,0.88599,-0.326824,0.433962,5.85261,-5.06439,1.15564,245.35,40.4561,210,0.946541,7,-0.423599,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-06,93,-101.85,165.95,-267.8,0.619679,-1.09516,0.430108,4.14875,-5.05283,0.821074,108.7,21.6637,90,0.989247,6,-0.936983,negative_fragile_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-05,113,-101.41,246.01,-347.42,0.708105,-0.897434,0.451327,4.82373,-5.60355,0.860834,146.58,28.4439,67,0.964602,6,-0.691841,negative_fragile_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_oos,Tier B,oos,month,2026-02,157,-100.53,459.95,-560.48,0.820636,-0.640318,0.394904,7.41855,-5.89979,1.25743,134.57,26.914,157,1,8,-0.747046,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-02,143,-99.48,377.63,-477.11,0.791495,-0.695664,0.405594,6.51086,-5.61306,1.15995,152.64,27.9986,142,0.993007,6,-0.65173,negative_fragile_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2026-01,123,-98.69,342.92,-441.61,0.776522,-0.802358,0.447154,6.23491,-6.49426,0.960064,184.37,33.3653,88,0.934959,4,-0.535282,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-03,95,-97.76,346.57,-444.33,0.779983,-1.02905,0.421053,8.66425,-8.07873,1.07248,146.12,28.1227,64,0.957895,5,-0.669039,negative_fragile_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2025-12,131,-97.57,235.01,-332.58,0.706627,-0.744809,0.328244,5.46535,-3.77932,1.44612,112.09,22.418,131,1,12,-0.870461,negative_fragile_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_b_oos,Tier B,oos,month,2025-12,131,-97.57,235.01,-332.58,0.706627,-0.744809,0.328244,5.46535,-3.77932,1.44612,112.09,22.418,131,1,12,-0.870461,negative_fragile_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,838,-96.65,2676.46,-2773.11,0.965147,-0.115334,0.368735,8.66168,-5.24217,1.65231,422.12,68.029,614,0.991647,15,-0.228963,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_13_20_report_time,838,-96.65,2676.46,-2773.11,0.965147,-0.115334,0.368735,8.66168,-5.24217,1.65231,422.12,68.029,614,0.991647,15,-0.228963,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-05,155,-95.91,339.18,-435.09,0.779563,-0.618774,0.419355,5.21815,-4.83433,1.07939,157.09,30.4326,149,0.987097,9,-0.610542,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2026-02,128,-94.01,400.04,-494.05,0.809716,-0.734453,0.328125,9.52476,-5.74477,1.65799,154.22,30.6857,125,0.992188,8,-0.609584,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-02,128,-94.01,400.04,-494.05,0.809716,-0.734453,0.328125,9.52476,-5.74477,1.65799,154.22,30.6857,125,0.992188,8,-0.609584,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,chron_segment,chron_late,214,-92.35,743.31,-835.66,0.889489,-0.431542,0.448598,7.74281,-7.08186,1.09333,180.15,34.1659,200,0.981308,6,-0.512628,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,569,-91.86,2281.84,-2373.7,0.961301,-0.161441,0.474517,8.45126,-7.9388,1.06455,391.01,49.2028,334,0.954306,7,-0.23493,deep_negative_or_dd_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,569,-91.86,2281.84,-2373.7,0.961301,-0.161441,0.474517,8.45126,-7.9388,1.06455,391.01,49.2028,334,0.954306,7,-0.23493,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_13_20_report_time,569,-91.86,2281.84,-2373.7,0.961301,-0.161441,0.474517,8.45126,-7.9388,1.06455,391.01,49.2028,334,0.954306,7,-0.23493,deep_negative_or_dd_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_13_20_report_time,569,-91.86,2281.84,-2373.7,0.961301,-0.161441,0.474517,8.45126,-7.9388,1.06455,391.01,49.2028,334,0.954306,7,-0.23493,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-07,108,-89.24,152.33,-241.57,0.630583,-0.826296,0.407407,3.46205,-3.77453,0.917212,100.42,20.0048,102,0.990741,9,-0.888668,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_early,431,-83.53,1227.46,-1310.99,0.936285,-0.193805,0.338747,8.40726,-4.59996,1.82768,179.15,30.953,306,0.983759,15,-0.466257,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_early,431,-83.53,1227.46,-1310.99,0.936285,-0.193805,0.338747,8.40726,-4.59996,1.82768,179.15,30.953,306,0.983759,15,-0.466257,deep_negative_or_dd_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-08,50,-83.19,133.42,-216.61,0.615946,-1.6638,0.44,6.06455,-7.73607,0.783931,90.05,17.9988,49,0.98,9,-0.92382,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-08,50,-83.19,133.42,-216.61,0.615946,-1.6638,0.44,6.06455,-7.73607,0.783931,90.05,17.9988,49,0.98,9,-0.92382,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-03,184,-81.56,567.95,-649.51,0.874428,-0.443261,0.293478,10.5176,-4.99623,2.10511,214.39,35.6894,170,0.972826,15,-0.380428,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-03,184,-81.56,567.95,-649.51,0.874428,-0.443261,0.293478,10.5176,-4.99623,2.10511,214.39,35.6894,170,0.972826,15,-0.380428,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_late,324,-80.82,930.64,-1011.46,0.920096,-0.249444,0.42284,6.79299,-5.40888,1.2559,177.28,35.4262,323,0.996914,11,-0.455889,deep_negative_or_dd_slice
