run_id,adapter_id,candidate_id,route_view,window_id,window_label,partition,tier_scope,attempt_name,net_profit,profit_factor,trade_count,max_drawdown_amount,recovery_factor,runtime_status,report_status,report_path
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier A,tier_a_csp00_stage51_control_w01_2025q2,56.07,1.36,69,55.95,1.0,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp00_stage51_control_w01_2025q2.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier B,tier_b_csp00_stage51_control_w01_2025q2,-41.47,0.4,15,82.43,-0.5,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp00_stage51_control_w01_2025q2.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier A,tier_a_csp00_stage51_control_w02_2025q3,144.87,1.51,148,75.78,1.91,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp00_stage51_control_w02_2025q3.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier B,tier_b_csp00_stage51_control_w02_2025q3,115.2,2.21,47,52.63,2.19,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp00_stage51_control_w02_2025q3.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier A,tier_a_csp00_stage51_control_w03_2025q4,66.43,1.23,112,119.49,0.56,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp00_stage51_control_w03_2025q4.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier B,tier_b_csp00_stage51_control_w03_2025q4,-15.17,0.91,19,233.75,-0.06,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp00_stage51_control_w03_2025q4.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier A,tier_a_csp00_stage51_control_w04_2026q1,96.81,1.43,78,69.55,1.39,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp00_stage51_control_w04_2026q1.htm
run48A_cost_aware_side_permission_filter_v1,csp00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier B,tier_b_csp00_stage51_control_w04_2026q1,105.69,2.89,17,131.33,0.8,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp00_stage51_control_w04_2026q1.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_a_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier A,tier_a_csp01_stage53_candidate_retest_w01_2025q2,16.1,1.14,36,90.26,0.18,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp01_stage53_candidate_retest_w01_2025q2.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_b_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier B,tier_b_csp01_stage53_candidate_retest_w01_2025q2,-41.47,0.4,15,82.43,-0.5,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp01_stage53_candidate_retest_w01_2025q2.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_a_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier A,tier_a_csp01_stage53_candidate_retest_w02_2025q3,64.16,1.3,83,91.6,0.7,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp01_stage53_candidate_retest_w02_2025q3.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_b_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier B,tier_b_csp01_stage53_candidate_retest_w02_2025q3,115.2,2.21,47,52.63,2.19,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp01_stage53_candidate_retest_w02_2025q3.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_a_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier A,tier_a_csp01_stage53_candidate_retest_w03_2025q4,141.81,2.09,62,61.53,2.3,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp01_stage53_candidate_retest_w03_2025q4.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_b_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier B,tier_b_csp01_stage53_candidate_retest_w03_2025q4,-15.17,0.91,19,233.75,-0.06,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp01_stage53_candidate_retest_w03_2025q4.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_a_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier A,tier_a_csp01_stage53_candidate_retest_w04_2026q1,160.59,2.71,42,41.63,3.86,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp01_stage53_candidate_retest_w04_2026q1.htm
run48A_cost_aware_side_permission_filter_v1,csp01_stage53_candidate_retest,c08_extreme_compression_stress,tier_b_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier B,tier_b_csp01_stage53_candidate_retest_w04_2026q1,105.69,2.89,17,131.33,0.8,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_b_csp01_stage53_candidate_retest_w04_2026q1.htm
run48A_cost_aware_side_permission_filter_v1,csp02_no_early_longs_no_lowadx_shorts,c08_extreme_compression_stress,tier_a_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier A,tier_a_csp02_no_early_longs_no_lowadx_shorts_w01_2025q2,10.76,1.11,36,68.91,0.16,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/54_adapter_signal__cost_aware_side_permission_filter/02_runs/run48A/mt5/reports/Project_Obsidian_Prime_v2_run48A_cost_aware_side_permission_filter_v1_tier_a_csp02_no_early_longs_no_lowadx_shorts_w01_2025q2.htm
