row_index,timestamp_utc,date_utc,split,selection_split_role,decision,session_bucket,entry_price_proxy_m5_open,mfe_points,mae_points,close_points,sl_distance_points,tp_distance_points,mfe_r,mae_r,close_r,shape_score_r,target_good_shape,target_bad_risk,target_tp_first_binary_f87b,first_touch_label_final,best_model_id,best_score,best_score_rank_pct,best_score_decile,score__sequence_context__good_shape_logreg_l2_balanced,score__sequence_plus_scalar_context__good_shape_logreg_l2_balanced,score__sequence_context__shape_score_extra_trees_depth5,score__sequence_plus_scalar_context__shape_score_extra_trees_depth5
29223,2025-01-02 16:40:00+00:00,2025-01-02,validation,inner_fit,long,cash_open_or_pre_open,20922.82,53.25,9.130000000001019,38.36999999999898,7.0,14.0,7.607142857142857,1.3042857142858597,5.481428571428426,-1.0,0,1,0,sl_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.44431913044469096,0.4943057911315726,5,0.44431913044469096,0.426846664526124,0.002777679863616482,-0.02328337185781273
29225,2025-01-02 16:50:00+00:00,2025-01-02,validation,inner_fit,long,cash_open_or_pre_open,21050.07,78.11999999999898,12.880000000001019,77.11999999999898,7.0,14.0,11.159999999999854,1.8400000000001455,11.017142857142712,2.0,0,1,1,tp_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.3911505492026133,0.4131330264114369,5,0.3911505492026133,0.3648249059310122,0.06374914565471865,0.03780216296380392
29226,2025-01-02 16:55:00+00:00,2025-01-02,validation,inner_fit,long,cash_open_or_pre_open,21125.82,29.86999999999898,8.75,11.25,7.0,14.0,4.267142857142711,1.25,1.6071428571428572,-1.0,0,1,0,sl_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.31882611611008693,0.34795250787496973,4,0.31882611611008693,0.27545038527131677,-0.1283374737891625,-0.13742131397605414
29227,2025-01-02 17:00:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21137.82,25.61999999999898,19.88000000000102,21.61999999999898,7.0,14.0,3.6599999999998545,2.8400000000001455,3.088571428571283,2.0,0,1,1,tp_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.39253801232132013,0.4162830142960989,5,0.39253801232132013,0.37583947860570344,-0.05475098777202991,-0.08443640287313205
29228,2025-01-02 17:05:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21159.82,30.36999999999898,14.630000000001019,4.619999999998981,7.0,14.0,4.338571428571283,2.0900000000001455,0.6599999999998545,2.0,0,1,1,tp_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.41798776052555775,0.4511751877877393,5,0.41798776052555775,0.4347978892936379,-0.2526184770205414,-0.26262768856926877
29229,2025-01-02 17:10:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21164.44,23.38000000000102,14.619999999998981,4.380000000001019,7.0,14.0,3.3400000000001455,2.088571428571283,0.6257142857144312,-1.0,0,1,0,sl_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.5076833261035189,0.6057669008965351,7,0.5076833261035189,0.5036635861812333,0.01597411996311688,-0.016909843657011103
29230,2025-01-02 17:15:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21169.69,10.130000000001019,66.11999999999898,-64.5,7.0,14.0,1.4471428571430027,9.445714285714141,-9.214285714285714,-1.0,0,1,0,sl_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.47968854183532794,0.5531863338987157,6,0.47968854183532794,0.4749619321618296,-0.06758499383239412,-0.06331367186251993
29231,2025-01-02 17:20:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21105.82,10.0,103.88000000000102,-87.88000000000102,7.0,14.0,1.4285714285714286,14.840000000000146,-12.554285714285859,-1.0,0,1,0,sl_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.5529437956239137,0.6951780954688636,7,0.5529437956239137,0.5492192298581373,0.023573145438513857,0.03285583314721679
29232,2025-01-02 17:25:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21017.44,47.13000000000102,6.0,19.38000000000102,7.0,14.0,6.732857142857289,0.8571428571428571,2.768571428571574,2.0,1,0,1,tp_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.5057903398324551,0.6028592197722317,7,0.5057903398324551,0.5213706100449863,0.16045763236866178,0.19405615051534927
29233,2025-01-02 17:30:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21035.07,10.5,62.63000000000102,-24.13000000000102,7.0,14.0,1.5,8.947142857143003,-3.4471428571430027,-1.0,0,1,0,sl_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.5311660186483234,0.6525321056457475,7,0.5311660186483234,0.5196990691102626,-0.2578357333754204,-0.28799691917749615
29234,2025-01-02 17:35:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21011.32,34.0,33.63000000000102,-9.880000000001019,7.0,14.0,4.857142857142857,4.80428571428586,-1.411428571428717,-1.0,0,1,0,sl_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.4967037550342052,0.5839592924642597,6,0.4967037550342052,0.46758639621033465,0.06933294552471918,0.02979672741778222
29235,2025-01-02 17:40:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21001.19,22.63000000000102,44.11999999999898,-14.0,7.0,14.0,3.2328571428572883,6.302857142856998,-2.0,2.0,0,1,1,tp_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.42368975824958616,0.4606251514417252,5,0.42368975824958616,0.39084222701001436,0.1185130784661674,0.05377543374322983
29236,2025-01-02 17:45:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,20987.57,57.86999999999898,26.5,53.0,7.0,14.0,8.267142857142712,3.7857142857142856,7.571428571428571,-1.0,0,1,0,sl_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.5037677040386583,0.5987400048461352,6,0.5037677040386583,0.4645548370177107,0.07646170180067277,0.05365300962866066
29237,2025-01-02 17:55:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21062.69,3.75,55.75,-39.36999999999898,7.0,14.0,0.5357142857142857,7.964285714285714,-5.624285714285569,-1.0,0,1,0,sl_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.4381003841326528,0.484613520717228,5,0.4381003841326528,0.3968485251728345,-0.26881547660898825,-0.276457266658582
29238,2025-01-02 18:00:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,21024.32,11.25,91.13000000000102,-75.0,7.0,14.0,1.6071428571428572,13.018571428571574,-10.714285714285714,-1.0,0,1,0,sl_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.7037966347949061,0.8832081415071481,9,0.7037966347949061,0.6883501199756998,0.023934962831754128,0.05601834176977463
29239,2025-01-02 18:05:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,20949.19,32.63000000000102,4.119999999998981,25.75,7.0,14.0,4.661428571428717,0.5885714285712831,3.6785714285714284,2.0,1,0,1,tp_first_m5_single_hit,sequence_context__good_shape_logreg_l2_balanced,0.5999276668582623,0.7700508844196753,8,0.5999276668582623,0.6116244436609726,0.17460577917666398,0.15045975143067444
29240,2025-01-02 18:10:00+00:00,2025-01-02,validation,inner_fit,long,cash_mid,20974.94,35.38000000000102,31.61999999999898,21.25,7.0,14.0,5.05428571428586,4.517142857142711,3.0357142857142856,-1.0,0,1,0,sl_first_tick,sequence_context__good_shape_logreg_l2_balanced,0.5233237017971392,0.6372667797431548,7,0.5233237017971392,0.4939027248414055,-0.2642965196219083,-0.24935083108249165
