split,selection_split_role,session_bucket,hour_utc,best_score_decile,rows,good_shape_rate,bad_risk_rate,mean_shape_score_r,mean_mae_r,mean_mfe_r,tp_first_rate,mean_best_score
oos,locked_oos_readout,cash_open_or_pre_open,16,2,65,0.15384615384615385,0.8615384615384616,0.1076923076923077,4.910923076923071,4.43362637362638,0.36923076923076925,0.0001732587738390336
oos,locked_oos_readout,cash_late,20,3,14,0.21428571428571427,0.7857142857142857,0.07142857142857142,3.052040816326516,3.4683673469387903,0.35714285714285715,0.0004263366248971503
oos,locked_oos_readout,cash_late,21,3,10,0.1,0.9,-0.7,3.0642857142857145,2.0878571428571115,0.1,0.00035231068831058734
oos,locked_oos_readout,cash_mid,17,3,124,0.1774193548387097,0.8467741935483871,-0.20161290322580644,3.9850576036866303,2.636347926267288,0.2661290322580645,0.0003862957601377192
oos,locked_oos_readout,cash_mid,18,3,161,0.2857142857142857,0.7329192546583851,0.0632209405501331,2.806574977817219,2.9563442768411736,0.34782608695652173,0.0011739702268263876
oos,locked_oos_readout,cash_mid,19,3,57,0.21052631578947367,0.8245614035087719,-0.21052631578947367,3.110902255639098,3.1220551378446224,0.2631578947368421,0.00045696274403074727
oos,locked_oos_readout,cash_open_or_pre_open,16,3,3,0.0,1.0,0.0,3.8690476190476186,1.6785714285714286,0.3333333333333333,0.0003294091552851801
oos,locked_oos_readout,cash_late,20,4,8,0.0,1.0,-0.25,4.486607142857273,5.5310714285713924,0.25,0.2873129818269933
oos,locked_oos_readout,cash_late,21,4,4,0.25,0.75,-0.25,4.482499999999943,4.013214285714379,0.25,0.28919547748477736
oos,locked_oos_readout,cash_mid,17,4,8,0.25,0.75,0.875,2.841607142857161,5.11803571428566,0.625,0.3197517293656207
oos,locked_oos_readout,cash_mid,18,4,6,0.0,1.0,-1.0,11.732142857142856,5.863333333333294,0.0,0.27863407113894584
oos,locked_oos_readout,cash_mid,19,4,4,0.0,1.0,-0.25,7.816428571428853,1.8796428571427637,0.25,0.33009598246186267
oos,locked_oos_readout,cash_open_or_pre_open,16,4,11,0.45454545454545453,0.5454545454545454,1.4545454545454546,1.8149350649351121,5.7094805194805325,0.8181818181818182,0.2893703343727432
oos,locked_oos_readout,cash_late,20,5,6,0.16666666666666666,0.8333333333333334,-0.5,3.919523809523872,3.9466666666665415,0.16666666666666666,0.40798392297056446
oos,locked_oos_readout,cash_late,21,5,3,0.3333333333333333,0.6666666666666666,2.0,3.3685714285715047,3.553809523809399,1.0,0.39274766372412667
oos,locked_oos_readout,cash_mid,17,5,11,0.2727272727272727,0.7272727272727273,0.09090909090909091,3.9057142857142115,4.040649350649364,0.36363636363636365,0.4144174508074024
oos,locked_oos_readout,cash_mid,18,5,9,0.4444444444444444,0.5555555555555556,0.6666666666666666,1.7776190476190732,7.591269841269841,0.5555555555555556,0.40223524715961256
oos,locked_oos_readout,cash_mid,19,5,4,0.25,0.75,0.5,4.589285714285844,3.236428571428665,0.5,0.41554276611971874
oos,locked_oos_readout,cash_open_or_pre_open,16,5,6,0.5,0.5,0.5,2.375,2.5090476190476436,0.5,0.42973171105274016
oos,locked_oos_readout,cash_late,20,6,7,0.0,1.0,-0.5714285714285714,4.977551020408044,1.678367346938734,0.14285714285714285,0.4712140708991872
oos,locked_oos_readout,cash_late,21,6,4,0.5,0.5,0.5,1.7321428571428572,3.178571428571429,0.5,0.4815224691758624
oos,locked_oos_readout,cash_mid,17,6,10,0.2,0.8,-0.1,3.5182857142856454,2.8911428571428717,0.3,0.47628634428489247
oos,locked_oos_readout,cash_mid,18,6,4,0.5,0.5,1.25,3.1071428571428568,5.84785714285707,0.75,0.48878673898186153
oos,locked_oos_readout,cash_mid,19,6,5,0.0,1.0,-0.4,4.314571428571279,3.7819999999999707,0.2,0.4835487545053957
oos,locked_oos_readout,cash_open_or_pre_open,16,6,5,0.2,0.8,0.2,1.7642857142857142,2.9680000000000293,0.4,0.4769556308943124
oos,locked_oos_readout,cash_late,20,7,4,0.0,1.0,1.25,2.4242857142856207,3.5400000000000933,0.75,0.5388928815010368
oos,locked_oos_readout,cash_late,21,7,2,0.5,0.5,0.5,6.545000000000073,1.9107142857142858,0.5,0.5351323735843184
oos,locked_oos_readout,cash_mid,17,7,9,0.4444444444444444,0.5555555555555556,0.3333333333333333,2.503809523809549,4.956507936507853,0.4444444444444444,0.5403138607574047
oos,locked_oos_readout,cash_mid,18,7,10,0.2,0.8,0.2,3.3088571428571285,4.085857142857121,0.4,0.5290091928213868
oos,locked_oos_readout,cash_mid,19,7,5,0.4,0.8,0.2,2.517999999999925,4.799714285714332,0.4,0.5356145391348155
oos,locked_oos_readout,cash_open_or_pre_open,16,7,4,0.5,0.5,1.25,1.4464285714285714,6.45964285714282,0.75,0.5367257119288957
oos,locked_oos_readout,cash_late,20,8,5,0.4,0.6,0.2,2.5,3.5714285714285716,0.4,0.5727200792188306
oos,locked_oos_readout,cash_late,21,8,8,0.25,0.875,0.875,2.638392857142857,3.0244642857142674,0.625,0.5922763210401153
oos,locked_oos_readout,cash_late,22,8,1,0.0,1.0,-1.0,15.768571428571574,0.0,0.0,0.5732926292837244
oos,locked_oos_readout,cash_mid,17,8,15,0.26666666666666666,0.7333333333333333,0.3214285714285714,4.0868571428571325,3.112952380952421,0.4,0.5937905985058105
oos,locked_oos_readout,cash_mid,18,8,4,0.25,0.75,-0.25,7.147857142857122,1.5932142857143066,0.25,0.6049893829857014
oos,locked_oos_readout,cash_mid,19,8,4,0.0,1.0,1.25,2.7232142857144157,2.9464285714284415,0.75,0.5839372898625164
oos,locked_oos_readout,cash_open_or_pre_open,16,8,5,0.2,0.8,0.2,2.307142857142961,4.021142857142799,0.4,0.5865425513608886
oos,locked_oos_readout,cash_late,20,9,15,0.2,0.8,0.0,4.196190476190427,4.281047619047639,0.3333333333333333,0.6829470357132975
oos,locked_oos_readout,cash_late,21,9,13,0.23076923076923078,0.7692307692307693,0.6153846153846154,3.7983516483517046,3.9160439560439224,0.5384615384615384,0.6772976197161427
oos,locked_oos_readout,cash_late,22,9,2,0.0,1.0,0.5,2.4464285714285716,2.3742857142858287,0.5,0.7008210484287354
oos,locked_oos_readout,cash_mid,17,9,53,0.1509433962264151,0.8490566037735849,0.18867924528301888,4.890754716981135,3.879433962264182,0.39622641509433965,0.684198287776712
oos,locked_oos_readout,cash_mid,18,9,4,0.0,1.0,-1.0,6.664999999999964,6.5935714285713924,0.0,0.7028927670683942
oos,locked_oos_readout,cash_mid,19,9,19,0.2631578947368421,0.7368421052631579,0.2631578947368421,4.541503759398527,4.300751879699221,0.42105263157894735,0.673065522940559
oos,locked_oos_readout,cash_open_or_pre_open,16,9,12,0.25,0.75,-0.25,2.1397619047619236,7.278333333333259,0.25,0.6680904257400552
oos,locked_oos_readout,cash_late,20,10,40,0.15,0.85,-0.25,4.221464285714292,3.91732142857141,0.25,0.7774439990451124
oos,locked_oos_readout,cash_late,21,10,20,0.15,0.9,0.05,3.709714285714264,4.077785714285737,0.35,0.7556347776908795
oos,locked_oos_readout,cash_mid,17,10,104,0.1346153846153846,0.8846153846153846,-0.1346153846153846,3.951771978021967,3.7460027472527573,0.28846153846153844,0.7727182205535884
oos,locked_oos_readout,cash_mid,18,10,88,0.23863636363636365,0.7727272727272727,0.19318181818181818,3.5372402597402517,4.030389610389636,0.3977272727272727,0.8040875324306601
oos,locked_oos_readout,cash_mid,19,10,49,0.061224489795918366,0.9387755102040817,-0.3877551020408163,4.63772594752186,2.901574344023318,0.20408163265306123,0.8114523577447296
oos,locked_oos_readout,cash_open_or_pre_open,16,10,7,0.0,1.0,-0.14285714285714285,6.00591836734703,4.94632653061215,0.2857142857142857,0.7879008864687018
validation,inner_fit,cash_late,20,1,2,0.0,1.0,0.5,18.54857142857171,55.36642857142864,0.5,3.104831465328622e-08
validation,inner_fit,cash_mid,18,1,2,0.0,1.0,-1.0,15.205714285714098,6.990714285714473,0.0,2.0482682789557158e-05
validation,inner_fit,cash_open_or_pre_open,16,1,3,0.0,1.0,0.0,18.058095238095294,11.459523809523878,0.3333333333333333,1.3047754471595603e-05
validation,inner_fit,cash_late,20,2,1,0.0,1.0,-1.0,18.840000000000146,0.12428571428556877,0.0,0.00012458173134138317
validation,inner_fit,cash_mid,18,2,1,0.0,1.0,2.0,18.964285714285715,15.552857142857517,1.0,0.00029888556084302814
validation,inner_fit,cash_late,20,3,9,0.1111111111111111,0.8888888888888888,0.0,10.412857142857117,10.603333333333365,0.3333333333333333,0.05173862459463935
validation,inner_fit,cash_late,21,3,6,0.0,1.0,0.0,13.470238095238095,7.571190476190515,0.3333333333333333,0.06840286374541941
validation,inner_fit,cash_mid,17,3,10,0.0,1.0,-0.4,9.887571428571391,13.808714285714293,0.2,0.0647010645853406
validation,inner_fit,cash_mid,18,3,3,0.0,1.0,1.0,9.60142857142862,5.94047619047619,0.6666666666666666,0.0443996562044651
validation,inner_fit,cash_mid,19,3,3,0.0,1.0,0.0,5.404761904761905,4.916190476190379,0.3333333333333333,0.07233741215316795
validation,inner_fit,cash_open_or_pre_open,16,3,3,0.0,1.0,0.0,6.6309523809523805,23.571428571428573,0.3333333333333333,0.05992185556030651
validation,inner_fit,cash_late,20,4,36,0.05555555555555555,0.9722222222222222,-0.25,6.464087301587261,7.874484126984123,0.25,0.2972923927847417
validation,inner_fit,cash_late,21,4,46,0.08695652173913043,0.9347826086956522,0.043478260869565216,6.9273913043478,7.204968944099391,0.34782608695652173,0.29056488015526283
validation,inner_fit,cash_late,22,4,5,0.0,1.0,0.2,8.035714285714182,5.396571428571562,0.4,0.314871609232939
validation,inner_fit,cash_mid,17,4,99,0.06060606060606061,0.9494949494949495,-0.030303030303030304,6.026089466089458,6.40310245310245,0.32323232323232326,0.29591808362009564
validation,inner_fit,cash_mid,18,4,38,0.15789473684210525,0.8421052631578947,-0.21052631578947367,9.031203007518766,6.706428571428625,0.2631578947368421,0.3046596892766827
validation,inner_fit,cash_mid,19,4,17,0.058823529411764705,0.9411764705882353,-0.11764705882352941,8.340084033613364,7.2680672268908,0.29411764705882354,0.3117893872426083
validation,inner_fit,cash_open_or_pre_open,16,4,55,0.01818181818181818,0.9818181818181818,-0.45454545454545453,5.26787012987017,6.142571428571399,0.18181818181818182,0.29000651950903317
validation,inner_fit,cash_late,20,5,35,0.08571428571428572,0.9142857142857143,-0.22857142857142856,4.539918367346964,6.111142857142855,0.2571428571428571,0.41387761730399636
validation,inner_fit,cash_late,21,5,35,0.11428571428571428,0.8857142857142857,-0.05714285714285714,5.772285714285696,4.027591836734702,0.3142857142857143,0.4172600859531141
validation,inner_fit,cash_late,22,5,4,0.25,0.75,1.25,3.397500000000036,10.26821428571436,0.75,0.4141409976816929
validation,inner_fit,cash_mid,17,5,112,0.16071428571428573,0.8482142857142857,0.15178571428571427,5.374413265306155,4.586811224489779,0.38392857142857145,0.4141589723674487
validation,inner_fit,cash_mid,18,5,52,0.09615384615384616,0.9230769230769231,-0.19230769230769232,5.610247252747235,4.646208791208775,0.2692307692307692,0.42030500973237994
validation,inner_fit,cash_mid,19,5,29,0.13793103448275862,0.8620689655172413,0.13793103448275862,5.979162561576374,5.306206896551742,0.3793103448275862,0.4191991099676157
validation,inner_fit,cash_open_or_pre_open,16,5,24,0.20833333333333334,0.7916666666666666,-0.125,5.163928571428555,4.14934523809526,0.2916666666666667,0.40903305806635
validation,inner_fit,cash_late,20,6,37,0.13513513513513514,0.8648648648648649,-0.2702702702702703,4.016872586872583,5.360926640926653,0.24324324324324326,0.4777555254161204
validation,inner_fit,cash_late,21,6,33,0.12121212121212122,0.8787878787878788,-0.09090909090909091,3.6057142857143254,3.9523376623376847,0.30303030303030304,0.47393897298914944
validation,inner_fit,cash_mid,17,6,91,0.18681318681318682,0.8241758241758241,-0.01098901098901099,4.043422291993692,4.1865934065934365,0.32967032967032966,0.4775672712595269
validation,inner_fit,cash_mid,18,6,69,0.17391304347826086,0.8405797101449275,0.08695652173913043,4.34372670807455,4.887929606625264,0.36231884057971014,0.47698251643726164
validation,inner_fit,cash_mid,19,6,27,0.2222222222222222,0.7777777777777778,0.1111111111111111,4.550899470899427,4.367830687830767,0.37037037037037035,0.47675844279776824
validation,inner_fit,cash_open_or_pre_open,16,6,16,0.1875,0.8125,0.3125,3.8758928571428766,4.490089285714248,0.4375,0.47038712885079326
validation,inner_fit,cash_late,20,7,38,0.2631578947368421,0.7368421052631579,0.18421052631578946,4.174812030075161,5.865526315789459,0.39473684210526316,0.5256049344866012
validation,inner_fit,cash_late,21,7,25,0.24,0.76,0.08,3.7870285714286105,3.222114285714218,0.36,0.5332101255923072
validation,inner_fit,cash_late,22,7,2,0.0,1.0,-1.0,2.071428571428312,9.259285714285786,0.0,0.5305711739678123
validation,inner_fit,cash_mid,17,7,73,0.1643835616438356,0.8356164383561644,-0.149706457925636,3.9354403131115214,3.373502935420766,0.273972602739726,0.5283180120555853
validation,inner_fit,cash_mid,18,7,78,0.15384615384615385,0.8589743589743589,-0.038461538461538464,4.4471062271061985,4.0311355311355515,0.32051282051282054,0.5306927147408539
validation,inner_fit,cash_mid,19,7,56,0.19642857142857142,0.8214285714285714,-0.14285714285714285,3.945586734693864,5.073954081632638,0.2857142857142857,0.530607881396483
validation,inner_fit,cash_open_or_pre_open,16,7,11,0.18181818181818182,0.8181818181818182,-0.18181818181818182,5.944935064935091,3.6816883116882853,0.2727272727272727,0.5307471374639389
validation,inner_fit,cash_late,20,8,27,0.2222222222222222,0.7777777777777778,0.0,3.841322751322762,3.2453439153439096,0.3333333333333333,0.5880064628431061
validation,inner_fit,cash_late,21,8,15,0.3333333333333333,0.6666666666666666,0.0,2.809619047619067,3.5952380952380953,0.3333333333333333,0.590115956671836
validation,inner_fit,cash_mid,17,8,42,0.2619047619047619,0.7380952380952381,-0.07142857142857142,3.4090476190476138,3.260136054421755,0.30952380952380953,0.5827703814470973
validation,inner_fit,cash_mid,18,8,88,0.2840909090909091,0.7840909090909091,0.22727272727272727,3.1201298701298823,3.3420941558441495,0.4090909090909091,0.587290187163155
validation,inner_fit,cash_mid,19,8,58,0.25862068965517243,0.7413793103448276,0.08620689655172414,4.089605911330042,4.470738916256164,0.3620689655172414,0.586632708903826
validation,inner_fit,cash_open_or_pre_open,16,8,5,0.6,0.4,1.4,2.825142857142886,6.064285714285714,0.8,0.5705171945165519
validation,inner_fit,cash_late,20,9,23,0.34782608695652173,0.6521739130434783,0.043478260869565216,3.006273291925456,5.145155279503122,0.34782608695652173,0.6653824600546953
validation,inner_fit,cash_late,21,9,4,0.25,0.75,-0.25,2.942142857142893,2.4060714285713924,0.25,0.6550397445600642
validation,inner_fit,cash_late,22,9,1,1.0,0.0,2.0,0.6428571428571429,3.875714285714431,1.0,0.6359634470308196
validation,inner_fit,cash_mid,17,9,22,0.3181818181818182,0.6818181818181818,0.22727272727272727,1.8830519480519348,2.322337662337682,0.4090909090909091,0.6635777146756695
validation,inner_fit,cash_mid,18,9,54,0.25925925925925924,0.7592592592592593,-0.037037037037037035,3.258597883597874,2.872724867724876,0.3148148148148148,0.6671667340410359
validation,inner_fit,cash_mid,19,9,54,0.3148148148148148,0.6851851851851852,0.15079365079365079,3.0932275132275078,3.3043121693121567,0.37037037037037035,0.6708632450635151
validation,inner_fit,cash_open_or_pre_open,16,9,1,1.0,0.0,2.0,0.14285714285714285,3.9471428571430027,1.0,0.6780426321052295
validation,inner_fit,cash_late,20,10,5,0.6,0.4,0.8,3.1282857142856564,3.7288571428572013,0.6,0.7434652456545157
validation,inner_fit,cash_late,21,10,1,0.0,1.0,-1.0,2.25,0.6428571428571429,0.0,0.7851705143013485
validation,inner_fit,cash_mid,17,10,4,0.5,0.5,0.2142857142857143,2.357142857142857,1.3928571428571428,0.25,0.7379722918167158
validation,inner_fit,cash_mid,18,10,23,0.391304347826087,0.6086956521739131,0.13273291925465205,1.9354658385092978,2.2998136645962988,0.34782608695652173,0.7706375621828457
validation,inner_fit,cash_mid,19,10,14,0.35714285714285715,0.7142857142857143,0.07142857142857142,2.2372448979591835,1.9477551020408266,0.35714285714285715,0.7622842235987365
validation,inner_fit,cash_open_or_pre_open,16,10,1,1.0,0.0,2.0,0.44714285714300267,8.659999999999854,1.0,0.7968121218547282
validation,inner_validation,cash_mid,17,1,1,1.0,0.0,2.0,0.5714285714285714,8.340000000000146,1.0,2.922953885288425e-09
validation,inner_validation,cash_late,20,3,1,0.0,1.0,-1.0,1.5,4.517142857142711,0.0,0.0828629788722676
validation,inner_validation,cash_late,21,3,1,0.0,1.0,-1.0,1.5185714285715741,5.464285714285714,0.0,0.08112827898789016
validation,inner_validation,cash_mid,17,3,6,0.5,0.6666666666666666,0.5,1.738095238095238,6.943333333333309,0.5,0.02128211129480463
validation,inner_validation,cash_open_or_pre_open,16,3,2,0.0,1.0,-1.0,5.75,7.830714285714358,0.0,0.03353675070369992
validation,inner_validation,cash_late,20,4,8,0.125,0.875,-0.625,5.613928571428589,3.3057142857142674,0.125,0.3400696162928989
validation,inner_validation,cash_late,21,4,10,0.1,0.9,-0.7,4.944857142857135,3.682142857142909,0.1,0.2627760643422463
validation,inner_validation,cash_late,22,4,2,0.0,1.0,-1.0,3.6778571428569973,4.5,0.0,0.19211160562860197
validation,inner_validation,cash_mid,17,4,29,0.034482758620689655,0.9655172413793104,-0.4827586206896552,3.915714285714319,3.3294088669950868,0.1724137931034483,0.315457470123207
validation,inner_validation,cash_mid,18,4,5,0.0,1.0,-1.0,4.249714285714228,3.510857142857172,0.0,0.2926780916587896
validation,inner_validation,cash_mid,19,4,4,0.0,1.0,-0.25,2.8392857142857144,3.3214285714284415,0.25,0.29238008721766773
validation,inner_validation,cash_open_or_pre_open,16,4,17,0.23529411764705882,0.7647058823529411,0.058823529411764705,3.9243697478991595,3.757478991596695,0.35294117647058826,0.33139008629395467
validation,inner_validation,cash_late,20,5,4,0.0,1.0,-0.25,7.705000000000057,3.915357142857179,0.25,0.4150234571343215
validation,inner_validation,cash_late,21,5,12,0.4166666666666667,0.6666666666666666,0.5,3.3423809523809767,4.7602380952380585,0.5,0.40867283321692266
validation,inner_validation,cash_late,22,5,1,0.0,1.0,2.0,4.714285714285714,2.7328571428572883,1.0,0.3926025638178034
validation,inner_validation,cash_mid,17,5,32,0.21875,0.8125,0.3125,3.4366964285714436,3.2230357142856456,0.4375,0.4203954309393415
validation,inner_validation,cash_mid,18,5,3,0.0,1.0,0.0,5.172380952380904,2.630952380952381,0.3333333333333333,0.40330745333795953
validation,inner_validation,cash_mid,19,5,1,0.0,1.0,-1.0,1.7142857142857142,1.8571428571428572,0.0,0.4123531389595587
validation,inner_validation,cash_open_or_pre_open,16,5,30,0.16666666666666666,0.8333333333333334,-0.1,3.7204285714286276,2.4529047619047994,0.3,0.4195521500834325
validation,inner_validation,cash_late,20,6,6,0.0,1.0,-1.0,6.282857142857167,2.9761904761904763,0.0,0.48330606234470425
validation,inner_validation,cash_late,21,6,9,0.2222222222222222,0.7777777777777778,0.0,2.8849206349205776,3.6804761904761745,0.3333333333333333,0.48946112805799186
validation,inner_validation,cash_mid,17,6,54,0.2222222222222222,0.7777777777777778,0.0,3.5352380952380655,2.8967195767195935,0.3333333333333333,0.47765775434732577
validation,inner_validation,cash_mid,18,6,9,0.4444444444444444,0.6666666666666666,0.6666666666666666,2.0257142857142694,3.5379365079365566,0.5555555555555556,0.47347145099722227
validation,inner_validation,cash_mid,19,6,8,0.125,0.875,0.125,4.055892857142876,3.3592857142856962,0.375,0.47725980733175577
validation,inner_validation,cash_open_or_pre_open,16,6,19,0.15789473684210525,0.8421052631578947,-0.3684210526315789,3.888045112782014,2.76127819548864,0.21052631578947367,0.4793332531921908
validation,inner_validation,cash_late,20,7,5,0.0,1.0,-1.0,2.921714285714344,4.324857142857114,0.0,0.5430255350389183
validation,inner_validation,cash_late,21,7,5,0.2,0.8,0.8,3.535714285714286,2.4248571428571135,0.6,0.523886720781176
validation,inner_validation,cash_mid,17,7,52,0.19230769230769232,0.8076923076923077,-0.19230769230769232,3.3408241758241597,2.428791208791204,0.2692307692307692,0.5280108078545998
validation,inner_validation,cash_mid,18,7,14,0.0,1.0,-0.5714285714285714,3.969387755102004,2.030612244897996,0.14285714285714285,0.5325103711057874
validation,inner_validation,cash_mid,19,7,10,0.3,0.7,-0.1,2.9050000000000313,3.1878571428571636,0.3,0.5351793533324457
validation,inner_validation,cash_open_or_pre_open,16,7,9,0.2222222222222222,0.7777777777777778,-0.3333333333333333,4.065396825396809,1.865079365079365,0.2222222222222222,0.533084856203449
validation,inner_validation,cash_late,20,8,10,0.2,0.8,-0.4,3.6159999999999335,2.423142857142895,0.2,0.5890420467188726
validation,inner_validation,cash_late,21,8,10,0.3,0.7,-0.1,3.4285714285714284,3.2590000000000146,0.3,0.58785810500357
validation,inner_validation,cash_mid,17,8,63,0.23809523809523808,0.7619047619047619,-0.14938775510204313,2.4585941043084016,2.6814512471655503,0.2698412698412698,0.5853348002876627
validation,inner_validation,cash_mid,18,8,29,0.27586206896551724,0.7241379310344828,-0.06896551724137931,2.8620689655172415,2.9316256157635054,0.3103448275862069,0.5961497824596378
validation,inner_validation,cash_mid,19,8,12,0.4166666666666667,0.6666666666666666,0.25,2.235119047619048,3.651785714285714,0.4166666666666667,0.5971503028613461
validation,inner_validation,cash_open_or_pre_open,16,8,12,0.6666666666666666,0.3333333333333333,0.9359523809524122,1.555000000000031,3.214404761904786,0.5833333333333334,0.5849969700874729
validation,inner_validation,cash_late,20,9,12,0.25,0.75,0.5,2.550595238095238,2.57869047619044,0.5,0.6657808840356904
validation,inner_validation,cash_late,21,9,5,0.4,0.6,0.2,3.3928571428571432,1.7894285714286007,0.4,0.6828101664632719
validation,inner_validation,cash_mid,17,9,53,0.2641509433962264,0.7358490566037735,-0.15194070080862257,2.1364959568733335,1.7920485175202117,0.2641509433962264,0.6605296340083495
validation,inner_validation,cash_mid,18,9,50,0.26,0.74,0.05928571428571429,2.457171428571393,2.1087714285714174,0.34,0.6743975165925485
validation,inner_validation,cash_mid,19,9,12,0.16666666666666666,0.8333333333333334,-0.25,1.9436904761905247,2.5028571428571187,0.25,0.6637876415379316
validation,inner_validation,cash_open_or_pre_open,16,9,4,1.0,0.25,2.0,0.6032142857142649,5.423571428571449,1.0,0.6439362659777159
validation,inner_validation,cash_late,20,10,3,0.0,1.0,0.0,2.6847619047617797,1.1366666666667913,0.3333333333333333,0.747739706617551
validation,inner_validation,cash_mid,17,10,19,0.3684210526315789,0.6842105263157895,0.09398496240601503,1.9332330827067319,1.7049624060151076,0.3157894736842105,0.7661743809311732
validation,inner_validation,cash_mid,18,10,24,0.20833333333333334,0.7916666666666666,-0.41886904761904153,2.035595238095214,1.2843452380952407,0.16666666666666666,0.7742833977156381
validation,inner_validation,cash_mid,19,10,11,0.09090909090909091,0.9090909090909091,-0.6428571428571428,2.797272727272767,1.522597402597376,0.09090909090909091,0.7655297515324606
