trade_id,source,trade_index,side,entry_time,exit_time,entry_hour,entry_month,entry_quarter,pnl,p_short,p_flat,p_long,margin_vs_opposite,margin_vs_flat,claim_boundary,displaced_by
parent_0557,parent_kept(부모 유지),557,long,2025-09-29T17:15:00,2025-09-29T17:45:00,17,2025-09,2025Q3,-0.62,0.3345119357,0.2760667503,0.3894212544,0.05490931870000004,0.11335450410000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0558,parent_kept(부모 유지),558,long,2025-09-29T18:15:00,2025-09-29T18:50:00,18,2025-09,2025Q3,-4.57,0.339714855,0.3189073503,0.3413777351,0.0016628801000000415,0.02247038480000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0559,parent_kept(부모 유지),559,long,2025-09-30T17:10:00,2025-09-30T17:50:00,17,2025-09,2025Q3,7.16,0.3428100348,0.30210495,0.3550851345,0.012275099700000014,0.05298018450000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0560,parent_kept(부모 유지),560,long,2025-09-30T17:55:00,2025-09-30T18:30:00,17,2025-09,2025Q3,-4.93,0.3583657146,0.2802778482,0.3613564968,0.002990782199999986,0.08107864859999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0561,parent_kept(부모 유지),561,long,2025-09-30T18:40:00,2025-09-30T19:15:00,18,2025-09,2025Q3,2.41,0.3344785869,0.3263900876,0.3391311467,0.004652559800000011,0.012741059100000007,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0562,parent_kept(부모 유지),562,long,2025-09-30T20:30:00,2025-09-30T21:10:00,20,2025-09,2025Q3,3.81,0.3499988616,0.2984752357,0.3515258133,0.001526951700000001,0.05305057759999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0563,parent_kept(부모 유지),563,long,2025-10-01T17:20:00,2025-10-01T17:55:00,17,2025-10,2025Q4,3.73,0.3484440744,0.3028213084,0.3487346172,0.0002905427999999599,0.0459133088,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0564,parent_kept(부모 유지),564,long,2025-10-03T16:40:00,2025-10-03T17:10:00,16,2025-10,2025Q4,-8.67,0.3352513313,0.325307101,0.3394415081,0.004190176800000001,0.014134407100000024,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0565,parent_kept(부모 유지),565,long,2025-10-03T17:25:00,2025-10-03T18:00:00,17,2025-10,2025Q4,3.66,0.3556392193,0.2815945745,0.3627661169,0.007126897600000015,0.08117154240000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0566,parent_kept(부모 유지),566,long,2025-10-03T20:45:00,2025-10-03T21:20:00,20,2025-10,2025Q4,-0.37,0.3365058601,0.3204297423,0.3430643678,0.006558507699999994,0.022634625500000005,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0567,parent_kept(부모 유지),567,long,2025-10-06T16:50:00,2025-10-06T17:20:00,16,2025-10,2025Q4,-0.32,0.3736082911,0.2524739206,0.3739177585,0.0003094673999999853,0.12144383789999996,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0568,parent_kept(부모 유지),568,long,2025-10-06T17:55:00,2025-10-06T18:35:00,17,2025-10,2025Q4,3.39,0.3265240192,0.3249708712,0.3485050797,0.021981060499999983,0.023534208499999987,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0569,parent_kept(부모 유지),569,long,2025-10-07T17:45:00,2025-10-07T18:15:00,17,2025-10,2025Q4,-8.96,0.3457347751,0.3064262271,0.3478390872,0.0021043121000000053,0.041412860100000004,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0570,parent_kept(부모 유지),570,long,2025-10-07T21:10:00,2025-10-07T21:55:00,21,2025-10,2025Q4,2.81,0.3413654566,0.3112877607,0.3473467529,0.005981296299999994,0.03605899219999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0571,parent_kept(부모 유지),571,long,2025-10-08T16:45:00,2025-10-08T17:20:00,16,2025-10,2025Q4,7.76,0.3465827405,0.3032793403,0.350137949,0.0035552085000000178,0.046858608700000026,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0572,parent_kept(부모 유지),572,long,2025-10-09T17:00:00,2025-10-09T17:30:00,17,2025-10,2025Q4,-2.85,0.3737542629,0.2477839589,0.3784617782,0.004707515299999965,0.1306778193,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0573,parent_kept(부모 유지),573,long,2025-10-09T18:40:00,2025-10-09T19:10:00,18,2025-10,2025Q4,3.96,0.3259040117,0.3347067833,0.3393891454,0.013485133699999985,0.004682362100000004,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0574,parent_kept(부모 유지),574,long,2025-10-09T20:05:00,2025-10-09T20:35:00,20,2025-10,2025Q4,-3.5,0.3420613706,0.3075536489,0.3503850102,0.008323639599999988,0.04283136130000004,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0575,parent_kept(부모 유지),575,long,2025-10-09T20:50:00,2025-10-09T21:35:00,20,2025-10,2025Q4,0.03,0.3277501464,0.3344354928,0.3378143311,0.010064184699999978,0.0033788382999999644,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0576,parent_kept(부모 유지),576,long,2025-10-10T17:10:00,2025-10-10T17:40:00,17,2025-10,2025Q4,-1.42,0.3383558393,0.3184115291,0.3432326913,0.004876851999999987,0.024821162200000024,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0577,parent_kept(부모 유지),577,short,2025-10-10T18:05:00,2025-10-10T18:35:00,18,2025-10,2025Q4,30.08,0.4553645253,0.1615136862,0.3831217885,0.07224273679999998,0.2938508391,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0578,parent_kept(부모 유지),578,short,2025-10-10T18:40:00,2025-10-10T19:10:00,18,2025-10,2025Q4,-7.46,0.4942389131,0.1414168477,0.3643442392,0.12989467390000003,0.35282206540000005,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0050,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-10-10T19:25:00,2025-10-10T19:55:00,19,2025-10,2025Q4,13.43,0.4448131025,0.1898314655,0.365355432,0.0794576705,0.254981637,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0579,parent_kept(부모 유지),579,short,2025-10-10T20:10:00,2025-10-10T20:40:00,20,2025-10,2025Q4,-10.9,0.4531053901,0.2069952488,0.3398994207,0.1132059694,0.2461101413,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0580,parent_kept(부모 유지),580,long,2025-10-13T16:50:00,2025-10-13T17:25:00,16,2025-10,2025Q4,0.88,0.3797155321,0.2260535508,0.3942309022,0.014515370100000036,0.1681773514,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0581,parent_kept(부모 유지),581,long,2025-10-13T17:30:00,2025-10-13T18:10:00,17,2025-10,2025Q4,-2.9,0.3796163201,0.219429329,0.4009543359,0.0213380158,0.1815250069,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0582,parent_kept(부모 유지),582,long,2025-10-13T18:20:00,2025-10-13T19:00:00,18,2025-10,2025Q4,2.66,0.364685446,0.2691884935,0.3661260903,0.0014406442999999602,0.09693759679999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0583,parent_kept(부모 유지),583,long,2025-10-13T19:05:00,2025-10-13T19:35:00,19,2025-10,2025Q4,2.17,0.3334191442,0.322229892,0.344350934,0.01093178979999998,0.02212104199999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0584,parent_kept(부모 유지),584,long,2025-10-14T17:00:00,2025-10-14T17:30:00,17,2025-10,2025Q4,14.47,0.3888732791,0.2074140906,0.4037126601,0.014839380999999985,0.19629856950000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0585,parent_kept(부모 유지),585,long,2025-10-14T17:35:00,2025-10-14T18:05:00,17,2025-10,2025Q4,3.83,0.3793643713,0.2401582897,0.3804774582,0.0011130869000000043,0.1403191685,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0586,parent_kept(부모 유지),586,long,2025-10-14T18:10:00,2025-10-14T18:40:00,18,2025-10,2025Q4,-0.07,0.3714776635,0.2456597537,0.3828625977,0.011384934199999974,0.13720284399999996,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0587,parent_kept(부모 유지),587,long,2025-10-14T18:45:00,2025-10-14T19:15:00,18,2025-10,2025Q4,1.68,0.3711758554,0.238584429,0.3902398646,0.01906400920000001,0.1516554356,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0588,parent_kept(부모 유지),588,long,2025-10-14T19:20:00,2025-10-14T19:50:00,19,2025-10,2025Q4,9.78,0.3555743694,0.2805229127,0.3639027476,0.008328378200000042,0.0833798349,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0589,parent_kept(부모 유지),589,long,2025-10-14T19:55:00,2025-10-14T20:25:00,19,2025-10,2025Q4,-0.3,0.3258810639,0.3052760363,0.3688429296,0.04296186569999999,0.06356689329999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0590,parent_kept(부모 유지),590,long,2025-10-14T20:30:00,2025-10-14T21:00:00,20,2025-10,2025Q4,-2.8,0.3163709641,0.3278707862,0.3557582796,0.03938731550000002,0.02788749340000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0591,parent_kept(부모 유지),591,long,2025-10-15T16:40:00,2025-10-15T17:10:00,16,2025-10,2025Q4,15.91,0.3732891083,0.2491676956,0.3775431812,0.004254072900000017,0.12837548560000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0592,parent_kept(부모 유지),592,long,2025-10-15T17:15:00,2025-10-15T17:45:00,17,2025-10,2025Q4,1.44,0.3739721179,0.2263265252,0.3997012675,0.0257291496,0.17337474230000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0593,parent_kept(부모 유지),593,long,2025-10-15T17:50:00,2025-10-15T18:20:00,17,2025-10,2025Q4,-3.58,0.331849128,0.3148016036,0.3533492684,0.021500140400000034,0.03854766480000005,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0594,parent_kept(부모 유지),594,long,2025-10-15T18:25:00,2025-10-15T18:55:00,18,2025-10,2025Q4,-15.26,0.3364826441,0.3141828179,0.3493345976,0.012851953500000013,0.035151779699999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0595,parent_kept(부모 유지),595,long,2025-10-15T19:30:00,2025-10-15T20:00:00,19,2025-10,2025Q4,-5.73,0.3475717008,0.299257189,0.35317114,0.0055994392,0.053913951000000016,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0051,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-10-15T20:15:00,2025-10-15T20:45:00,20,2025-10,2025Q4,-13.607,0.4484998584,0.1777346283,0.3737656474,0.074734211,0.2707652301,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0597,parent_kept(부모 유지),597,long,2025-10-15T21:00:00,2025-10-15T21:35:00,21,2025-10,2025Q4,1.47,0.3499786258,0.2857520878,0.3642693758,0.014290750000000019,0.07851728800000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0598,parent_kept(부모 유지),598,long,2025-10-15T21:40:00,2025-10-16T16:45:00,21,2025-10,2025Q4,17.24,0.3416148722,0.303648442,0.354736805,0.013121932800000013,0.05108836299999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0599,parent_kept(부모 유지),599,long,2025-10-16T16:50:00,2025-10-16T17:20:00,16,2025-10,2025Q4,1.83,0.3533608615,0.2736709416,0.3729682863,0.019607424799999995,0.09929734470000001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0600,parent_kept(부모 유지),600,long,2025-10-16T17:25:00,2025-10-16T17:55:00,17,2025-10,2025Q4,5.13,0.3460795581,0.2830672562,0.3708531559,0.02477359779999999,0.0877858997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0601,parent_kept(부모 유지),601,long,2025-10-16T18:00:00,2025-10-16T18:30:00,18,2025-10,2025Q4,-6.95,0.3514704108,0.2728591859,0.375670433,0.024200022200000004,0.1028112471,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0602,parent_kept(부모 유지),602,long,2025-10-16T18:35:00,2025-10-16T19:05:00,18,2025-10,2025Q4,-9.27,0.3894021511,0.2169610411,0.3936367929,0.004234641799999994,0.17667575179999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0603,parent_kept(부모 유지),603,short,2025-10-16T19:25:00,2025-10-16T19:55:00,19,2025-10,2025Q4,7.61,0.4644707441,0.1542458981,0.381283462,0.08318728209999998,0.310224846,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0604,parent_kept(부모 유지),604,long,2025-10-16T20:05:00,2025-10-16T20:35:00,20,2025-10,2025Q4,5.64,0.3762131333,0.2286982089,0.3950885832,0.018875449900000008,0.1663903743,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0605,parent_kept(부모 유지),605,long,2025-10-16T20:40:00,2025-10-16T21:10:00,20,2025-10,2025Q4,-13.36,0.3616475761,0.2605041564,0.3778483272,0.01620075110000002,0.11734417079999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0606,parent_kept(부모 유지),606,short,2025-10-16T21:20:00,2025-10-16T21:50:00,21,2025-10,2025Q4,-9.05,0.4680673778,0.1674958766,0.3644367456,0.10363063220000002,0.3005715012,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0607,parent_kept(부모 유지),607,long,2025-10-17T16:45:00,2025-10-17T17:15:00,16,2025-10,2025Q4,23.58,0.3740828931,0.245653972,0.3802631497,0.006180256600000045,0.13460917770000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0608,parent_kept(부모 유지),608,long,2025-10-17T17:20:00,2025-10-17T17:50:00,17,2025-10,2025Q4,-6.01,0.3601335287,0.2258012295,0.414065212,0.05393168330000003,0.1882639825,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0609,parent_kept(부모 유지),609,long,2025-10-17T17:55:00,2025-10-17T18:25:00,17,2025-10,2025Q4,-10.42,0.3705008328,0.2319846749,0.3975144923,0.02701365950000001,0.16552981740000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0610,parent_kept(부모 유지),610,long,2025-10-17T18:55:00,2025-10-17T19:25:00,18,2025-10,2025Q4,9.88,0.3711560667,0.2539722025,0.3748717308,0.0037156641000000157,0.1208995283,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0611,parent_kept(부모 유지),611,long,2025-10-17T19:30:00,2025-10-17T20:00:00,19,2025-10,2025Q4,-4.71,0.3477173448,0.2797424197,0.3725402355,0.02482289069999999,0.09279781579999996,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0612,parent_kept(부모 유지),612,long,2025-10-17T20:05:00,2025-10-17T20:35:00,20,2025-10,2025Q4,1.76,0.3606851697,0.2774848938,0.3618300259,0.001144856200000044,0.0843451321,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0613,parent_kept(부모 유지),613,long,2025-10-17T21:00:00,2025-10-17T21:30:00,21,2025-10,2025Q4,7.87,0.355134964,0.2871211767,0.3577439189,0.0026089549000000156,0.07062274220000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0614,parent_kept(부모 유지),614,long,2025-10-17T21:35:00,2025-10-17T22:05:00,21,2025-10,2025Q4,0.79,0.3379461169,0.2994079888,0.3626458347,0.02469971780000002,0.06323784589999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0615,parent_kept(부모 유지),615,long,2025-10-20T16:40:00,2025-10-20T17:10:00,16,2025-10,2025Q4,3.86,0.3651466966,0.2455040812,0.3893491328,0.02420243620000001,0.1438450516,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0616,parent_kept(부모 유지),616,long,2025-10-21T17:00:00,2025-10-21T17:30:00,17,2025-10,2025Q4,-1.45,0.3445021212,0.2942661047,0.3612318337,0.016729712499999994,0.06696572900000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0617,parent_kept(부모 유지),617,long,2025-10-21T18:10:00,2025-10-21T18:40:00,18,2025-10,2025Q4,-1.07,0.336529851,0.3171496689,0.3463205695,0.009790718500000017,0.029170900599999994,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0618,parent_kept(부모 유지),618,long,2025-10-22T17:05:00,2025-10-22T17:35:00,17,2025-10,2025Q4,-13.4,0.3380600512,0.3183665276,0.3435733914,0.005513340199999994,0.02520686379999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0052,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-10-22T18:30:00,2025-10-22T19:00:00,18,2025-10,2025Q4,-7.42,0.4413372576,0.1984990686,0.3601637483,0.0811735093,0.242838189,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0053,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-10-22T20:30:00,2025-10-22T21:00:00,20,2025-10,2025Q4,3.48,0.440512538,0.2187938392,0.3406936526,0.0998188854,0.2217186988,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0621,parent_kept(부모 유지),621,long,2025-10-23T16:40:00,2025-10-23T17:10:00,16,2025-10,2025Q4,5.54,0.3466808796,0.3037520647,0.3495670855,0.002886205899999994,0.045815020799999995,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0622,parent_kept(부모 유지),622,long,2025-10-23T17:15:00,2025-10-23T17:45:00,17,2025-10,2025Q4,2.71,0.3490585387,0.2739288211,0.3770126104,0.027954071700000027,0.1030837893,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0623,parent_kept(부모 유지),623,long,2025-10-23T17:50:00,2025-10-23T18:20:00,17,2025-10,2025Q4,-3.85,0.3517149389,0.2766781449,0.371606946,0.019892007099999998,0.09492880110000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0624,parent_kept(부모 유지),624,long,2025-10-23T18:25:00,2025-10-23T18:55:00,18,2025-10,2025Q4,2.98,0.3463795483,0.3013109267,0.3523094654,0.005929917100000015,0.05099853870000004,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0625,parent_kept(부모 유지),625,long,2025-10-23T19:00:00,2025-10-23T19:55:00,19,2025-10,2025Q4,4.08,0.3485868871,0.2961728871,0.3552402258,0.0066533386999999555,0.05906733869999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0626,parent_kept(부모 유지),626,long,2025-10-23T20:15:00,2025-10-23T20:45:00,20,2025-10,2025Q4,2.91,0.3293485045,0.3211422563,0.3495092988,0.02016079429999995,0.028367042499999995,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0627,parent_kept(부모 유지),627,long,2025-10-24T16:40:00,2025-10-24T17:10:00,16,2025-10,2025Q4,2.46,0.3512052596,0.2663149238,0.3824798465,0.03127458690000001,0.1161649227,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0628,parent_kept(부모 유지),628,long,2025-10-24T17:15:00,2025-10-24T17:45:00,17,2025-10,2025Q4,-0.75,0.3218035102,0.3300416172,0.3481547534,0.02635124320000004,0.01811313619999999,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0629,parent_kept(부모 유지),629,long,2025-10-24T18:00:00,2025-10-24T18:35:00,18,2025-10,2025Q4,6.13,0.3555675447,0.2821054161,0.362327069,0.006759524299999986,0.0802216529,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0630,parent_kept(부모 유지),630,long,2025-10-27T16:40:00,2025-10-27T17:10:00,16,2025-10,2025Q4,2.86,0.3522212803,0.2781933844,0.3695853055,0.01736402520000002,0.0913919211,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0631,parent_kept(부모 유지),631,long,2025-10-27T17:25:00,2025-10-27T17:55:00,17,2025-10,2025Q4,3.26,0.3351498544,0.3128017485,0.3520483673,0.016898512899999996,0.03924661880000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0632,parent_kept(부모 유지),632,long,2025-10-27T18:10:00,2025-10-27T18:40:00,18,2025-10,2025Q4,2.26,0.3211068213,0.3293866813,0.3495064974,0.028399676099999993,0.02011981610000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
