run_id,net_profit,profit_factor,expectancy,trade_count,trade_density_per_business_day,gross_profit,gross_loss,closed_drawdown_amount,closed_drawdown_percent,recovery_factor,win_rate_percent,long_trade_count,short_trade_count,long_share,short_share,business_days,claim_boundary
run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,959.64,1.3820937835,0.953916501,1006,3.021021021,3471.17,2511.53,84.86,14.4168390608,11.308508131,52.9821073559,907,99,0.9015904573,0.0984095427,333,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
