variant_id,queue_id,candidate_kind,idea_type,policy_family,description,net_profit,profit_factor,expectancy,trade_count,trade_density_per_business_day,gross_profit,gross_loss,closed_drawdown_amount,closed_drawdown_percent,recovery_factor,win_rate_percent,long_trade_count,short_trade_count,long_share,short_share,run_id,available_short_like_cycle_count,synthetic_added_short_count,displaced_parent_trade_count,displaced_parent_net_profit,removed_trade_count,synthetic_short_net_profit,synthetic_short_profit_factor,synthetic_short_trade_count,synthetic_short_expectancy,synthetic_short_win_rate_percent,synthetic_label_status,net_delta_vs_baseline,pf_delta_vs_baseline,density_delta_vs_baseline,closed_dd_delta_vs_baseline,density_floor_pass,pf_keep_floor_pass,short_share_target_pass,new_short_need_pass,candidate_status,selection_score,claim_boundary,blocked_months,long_hours,margin_col,margin_min,hold_buckets,short_threshold,session_hours,fixed_hold_bars
bm04_short_router_ps0440_h17_20_overlay_fixed6,bm04_short_router_session_regime_overlay,synthetic_short_router_proxy(합성 숏 라우터 프록시),offensive_exploration(공격 탐색),h17_20_short_router_overlay(17~20시 숏 라우터 오버레이),slightly lower short router in cash-open hours(캐시 오픈 시간대 숏 라우터 소폭 완화),967.76,1.3650661562,0.9234379771,1048,3.1471471471,3618.688,2650.925,74.067,10.4672676456,13.0660483076,52.9580152672,897,151,0.8559160305,0.1440839695,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,107,80,38,-46.18,38,-38.057,0.8733691583,80,-0.4757125,45.0,"fixed6_bidask_proxy_label_not_mt5_runtime(고정6봉 bid/ask 프록시 라벨, MT5 런타임 아님)",8.12,-0.0170276273,0.1261261261,-10.793,True,True,True,True,"watch_combined_proxy_improves_but_short_source_negative(관찰, 합산 프록시 개선이나 숏 원천 단독 음수)",42.444884498,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,,,0.44,"[17, 18, 19, 20]",6.0
bm04_short_router_ps0445_h17_20_overlay_fixed6,bm04_short_router_session_regime_overlay,synthetic_short_router_proxy(합성 숏 라우터 프록시),offensive_exploration(공격 탐색),h17_20_short_router_overlay(17~20시 숏 라우터 오버레이),short source in cash-open hours only(캐시 오픈 시간대 숏 원천만 사용),940.74,1.3589312545,0.9133378641,1030,3.0930930931,3561.68,2620.942,68.32,12.1332564702,13.7695843091,52.9126213592,900,130,0.8737864078,0.1262135922,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,66,55,31,-8.94,31,-27.842,0.8785846358,55,-0.5062181818,47.2727272727,"fixed6_bidask_proxy_label_not_mt5_runtime(고정6봉 bid/ask 프록시 라벨, MT5 런타임 아님)",-18.9,-0.023162529,0.0720720721,-16.54,True,True,True,True,"watch_combined_proxy_improves_but_short_source_negative(관찰, 합산 프록시 개선이나 숏 원천 단독 음수)",18.099433672,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,,,0.445,"[17, 18, 19, 20]",6.0
bm04_short_router_ps0435_h17_20_overlay_fixed6,bm04_short_router_session_regime_overlay,synthetic_short_router_proxy(합성 숏 라우터 프록시),offensive_exploration(공격 탐색),h17_20_short_router_overlay(17~20시 숏 라우터 오버레이),stress lower short router in cash-open hours(캐시 오픈 시간대 숏 라우터 완화 압박),928.72,1.340121946,0.8720384977,1065,3.1981981982,3659.274,2730.553,109.692,15.3176942745,8.4666247311,53.1455399061,892,173,0.8375586854,0.1624413146,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,155,112,53,-16.99,53,-47.909,0.8856568009,112,-0.4277589286,48.2142857143,"fixed6_bidask_proxy_label_not_mt5_runtime(고정6봉 bid/ask 프록시 라벨, MT5 런타임 아님)",-30.92,-0.0419718375,0.1771771772,24.832,True,False,True,True,watch_pf_below_keep_floor(PF 유지 하한 미달 관찰),-184.66244884,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,,,0.435,"[17, 18, 19, 20]",6.0
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_source_router_ps0445_no_long_delete,synthetic_short_router_proxy(합성 숏 라우터 프록시),offensive_exploration(공격 탐색),short_source_restore_all_hours(전시간 숏 원천 복원),add flat-no-position short-like p_short>=0.440 entries(무포지션 숏 유사 p_short>=0.440 진입 추가),811.27,1.2834881168,0.7567807836,1072,3.2192192192,3673.008,2861.739,208.958,30.3779838921,3.8824500617,52.4253731343,896,176,0.8358208955,0.1641791045,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,167,106,40,-8.9,40,-157.271,0.6933266254,106,-1.4836886792,42.4528301887,"fixed6_bidask_proxy_label_not_mt5_runtime(고정6봉 bid/ask 프록시 라벨, MT5 런타임 아님)",-148.37,-0.0986056667,0.1981981982,124.098,True,False,True,True,watch_pf_below_keep_floor(PF 유지 하한 미달 관찰),-283.990871042,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,,,0.44,[],6.0
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_source_router_ps0445_no_long_delete,synthetic_short_router_proxy(합성 숏 라우터 프록시),offensive_exploration(공격 탐색),short_source_restore_all_hours(전시간 숏 원천 복원),add flat-no-position short-like p_short>=0.445 entries(무포지션 숏 유사 p_short>=0.445 진입 추가),792.26,1.2817469406,0.7552526215,1049,3.1501501502,3604.216,2811.956,213.242,32.5975862359,3.7153093668,52.4308865586,898,151,0.8560533842,0.1439466158,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,119,78,35,17.66,35,-149.72,0.6538153836,78,-1.9194871795,42.3076923077,"fixed6_bidask_proxy_label_not_mt5_runtime(고정6봉 bid/ask 프록시 라벨, MT5 런타임 아님)",-167.38,-0.1003468429,0.1291291292,128.382,True,False,True,True,watch_pf_below_keep_floor(PF 유지 하한 미달 관찰),-306.891683168,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,,,0.445,[],6.0
bm00_current_h19_mt5_closed_trade_reference,bm01_forward_quarter_replay_h19_guard_reference,reference(기준),runtime_reference(런타임 기준),no_policy_change(정책 변경 없음),BK h19 runtime probe closed trade tape reference(BK h19 런타임 탐침 종료 거래 기준),959.64,1.3820937835,0.953916501,1006,3.021021021,3471.17,2511.53,84.86,14.4168390608,11.308508131,52.9821073559,907,99,0.9015904573,0.0984095427,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,"not_applicable_closed_trade_proxy(해당 없음, 종료거래 프록시)",0.0,0.0,0.0,0.0,True,True,False,False,watch_short_share_still_below_target(숏 비중 목표 미달 관찰),-107.18353982,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,,,,,,
bm05_hold7to12_low_margin_guard_0005,bm05_equity_dd_hold_7to12_guardrail_diagnostic,closed_trade_filter_proxy(종료거래 필터 프록시),repair_control(수리/대조),hold7to12_low_margin_dd_diagnostic(7~12봉 보유 저마진 낙폭 진단),"diagnose 7-12 bar weak-margin trades without outcome feature use(7~12봉 약한 마진 거래 진단, 결과 피처 사용 없음)",954.52,1.3804566181,0.951665005,1003,3.012012012,3463.4,2508.88,88.0,14.4168390608,10.8468181818,52.9411764706,904,99,0.9012961117,0.0987038883,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,0,0,0,0.0,3,0.0,0.0,0,0.0,0.0,"not_applicable_closed_trade_proxy(해당 없음, 종료거래 프록시)",-5.12,-0.0016371654,-0.009009009,3.14,True,True,False,False,watch_short_share_still_below_target(숏 비중 목표 미달 관찰),-112.545927724,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,margin_vs_opposite,0.0005,['002_7_to_12_m5_calendar'],,,
bm02_december_h18_19_low_margin_soft_guard_0005,bm02_december_hour18_19_label_soft_guard,closed_trade_filter_proxy(종료거래 필터 프록시),repair_control(수리/대조),december_hour18_19_low_margin_soft_guard(12월 18/19시 저마진 소프트 가드),stress-label December h18/h19 weak long entries(12월 18/19시 약한 롱 진입 압박 라벨),970.83,1.3976953391,0.9896330275,981,2.9459459459,3411.97,2441.14,73.97,13.6034063749,13.1246451264,53.0071355759,882,99,0.8990825688,0.1009174312,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,0,0,0,0.0,25,0.0,0.0,0,0.0,0.0,"not_applicable_closed_trade_proxy(해당 없음, 종료거래 프록시)",11.19,0.0156015556,-0.0750750751,-10.89,False,True,False,False,"rejected_density_breaks_3_per_day(거절, 밀도 3/day 붕괴)",-1098.644154284,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,['2025-12'],"[18, 19]",margin_vs_opposite,0.0005,,,,
bm02_hour18_19_low_margin_soft_guard_0010,bm02_december_hour18_19_label_soft_guard,closed_trade_filter_proxy(종료거래 필터 프록시),repair_control(수리/대조),hour18_19_low_margin_soft_guard(18/19시 저마진 소프트 가드),stress-label h18/h19 weak long entries(18/19시 약한 롱 진입 압박 라벨),931.96,1.3743923897,0.9413737374,990,2.972972973,3421.22,2489.26,101.74,13.6034063749,9.1602123059,52.6262626263,891,99,0.9,0.1,run364BM_train_h19_stress_short_balance_proxy_scout_without_db_v1,0,0,0,0.0,16,0.0,0.0,0,0.0,0.0,"not_applicable_closed_trade_proxy(해당 없음, 종료거래 프록시)",-27.68,-0.0077013938,-0.048048048,16.88,False,True,False,False,"rejected_density_breaks_3_per_day(거절, 밀도 3/day 붕괴)",-1131.527126188,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,"[18, 19]",margin_vs_opposite,0.001,,,,
