candidate_id,lane,side,rule_definition,shock_feature,context_feature,context_family,shock_polarity,train_rank_score,f20_duplicate_pressure,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_max_drawdown_percent,train_max_monthly_drawdown_percent,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,train_trade_count,train_days_in_scope,train_trades_per_day,train_dd_risk
f22b_0233,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,volatility,positive,0.6397238177372381,False,0.9586725848013034,1.2002122579193555,0.0002593109507171499,0.5474709223694888,22.891909376127995,18.744064965856357,0.9120908845009467,17,0.9229831797255323,3697,573,6.452006980802793,22.891909376127995
f22b_0291,shock_continuation,long(롱),log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,volatility,positive,0.5882220287956059,False,1.012004734405958,1.2042760495045757,0.00027703387199725103,0.5521489186969614,27.6383136051899,20.066159664021242,0.9061045715849987,21,0.9076348227495459,3653,573,6.37521815008726,27.6383136051899
f22b_0349,shock_continuation,long(롱),close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,volatility,positive,0.5882220287956059,False,1.012004734405958,1.2042760495045757,0.00027703387199725103,0.5521489186969614,27.6383136051899,20.066159664021242,0.9061045715849987,21,0.9076348227495459,3653,573,6.37521815008726,27.6383136051899
f22b_0235,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & vix_zscore_20 <= q20 [shock_continuation],return_1_over_atr_14,vix_zscore_20,volatility,positive,0.534488027634089,False,0.7690455844270183,1.211169949883354,0.0002843052068122064,0.544177449168207,17.990079083495502,17.990079083495512,0.9131238447319778,18,0.8953526150792944,2705,573,4.720767888307155,17.990079083495512
f22b_0293,shock_continuation,long(롱),log_return_1 >= q70 & vix_zscore_20 <= q20 [shock_continuation],log_return_1,vix_zscore_20,volatility,positive,0.5297441262379128,False,0.8683634385782621,1.2336230426462012,0.0003236539092725539,0.549757733879985,22.934416198046158,18.9055066177804,0.9001118151323145,19,0.9064877181686397,2683,573,4.682373472949389,22.934416198046158
f22b_0351,shock_continuation,long(롱),close_prev_close_ratio >= q70 & vix_zscore_20 <= q20 [shock_continuation],close_prev_close_ratio,vix_zscore_20,volatility,positive,0.5297441262379128,False,0.8683634385782621,1.2336230426462012,0.0003236539092725539,0.549757733879985,22.934416198046158,18.9055066177804,0.9001118151323145,19,0.9064877181686397,2683,573,4.682373472949389,22.934416198046158
f22b_0106,shock_fade,long(롱),gap_percent <= q20 & mega8_dispersion_5 >= q70 [shock_fade],gap_percent,mega8_dispersion_5,breadth,negative,0.4786954000426562,False,0.6741424103278382,1.1920343230503447,0.0003416839383313929,0.5423213380638622,13.964543362262894,12.325504190935199,0.9406994424733908,15,0.7409302552981232,1973,573,3.443280977312391,13.964543362262894
f22b_0464,shock_fade,long(롱),gap_percent <= q30 & us100_minus_mega8_equal_return_1 <= q30 [shock_fade],gap_percent,us100_minus_mega8_equal_return_1,breadth,negative,0.4762881341490325,False,0.587458121277007,1.1538841115091638,0.0002221853711335125,0.5340393343419062,10.423790089502171,9.991843099449982,0.93910741301059,11,0.7142038929010961,2644,573,4.614310645724259,10.423790089502171
f22b_0119,shock_continuation,long(롱),close_prev_close_ratio >= q80 & vix_zscore_20 <= q20 [shock_continuation],close_prev_close_ratio,vix_zscore_20,volatility,positive,0.45509461693542036,False,0.6997012662948013,1.2452635822506726,0.00036576124740972366,0.5446941975953999,17.974119392092135,16.87287541846625,0.8996340825927862,15,0.8862380081873671,1913,573,3.338568935427574,17.974119392092135
f22b_0177,shock_continuation,long(롱),log_return_1 >= q80 & vix_zscore_20 <= q20 [shock_continuation],log_return_1,vix_zscore_20,volatility,positive,0.45509461693542036,False,0.6997012662948013,1.2452635822506726,0.00036576124740972366,0.5446941975953999,17.974119392092135,16.87287541846625,0.8996340825927862,15,0.8862380081873671,1913,573,3.338568935427574,17.974119392092135
f22b_0117,shock_continuation,long(롱),close_prev_close_ratio >= q80 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,volatility,positive,0.4440513062277219,False,0.7600834920509566,1.2050095310008335,0.0003006659383112961,0.5486550632911392,23.05381078032166,17.637168273265925,0.9204905063291139,16,0.8480579860883231,2528,573,4.4118673647469455,23.05381078032166
f22b_0175,shock_continuation,long(롱),log_return_1 >= q80 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,volatility,positive,0.4425889816822099,False,0.7580120148959418,1.2044508126962394,0.0002999651819928539,0.5484764542936288,23.05381078032166,17.637168273265925,0.9208547685001979,16,0.8478979487832696,2527,573,4.4101221640488655,23.05381078032166
f22b_0001,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,volatility,positive,0.42000398799700156,False,0.6482011703118566,1.1855785039980693,0.00024950006555498716,0.544264819091609,19.136688259285815,14.256260225286022,0.9195535026943803,14,0.8629366176549159,2598,573,4.534031413612565,19.136688259285815
f22b_0135,shock_continuation,long(롱),close_prev_close_ratio >= q80 & ema20_ema50_spread_zscore_50 >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_spread_zscore_50,trend_chop,positive,0.4194041213593777,False,0.6213207826674304,1.2299427766149678,0.0003263239404765916,0.5577731092436975,16.27392902425816,16.273929024258173,0.9044117647058824,13,0.9147328322876611,1904,573,3.3228621291448515,16.273929024258173
f22b_0193,shock_continuation,long(롱),log_return_1 >= q80 & ema20_ema50_spread_zscore_50 >= q70 [shock_continuation],log_return_1,ema20_ema50_spread_zscore_50,trend_chop,positive,0.41769527920646876,False,0.6192493055124155,1.2291761497420124,0.0003254068867642751,0.557540725170783,16.27392902425816,16.273929024258173,0.9043615344193379,13,0.9144960978136001,1903,573,3.3211169284467714,16.273929024258173
f22b_0092,shock_fade,long(롱),gap_percent <= q20 & minutes_from_cash_open <= q30 [shock_fade],gap_percent,minutes_from_cash_open,session_age,negative,0.41426182815111784,False,0.6406354116394337,1.1867764889266637,0.0003214427554638403,0.530356246864024,16.861155953548078,13.801071589044966,0.9483191169091821,19,0.5072926672877007,1993,573,3.4781849912739964,16.861155953548078
f22b_0133,shock_continuation,long(롱),close_prev_close_ratio >= q80 & ema20_ema50_spread_zscore_50 >= q80 [shock_continuation],close_prev_close_ratio,ema20_ema50_spread_zscore_50,trend_chop,positive,0.4114742494233397,False,0.5579741951702775,1.2930442296159346,0.00041454249269708577,0.5698365527488856,12.846818725754005,11.183397397801576,0.8789004457652303,13,0.9124125016922763,1346,573,2.349040139616056,12.846818725754005
f22b_0191,shock_continuation,long(롱),log_return_1 >= q80 & ema20_ema50_spread_zscore_50 >= q80 [shock_continuation],log_return_1,ema20_ema50_spread_zscore_50,trend_chop,positive,0.4095507829101551,False,0.5559027180152626,1.2919563039872715,0.0004133105710150651,0.5695167286245353,12.846818725754005,11.183397397801576,0.8788104089219331,13,0.9122985268116013,1345,573,2.3472949389179756,12.846818725754005
f22b_0454,shock_fade,long(롱),gap_percent <= q30 & mega8_dispersion_5 >= q70 [shock_fade],gap_percent,mega8_dispersion_5,breadth,negative,0.40911846682368264,False,0.6233716019884814,1.1323690803226456,0.00022750788393740198,0.5332116788321168,17.816086221618967,13.267659769555994,0.9572992700729926,19,0.5952739103985849,2740,573,4.781849912739965,17.816086221618967
f22b_0116,shock_fade,long(롱),gap_percent <= q20 & us100_minus_mega8_equal_return_1 <= q30 [shock_fade],gap_percent,us100_minus_mega8_equal_return_1,breadth,negative,0.4019959233302559,False,0.5670130069181308,1.2047913742259362,0.00030950491644002776,0.5393013100436681,13.782044479148048,8.703982038894964,0.9203056768558951,14,0.7274945185216755,1832,573,3.1972076788830717,13.782044479148048
f22b_0309,shock_continuation,long(롱),log_return_1 >= q70 & ema20_ema50_spread_zscore_50 >= q70 [shock_continuation],log_return_1,ema20_ema50_spread_zscore_50,trend_chop,positive,0.3892507106258862,False,0.6545417879394042,1.1716574358172736,0.00023186035704548502,0.5522493800921006,22.54853993623658,18.076334005312724,0.9089620970598654,16,0.8759125080700028,2823,573,4.9267015706806285,22.54853993623658
f22b_0367,shock_continuation,long(롱),close_prev_close_ratio >= q70 & ema20_ema50_spread_zscore_50 >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_spread_zscore_50,trend_chop,positive,0.3892507106258862,False,0.6545417879394042,1.1716574358172736,0.00023186035704548502,0.5522493800921006,22.54853993623658,18.076334005312724,0.9089620970598654,16,0.8759125080700028,2823,573,4.9267015706806285,22.54853993623658
f22b_0251,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & ema20_ema50_spread_zscore_50 >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_spread_zscore_50,trend_chop,positive,0.38623778310038,False,0.6779171439578842,1.188126181182363,0.0002399706704275696,0.551504424778761,24.629704795019492,14.485724901694985,0.9023008849557522,16,0.8079301540299458,2825,573,4.930191972076789,24.629704795019492
f22b_0017,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & ema20_ema50_spread_zscore_50 >= q80 [shock_continuation],return_1_over_atr_14,ema20_ema50_spread_zscore_50,trend_chop,positive,0.37815547816714296,False,0.5095738164829818,1.29364354962745,0.0003746866297668984,0.5691176470588235,12.718211690464221,8.971550154722996,0.8580882352941176,10,0.9352653855745499,1360,573,2.3734729493891797,12.718211690464221
f22b_0255,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & ema20_ema50_diff >= q80 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,trend_chop,positive,0.3775024921622453,False,0.5140945620707651,1.2309247978722722,0.00028340383796624316,0.5771775082690187,13.296642505516953,9.56805323175487,0.8947078280044102,16,0.7742112023765043,1814,573,3.1657940663176265,13.296642505516953
f22b_0408,shock_fade,long(롱),gap_percent <= q30 & vix_zscore_20 <= q30 [shock_fade],gap_percent,vix_zscore_20,volatility,negative,0.37715514484427215,False,0.6138991295999077,1.183688674544898,0.00024854215773275614,0.5408906882591094,20.37958292048274,20.379582920482765,0.9153846153846154,14,0.858886575663024,2470,573,4.31064572425829,20.379582920482765
f22b_0019,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & ema20_ema50_spread_zscore_50 >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_spread_zscore_50,trend_chop,positive,0.3735737137047632,False,0.5649290449347467,1.2271837786000837,0.0002916515461717846,0.5606608156943728,17.010115562227845,11.597116916700356,0.8915849251419721,12,0.8975707135818585,1937,573,3.380453752181501,17.010115562227845
f22b_0108,shock_fade,long(롱),gap_percent <= q20 & mega8_dispersion_5 >= q80 [shock_fade],gap_percent,mega8_dispersion_5,breadth,negative,0.3710721665519298,False,0.5282373288364485,1.2137390456668462,0.00038898183272197974,0.5382916053019146,12.433044191487753,10.777901196053218,0.9241531664212077,14,0.6827360814998683,1358,573,2.369982547993019,12.433044191487753
f22b_0307,shock_continuation,long(롱),log_return_1 >= q70 & ema20_ema50_spread_zscore_50 >= q80 [shock_continuation],log_return_1,ema20_ema50_spread_zscore_50,trend_chop,positive,0.3601218516106142,False,0.5705349605294416,1.2127802491579205,0.0002885862218156002,0.5609509357612544,18.34805937793741,13.19146063495429,0.8993424380374304,16,0.8974371830238034,1977,573,3.450261780104712,18.34805937793741
f22b_0365,shock_continuation,long(롱),close_prev_close_ratio >= q70 & ema20_ema50_spread_zscore_50 >= q80 [shock_continuation],close_prev_close_ratio,ema20_ema50_spread_zscore_50,trend_chop,positive,0.3601218516106142,False,0.5705349605294416,1.2127802491579205,0.0002885862218156002,0.5609509357612544,18.34805937793741,13.19146063495429,0.8993424380374304,16,0.8974371830238034,1977,573,3.450261780104712,18.34805937793741
f22b_0139,shock_continuation,long(롱),close_prev_close_ratio >= q80 & ema20_ema50_diff >= q80 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,trend_chop,positive,0.359856519370346,False,0.4847879561650349,1.290598825577716,0.00040466440414443645,0.5843071786310517,9.568053231754858,9.56805323175487,0.8923205342237062,16,0.6907799870548972,1198,573,2.0907504363001745,9.56805323175487
f22b_0197,shock_continuation,long(롱),log_return_1 >= q80 & ema20_ema50_diff >= q80 [shock_continuation],log_return_1,ema20_ema50_diff,trend_chop,positive,0.359856519370346,False,0.4847879561650349,1.290598825577716,0.00040466440414443645,0.5843071786310517,9.568053231754858,9.56805323175487,0.8923205342237062,16,0.6907799870548972,1198,573,2.0907504363001745,9.56805323175487
f22b_0298,shock_fade,short(숏),log_return_1 >= q70 & vix_zscore_20 >= q70 [shock_fade],log_return_1,vix_zscore_20,volatility,positive,0.3519112494524775,False,0.4781379244925694,1.1972903775119372,0.00027944940063855605,0.4979544126241964,11.086529488635044,8.084337535002884,0.9322033898305084,19,0.7871115187599869,1711,573,2.986038394415358,11.086529488635044
f22b_0356,shock_fade,short(숏),close_prev_close_ratio >= q70 & vix_zscore_20 >= q70 [shock_fade],close_prev_close_ratio,vix_zscore_20,volatility,positive,0.3519112494524775,False,0.4781379244925694,1.1972903775119372,0.00027944940063855605,0.4979544126241964,11.086529488635044,8.084337535002884,0.9322033898305084,19,0.7871115187599869,1711,573,2.986038394415358,11.086529488635044
f22b_0249,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & ema20_ema50_spread_zscore_50 >= q80 [shock_continuation],return_1_over_atr_14,ema20_ema50_spread_zscore_50,trend_chop,positive,0.33037549391579574,False,0.5369105548188657,1.212663835740569,0.00027576299682530343,0.556753980482794,19.119033581631108,11.290124158323845,0.9029275808936826,14,0.8051819389045485,1947,573,3.397905759162304,19.119033581631108
f22b_0051,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & mega8_pos_breadth_1 >= q70 [shock_continuation],return_1_over_atr_14,mega8_pos_breadth_1,breadth,positive,0.3265579420468195,False,0.5478050658035127,1.0738076910485161,0.00010241261278809362,0.5395401009534493,23.419940269867546,20.62526322590181,0.9571882594877548,14,0.6859274532403451,5349,573,9.335078534031414,23.419940269867546
f22b_0023,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & ema20_ema50_diff >= q80 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,trend_chop,positive,0.32646751853691064,False,0.4368665855963555,1.3054811500721053,0.0003766091255140996,0.596551724137931,8.805931112873932,7.942359278227695,0.8706896551724138,13,0.8004510514839539,1160,573,2.024432809773124,8.805931112873932
f22b_0426,shock_fade,long(롱),gap_percent <= q30 & ema20_ema50_spread_zscore_50 >= q70 [shock_fade],gap_percent,ema20_ema50_spread_zscore_50,trend_chop,negative,0.3196973280181134,False,0.5592146764360617,1.1681324787627083,0.00022494556574258315,0.5382139983909895,22.54113933025167,19.4427999170292,0.9428801287208367,16,0.618669246838297,2486,573,4.338568935427574,22.54113933025167
f22b_0003,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & vix_zscore_20 <= q20 [shock_continuation],return_1_over_atr_14,vix_zscore_20,volatility,positive,0.31432455035057555,False,0.47490841252895777,1.1698959768729311,0.00024143793214486924,0.5358413828164718,15.540242089260826,13.660339283593881,0.9273004575495679,14,0.8133392142003966,1967,573,3.432809773123909,15.540242089260826
f22b_0031,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & ema20_ema50_diff >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,trend_chop,positive,0.3010179810559799,False,0.4481131759644502,1.1994048423050827,0.00025417650366673294,0.5706182643221781,15.061865041750956,11.327974285536868,0.913216108905275,16,0.6534813925300067,1763,573,3.0767888307155324,15.061865041750956
f22b_0053,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & mega8_pos_breadth_1 >= q80 [shock_continuation],return_1_over_atr_14,mega8_pos_breadth_1,breadth,positive,0.29384877457842074,False,0.4467410849949992,1.0702647003648917,9.769103105073239e-05,0.5381587579269627,23.245211023762714,17.675442129832064,0.9617319046577739,13,0.48402305674347934,4573,573,7.980802792321117,23.245211023762714
f22b_0060,shock_fade,long(롱),gap_percent <= q20 & vix_zscore_20 <= q30 [shock_fade],gap_percent,vix_zscore_20,volatility,negative,0.2918238209695063,False,0.4880896837526831,1.2106310210289624,0.0003073612618089944,0.5503778337531486,18.682720030597586,18.650885188831843,0.9118387909319899,13,0.8676771503088808,1588,573,2.7713787085514836,18.682720030597586
f22b_0240,shock_fade,short(숏),return_1_over_atr_14 >= q70 & vix_zscore_20 >= q70 [shock_fade],return_1_over_atr_14,vix_zscore_20,volatility,positive,0.2913682965916279,False,0.40466610161990335,1.182443697588521,0.00024674762293896545,0.49634146341463414,11.18894980756413,7.871844030594499,0.926219512195122,16,0.8936073160106821,1640,573,2.862129144851658,11.18894980756413
f22b_0440,shock_fade,long(롱),gap_percent <= q30 & minutes_from_cash_open <= q30 [shock_fade],gap_percent,minutes_from_cash_open,session_age,negative,0.2893610281833756,False,0.5548445100608501,1.1172022829788535,0.00019801731265554966,0.525695931477516,25.56248894242913,16.438180993603158,0.9675231977159172,21,0.24287126749181012,2802,573,4.890052356020942,25.56248894242913
f22b_0147,shock_continuation,long(롱),close_prev_close_ratio >= q80 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,trend_chop,positive,0.28162807553982555,False,0.45434245660583994,1.1793394620363806,0.0002591799524277467,0.5624643468339988,17.130206347086684,13.571952022106181,0.9224187107815174,22,0.5790050720846198,1753,573,3.0593368237347294,17.130206347086684
f22b_0424,shock_fade,long(롱),gap_percent <= q30 & ema20_ema50_spread_zscore_50 >= q80 [shock_fade],gap_percent,ema20_ema50_spread_zscore_50,trend_chop,negative,0.28047825326325754,False,0.4474609141338748,1.2135357442679255,0.0002835620495144961,0.5468948035487959,17.044586337367207,11.046357201485913,0.9435994930291508,12,0.5713496095455435,1578,573,2.7539267015706805,17.044586337367207
f22b_0205,shock_continuation,long(롱),log_return_1 >= q80 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,trend_chop,positive,0.2801175663533853,False,0.45227097945082506,1.1785218021562622,0.00025814553621622435,0.5622146118721462,17.130206347086684,13.571952022106181,0.9223744292237442,22,0.5781670554360036,1752,573,3.0575916230366493,17.130206347086684
f22b_0416,shock_fade,long(롱),gap_percent <= q30 & atr_14_over_atr_50 <= q20 [shock_fade],gap_percent,atr_14_over_atr_50,volatility,negative,0.2745691157659168,False,0.39816395294088147,1.2127364857233982,0.0002456285952750657,0.5299198025909932,14.020685105112396,8.352203021762195,0.9031462060456509,18,0.6584058858593287,1621,573,2.8289703315881325,14.020685105112396
f22b_0149,shock_continuation,long(롱),close_prev_close_ratio >= q80 & minutes_from_cash_open <= q30 [shock_continuation],close_prev_close_ratio,minutes_from_cash_open,session_age,positive,0.27437646532186993,False,0.5119752689511582,1.1260061680009483,0.00021684678905174002,0.5383312155866158,23.090409105275057,16.21207628010204,0.9504447268106735,16,0.6094140474099069,2361,573,4.12041884816754,23.090409105275057
f22b_0207,shock_continuation,long(롱),log_return_1 >= q80 & minutes_from_cash_open <= q30 [shock_continuation],log_return_1,minutes_from_cash_open,session_age,positive,0.27437646532186993,False,0.5119752689511582,1.1260061680009483,0.00021684678905174002,0.5383312155866158,23.090409105275057,16.21207628010204,0.9504447268106735,16,0.6094140474099069,2361,573,4.12041884816754,23.090409105275057
f22b_0456,shock_fade,long(롱),gap_percent <= q30 & mega8_dispersion_5 >= q80 [shock_fade],gap_percent,mega8_dispersion_5,breadth,negative,0.2705246723835286,False,0.4202346714643375,1.1251989729518406,0.00022448433304718884,0.5251068376068376,14.81282204904394,12.215658246433991,0.9508547008547008,13,0.48928137083811774,1872,573,3.2670157068062826,14.81282204904394
f22b_0289,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & us100_minus_mega8_equal_return_1 <= q30 [shock_continuation],return_1_over_atr_14,us100_minus_mega8_equal_return_1,breadth,positive,0.2666571605540977,False,0.4162324687339543,1.0568967034845296,8.252031497501077e-05,0.535289452815226,21.889019729266156,16.955661680639967,0.9597541633624108,18,0.7241144256833899,5044,573,8.802792321116929,21.889019729266156
f22b_0057,shock_continuation,long(롱),return_1_over_atr_14 >= q80 & us100_minus_mega8_equal_return_1 <= q30 [shock_continuation],return_1_over_atr_14,us100_minus_mega8_equal_return_1,breadth,positive,0.2663010573620469,False,0.3759358447593651,1.0696237420828802,0.00010240693128830431,0.537455734132389,17.594604350751485,16.805537614447964,0.958321983110869,11,0.7555264479440424,3671,573,6.406631762652705,17.594604350751485
f22b_0275,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & mega8_dispersion_5 <= q30 [shock_continuation],return_1_over_atr_14,mega8_dispersion_5,breadth,positive,0.26393589890525476,False,0.3436357561564719,1.127521968241535,0.00013750930618506278,0.5410164065626251,12.2367566089029,12.0554442781296,0.9387755102040817,16,0.524030866245623,2499,573,4.361256544502618,12.2367566089029
f22b_0347,shock_continuation,long(롱),log_return_1 >= q70 & us100_minus_mega8_equal_return_1 <= q30 [shock_continuation],log_return_1,us100_minus_mega8_equal_return_1,breadth,positive,0.2630720309741612,False,0.41284834207818666,1.0537001347735546,8.082387276393631e-05,0.5340642129992169,21.70737555117398,18.23894315625023,0.9655442443226312,18,0.7275886938625388,5108,573,8.914485165794066,21.70737555117398
f22b_0405,shock_continuation,long(롱),close_prev_close_ratio >= q70 & us100_minus_mega8_equal_return_1 <= q30 [shock_continuation],close_prev_close_ratio,us100_minus_mega8_equal_return_1,breadth,positive,0.2630720309741612,False,0.41284834207818666,1.0537001347735546,8.082387276393631e-05,0.5340642129992169,21.70737555117398,18.23894315625023,0.9655442443226312,18,0.7275886938625388,5108,573,8.914485165794066,21.70737555117398
f22b_0313,shock_continuation,long(롱),log_return_1 >= q70 & ema20_ema50_diff >= q80 [shock_continuation],log_return_1,ema20_ema50_diff,trend_chop,positive,0.26255686513336657,False,0.41013974064348946,1.1650804819649985,0.00022684720168334593,0.5730088495575221,15.858949387738342,11.756677611096645,0.9269911504424779,17,0.6479668724973857,1808,573,3.155322862129145,15.858949387738342
f22b_0371,shock_continuation,long(롱),close_prev_close_ratio >= q70 & ema20_ema50_diff >= q80 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,trend_chop,positive,0.26255686513336657,False,0.41013974064348946,1.1650804819649985,0.00022684720168334593,0.5730088495575221,15.858949387738342,11.756677611096645,0.9269911504424779,17,0.6479668724973857,1808,573,3.155322862129145,15.858949387738342
f22b_0410,shock_fade,long(롱),gap_percent <= q30 & vix_zscore_20 <= q20 [shock_fade],gap_percent,vix_zscore_20,volatility,negative,0.2613021648849422,False,0.4337340361705704,1.1903517334956557,0.0002617586217082501,0.5353047676523838,18.071994628386136,18.071994628386122,0.9118889559444779,11,0.8226285190607054,1657,573,2.891797556719023,18.071994628386136
f22b_0173,shock_continuation,long(롱),close_prev_close_ratio >= q80 & us100_minus_mega8_equal_return_1 <= q30 [shock_continuation],close_prev_close_ratio,us100_minus_mega8_equal_return_1,breadth,positive,0.2574834732272924,False,0.38489832988878464,1.0638812849285142,0.00010147596358786835,0.5325599789085157,19.52008947724582,19.306934982004755,0.9702082784075929,18,0.670656050697486,3793,573,6.619546247818499,19.52008947724582
f22b_0231,shock_continuation,long(롱),log_return_1 >= q80 & us100_minus_mega8_equal_return_1 <= q30 [shock_continuation],log_return_1,us100_minus_mega8_equal_return_1,breadth,positive,0.25730858803686174,False,0.38470147873674276,1.0638486136915781,0.00010145081190314946,0.5324367088607594,19.52008947724582,19.306934982004755,0.9702004219409283,18,0.6704440991886653,3792,573,6.617801047120419,19.52008947724582
f22b_0072,shock_fade,long(롱),gap_percent <= q20 & historical_vol_5_over_20 <= q30 [shock_fade],gap_percent,historical_vol_5_over_20,volatility,negative,0.25517055032098607,False,0.36088177447161873,1.1582520994658816,0.0002175297013089926,0.5358649789029536,11.638477402409219,10.65531551232275,0.9132007233273056,12,0.8921298758555187,1659,573,2.8952879581151834,11.638477402409219
