candidate_id,train_rank,lane,side,rule_definition,shock_feature,context_feature,context_family,shock_polarity,f20_duplicate_pressure,train_trade_count,train_trades_per_day,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_dd_risk,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,train_joint_axis_distance,train_density_pass,train_pf_pass,train_dd_pass,train_smoothness_pass,validation_trade_count,validation_trades_per_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_win_rate,validation_dd_risk,validation_underwater_ratio,validation_max_loss_streak,validation_equity_trend_r2,validation_joint_axis_distance,validation_density_pass,validation_pf_pass,validation_dd_pass,validation_smoothness_pass,oos_trade_count,oos_trades_per_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_win_rate,oos_dd_risk,oos_underwater_ratio,oos_max_loss_streak,oos_equity_trend_r2,oos_joint_axis_distance,oos_density_pass,oos_pf_pass,oos_dd_pass,oos_smoothness_pass,scout_clue_flag,seed_surface_flag,handoff_candidate_flag,forward_read_score
f22b_0379,104,shock_continuation,long(롱),close_prev_close_ratio >= q70 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,trend_chop,positive,False,2665,4.650959860383944,0.33993221151181213,1.0904918136884028,0.00012755430075490136,0.55234521575985,26.528357864834472,0.9407129455909944,27,0.40925830365822563,2.966552496432203,False,False,False,False,1003,5.48087431693989,0.6671442488887203,1.455651805685552,0.0006651488024812765,0.5493519441674976,17.957116428485854,0.8484546360917248,14,0.8030335944031792,1.638325208765655,True,False,False,False,801,6.114503816793893,0.15850519773227575,1.1691035389766373,0.00019788414198785987,0.5880149812734082,15.559235648566972,0.8876404494382022,16,0.47212950946728055,1.7083517183552932,True,False,False,False,True,False,False,4.669259065698019
f22b_0321,103,shock_continuation,long(롱),log_return_1 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,trend_chop,positive,False,2665,4.650959860383944,0.33993221151181213,1.0904918136884028,0.00012755430075490136,0.55234521575985,26.528357864834472,0.9407129455909944,27,0.40925830365822563,2.966552496432203,False,False,False,False,1003,5.48087431693989,0.6671442488887203,1.455651805685552,0.0006651488024812765,0.5493519441674976,17.957116428485854,0.8484546360917248,14,0.8030335944031792,1.638325208765655,True,False,False,False,800,6.106870229007634,0.15611606064972877,1.1665546538830305,0.00019514507581216097,0.5875,15.559235648566972,0.88875,16,0.4577431368462349,1.7165993263343762,True,False,False,False,True,False,False,4.65907912488528
f22b_0343,71,shock_continuation,long(롱),log_return_1 >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],log_return_1,mega8_pos_breadth_1,breadth,positive,False,6123,10.68586387434555,0.507012095891812,1.058112908980469,8.280452325523632e-05,0.5332353421525396,30.430582866032086,0.9637432631063204,18,0.45083181290955954,3.3633983721360714,False,False,False,False,1830,10.0,0.4607633785617473,1.151213897860707,0.00025178326697363244,0.5366120218579234,29.689681373170817,0.9300546448087431,13,0.8504762995253565,2.979171443764252,True,False,False,False,1228,9.374045801526718,0.0985088367374862,1.0606018252585427,8.021892242466303e-05,0.5309446254071661,20.305136727477603,0.9535830618892508,19,0.1788601756903511,2.3988380589079936,True,False,False,False,True,False,False,4.319998037731195
f22b_0401,72,shock_continuation,long(롱),close_prev_close_ratio >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],close_prev_close_ratio,mega8_pos_breadth_1,breadth,positive,False,6123,10.68586387434555,0.507012095891812,1.058112908980469,8.280452325523632e-05,0.5332353421525396,30.430582866032086,0.9637432631063204,18,0.45083181290955954,3.3633983721360714,False,False,False,False,1830,10.0,0.4607633785617473,1.151213897860707,0.00025178326697363244,0.5366120218579234,29.689681373170817,0.9300546448087431,13,0.8504762995253565,2.979171443764252,True,False,False,False,1228,9.374045801526718,0.0985088367374862,1.0606018252585427,8.021892242466303e-05,0.5309446254071661,20.305136727477603,0.9535830618892508,19,0.1788601756903511,2.3988380589079936,True,False,False,False,True,False,False,4.319998037731195
f22b_0263,90,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,trend_chop,positive,False,2719,4.7452006980802794,0.37803415782523453,1.1068606259759517,0.00013903426179670265,0.5516734093416698,25.815103435903065,0.9334314086061052,25,0.3809168537342649,2.877671440678603,False,False,False,False,1074,5.868852459016393,0.34924257401455994,1.2559954551479,0.00032517930541392916,0.5297951582867784,20.35365928161236,0.8808193668528864,14,0.7221341711849,2.0287765386378798,True,False,False,False,870,6.641221374045801,0.14615177040627175,1.1642564401894258,0.0001679905406968641,0.5919540229885057,14.409321463091718,0.8908045977011494,12,0.4209260428317957,1.620249275905668,True,False,False,False,True,False,False,4.027686021518051
f22b_0233,1,shock_continuation,long(롱),return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,volatility,positive,False,3697,6.452006980802793,0.9586725848013034,1.2002122579193555,0.0002593109507171499,0.5474709223694888,22.891909376127995,0.9120908845009467,17,0.9229831797255323,2.234183275802058,True,False,False,False,1228,6.7103825136612025,0.20662677955402042,1.118162454243086,0.0001682628497996909,0.5228013029315961,21.170751052115488,0.9324104234527687,12,0.772366457949907,2.1800136625662936,True,False,False,False,914,6.977099236641221,0.13914674071532934,1.122538160782782,0.00015223932244565574,0.5426695842450766,13.734363888652334,0.9135667396061269,13,0.45947894252234084,1.566506817161546,True,False,False,False,True,False,False,3.8704717563846254
f22b_0349,3,shock_continuation,long(롱),close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,volatility,positive,False,3653,6.37521815008726,1.012004734405958,1.2042760495045757,0.00027703387199725103,0.5521489186969614,27.6383136051899,0.9061045715849987,21,0.9076348227495459,2.711004722742656,True,False,False,False,1189,6.497267759562842,0.3725917077051391,1.1940173735020487,0.00031336560782602114,0.535744322960471,26.00306213761563,0.9318755256518082,17,0.8304559618216825,2.5989363307340954,True,False,False,False,881,6.7251908396946565,0.19690204835703046,1.173434775253744,0.00022349835227812766,0.5448354143019296,16.33520912768722,0.8853575482406356,14,0.5701688478420784,1.7386384403212007,True,False,False,False,True,False,False,3.723831067254944
f22b_0291,2,shock_continuation,long(롱),log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,volatility,positive,False,3653,6.37521815008726,1.012004734405958,1.2042760495045757,0.00027703387199725103,0.5521489186969614,27.6383136051899,0.9061045715849987,21,0.9076348227495459,2.711004722742656,True,False,False,False,1188,6.491803278688525,0.3730007480408912,1.1942717498520603,0.0003139736936371138,0.5361952861952862,26.00306213761563,0.930976430976431,16,0.8306284224249232,2.5983269426837112,True,False,False,False,881,6.7251908396946565,0.19690204835703046,1.173434775253744,0.00022349835227812766,0.5448354143019296,16.33520912768722,0.8853575482406356,14,0.5701688478420784,1.7386384403212007,True,False,False,False,True,False,False,3.7214918323523567
f22b_0147,45,shock_continuation,long(롱),close_prev_close_ratio >= q80 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,trend_chop,positive,False,1753,3.0593368237347294,0.45434245660583994,1.1793394620363806,0.0002591799524277467,0.5624643468339988,17.130206347086684,0.9224187107815174,22,0.5790050720846198,2.216019676357136,False,False,False,False,643,3.5136612021857925,0.5297868732645854,1.4811979337619492,0.0008239298184519213,0.5536547433903577,18.548543979848976,0.8102643856920684,17,0.7792796955918688,1.9754663012118543,False,False,False,False,511,3.900763358778626,0.1990958831787095,1.3328153133529101,0.00038962012363739625,0.5909980430528375,13.013352351161789,0.8532289628180039,21,0.7079848775824561,1.4701347450399953,False,False,False,False,True,False,False,3.416216449440468
f22b_0205,47,shock_continuation,long(롱),log_return_1 >= q80 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,trend_chop,positive,False,1752,3.0575916230366493,0.45227097945082506,1.1785218021562622,0.00025814553621622435,0.5622146118721462,17.130206347086684,0.9223744292237442,22,0.5781670554360036,2.2171347272276907,False,False,False,False,643,3.5136612021857925,0.5297868732645854,1.4811979337619492,0.0008239298184519213,0.5536547433903577,18.548543979848976,0.8102643856920684,17,0.7792796955918688,1.9754663012118543,False,False,False,False,511,3.900763358778626,0.1990958831787095,1.3328153133529101,0.00038962012363739625,0.5909980430528375,13.013352351161789,0.8532289628180039,21,0.7079848775824561,1.4701347450399953,False,False,False,False,True,False,False,3.416216449440468
