candidate_id,train_rank,lane,side,side_value,rule_definition,shock_condition_id,context_condition_id,shock_feature,context_feature,context_family,shock_polarity,f20_duplicate_pressure,split,record_view,tier_scope,trade_count,days_in_scope,trades_per_day,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,joint_axis_distance,density_pass,pf_pass,dd_pass,smoothness_pass,selection_boundary,proxy_cost_log_return
f22b_0233,1,shock_continuation,long(롱),1,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_005,f22cond_009,return_1_over_atr_14,vix_zscore_20,volatility,positive,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),3697,573,6.452006980802793,0.9586725848013034,1.2002122579193555,0.0002593109507171499,0.5474709223694888,22.891909376127995,18.744064965856357,22.891909376127995,0.9120908845009467,17,0.9229831797255323,False,False,0.0,0.39989387104032226,1.2891909376127995,0.5450984671489364,2.234183275802058,True,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0233,1,shock_continuation,long(롱),1,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_005,f22cond_009,return_1_over_atr_14,vix_zscore_20,volatility,positive,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1228,183,6.7103825136612025,0.20662677955402042,1.118162454243086,0.0001682628497996909,0.5228013029315961,21.170751052115488,16.78478025964737,21.170751052115488,0.9324104234527687,12,0.772366457949907,False,False,0.0,0.44091877287845704,1.1170751052115488,0.6220197844762877,2.1800136625662936,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0233,1,shock_continuation,long(롱),1,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_005,f22cond_009,return_1_over_atr_14,vix_zscore_20,volatility,positive,False,oos,Tier A separate(티어 A 분리),Tier A(티어 A),914,131,6.977099236641221,0.13914674071532934,1.122538160782782,0.00015223932244565574,0.5426695842450766,13.7343638886523,13.734363888652334,13.734363888652334,0.9135667396061269,13,0.45947894252234084,False,False,0.0,0.438730919608609,0.3734363888652334,0.7543395086877037,1.566506817161546,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0291,2,shock_continuation,long(롱),1,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_006,f22cond_009,log_return_1,vix_zscore_20,volatility,positive,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),3653,573,6.37521815008726,1.012004734405958,1.2042760495045757,0.00027703387199725103,0.5521489186969614,27.6383136051899,20.066159664021242,27.6383136051899,0.9061045715849987,21,0.9076348227495459,False,False,0.0,0.39786197524771216,1.76383136051899,0.5493113869759538,2.711004722742656,True,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0291,2,shock_continuation,long(롱),1,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_006,f22cond_009,log_return_1,vix_zscore_20,volatility,positive,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1188,183,6.491803278688525,0.3730007480408912,1.1942717498520603,0.0003139736936371138,0.5361952861952862,26.00306213761563,26.00306213761563,26.00306213761563,0.930976430976431,16,0.8306284224249232,False,False,0.0,0.40286412507396985,1.600306213761563,0.5951566038481785,2.5983269426837112,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0291,2,shock_continuation,long(롱),1,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_006,f22cond_009,log_return_1,vix_zscore_20,volatility,positive,False,oos,Tier A separate(티어 A 분리),Tier A(티어 A),881,131,6.7251908396946565,0.19690204835703046,1.173434775253744,0.00022349835227812766,0.5448354143019296,16.3352091276872,16.33520912768722,16.33520912768722,0.8853575482406356,14,0.5701688478420784,False,False,0.0,0.413282612373128,0.6335209127687221,0.6918349151793507,1.7386384403212007,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0349,3,shock_continuation,long(롱),1,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_007,f22cond_009,close_prev_close_ratio,vix_zscore_20,volatility,positive,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),3653,573,6.37521815008726,1.012004734405958,1.2042760495045757,0.00027703387199725103,0.5521489186969614,27.6383136051899,20.066159664021242,27.6383136051899,0.9061045715849987,21,0.9076348227495459,False,False,0.0,0.39786197524771216,1.76383136051899,0.5493113869759538,2.711004722742656,True,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0349,3,shock_continuation,long(롱),1,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_007,f22cond_009,close_prev_close_ratio,vix_zscore_20,volatility,positive,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1189,183,6.497267759562842,0.3725917077051391,1.1940173735020487,0.00031336560782602114,0.535744322960471,26.00306213761563,26.00306213761563,26.00306213761563,0.9318755256518082,17,0.8304559618216825,False,False,0.0,0.40299131324897564,1.600306213761563,0.5956388037235566,2.5989363307340954,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0349,3,shock_continuation,long(롱),1,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],f22cond_007,f22cond_009,close_prev_close_ratio,vix_zscore_20,volatility,positive,False,oos,Tier A separate(티어 A 분리),Tier A(티어 A),881,131,6.7251908396946565,0.19690204835703046,1.173434775253744,0.00022349835227812766,0.5448354143019296,16.3352091276872,16.33520912768722,16.33520912768722,0.8853575482406356,14,0.5701688478420784,False,False,0.0,0.413282612373128,0.6335209127687221,0.6918349151793507,1.7386384403212007,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0235,4,shock_continuation,long(롱),1,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_005,f22cond_010,return_1_over_atr_14,vix_zscore_20,volatility,positive,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),2705,573,4.720767888307155,0.7690455844270183,1.211169949883354,0.0002843052068122064,0.544177449168207,17.990079083495502,17.990079083495512,17.990079083495512,0.9131238447319778,18,0.8953526150792944,False,False,0.055846422338568937,0.39441502505832304,0.7990079083495513,0.5579970533437075,1.807266409090151,False,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0235,4,shock_continuation,long(롱),1,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_005,f22cond_010,return_1_over_atr_14,vix_zscore_20,volatility,positive,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),912,183,4.983606557377049,0.11808140086524363,1.0865886896634391,0.00012947522024697765,0.5164473684210527,18.715776153988763,13.491575007381707,18.715776153988763,0.9451754385964912,10,0.6743239968483965,False,False,0.003278688524590123,0.45670565516828043,0.8715776153988763,0.6718831487866427,2.0034451078783895,False,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0235,4,shock_continuation,long(롱),1,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_005,f22cond_010,return_1_over_atr_14,vix_zscore_20,volatility,positive,False,oos,Tier A separate(티어 A 분리),Tier A(티어 A),660,131,5.038167938931298,0.10222290588753091,1.1230194814869914,0.0001548831907386832,0.553030303030303,11.831174435225122,11.831174435225133,11.831174435225133,0.8848484848484849,13,0.3908434371143392,False,False,0.0,0.4384902592565043,0.1831174435225133,0.7723022714803655,1.3939099742593832,True,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0293,5,shock_continuation,long(롱),1,log_return_1 >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_006,f22cond_010,log_return_1,vix_zscore_20,volatility,positive,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),2683,573,4.682373472949389,0.8683634385782621,1.2336230426462012,0.0003236539092725539,0.549757733879985,22.934416198046158,18.9055066177804,22.934416198046158,0.9001118151323145,19,0.9064877181686397,False,False,0.06352530541012218,0.3831884786768994,1.2934416198046157,0.5471308436336537,2.287286247525291,False,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0293,5,shock_continuation,long(롱),1,log_return_1 >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_006,f22cond_010,log_return_1,vix_zscore_20,volatility,positive,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),867,183,4.737704918032787,0.17371443343009588,1.1195013562405702,0.00020036266831614287,0.532871972318339,21.79057717289128,20.6675220067137,21.79057717289128,0.9377162629757786,10,0.7278355356540235,False,False,0.05245901639344268,0.4402493218797149,1.179057717289128,0.6444463272947898,2.316212382857075,False,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0293,5,shock_continuation,long(롱),1,log_return_1 >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_006,f22cond_010,log_return_1,vix_zscore_20,volatility,positive,False,oos,Tier A separate(티어 A 분리),Tier A(티어 A),638,131,4.870229007633588,0.14545612585693163,1.175637031264805,0.00022798765808296494,0.5532915360501567,13.630951731356145,13.630951731356166,13.630951731356166,0.8589341692789969,15,0.49540858510186997,False,False,0.025954198473282376,0.4121814843675975,0.3630951731356166,0.7135865128797071,1.5148173688562037,False,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0351,6,shock_continuation,long(롱),1,close_prev_close_ratio >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_007,f22cond_010,close_prev_close_ratio,vix_zscore_20,volatility,positive,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),2683,573,4.682373472949389,0.8683634385782621,1.2336230426462012,0.0003236539092725539,0.549757733879985,22.934416198046158,18.9055066177804,22.934416198046158,0.9001118151323145,19,0.9064877181686397,False,False,0.06352530541012218,0.3831884786768994,1.2934416198046157,0.5471308436336537,2.287286247525291,False,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0351,6,shock_continuation,long(롱),1,close_prev_close_ratio >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_007,f22cond_010,close_prev_close_ratio,vix_zscore_20,volatility,positive,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),868,183,4.743169398907104,0.1733053930943438,1.1191864324262963,0.00019966059112251592,0.532258064516129,21.79057717289128,20.6675220067137,21.79057717289128,0.9377880184331797,10,0.7278025649417498,False,False,0.051366120218579246,0.44040678378685183,1.179057717289128,0.6444934540711434,2.3153240753657025,False,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0351,6,shock_continuation,long(롱),1,close_prev_close_ratio >= q70 & vix_zscore_20 <= q20 [shock_continuation],f22cond_007,f22cond_010,close_prev_close_ratio,vix_zscore_20,volatility,positive,False,oos,Tier A separate(티어 A 분리),Tier A(티어 A),638,131,4.870229007633588,0.14545612585693163,1.175637031264805,0.00022798765808296494,0.5532915360501567,13.630951731356145,13.630951731356166,13.630951731356166,0.8589341692789969,15,0.49540858510186997,False,False,0.025954198473282376,0.4121814843675975,0.3630951731356166,0.7135865128797071,1.5148173688562037,False,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
f22b_0106,7,shock_fade,long(롱),1,gap_percent <= q20 & mega8_dispersion_5 >= q70 [shock_fade],f22cond_002,f22cond_032,gap_percent,mega8_dispersion_5,breadth,negative,False,train,Tier A separate(티어 A 분리),Tier A(티어 A),1973,573,3.443280977312391,0.6741424103278382,1.1920343230503447,0.0003416839383313929,0.5423213380638622,13.964543362262894,12.325504190935199,13.964543362262894,0.9406994424733908,15,0.7409302552981232,False,False,0.31134380453752175,0.40398283847482763,0.39645433622628945,0.6398961342288704,1.751677113467509,False,False,False,False,train_only_rank(학습 전용 순위),5e-05
f22b_0106,7,shock_fade,long(롱),1,gap_percent <= q20 & mega8_dispersion_5 >= q70 [shock_fade],f22cond_002,f22cond_032,gap_percent,mega8_dispersion_5,breadth,negative,False,validation,Tier A separate(티어 A 분리),Tier A(티어 A),540,183,2.9508196721311477,0.07107578569052563,1.0543508932291448,0.00013162182535282523,0.5277777777777778,21.17938079106324,15.741759298110857,21.17938079106324,0.9425925925925925,18,0.0003186452341036104,False,False,0.40983606557377045,0.4728245533854276,1.1179380791063243,0.97402327631132,2.9746219743768423,False,False,False,False,read_only_forward_diagnostic(읽기 전용 전진 진단),5e-05
