bar_time_server,stage56_context_et_event_signal,stage258_source_feature_rank_bucket,stage258_source_feature_gate_short_tight_control,stage267n_abl_price_return_range_score
2024.01.02 16:40:00,-1,3,0,0.909705861089
2024.01.02 16:45:00,0,3,0,0.648670911015
2024.01.02 16:50:00,0,3,0,0.951346499465
2024.01.02 16:55:00,0,3,0,0.196071561059
2024.01.02 17:00:00,0,3,0,0.853868166152
2024.01.02 17:05:00,0,1,0,0.462835738629
2024.01.02 17:10:00,0,2,0,0.505895391685
2024.01.02 17:15:00,0,1,0,0.345991751353
2024.01.02 17:20:00,0,1,0,0.310256472605
2024.01.02 17:25:00,0,1,0,0.552988431096
2024.01.02 17:30:00,0,0,0,0.76295290702
2024.01.02 17:40:00,0,1,0,0.129393067623
2024.01.02 17:45:00,0,0,0,0.42162991833
2024.01.02 17:50:00,-1,1,0,0.585562159195
2024.01.02 17:55:00,0,0,0,0.360771592607
2024.01.02 18:00:00,0,0,0,0.351207877191
2024.01.02 18:05:00,0,0,0,0.533792186244
2024.01.02 18:10:00,0,0,0,0.255556224983
2024.01.02 18:15:00,0,0,0,0.364569678695
2024.01.02 18:20:00,0,0,0,0.234260698347
2024.01.02 18:25:00,0,0,0,0.209275622666
2024.01.02 18:35:00,0,0,0,0.191361481982
2024.01.02 18:40:00,0,0,0,0.165145038156
2024.01.02 18:45:00,0,0,0,0.18750701308
2024.01.02 18:50:00,0,0,0,0.34608693312
2024.01.02 18:55:00,0,0,0,0.308850031649
2024.01.02 19:05:00,0,0,0,0.138438985275
2024.01.02 19:15:00,0,0,0,0.174565405466
2024.01.02 19:20:00,0,1,0,0.588166511852
2024.01.02 19:25:00,0,0,0,0.107608903743
2024.01.02 19:30:00,0,0,0,0.189101782569
2024.01.02 19:35:00,0,0,0,0.348995931034
2024.01.02 19:40:00,0,0,0,0.136169255354
2024.01.02 19:45:00,0,0,0,0.134331116066
2024.01.02 19:50:00,0,0,0,0.755110434212
2024.01.02 19:55:00,0,1,0,0.495342432813
2024.01.02 20:00:00,0,1,0,0.461751838236
2024.01.02 20:05:00,0,1,0,0.139219593528
2024.01.02 20:10:00,0,1,0,0.286420513778
2024.01.02 20:15:00,0,1,0,0.456790925004
2024.01.02 20:20:00,0,2,0,0.220157376041
2024.01.02 20:25:00,0,1,0,0.315531994018
2024.01.02 20:30:00,0,1,0,0.12527894845
2024.01.02 20:35:00,-1,0,1,0.278971569245
2024.01.02 20:40:00,0,0,0,0.0880436497876
2024.01.02 20:45:00,0,1,0,0.233244746057
2024.01.02 20:50:00,0,1,0,0.197751384858
2024.01.02 20:55:00,0,1,0,0.479052695778
2024.01.02 21:00:00,0,1,0,0.339070032281
2024.01.02 21:05:00,0,0,0,0.478437709811
2024.01.02 21:10:00,0,1,0,0.149602096997
2024.01.02 21:15:00,0,1,0,0.537225374016
2024.01.02 21:20:00,0,1,0,0.10350135739
2024.01.02 21:30:00,0,0,0,0.370500359872
2024.01.02 21:40:00,0,0,0,0.356162499835
2024.01.02 21:45:00,0,0,0,0.139073012552
2024.01.02 21:50:00,0,0,0,0.242931127711
2024.01.02 21:55:00,0,0,0,0.440024330994
2024.01.03 16:40:00,-1,0,0,0.216335874186
2024.01.03 16:45:00,0,1,0,0.689209003036
2024.01.03 16:50:00,0,1,0,0.267171779919
2024.01.03 16:55:00,0,0,0,0.23536889371
2024.01.03 17:00:00,0,0,0,0.544631029406
2024.01.03 17:05:00,0,0,0,0.87461258554
2024.01.03 17:10:00,0,0,0,0.856118333633
2024.01.03 17:15:00,0,0,0,0.938044861259
2024.01.03 17:20:00,0,0,0,0.168627727719
2024.01.03 17:25:00,0,0,0,0.175523497954
2024.01.03 17:30:00,0,0,0,0.32212368403
2024.01.03 17:35:00,0,0,0,0.209967789315
2024.01.03 17:40:00,0,0,0,0.720560846294
2024.01.03 17:45:00,0,0,0,0.619711649478
2024.01.03 17:50:00,0,0,0,0.194905252153
2024.01.03 17:55:00,0,0,0,0.380733110184
2024.01.03 18:00:00,0,1,0,0.587293253429
2024.01.03 18:05:00,0,0,0,0.376027897811
2024.01.03 18:10:00,0,0,0,0.29900409609
2024.01.03 18:15:00,0,0,0,0.144853640434
2024.01.03 18:20:00,0,0,0,0.203763587049
2024.01.03 18:25:00,0,0,0,0.11759627295
2024.01.03 18:30:00,0,0,0,0.179460802311
2024.01.03 18:35:00,0,0,0,0.108812882829
2024.01.03 18:40:00,0,0,0,0.473233292491
2024.01.03 18:45:00,0,0,0,0.241207167288
2024.01.03 18:50:00,0,0,0,0.107098409949
2024.01.03 18:55:00,0,0,0,0.17760668353
2024.01.03 19:00:00,0,0,0,0.280810404694
2024.01.03 19:05:00,0,0,0,0.309747354472
2024.01.03 19:10:00,0,0,0,0.370690236154
2024.01.03 19:15:00,0,0,0,0.114700509362
2024.01.03 19:20:00,0,0,0,0.231206578899
2024.01.03 19:25:00,0,0,0,0.341367272865
2024.01.03 19:30:00,0,0,0,0.593445257018
2024.01.03 19:35:00,0,0,0,0.147630408485
2024.01.03 19:40:00,0,0,0,0.113659296382
2024.01.03 19:45:00,0,0,0,0.138920881064
2024.01.03 19:50:00,0,0,0,0.158657345512
2024.01.03 19:55:00,0,0,0,0.0608784229998
2024.01.03 20:00:00,0,0,0,0.619511474596
2024.01.03 20:05:00,0,0,0,0.20957066534
2024.01.03 20:15:00,0,0,0,0.0805863481931
2024.01.03 20:20:00,0,0,0,0.122350472369
2024.01.03 20:30:00,0,0,0,0.0781286316376
2024.01.03 20:35:00,0,0,0,0.32276466789
2024.01.03 20:40:00,0,0,0,0.333196795391
2024.01.03 20:45:00,0,0,0,0.3470657405
2024.01.03 20:55:00,0,0,0,0.219524591488
2024.01.03 21:00:00,0,0,0,0.217932267475
2024.01.03 21:05:00,0,0,0,0.913418565689
2024.01.03 21:10:00,0,0,0,0.827759395605
2024.01.03 21:15:00,0,0,0,0.63807411225
2024.01.03 21:20:00,0,0,0,0.518388641972
2024.01.03 21:25:00,0,0,0,0.24130817144
2024.01.03 21:30:00,0,1,0,1
2024.01.03 21:35:00,0,0,0,0.346769780947
2024.01.03 21:40:00,0,0,0,0.255941972327
2024.01.03 21:45:00,0,0,0,0.548978783968
2024.01.03 21:50:00,-1,0,0,0.55663933449
2024.01.03 22:00:00,0,0,0,0.260693238049
2024.01.04 16:40:00,0,0,0,0.282014747872
2024.01.04 16:45:00,0,1,0,0.351118754078
2024.01.04 16:50:00,0,0,0,0.564606404183
2024.01.04 16:55:00,0,1,0,0.794898814543
2024.01.04 17:00:00,0,1,0,0.746980621806
2024.01.04 17:05:00,0,0,0,0.95070574681
2024.01.04 17:10:00,0,1,0,0.528802426718
2024.01.04 17:15:00,0,1,0,0.304812024453
2024.01.04 17:20:00,0,1,0,0.296263996353
2024.01.04 17:25:00,1,0,0,0.227106091807
2024.01.04 17:30:00,0,0,0,0.230869863311
2024.01.04 17:35:00,0,0,0,0.206358757077
2024.01.04 17:40:00,0,0,0,0.122114226354
2024.01.04 17:45:00,0,0,0,0.293387363828
2024.01.04 17:50:00,0,0,0,0.328707761961
2024.01.04 17:55:00,0,0,0,0.146353667398
2024.01.04 18:00:00,0,0,0,0.35401015933
2024.01.04 18:05:00,0,0,0,0.315465801084
2024.01.04 18:15:00,0,0,0,0.642366771479
2024.01.04 18:35:00,0,0,0,0.389681940265
2024.01.04 18:40:00,0,0,0,0.176592729186
2024.01.04 18:45:00,0,0,0,0.224928895485
2024.01.04 18:50:00,0,0,0,0.36041217646
2024.01.04 18:55:00,0,0,0,0.712887187001
2024.01.04 19:00:00,0,0,0,0.12950712685
2024.01.04 19:05:00,0,0,0,0.284562248246
2024.01.04 19:15:00,0,0,0,0.268607819988
2024.01.04 19:20:00,0,0,0,0.221386688825
2024.01.04 19:25:00,0,0,0,0.109146517956
2024.01.04 19:30:00,0,0,0,0.350775545273
2024.01.04 19:35:00,0,0,0,0.420104451134
2024.01.04 19:40:00,0,0,0,0.363313154262
2024.01.04 19:45:00,0,0,0,0.581641580124
2024.01.04 19:50:00,0,0,0,0.284270257322
2024.01.04 19:55:00,0,0,0,0.524429415291
2024.01.04 20:00:00,0,0,0,0.1413802796
2024.01.04 20:05:00,0,0,0,0.232421252998
2024.01.04 20:10:00,0,0,0,0.0982439971607
2024.01.04 20:15:00,0,0,0,0.14768553324
2024.01.04 20:20:00,0,0,0,0.167333587503
2024.01.04 20:25:00,0,0,0,0.255108237223
2024.01.04 20:30:00,0,0,0,0.296172906517
2024.01.04 20:40:00,0,0,0,0.187358033199
2024.01.04 20:45:00,0,0,0,0.219460698598
2024.01.04 20:50:00,0,0,0,0.136531251249
2024.01.04 20:55:00,0,0,0,0.425698806713
2024.01.04 21:00:00,0,0,0,0.182594523483
2024.01.04 21:05:00,0,0,0,0.371822939894
2024.01.04 21:10:00,0,0,0,0.125052720624
2024.01.04 21:15:00,0,0,0,0.212866559873
2024.01.04 21:20:00,0,0,0,0.33913297344
2024.01.04 21:25:00,0,0,0,0.269294820506
2024.01.04 21:30:00,0,0,0,0.209536781902
2024.01.04 21:35:00,0,0,0,0.269497043399
2024.01.04 21:40:00,0,0,0,0.145327254455
2024.01.04 21:45:00,0,0,0,0.300838023795
2024.01.04 21:50:00,0,0,0,0.420817028078
2024.01.04 21:55:00,0,0,0,0.459633757512
2024.01.04 22:00:00,0,0,0,0.275138541132
2024.01.05 16:40:00,0,1,0,0.648627930294
2024.01.05 16:45:00,0,0,0,0.211598880443
2024.01.05 16:50:00,0,1,0,0.485841474118
2024.01.05 16:55:00,0,1,0,0.118980580379
2024.01.05 17:00:00,0,1,0,0.538379360652
2024.01.05 17:05:00,0,1,0,1
2024.01.05 17:10:00,0,1,0,0.206922645334
2024.01.05 17:15:00,0,1,0,0.302424129074
2024.01.05 17:20:00,0,0,0,0.502866327984
2024.01.05 17:25:00,1,1,0,0.318033965841
2024.01.05 17:30:00,0,0,0,0.174488447713
2024.01.05 17:35:00,0,0,0,0.473894359342
2024.01.05 17:40:00,0,0,0,0.222114671174
2024.01.05 17:45:00,0,0,0,0.156933147547
2024.01.05 17:50:00,0,0,0,0.237113166612
2024.01.05 17:55:00,-1,0,0,0.222730602895
2024.01.05 18:10:00,0,0,0,0.166764214639
2024.01.05 18:15:00,0,0,0,0.208362969765
2024.01.05 18:20:00,0,0,0,0.801018790747
2024.01.05 18:25:00,0,0,0,0.260601107291
2024.01.05 18:30:00,0,1,0,0.382981063998
2024.01.05 18:35:00,0,0,0,0.200912387555
2024.01.05 18:40:00,0,0,0,0.150183935729
2024.01.05 18:45:00,0,1,0,0.497905130669
2024.01.05 18:50:00,0,1,0,0.254492565345
2024.01.05 18:55:00,0,0,0,0.579814826014
2024.01.05 19:00:00,0,0,0,0.148915824738
2024.01.05 19:05:00,0,0,0,0.259269018665
2024.01.05 19:10:00,0,2,0,0.959720205228
2024.01.05 19:15:00,-1,2,1,0.393811847912
2024.01.05 19:20:00,0,1,0,0.15375708572
2024.01.05 19:25:00,0,0,0,0.159899577087
2024.01.05 19:30:00,0,0,0,0.194800356215
2024.01.05 19:35:00,0,0,0,0.152322641899
2024.01.05 19:40:00,0,0,0,0.477054978185
2024.01.05 19:45:00,0,0,0,0.336498609694
2024.01.05 19:50:00,0,0,0,0.35621701747
2024.01.05 19:55:00,0,0,0,0.364080522444
2024.01.05 20:00:00,0,0,0,0.136722031845
2024.01.05 20:05:00,0,0,0,0.575957101141
2024.01.05 20:10:00,0,0,0,0.273264347741
2024.01.05 20:15:00,0,0,0,0.386787375078
2024.01.05 20:20:00,0,0,0,0.215651335446
2024.01.05 20:25:00,0,0,0,0.419707850051
2024.01.05 20:30:00,0,0,0,0.630119686479
2024.01.05 20:35:00,0,0,0,0.379029118838
2024.01.05 20:40:00,0,0,0,0.424154832433
2024.01.05 20:45:00,0,0,0,0.268169476104
2024.01.05 20:50:00,0,0,0,0.1578629193
2024.01.05 20:55:00,0,0,0,0.119572722226
2024.01.05 21:00:00,0,0,0,0.306203603693
2024.01.05 21:05:00,0,0,0,0.195244916683
2024.01.05 21:10:00,0,0,0,0.16321279562
2024.01.05 21:15:00,0,0,0,0.217554735903
2024.01.05 21:20:00,0,0,0,0.665679181899
2024.01.05 21:25:00,0,0,0,0.244363386004
2024.01.05 21:30:00,0,0,0,0.202728194557
2024.01.05 21:40:00,0,0,0,0.31239119304
2024.01.05 21:45:00,0,0,0,0.340110900116
2024.01.05 21:50:00,0,0,0,0.389285369177
2024.01.05 21:55:00,0,0,0,0.6905148576
2024.01.05 22:00:00,0,0,0,0.116003443219
2024.01.08 16:45:00,0,1,0,0.249128534196
2024.01.08 16:50:00,0,0,0,0.181120579444
2024.01.08 16:55:00,0,0,0,0.310770922057
2024.01.08 17:00:00,0,2,0,0.978508337452
2024.01.08 17:05:00,0,2,0,0.347674090174
2024.01.08 17:10:00,0,0,0,0.232705883358
2024.01.08 17:15:00,0,0,0,0.475778571115
2024.01.08 17:20:00,1,0,0,0.389491566553
2024.01.08 17:25:00,0,0,0,0.426499431557
2024.01.08 17:30:00,0,0,0,0.224864669516
2024.01.08 17:35:00,0,0,0,0.282143232582
2024.01.08 17:40:00,0,0,0,0.3575988398
2024.01.08 17:45:00,0,0,0,0.184526344844
2024.01.08 17:55:00,0,0,0,0.357992848375
2024.01.08 18:10:00,0,0,0,0.188672314053
2024.01.08 18:15:00,0,0,0,0.292391166731
2024.01.08 18:25:00,0,0,0,0.25463863306
2024.01.08 18:40:00,0,0,0,0.118573784226
2024.01.08 18:50:00,0,0,0,0.15024985401
2024.01.08 19:05:00,0,0,0,0.262079399645
2024.01.08 19:20:00,0,0,0,0.0978063880469
2024.01.08 19:25:00,0,0,0,0.44095603517
2024.01.08 19:45:00,0,0,0,0.0910134879844
2024.01.08 20:00:00,0,0,0,0.104895323291
2024.01.08 20:05:00,0,0,0,0.360123628437
2024.01.08 20:15:00,0,0,0,0.147848329645
2024.01.08 20:35:00,0,0,0,0.0723826894119
2024.01.08 21:00:00,0,0,0,0.362018155615
2024.01.08 21:05:00,0,0,0,0.259330068397
2024.01.08 21:15:00,0,0,0,0.437082910605
2024.01.08 21:25:00,0,0,0,0.205583516572
2024.01.08 21:55:00,0,0,0,0.127383847259
2024.01.08 22:00:00,0,0,0,0.248190459924
2024.01.09 16:40:00,0,0,0,0.690074681644
2024.01.09 16:45:00,0,0,0,0.449869664966
2024.01.09 16:50:00,0,0,0,0.200484701257
2024.01.09 16:55:00,0,0,0,0.171928611653
2024.01.09 17:00:00,0,0,0,0.788847772504
2024.01.09 17:05:00,0,0,0,0.406080423905
2024.01.09 17:10:00,1,0,0,0.77360883331
2024.01.09 17:15:00,0,0,0,0.294440476635
