bar_time_server,stage56_context_et_event_signal,stage258_source_feature_rank_bucket,stage258_source_feature_gate_short_tight_control,stage267n_abl_price_return_range_score
2024.01.09 17:20:00,0,0,0,0.182709349356
2024.01.09 17:30:00,0,1,0,0.496612255975
2024.01.09 17:35:00,0,0,0,0.156214972049
2024.01.09 17:40:00,0,0,0,0.411227841692
2024.01.09 17:45:00,0,0,0,0.12765988632
2024.01.09 17:50:00,0,0,0,0.120682442378
2024.01.09 18:00:00,0,0,0,0.217892813895
2024.01.09 18:05:00,0,0,0,0.564758965511
2024.01.09 18:10:00,0,0,0,0.171072682758
2024.01.09 18:15:00,0,0,0,0.151889653604
2024.01.09 18:20:00,0,0,0,0.371519613603
2024.01.09 18:25:00,0,0,0,0.230838436868
2024.01.09 18:35:00,0,0,0,0.110987163233
2024.01.09 18:40:00,0,0,0,0.118891658843
2024.01.09 18:45:00,0,0,0,0.134736818097
2024.01.09 18:55:00,0,0,0,0.631716880988
2024.01.09 19:05:00,0,0,0,0.378399049996
2024.01.09 19:10:00,0,0,0,0.399320803365
2024.01.09 19:20:00,0,0,0,0.383824423219
2024.01.09 19:25:00,0,0,0,0.123825687947
2024.01.09 19:30:00,0,0,0,0.071270031746
2024.01.09 19:35:00,0,0,0,0.376538030596
2024.01.09 19:45:00,0,0,0,0.267459743691
2024.01.09 19:50:00,0,0,0,0.2093591235
2024.01.09 19:55:00,0,0,0,0.460306060159
2024.01.09 20:00:00,0,0,0,0.106653481166
2024.01.09 20:05:00,0,0,0,0.584640222085
2024.01.09 20:10:00,0,0,0,0.799012526459
2024.01.09 20:15:00,0,0,0,0.34615737107
2024.01.09 20:20:00,0,0,0,0.168665735862
2024.01.09 20:25:00,0,0,0,0.356960431159
2024.01.09 20:35:00,0,0,0,0.714451902529
2024.01.09 20:40:00,0,0,0,0.340136584251
2024.01.09 20:50:00,0,0,0,0.60123355552
2024.01.09 20:55:00,0,0,0,0.596238055009
2024.01.09 21:15:00,0,0,0,0.577787961956
2024.01.09 21:25:00,0,0,0,0.145803049932
2024.01.09 21:30:00,0,0,0,0.27931895998
2024.01.09 21:35:00,0,0,0,0.4054805909
2024.01.09 21:45:00,0,0,0,0.197033669321
2024.01.09 21:50:00,0,0,0,0.413823483451
2024.01.09 21:55:00,0,0,0,0.11020227766
2024.01.09 22:00:00,0,0,0,0.139211956834
2024.01.10 16:40:00,0,1,0,0.324735891262
2024.01.10 16:45:00,-1,0,0,0.411851243514
2024.01.10 16:50:00,0,0,0,0.352329975371
2024.01.10 16:55:00,0,0,0,0.807817579181
2024.01.10 17:00:00,0,0,0,0.539590749267
2024.01.10 17:05:00,0,0,0,0.735656072778
2024.01.10 17:10:00,0,0,0,0.434809242766
2024.01.10 17:15:00,0,0,0,0.601238664471
2024.01.10 17:20:00,0,0,0,0.141389691064
2024.01.10 17:30:00,0,0,0,0.495709251023
2024.01.10 17:50:00,0,0,0,0.117055943449
2024.01.10 18:15:00,0,0,0,0.639888341965
2024.01.10 18:20:00,0,0,0,0.103810495409
2024.01.10 18:25:00,0,0,0,0.0804619423066
2024.01.10 18:35:00,0,0,0,0.193930620187
2024.01.10 18:55:00,0,0,0,0.2012299371
2024.01.10 19:00:00,0,0,0,0.269126245255
2024.01.10 19:05:00,0,0,0,0.202997853877
2024.01.10 19:20:00,0,0,0,0.109465052666
2024.01.10 19:30:00,0,0,0,0.0749680472885
2024.01.10 20:00:00,0,0,0,0.253661081644
2024.01.10 20:05:00,0,0,0,0.657475839133
2024.01.10 20:10:00,0,0,0,0.701207233536
2024.01.10 20:15:00,0,0,0,0.289007522349
2024.01.10 20:25:00,0,0,0,0.120427741087
2024.01.10 20:30:00,0,0,0,0.221044443163
2024.01.10 20:40:00,0,0,0,0.207008243837
2024.01.10 20:50:00,0,0,0,0.116609782372
2024.01.10 20:55:00,0,0,0,0.175305516161
2024.01.10 21:10:00,0,0,0,0.0661818971011
2024.01.10 21:15:00,0,0,0,0.529499969732
2024.01.10 21:20:00,0,0,0,0.261363581525
2024.01.10 21:25:00,0,0,0,0.149178166215
2024.01.10 21:30:00,0,0,0,0.302989484128
2024.01.10 21:35:00,0,0,0,0.0876610670617
2024.01.10 21:40:00,0,0,0,0.191437945497
2024.01.10 21:45:00,0,0,0,0.168294940434
2024.01.10 21:50:00,0,0,0,0.133318700594
2024.01.10 21:55:00,0,0,0,0.477842007776
2024.01.11 16:40:00,0,0,0,0.319412890006
2024.01.11 16:45:00,0,0,0,0.643576856641
2024.01.11 16:50:00,0,0,0,0.855336507332
2024.01.11 16:55:00,0,0,0,0.188949335675
2024.01.11 17:00:00,0,0,0,0.310025711657
2024.01.11 17:05:00,0,1,0,1
2024.01.11 17:10:00,0,1,0,0.897504244136
2024.01.11 17:15:00,0,2,0,0.253551035574
2024.01.11 17:20:00,0,0,0,0.966590891685
2024.01.11 17:25:00,0,0,0,0.195124046173
2024.01.11 17:30:00,0,0,0,0.31763315591
2024.01.11 17:35:00,0,1,0,0.65367958151
2024.01.11 17:40:00,0,0,0,0.671999011735
2024.01.11 17:45:00,0,0,0,0.154690934492
2024.01.11 17:50:00,-1,1,0,0.582290591949
2024.01.11 17:55:00,0,1,0,0.603395383018
2024.01.11 18:00:00,0,1,0,0.349491460033
2024.01.11 18:05:00,0,1,0,0.253715166436
2024.01.11 18:10:00,0,0,0,0.275390503262
2024.01.11 18:15:00,0,0,0,0.88593488871
2024.01.11 18:20:00,0,0,0,0.338990580245
2024.01.11 18:25:00,0,0,0,0.284311139286
2024.01.11 18:30:00,0,0,0,0.196840840826
2024.01.11 18:40:00,0,0,0,0.310125075125
2024.01.11 18:45:00,0,0,0,0.263149881464
2024.01.11 18:50:00,0,0,0,0.933722754244
2024.01.11 18:55:00,0,0,0,0.743700468332
2024.01.11 19:00:00,0,0,0,0.147638162642
2024.01.11 19:05:00,0,0,0,0.532353508517
2024.01.11 19:10:00,0,0,0,0.303105551461
2024.01.11 19:15:00,0,0,0,0.306140089019
2024.01.11 19:20:00,0,0,0,0.309552117714
2024.01.11 19:25:00,0,0,0,0.245712146634
2024.01.11 19:30:00,0,0,0,0.43647814004
2024.01.11 19:35:00,0,0,0,0.271271154598
2024.01.11 19:40:00,0,0,0,0.256767700464
2024.01.11 19:45:00,0,0,0,0.679778155833
2024.01.11 19:50:00,0,0,0,0.176910174743
2024.01.11 19:55:00,0,0,0,0.346765374555
2024.01.11 20:00:00,0,0,0,0.347370602835
2024.01.11 20:05:00,0,0,0,0.699815944622
2024.01.11 20:10:00,0,0,0,0.238709026722
2024.01.11 20:15:00,0,0,0,0.386316699878
2024.01.11 20:20:00,0,0,0,0.148520631124
2024.01.11 20:25:00,0,0,0,0.19811006935
2024.01.11 20:30:00,0,0,0,0.301009453976
2024.01.11 20:35:00,0,0,0,0.150054085463
2024.01.11 20:40:00,0,0,0,0.183138920001
2024.01.11 20:55:00,0,0,0,0.424882418286
2024.01.11 21:00:00,0,0,0,0.604358946047
2024.01.11 21:10:00,0,0,0,0.602390488632
2024.01.11 21:30:00,0,0,0,0.578284098459
2024.01.11 21:35:00,0,0,0,0.195617567158
2024.01.11 21:40:00,0,0,0,0.120598583498
2024.01.11 21:55:00,0,0,0,0.238954005304
2024.01.11 22:00:00,0,0,0,0.25090176388
2024.01.12 16:40:00,0,0,0,0.474707838194
2024.01.12 16:55:00,0,0,0,0.366226062728
2024.01.12 17:00:00,-1,2,0,0.935052760628
2024.01.12 17:05:00,0,0,0,0.74411522341
2024.01.12 17:10:00,1,0,0,0.827914951557
2024.01.12 17:15:00,0,0,0,0.781963758107
2024.01.12 17:20:00,0,0,0,0.657952871121
2024.01.12 17:25:00,0,0,0,0.601181857396
2024.01.12 17:30:00,0,0,0,0.200997447712
2024.01.12 17:35:00,0,0,0,0.357811855759
2024.01.12 17:40:00,0,0,0,0.537382876625
2024.01.12 17:45:00,0,1,0,0.468195709685
2024.01.12 17:50:00,-1,0,0,0.833269143323
2024.01.12 17:55:00,0,0,0,0.354921740158
2024.01.12 18:00:00,0,0,0,0.608838609258
2024.01.12 18:05:00,0,1,0,0.289990660707
2024.01.12 18:10:00,0,1,0,0.655257941857
2024.01.12 18:15:00,0,0,0,0.173848561293
2024.01.12 18:20:00,0,0,0,0.178336339665
2024.01.12 18:25:00,0,0,0,0.173829700448
2024.01.12 18:30:00,0,0,0,0.163156166852
2024.01.12 18:35:00,0,0,0,0.142102785873
2024.01.12 18:40:00,1,0,0,0.838080950726
2024.01.12 18:45:00,0,0,0,0.12269568968
2024.01.12 18:50:00,0,0,0,0.153186088855
2024.01.12 18:55:00,0,0,0,0.204753826499
2024.01.12 19:05:00,0,0,0,0.184456093954
2024.01.12 19:10:00,0,0,0,0.308931716108
2024.01.12 19:15:00,0,0,0,0.300933302497
2024.01.12 19:20:00,0,0,0,0.338104569062
2024.01.12 19:25:00,0,0,0,0.268007091954
2024.01.12 19:30:00,0,0,0,0.147910551185
2024.01.12 19:35:00,0,0,0,0.165289424984
2024.01.12 19:40:00,0,0,0,0.288287887282
2024.01.12 19:45:00,0,0,0,0.233138482979
2024.01.12 19:50:00,0,0,0,0.325774118749
2024.01.12 19:55:00,0,0,0,0.727355342115
2024.01.12 20:00:00,0,0,0,0.271826111566
2024.01.12 20:05:00,0,0,0,0.25805622769
2024.01.12 20:10:00,0,0,0,0.215659977048
2024.01.12 20:25:00,0,0,0,0.146364480583
2024.01.12 20:30:00,0,0,0,0.140982343299
2024.01.12 20:35:00,0,0,0,0.0763538588706
2024.01.12 20:40:00,0,0,0,0.0928588541632
2024.01.12 20:55:00,0,0,0,0.135405288298
2024.01.12 21:25:00,0,0,0,0.478012963051
2024.01.12 21:35:00,0,0,0,0.636457929607
2024.01.12 21:40:00,0,0,0,0.273841624882
2024.01.12 21:45:00,0,0,0,0.186189505573
2024.01.12 21:50:00,0,0,0,0.128243126778
2024.01.12 21:55:00,0,0,0,0.144506895782
2024.01.16 16:40:00,-1,1,1,0.564247923286
2024.01.16 16:45:00,0,1,0,0.922389443773
2024.01.16 16:50:00,0,1,0,0.238615499735
2024.01.16 16:55:00,0,1,0,0.367529276308
2024.01.16 17:00:00,0,0,0,0.814608215647
2024.01.16 17:05:00,0,0,0,0.518189352735
2024.01.16 17:10:00,1,0,0,0.657342485128
2024.01.16 17:15:00,0,1,0,0.478380438247
2024.01.16 17:20:00,0,1,0,0.609805888174
2024.01.16 17:25:00,0,0,0,0.806194625633
2024.01.16 17:30:00,0,1,0,0.279010655479
2024.01.16 17:35:00,0,1,0,0.253602010336
2024.01.16 17:40:00,0,1,0,0.326771547453
2024.01.16 17:45:00,0,1,0,0.392979447675
2024.01.16 17:50:00,0,0,0,0.330536895665
2024.01.16 17:55:00,0,0,0,0.141901329818
2024.01.16 18:05:00,-1,1,1,1
2024.01.16 18:10:00,0,0,0,0.275191863941
2024.01.16 18:15:00,0,0,0,0.369266359822
2024.01.16 18:20:00,0,0,0,0.484817007749
2024.01.16 18:25:00,0,0,0,0.603078292522
2024.01.16 18:30:00,0,0,0,0.510472786165
2024.01.16 18:35:00,0,0,0,0.418075317561
2024.01.16 18:40:00,0,0,0,0.549566187954
2024.01.16 18:45:00,0,0,0,0.298131552217
2024.01.16 18:50:00,0,0,0,0.363257205329
2024.01.16 18:55:00,0,0,0,0.564749130174
2024.01.16 19:00:00,0,1,0,0.267686873882
2024.01.16 19:05:00,0,1,0,0.508349385649
2024.01.16 19:10:00,0,1,0,0.294226435082
2024.01.16 19:15:00,-1,1,1,0.363833623223
2024.01.16 19:20:00,0,0,0,0.138915119589
2024.01.16 19:25:00,0,0,0,0.262376544559
2024.01.16 19:30:00,0,0,0,0.551295073313
2024.01.16 19:35:00,0,0,0,0.15487387697
2024.01.16 19:40:00,0,0,0,0.413243759396
2024.01.16 19:45:00,0,0,0,0.314678249268
2024.01.16 19:50:00,0,0,0,0.268363527295
2024.01.16 19:55:00,0,0,0,0.206915022367
2024.01.16 20:00:00,0,0,0,0.266122674687
2024.01.16 20:05:00,0,0,0,0.297329296179
2024.01.16 20:15:00,0,0,0,0.322300255798
2024.01.16 20:20:00,0,0,0,0.672455425718
2024.01.16 20:25:00,0,0,0,0.38795963041
2024.01.16 20:30:00,0,0,0,0.462060560566
2024.01.16 20:40:00,0,0,0,0.653571356359
2024.01.16 20:45:00,0,0,0,0.16493677686
2024.01.16 20:55:00,0,0,0,0.47440133015
2024.01.16 21:05:00,0,0,0,0.23995880255
2024.01.16 21:10:00,0,0,0,0.173181802519
2024.01.16 21:15:00,0,0,0,0.359937782751
2024.01.16 21:20:00,0,0,0,0.4512889168
2024.01.16 21:25:00,0,0,0,0.542138722625
2024.01.16 21:30:00,0,0,0,0.314523590381
2024.01.16 21:35:00,0,0,0,0.282448990259
2024.01.16 21:50:00,0,0,0,0.498280220818
2024.01.17 16:40:00,-1,3,0,0.327680611248
2024.01.17 16:45:00,0,3,0,0.791960145998
2024.01.17 16:50:00,0,3,0,0.281435130827
2024.01.17 16:55:00,0,3,0,0.319450565644
2024.01.17 17:00:00,0,2,0,0.24150096277
2024.01.17 17:05:00,0,1,0,0.707488441218
