attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,test_id,tier,attempt_role,set_path,set_sha256,ini_path,ini_sha256,execution_status
run267w_19_s264_aia_rep_volatility_atr_rt_2024,run267W_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_19_s264_aia_rep_volatility_atr_rt_2024.set,7afb715eca65d6e4fd22ce6edd38bdd2599202eb2b2b7fea9d19800c324123d1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_19_s264_aia_rep_volatility_atr_rt_2024.ini,802a159eca913ea473f1a459666c877cb58c54b7c1eee6aa182798553980c7d2,not_executed
run267w_20_s258_stc_abl_price_return_range_ta_2024,run267W_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_20_s258_stc_abl_price_return_range_ta_2024.set,cfeab3f18fdf19d351adf76df950657334add49ae5fcfd90018bd21ec8b670ad,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_20_s258_stc_abl_price_return_range_ta_2024.ini,4065a9fb7329c3f67aabb1a676a7987e19ece1acccba102ec0fc747d04bcd4cf,not_executed
run267w_20_s258_stc_abl_price_return_range_rt_2024,run267W_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_20_s258_stc_abl_price_return_range_rt_2024.set,58578307f6a0da577d26d76348320734e3aadd05775a7622550ed5d87db57f9d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_20_s258_stc_abl_price_return_range_rt_2024.ini,4678fda95571406239d05b7a55d60b2c9c5dbf1bdbddcea3cb40569abad93fd0,not_executed
run267w_21_s258_stc_abl_volatility_bandwidth_ta_2024,run267W_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_21_s258_stc_abl_volatility_bandwidth_ta_2024.set,995a76b0fae657f1c546b8c46ecbcff9f4f63031855641848d7b98a5c117c57c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_21_s258_stc_abl_volatility_bandwidth_ta_2024.ini,a4fc87374de3e73051c4ea948563de3871ef42038f0b74cbb271ddcbfa74b797,not_executed
run267w_21_s258_stc_abl_volatility_bandwidth_rt_2024,run267W_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_21_s258_stc_abl_volatility_bandwidth_rt_2024.set,8a261f4771529662ee7b022f92db119740365a6b9a7de2cdb597824aaadee7ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_21_s258_stc_abl_volatility_bandwidth_rt_2024.ini,e1bff89c3c90552a0e7a37780621067a8ccde76fb25404cc82650c5508aaa318,not_executed
run267w_22_s258_stc_abl_trend_strength_direction_ta_2024,run267W_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_22_s258_stc_abl_trend_strength_direction_ta_2024.set,9b1a6c4013a1cd8355c802fb8fcb20245ddd02a27e282993588ad547b78f2931,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_22_s258_stc_abl_trend_strength_direction_ta_2024.ini,6a54abbc4aeb192290d0d0ba63e9f54b7ef75167b14fc341d1cd9f96253f75ae,not_executed
run267w_22_s258_stc_abl_trend_strength_direction_rt_2024,run267W_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_22_s258_stc_abl_trend_strength_direction_rt_2024.set,5c25cb4fcf129979dbcd8d3b40c0e064b934f173bca38509dc0fc8a4f608e1e4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_22_s258_stc_abl_trend_strength_direction_rt_2024.ini,aa2317a43ea7e82413a0caef430bd2ea45554a537e89b79098601c26929db6cf,not_executed
run267w_23_s258_stc_abl_session_timing_ta_2024,run267W_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_23_s258_stc_abl_session_timing_ta_2024.set,fc7e3c4e98ac108080889588ae07070410a0fe37a51295f22753f002f9b93f66,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_23_s258_stc_abl_session_timing_ta_2024.ini,f922912af8cac567be780f070efc155aae92fb3f1947d350f2a0249a71ec54b6,not_executed
run267w_23_s258_stc_abl_session_timing_rt_2024,run267W_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_23_s258_stc_abl_session_timing_rt_2024.set,1ab028b8ff6b9061fa936f960abafd560f3507a723f617eeeceadcc40553f659,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_23_s258_stc_abl_session_timing_rt_2024.ini,9afe4919e3274663e88159b46cde25f005fb83d87edc16f59a76991bc46bafe5,not_executed
run267w_24_s258_stc_rep_trend_strength_adx_ta_2024,run267W_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_24_s258_stc_rep_trend_strength_adx_ta_2024.set,147e1acadb374d91123e8dec30a12f354173911c5ae360c3cde45b57fd5e9edc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_24_s258_stc_rep_trend_strength_adx_ta_2024.ini,eec0361f0a5a9a10e6d3c7845c32ba2c63eb71b7f0f54d89c6f58de0c17317dd,not_executed
run267w_24_s258_stc_rep_trend_strength_adx_rt_2024,run267W_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_24_s258_stc_rep_trend_strength_adx_rt_2024.set,1fa7454351487e30e70cd7557b898f8a3ae95701dbbc72a759a6ecccf4b3b604,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_24_s258_stc_rep_trend_strength_adx_rt_2024.ini,0650b48a603d54b3715a2bdee21b849fa2aafa26759b7f1a0f44e1d11c16a275,not_executed
