queue_id,candidate_id,candidate_alias,test_id,shared_contract,feature_count,feature_order_hash,model_backend,model_materialization_type,short_threshold,long_threshold,min_margin,max_hold_bars,close_on_flat_signal,reverse_on_opposite_signal,close_only_on_opposite_signal,side_filter_status,side_filter_feature_index,known_difference,runtime_claim_boundary
run267W_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,abl_ma_trend,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,27,7ce446883c049f8de05b14cf7e84414f1d6df8b014fcd5e59112694bfc1b8f71,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,abl_trend_strength_direction,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,29,550d97afbf6b7ed679baa81e9364ec919f733cc224d6ad6e435931e5e71e116c,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,rep_trend_strength_adx,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,32,e8c788c3bb0ef37f39c7b9d3e3f963bbe80b877b2aa9d2dccc623b6ee1a6a320,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,rep_volatility_atr,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,32,96e663581264f20e6acc29f06f8d267a2af27e7ced4c3fa851d18e0c645ec725,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,abl_volatility_bandwidth,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,25,25771098b903afabca2f0245af6e04b4e1d08379572d081c583cc431001a0729,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,abl_trend_strength_direction,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,29,a8683f8b70e14d48e5a925daaf95e723800a7a708d2dfc078ffc150423e74997,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,abl_session_timing,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,29,5ff40f20228b5e9208098ae962c431c8f07efcd65da3df64e96e96df6e6f9025,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,rep_trend_strength_adx,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,32,3fa971741f7384c060223564505aa4e6fc5a87ace83bf50c8e82bc4f01fa4a2e,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,rep_volatility_atr,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,32,057a939561d360f5b6f80e7e505f4ded89da87cb4f89dec12bf23756e6199274,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,abl_price_return_range,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,25,93d4c35ee6b1f7382d4199fe81a9452ce77c3a4938fbf7b13ec22f5ebcc713f5,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,abl_volatility_bandwidth,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,25,e20165e6ca8df58b798291dfe80774499f7a2550597fbcbae4e8f1009f118ed5,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,abl_trend_strength_direction,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,29,a6bdf76bcc91065f60e380f755ba59771b8263b1b543d2bc369b48df714d8a40,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,abl_session_timing,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,29,cd452a0a6fdaaec0d8ba22d9953f11e23a8180087da9caba684893b04ddb8d51,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
run267W_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,rep_trend_strength_adx,US100 M5;2024 historical stress window;RuntimeProbeEA;true_internal_feature_order;supervised_EBM_score_table_csv;attempt set/ini identity,32,d2bbf9430fc7a98d780f3c4b76321df58d89e58dda79fcae753ec25fac4dd2ce,ebm_table,supervised_ebm_true_internal_ablation_main_effect_v1,0.54,0.52,0,3,false,true,false,enabled,2,score table is supervised retrain over true internal feature order; MT5 execution not yet run; no candidate selection,research_only_execution_pending_no_selected_candidate_no_onnx
