variant_id,objective_id,model_family,feature_count,threshold_source,strength_quantile,target_trades_per_day,strength_threshold,tier_gap_penalty,mfe_weight,mae_weight,both_touch_weight,density_score_weight,view,split,selected_strength_mean,selected_margin_mean,realized_utility_sum,realized_utility_mean,realized_utility_min,rows,days,trade_count,trades_per_day,net_proxy,gross_profit,gross_loss,proxy_pf,win_rate,avg_win,avg_loss,payoff_ratio,expectancy,max_drawdown,recovery_factor,time_under_water_bars,max_consecutive_loss,long_count,short_count,side_min_share,avg_cost_penalty,regime_coverage_count,cost_high_trade_share,random_net_proxy_mean,random_proxy_pf_mean,random_max_drawdown_mean
v02_hard_tier_gap_minimax,hard_tier_gap_minimax,extra_trees_utility,58,train_quantile,0.85,,-0.0010746118,1.0,0.35,0.75,0.25,0.0,tier_b_separate,train,-0.00092166,0.00072565,0.46868955,0.00021709,-0.01868069,8963,555,2159,3.89009,1.48236399,2.89016663,1.40780264,2.052963,0.584993,0.00228833,-0.00157121,1.456417,0.0006866,0.06345968,23.359148,1706,18,1769,390,0.180639,0.00020483,37,0.031496,0.4062535,1.200847,0.14964677
v02_hard_tier_gap_minimax,hard_tier_gap_minimax,extra_trees_utility,58,train_quantile,0.85,,-0.0010746118,1.0,0.35,0.75,0.25,0.0,tier_b_separate,validation,-0.00094136,0.0006806,-0.66633507,-0.00104441,-0.02689253,2361,148,638,4.310811,-0.16522281,0.39114945,0.55637226,0.703035,0.405956,0.00151023,-0.001468,1.028766,-0.00025897,0.17664523,-0.935337,635,27,507,131,0.205329,0.00019046,27,0.017241,-0.20576513,0.651049,0.2122458
v02_hard_tier_gap_minimax,hard_tier_gap_minimax,extra_trees_utility,58,train_quantile,0.85,,-0.0010746118,1.0,0.35,0.75,0.25,0.0,tier_b_separate,oos,-0.00089716,0.00101731,-0.24874459,-0.00090125,-0.01370796,1058,120,276,2.3,-0.0169824,0.23913957,0.25612197,0.933694,0.48913,0.0017714,-0.00181647,0.975192,-6.153e-05,0.07800052,-0.217722,257,15,153,123,0.445652,0.00019042,22,0.01087,-0.02920351,0.890411,0.09598415
v02_hard_tier_gap_minimax,hard_tier_gap_minimax,extra_trees_utility,58,train_quantile,0.85,,-0.0010746118,1.0,0.35,0.75,0.25,0.0,tier_ab_combined,train,-0.00089599,0.00112422,4.8441153,0.00084584,-0.032342,38180,579,5727,9.891192,6.94833231,10.63596333,3.68763102,2.884227,0.621093,0.00299015,-0.00169937,1.759565,0.00121326,0.07572758,91.754315,3937,21,4408,1319,0.230313,0.00023662,48,0.147023,1.84156888,1.283445,0.207866
v02_hard_tier_gap_minimax,hard_tier_gap_minimax,extra_trees_utility,58,train_quantile,0.85,,-0.0010746118,1.0,0.35,0.75,0.25,0.0,tier_ab_combined,validation,-0.00083774,0.00154261,-3.68838801,-0.00218119,-0.0737547,12198,185,1691,9.140541,-1.11841892,1.577942,2.69636092,0.585212,0.403903,0.00231031,-0.00267496,0.86368,-0.00066139,1.13060018,-0.989226,1682,33,1332,359,0.2123,0.00026484,47,0.207569,-0.57035478,0.779249,0.59334828
v02_hard_tier_gap_minimax,hard_tier_gap_minimax,extra_trees_utility,58,train_quantile,0.85,,-0.0010746118,1.0,0.35,0.75,0.25,0.0,tier_ab_combined,oos,-0.00091775,0.0010661,-1.09765807,-0.00106259,-0.02538367,8634,131,1033,7.885496,-0.19620904,0.76996688,0.96617592,0.796922,0.471442,0.00158104,-0.00176955,0.893469,-0.00018994,0.38732015,-0.506581,946,22,737,296,0.286544,0.00021449,40,0.148112,-0.25712375,0.816639,0.3313188
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_a_separate,train,-0.0013552,0.00180492,-6.26589481,-0.00185217,-0.02817054,29217,573,3383,5.904014,-0.02825577,3.06439167,3.09264744,0.990864,0.460242,0.00196814,-0.00169367,1.162053,-8.35e-06,0.52856381,-0.053458,3201,28,1443,1940,0.426544,0.00022364,37,0.089565,-0.09303223,0.981083,0.40830366
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_a_separate,validation,-0.00130332,0.00188647,-3.96589062,-0.00192239,-0.03551998,9836,183,2063,11.273224,-0.49819442,1.34820667,1.84640109,0.730181,0.420746,0.00155323,-0.00154511,1.00526,-0.00024149,0.61906102,-0.804758,2039,26,478,1585,0.231701,0.0002201,36,0.082404,-0.96142613,0.729232,0.97948642
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_a_separate,oos,-0.00123636,0.00212192,-3.64453888,-0.00192527,-0.02670685,7575,131,1893,14.450382,-0.35893694,1.41113031,1.77006725,0.797218,0.427892,0.00174214,-0.00163441,1.065911,-0.00018961,0.59785686,-0.600373,1833,37,440,1453,0.232435,0.00021469,35,0.079239,-0.19760289,0.921695,0.32455128
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_b_separate,train,-0.00136122,0.00130445,-3.98764723,-0.00170121,-0.03208569,8963,555,2344,4.223423,-0.26458782,1.71729159,1.98187941,0.866497,0.458191,0.00159897,-0.00156053,1.024628,-0.00011288,0.37972297,-0.696792,2307,21,1198,1146,0.488908,0.00020482,32,0.038396,-0.46334893,0.831211,0.53528427
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_b_separate,validation,-0.0013738,0.00103788,-1.53261991,-0.0015623,-0.02234048,2361,148,981,6.628378,-0.22971076,0.42660232,0.65631308,0.649998,0.408767,0.00106385,-0.00113157,0.940147,-0.00023416,0.26014332,-0.883016,979,26,393,588,0.400612,0.00018994,19,0.001019,-0.1708913,0.79659,0.23967575
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_b_separate,oos,-0.00127626,0.0017498,-0.54025024,-0.00124769,-0.01356949,1058,120,433,3.608333,0.03191565,0.29690212,0.26498646,1.120443,0.468822,0.00146257,-0.00115212,1.269467,7.371e-05,0.05166498,0.617742,412,18,104,329,0.240185,0.00019646,27,0.027714,-0.03567583,0.912216,0.11494865
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_ab_combined,train,-0.00135765,0.00160008,-10.25354204,-0.00179039,-0.03208569,38180,579,5727,9.891192,-0.29284359,4.78168326,5.07452685,0.942291,0.459403,0.00181744,-0.00163906,1.108831,-5.113e-05,0.87787158,-0.333584,5531,33,2641,3086,0.461149,0.00021594,38,0.068622,-0.34358114,0.956139,0.65590137
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_ab_combined,validation,-0.00132602,0.001613,-5.49851054,-0.00180634,-0.03551998,12198,185,3044,16.454054,-0.72790518,1.77480898,2.50271417,0.709154,0.416886,0.00139859,-0.00140998,0.991921,-0.00023913,0.87920433,-0.827914,3018,42,871,2173,0.286137,0.00021038,36,0.056176,-1.20008291,0.742602,1.22864773
v03_downside_ambiguity_stress,downside_ambiguity_stress,ridge_utility,58,train_quantile,0.85,,-0.0017021493,0.5,0.25,1.15,0.5,0.0,tier_ab_combined,oos,-0.00124377,0.00205265,-4.18478912,-0.00179914,-0.02670685,8634,131,2326,17.755725,-0.32702129,1.70803242,2.03505371,0.839306,0.435512,0.00168611,-0.00154993,1.087866,-0.00014059,0.59421241,-0.550344,2256,40,544,1782,0.233878,0.0002113,37,0.069647,-0.20912693,0.929012,0.37625763
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_a_separate,train,-0.00068907,0.00137566,-3.22332186,-0.00095421,-0.0308092,29217,573,3378,5.895288,0.1338434,3.56796182,3.43411842,1.038975,0.462404,0.00228423,-0.00189103,1.207924,3.962e-05,0.38918097,0.34391,3207,30,1311,2067,0.388099,0.00023661,42,0.165779,-0.27353752,0.943852,0.54647254
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_a_separate,validation,-0.0006703,0.0014749,-1.64923002,-0.00102884,-0.03288033,9836,183,1603,8.759563,-0.27657546,1.22035859,1.49693405,0.815239,0.43481,0.00175087,-0.00165225,1.059693,-0.00017254,0.45836079,-0.603401,1572,21,271,1332,0.169058,0.00023244,37,0.130381,-0.71028782,0.743255,0.77449448
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_a_separate,oos,-0.00063559,0.00146557,-1.0820349,-0.00077123,-0.02488505,7575,131,1403,10.709924,0.02286534,1.20159422,1.17872888,1.019398,0.449751,0.00190427,-0.00152685,1.247188,1.63e-05,0.26473079,0.086372,1350,47,225,1178,0.160371,0.00021799,37,0.106914,-0.17864828,0.906604,0.30634063
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_b_separate,train,-0.00066941,0.00113879,-2.32657186,-0.00099045,-0.03325239,8963,555,2349,4.232432,-0.23676918,2.00819621,2.24496539,0.894533,0.473393,0.00180593,-0.00181485,0.995088,-0.0001008,0.28074968,-0.843346,2344,15,1135,1214,0.483184,0.00021282,35,0.068114,-0.435213,0.840727,0.56233973
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_b_separate,validation,-0.00072614,0.00086655,-0.73745765,-0.00095156,-0.01341022,2361,148,775,5.236486,-0.20032479,0.32487622,0.525201,0.618575,0.414194,0.00101208,-0.00115683,0.874869,-0.00025848,0.23507901,-0.852159,770,18,332,443,0.428387,0.00019097,19,0.003871,-0.2654135,0.640845,0.30308801
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_b_separate,oos,-0.00063898,0.00121023,-0.02351469,-6.624e-05,-0.01143299,1058,120,355,2.958333,0.14976378,0.3303949,0.18063112,1.829114,0.540845,0.00172081,-0.00110817,1.552842,0.00042187,0.02421016,6.18599,292,16,95,260,0.267606,0.00019555,23,0.016901,-0.00208242,1.004035,0.07339071
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_ab_combined,train,-0.00068101,0.00127851,-5.54989372,-0.00096908,-0.03325239,38180,579,5727,9.891192,-0.10292578,5.57615803,5.67908381,0.981876,0.466911,0.00208532,-0.00186017,1.121043,-1.797e-05,0.55665838,-0.184899,5593,38,2446,3281,0.4271,0.00022685,43,0.12572,-0.70914623,0.910849,0.94905673
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_ab_combined,validation,-0.0006885,0.00127663,-2.38668768,-0.00100365,-0.03288033,12198,185,2378,12.854054,-0.47690025,1.5452348,2.02213505,0.76416,0.428091,0.00151791,-0.00148686,1.020882,-0.00020055,0.65494952,-0.728148,2346,28,603,1775,0.253574,0.00021893,37,0.089151,-0.89686897,0.753339,0.95191366
v04_side_regime_utility_readout,side_regime_utility_readout,ridge_utility,25,train_quantile,0.85,,-0.0009425271,0.5,0.35,0.85,0.25,0.0,tier_ab_combined,oos,-0.00063642,0.00141351,-1.10756279,-0.00062965,-0.02488505,8634,131,1759,13.427481,0.17150658,1.53198912,1.36048254,1.126063,0.467879,0.00186147,-0.00145351,1.280674,9.75e-05,0.19311189,0.88812,1680,36,320,1439,0.181922,0.00021344,40,0.088687,-0.11458155,0.950059,0.30295902
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_a_separate,train,0.0925524,0.00132003,-5.02877798,-0.00153457,-0.04828518,29217,573,3277,5.719023,-0.34517819,5.12841742,5.47359561,0.936938,0.467196,0.00334972,-0.00313493,1.068513,-0.00010533,0.54214576,-0.636689,3260,17,1246,2031,0.380226,0.00037359,40,0.801648,-0.18578474,0.960617,0.40636982
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_a_separate,validation,0.09301397,0.00176443,-2.45529531,-0.00206501,-0.0737547,9836,183,1189,6.497268,-0.46350333,1.91431289,2.37781621,0.805072,0.430614,0.00373889,-0.00351228,1.064519,-0.00038983,0.51042025,-0.908082,1181,19,409,780,0.343987,0.00039356,38,0.752733,-0.55634799,0.727472,0.58247932
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_a_separate,oos,0.0927321,0.00167476,-1.0755989,-0.00133781,-0.04067984,7575,131,804,6.137405,0.01879102,1.36547516,1.34668414,1.013954,0.49005,0.00346567,-0.0032846,1.055129,2.337e-05,0.20748808,0.090564,795,13,258,546,0.320896,0.00038177,33,0.817164,-0.08475479,0.920759,0.16980424
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_b_separate,train,0.09301437,0.00142382,-0.70633031,-0.00091139,-0.0378928,8963,555,775,1.396396,0.11785852,1.23574604,1.11788752,1.10543,0.492903,0.00323494,-0.0028445,1.137261,0.00015208,0.1141096,1.032854,749,12,229,546,0.295484,0.00033889,38,0.605161,-0.14251491,0.843848,0.20068756
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_b_separate,validation,0.09072042,0.00122422,-0.08169264,-0.00064835,-0.01304411,2361,148,126,0.851351,0.03430972,0.15881816,0.12450845,1.275561,0.47619,0.00264697,-0.00188649,1.403118,0.0002723,0.03681972,0.93183,112,7,26,100,0.206349,0.00026672,30,0.261905,-0.03194737,0.742826,0.05025571
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_b_separate,oos,0.09352052,0.0017475,-0.1359715,-0.00206017,-0.01119427,1058,120,66,0.55,-0.05407435,0.03678521,0.09085956,0.404858,0.257576,0.00216384,-0.00185428,1.166943,-0.00081931,0.05819554,-0.929184,64,8,8,58,0.121212,0.0002736,26,0.378788,-0.00628334,0.935744,0.02724145
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_ab_combined,train,0.09263724,0.00134015,-5.74004722,-0.00141625,-0.04828518,38180,579,4053,7.0,-0.2299194,6.36416346,6.59408285,0.965132,0.471996,0.0033268,-0.00308135,1.079657,-5.673e-05,0.51739312,-0.44438,4021,19,1475,2578,0.363928,0.00036694,42,0.764125,-0.34392519,0.937962,0.56638936
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_ab_combined,validation,0.09279605,0.00171198,-2.54252427,-0.00193201,-0.0737547,12198,185,1316,7.113514,-0.43223042,2.07313105,2.50536147,0.827478,0.43465,0.00362435,-0.00336742,1.0763,-0.00032844,0.51917679,-0.83253,1306,12,435,881,0.330547,0.0003813,38,0.705167,-0.5692525,0.725932,0.59123845
v05_density_preserving_utility,density_preserving_utility,ridge_utility,58,train_target_trades_per_day,,7.0,0.0783589295,0.5,0.35,0.75,0.25,0.1,tier_ab_combined,oos,0.09279192,0.00168028,-1.2115704,-0.00139261,-0.04067984,8634,131,870,6.641221,-0.03528334,1.40226036,1.4375437,0.975456,0.472414,0.00341183,-0.0031319,1.089378,-4.056e-05,0.2104904,-0.167624,861,13,266,604,0.305747,0.00037356,37,0.783908,-0.05172536,0.955282,0.15603424
