timestamp,source_tier,route_role,label,future_log_return_12,regime_key,cost_bucket,variant_id,split,side,strength,pred_long_utility,pred_short_utility,actual_realized_utility
2025-01-06 20:35:00+00:00,Tier A,tier_a_primary,short,-0.003093673149123788,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0003434801639678926,-0.0024371839140790675,-0.0003434801639678926,0.003923051146755128
2025-01-06 20:40:00+00:00,Tier A,tier_a_primary,short,-0.00321648339740932,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0003801269602338325,-0.002289571742636735,-0.0003801269602338325,0.004304172468053425
2025-01-06 20:45:00+00:00,Tier A,tier_a_primary,short,-0.0019661919213831425,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,4.4352797552138154e-05,-0.0027417292092668044,4.4352797552138154e-05,0.002672629855362837
2025-01-06 20:50:00+00:00,Tier A,tier_a_primary,flat,-0.00031433909316547215,vol_low|cost_high|trend_high|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.00010286696786891117,-0.003048626921544617,-0.00010286696786891117,-0.0006763737995173498
2025-01-06 20:55:00+00:00,Tier A,tier_a_primary,short,-0.0019151006126776338,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.00033592042371580894,-0.0024152186041514734,-0.00033592042371580894,0.0023363684725877095
2025-01-06 21:00:00+00:00,Tier A,tier_a_primary,short,-0.0020931565668433905,vol_low|cost_high|trend_high|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,4.8386789954970666e-05,-0.0031206449392694137,4.8386789954970666e-05,0.0017207354232476003
2025-01-06 21:05:00+00:00,Tier A,tier_a_primary,flat,-5.82913780817762e-05,vol_low|cost_high|trend_high|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.00030531630804630453,-0.002686058108371847,-0.00030531630804630453,-0.0013350065753476
2025-01-06 21:10:00+00:00,Tier A,tier_a_primary,flat,-0.000699174590408802,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0003916227190544825,-0.002450118107736469,-0.0003916227190544825,0.00038757718511844776
2025-01-06 21:15:00+00:00,Tier A,tier_a_primary,flat,-0.0007866233354434371,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.00030212792268417073,-0.0024014260622341552,-0.00030212792268417073,0.0008670080719866193
2025-01-06 21:20:00+00:00,Tier A,tier_a_primary,flat,-0.0003844138700515032,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.000456012141075098,-0.002030315630082676,-0.000456012141075098,0.0003666199991278228
2025-01-06 21:25:00+00:00,Tier A,tier_a_primary,flat,0.0006923223263584077,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.0004282032099182029,-0.002088863021724431,-0.0004282032099182029,-0.0006845084976450548
2025-01-06 21:30:00+00:00,Tier A,tier_a_primary,flat,0.0008031895267777145,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.0002596400888725107,-0.002101502688346275,-0.0002596400888725107,-0.0010266765253221066
2025-01-06 21:35:00+00:00,Tier A,tier_a_primary,long,0.0012921327725052834,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.00035390862060815254,-0.002066350180885434,-0.00035390862060815254,-0.0024328160925085798
2025-01-06 21:40:00+00:00,Tier A,tier_a_primary,flat,0.0008911172044463456,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.0003236920844502053,-0.0020222948397610524,-0.0003236920844502053,-0.0025169575344564225
2025-01-06 21:45:00+00:00,Tier A,tier_a_primary,flat,0.0004890005220659077,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.00048187901276967307,-0.0017518590757901182,-0.00048187901276967307,-0.0015425437647605454
2025-01-06 21:50:00+00:00,Tier A,tier_a_primary,short,-0.0014565626624971628,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0005631419285819269,-0.0016380046747705255,-0.0005631419285819269,0.0005902376373540981
2025-01-06 22:00:00+00:00,Tier A,tier_a_primary,long,0.004181475844234228,vol_mid|cost_high|trend_high|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0003430488240661453,-0.0024631274366731775,-0.0003430488240661453,-0.007719552154265863
2025-01-07 16:35:00+00:00,Tier A,tier_a_primary,short,-0.011295488104224205,vol_low|cost_high|trend_low|session_first_30m,cost_high,v01_worst_tier_path_utility,validation,-1,-0.00013975936260392902,-0.0035120887241036547,-0.00013975936260392902,0.013103810039546044
2025-01-07 16:40:00+00:00,Tier A,tier_a_primary,short,-0.012647781521081924,vol_mid|cost_high|trend_low|session_first_30m,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0005329163992385639,-0.0034075769811069915,-0.0005329163992385639,0.012467063402074674
2025-01-07 21:20:00+00:00,Tier A,tier_a_primary,short,-0.0041038524359464645,vol_low|cost_low|trend_low|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.0005728154181479648,-0.0020442303733709975,-0.0005728154181479648,0.004853564604360869
2025-01-07 21:25:00+00:00,Tier A,tier_a_primary,short,-0.005205998662859201,vol_low|cost_low|trend_low|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.00045203055852202287,-0.002392260088374631,-0.00045203055852202287,0.006162407726639783
2025-01-07 21:35:00+00:00,Tier A,tier_a_primary,short,-0.0065595353953540325,vol_low|cost_mid|trend_low|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0002111434274292205,-0.002676922244033494,-0.0002111434274292205,0.008352025663398316
2025-01-07 21:40:00+00:00,Tier A,tier_a_primary,short,-0.004494865890592337,vol_low|cost_mid|trend_low|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-4.5816740323188776e-05,-0.0029109213829988908,-4.5816740323188776e-05,0.005306028394372552
2025-01-07 21:45:00+00:00,Tier A,tier_a_primary,short,-0.005539810750633478,vol_low|cost_high|trend_low|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.00030330714760224754,-0.0028189057736734196,-0.00030330714760224754,0.007417088945882591
2025-01-07 21:50:00+00:00,Tier A,tier_a_primary,short,-0.0031398998107761145,vol_low|cost_high|trend_low|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-5.765754837405452e-05,-0.003127237501382418,-5.765754837405452e-05,0.0040146058820593
2025-01-07 21:55:00+00:00,Tier A,tier_a_primary,short,-0.003031384199857712,vol_low|cost_low|trend_low|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.00035027246248745133,-0.002419828289968583,-0.00035027246248745133,0.004953344384800652
2025-01-07 22:00:00+00:00,Tier A,tier_a_primary,short,-0.0027540731243789196,vol_low|cost_low|trend_low|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,0.00017480244595237523,-0.002749850239050764,0.00017480244595237523,0.0045657536467856264
2025-01-08 19:50:00+00:00,Tier A,tier_a_primary,long,0.0053205108270049095,vol_high|cost_mid|trend_mid|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.00048577948816170874,-0.003511996255784155,-0.00048577948816170874,-0.011825963526287658
2025-01-10 21:45:00+00:00,Tier A,tier_a_primary,short,-0.0026728766970336437,vol_high|cost_mid|trend_low|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0005805968376549752,-0.002866091476092166,-0.0005805968376549752,0.002241135928676091
2025-01-10 21:50:00+00:00,Tier A,tier_a_primary,short,-0.0022119402419775724,vol_high|cost_mid|trend_low|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.00037188277175430567,-0.0030001736303323263,-0.00037188277175430567,0.00041388789223075677
2025-01-10 21:55:00+00:00,Tier A,tier_a_primary,short,-0.001961575821042061,vol_high|cost_high|trend_low|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.00046000322860046197,-0.003070273400878589,-0.00046000322860046197,0.002481453923211772
2025-01-10 22:00:00+00:00,Tier A,tier_a_primary,short,-0.003331448184326291,vol_high|cost_mid|trend_low|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-3.3873310404264594e-05,-0.0031759379556865665,-3.3873310404264594e-05,0.004211731490740581
2025-01-13 16:40:00+00:00,Tier A,tier_a_primary,long,0.005051927175372839,vol_low|cost_high|trend_low|session_first_30m,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0005531563500621997,-0.00430230542465411,-0.0005531563500621997,-0.010054754791538922
2025-01-14 20:50:00+00:00,Tier A,tier_a_primary,flat,-0.0010352894896641374,vol_mid|cost_mid|trend_mid|session_mid,cost_mid,v01_worst_tier_path_utility,validation,1,-0.0004133833083749324,-0.0004133833083749324,-0.0022144518711322394,-0.0020370282307640734
2025-01-14 20:55:00+00:00,Tier A,tier_a_primary,short,-0.003940283320844173,vol_mid|cost_low|trend_mid|session_mid,cost_low,v01_worst_tier_path_utility,validation,1,-0.0003773991874971652,-0.0003773991874971652,-0.002065899389766079,-0.007233984263255715
2025-01-14 21:00:00+00:00,Tier A,tier_a_primary,short,-0.006619356572628021,vol_mid|cost_low|trend_mid|session_mid,cost_low,v01_worst_tier_path_utility,validation,1,-0.0004912896874341593,-0.0004912896874341593,-0.002243501053594297,-0.011869510113409941
2025-01-14 21:10:00+00:00,Tier A,tier_a_primary,short,-0.009239575825631618,vol_mid|cost_mid|trend_mid|session_mid,cost_mid,v01_worst_tier_path_utility,validation,1,-0.0004305884927917989,-0.0004305884927917989,-0.0022109120840336245,-0.017334830264222775
2025-01-14 21:15:00+00:00,Tier A,tier_a_primary,short,-0.009757996536791325,vol_low|cost_low|trend_mid|session_mid,cost_low,v01_worst_tier_path_utility,validation,1,-0.0005748738165109409,-0.0005748738165109409,-0.001901020537153868,-0.01767310976245419
2025-01-14 21:25:00+00:00,Tier A,tier_a_primary,short,-0.008319689892232418,vol_low|cost_low|trend_mid|session_mid,cost_low,v01_worst_tier_path_utility,validation,1,-0.000549110997752317,-0.000549110997752317,-0.001719938658851852,-0.01675951894405234
2025-01-14 21:55:00+00:00,Tier A,tier_a_primary,flat,-0.0012622426729649305,vol_mid|cost_high|trend_mid|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0003092438661097387,-0.003230838401479458,-0.0003092438661097387,0.0032411660693010547
2025-01-14 22:00:00+00:00,Tier A,tier_a_primary,long,0.0031249376479536295,vol_mid|cost_high|trend_mid|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0005310577890053135,-0.003447160990021414,-0.0005310577890053135,-0.005256005770256402
2025-01-15 18:20:00+00:00,Tier A,tier_a_primary,short,-0.0019236111547797918,vol_high|cost_mid|trend_mid|session_mid,cost_mid,v01_worst_tier_path_utility,validation,-1,-0.0005051601257932395,-0.002884693661986971,-0.0005051601257932395,0.00225804601418255
2025-01-15 18:30:00+00:00,Tier A,tier_a_primary,flat,-0.00027842173585668206,vol_mid|cost_low|trend_mid|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,-0.00024156463382411612,-0.0024446996077047904,-0.00024156463382411612,0.0014248191966180425
2025-01-15 18:40:00+00:00,Tier A,tier_a_primary,long,0.0027995372656732798,vol_high|cost_high|trend_mid|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0003122257583598254,-0.002905214826338513,-0.0003122257583598254,-0.005016547492867617
2025-01-15 18:45:00+00:00,Tier A,tier_a_primary,long,0.004152562003582716,vol_high|cost_high|trend_mid|session_mid,cost_high,v01_worst_tier_path_utility,validation,-1,-0.0002723638937038621,-0.0032600592182742564,-0.0002723638937038621,-0.007635160884274938
2025-01-15 18:50:00+00:00,Tier A,tier_a_primary,long,0.00364720169454813,vol_high|cost_low|trend_mid|session_mid,cost_low,v01_worst_tier_path_utility,validation,-1,3.690383907143844e-05,-0.0028819321024158595,3.690383907143844e-05,-0.0065783954188123545
2025-10-01 19:35:00+00:00,Tier A,tier_a_primary,flat,0.0012467759661376476,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.000423520203317725,-0.000423520203317725,-0.0012483897814139205,0.0007346690725560366
2025-10-01 20:00:00+00:00,Tier A,tier_a_primary,flat,0.0011307969689369202,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0004689107575443518,-0.0004689107575443518,-0.0016243933205920028,0.0013094051845787616
2025-10-01 20:10:00+00:00,Tier A,tier_a_primary,long,0.0014727513771504164,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0003082943956903433,-0.0003082943956903433,-0.0014642174399993805,0.0015071540230729766
2025-10-01 20:15:00+00:00,Tier A,tier_a_primary,long,0.0017047688597813249,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0003544842003512412,-0.0003544842003512412,-0.0014295334751373609,0.001920444424411923
2025-10-01 20:20:00+00:00,Tier A,tier_a_primary,long,0.0017495587235316634,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-5.0232558733801945e-05,-5.0232558733801945e-05,-0.001757956528468912,0.0017784426452768104
2025-10-01 20:30:00+00:00,Tier A,tier_a_primary,flat,0.0011597221018746495,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.0001403345577782294,0.0001403345577782294,-0.0016396430903620703,0.0007641919840273414
2025-10-01 20:45:00+00:00,Tier A,tier_a_primary,long,0.002188213402405381,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0005022466188409566,-0.0005022466188409566,-0.001213009390942551,0.002561239697489535
2025-10-01 20:50:00+00:00,Tier A,tier_a_primary,long,0.0022791181690990925,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0005017699447679149,-0.0005017699447679149,-0.0010246984811953673,0.0029186228183210317
2025-10-01 20:55:00+00:00,Tier A,tier_a_primary,long,0.002087437082082033,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0003755655272304865,-0.0003755655272304865,-0.001166574928392874,0.0026747032764982467
2025-10-01 21:00:00+00:00,Tier A,tier_a_primary,long,0.001653506187722087,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.00026465352412722784,-0.00026465352412722784,-0.001442237233389332,0.0017891371345259805
2025-10-01 21:15:00+00:00,Tier A,tier_a_primary,flat,0.0005493450444191694,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-7.0883903879976826e-06,-7.0883903879976826e-06,-0.0015294115918425843,0.0005010389794806843
2025-10-01 21:20:00+00:00,Tier A,tier_a_primary,flat,-7.537324563600123e-05,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.0003009445522441259,0.0003009445522441259,-0.0016468794197913488,-0.0004590915087032679
2025-10-01 21:25:00+00:00,Tier A,tier_a_primary,flat,-0.00020681426394730806,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.00017034851544485917,-0.00017034851544485917,-0.0014170182057116217,-0.000371217383778243
2025-10-01 21:30:00+00:00,Tier A,tier_a_primary,flat,0.0004635124932974577,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,-0.0001459702015141743,-0.0001459702015141743,-0.0013739282469035286,0.00040916979762769894
2025-10-01 21:35:00+00:00,Tier A,tier_a_primary,flat,0.00046335376100614667,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.000243721388145286,0.000243721388145286,-0.001589492688995185,-4.361167004130438e-05
2025-10-01 21:40:00+00:00,Tier A,tier_a_primary,flat,-0.00024179606407415122,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.000286236473927843,0.000286236473927843,-0.0016654892074865596,-0.0008856380499376416
2025-10-01 21:45:00+00:00,Tier A,tier_a_primary,flat,-0.0007960764924064279,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.00014654654892370185,0.00014654654892370185,-0.0016069394644190257,-0.0015506553926531918
2025-10-01 21:50:00+00:00,Tier A,tier_a_primary,flat,-0.00011564599844859913,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.00034518099705331995,0.00034518099705331995,-0.0015992152540593068,-0.0009531614639518249
2025-10-01 21:55:00+00:00,Tier A,tier_a_primary,flat,-0.00039295226451940835,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,0.00026672517580608344,0.00026672517580608344,-0.0013552078501324206,-0.0011882270107084134
2025-10-01 22:00:00+00:00,Tier A,tier_a_primary,flat,-0.00047762278700247407,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,1,6.498699840745258e-05,6.498699840745258e-05,-0.0012005274817921798,-0.0012479081696499653
2025-10-02 16:35:00+00:00,Tier A,tier_a_primary,short,-0.0019434586865827441,vol_low|cost_high|trend_high|session_first_30m,cost_high,v01_worst_tier_path_utility,oos,-1,0.0010976920674157136,-0.0040940435303034655,0.0010976920674157136,0.0025865615623611345
2025-10-02 16:40:00+00:00,Tier A,tier_a_primary,flat,0.0002913994831033051,vol_low|cost_high|trend_high|session_first_30m,cost_high,v01_worst_tier_path_utility,oos,-1,0.0010033323121933285,-0.00426580736604186,0.0010033323121933285,-8.740840110502345e-05
2025-10-02 16:45:00+00:00,Tier A,tier_a_primary,flat,0.0006237095803953707,vol_low|cost_high|trend_high|session_first_30m,cost_high,v01_worst_tier_path_utility,oos,-1,0.0015780705746133274,-0.004690821488772159,0.0015780705746133274,-0.0020750372401004773
2025-10-02 16:50:00+00:00,Tier A,tier_a_primary,flat,0.0008757560281082988,vol_low|cost_high|trend_high|session_first_30m,cost_high,v01_worst_tier_path_utility,oos,-1,0.0007238762313281247,-0.00414986217382666,0.0007238762313281247,-0.002973381281586269
2025-10-02 16:55:00+00:00,Tier A,tier_a_primary,flat,-0.0011175014078617096,vol_low|cost_high|trend_high|session_first_30m,cost_high,v01_worst_tier_path_utility,oos,-1,-0.00011589259696635984,-0.003635366496609745,-0.00011589259696635984,-0.00026547649029690226
2025-10-02 17:00:00+00:00,Tier A,tier_a_primary,short,-0.0016808969667181373,vol_low|cost_high|trend_high|session_first_30m,cost_high,v01_worst_tier_path_utility,oos,-1,-8.155747034652204e-05,-0.003531119515339569,-8.155747034652204e-05,0.000893573398389189
2025-10-02 17:05:00+00:00,Tier A,tier_a_primary,short,-0.0031816300470381975,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.00019607228668919304,-0.0027018176455171667,0.00019607228668919304,0.0033780809315124144
2025-10-02 17:10:00+00:00,Tier A,tier_a_primary,short,-0.0016954493476077914,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.0005861778965268695,-0.0030004797716550935,0.0005861778965268695,0.0019365164432929207
2025-10-02 17:15:00+00:00,Tier A,tier_a_primary,flat,-0.0011573113733902574,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.0009474848998944152,-0.0033744841363674985,0.0009474848998944152,0.0006345912279491323
2025-10-02 17:20:00+00:00,Tier A,tier_a_primary,flat,-0.0010921626817435026,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.0006249446479749689,-0.0028493430739858373,0.0006249446479749689,0.00047812589585075955
2025-10-02 17:25:00+00:00,Tier A,tier_a_primary,short,-0.0014631033409386873,vol_mid|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.0006140324032919732,-0.0030949060827503184,0.0006140324032919732,0.0020110389162500317
2025-10-02 17:30:00+00:00,Tier A,tier_a_primary,short,-0.0013881034683436155,vol_mid|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,-1,0.00020228869292575357,-0.002421233449919556,0.00020228869292575357,0.0017508467807466612
2025-10-02 17:35:00+00:00,Tier A,tier_a_primary,short,-0.0016051846323534846,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.0001868905688720223,-0.0026015090247203895,0.0001868905688720223,0.0016229126601629452
2025-10-02 17:40:00+00:00,Tier A,tier_a_primary,short,-0.0027263944502919912,vol_mid|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,-1,5.033651233379388e-05,-0.002118528949895374,5.033651233379388e-05,0.003811194708539587
2025-10-02 17:45:00+00:00,Tier A,tier_a_primary,short,-0.0015398594550788403,vol_mid|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.00016356048832103821,-0.0025071635367779335,0.00016356048832103821,0.002092647770145075
2025-10-02 17:50:00+00:00,Tier A,tier_a_primary,flat,-0.0008455447969026864,vol_mid|cost_high|trend_high|session_mid,cost_high,v01_worst_tier_path_utility,oos,-1,2.9927849401855397e-05,-0.002575853300268908,2.9927849401855397e-05,0.0012878432199012345
2025-10-02 17:55:00+00:00,Tier A,tier_a_primary,long,0.001590301631949842,vol_mid|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.000280605593973643,-0.0025777496382392417,0.000280605593973643,-0.00292842459393385
2025-10-02 18:00:00+00:00,Tier A,tier_a_primary,long,0.0022390945814549923,vol_mid|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,-1,5.4111989953040465e-05,-0.002111194035537672,5.4111989953040465e-05,-0.0041581958801790355
2025-10-02 18:05:00+00:00,Tier A,tier_a_primary,long,0.0028599000070244074,vol_mid|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,0.00021667810045889607,-0.0026870594848235054,0.00021667810045889607,-0.005766341825148913
2025-10-02 18:10:00+00:00,Tier A,tier_a_primary,flat,0.0009963695192709565,vol_mid|cost_high|trend_high|session_mid,cost_high,v01_worst_tier_path_utility,oos,-1,-0.0003912852476143842,-0.0022409421065265893,-0.0003912852476143842,-0.002666074257449971
2025-10-02 18:15:00+00:00,Tier A,tier_a_primary,flat,0.0011118492111563683,vol_mid|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,-8.416054821188215e-05,-0.0021564367923718464,-8.416054821188215e-05,-0.002737744399975653
2025-10-02 18:25:00+00:00,Tier A,tier_a_primary,flat,0.0006487444043159485,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,-0.0003265701747557875,-0.001900886992225723,-0.0003265701747557875,-0.00179541728349335
2025-10-02 18:30:00+00:00,Tier A,tier_a_primary,flat,0.0007948746788315475,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,-1,-0.00011973415760125087,-0.0019089325473668514,-0.00011973415760125087,-0.0020783633761242647
2025-10-02 18:35:00+00:00,Tier A,tier_a_primary,long,0.0014189576031640172,vol_low|cost_low|trend_high|session_mid,cost_low,v01_worst_tier_path_utility,oos,-1,-0.0002635096146184979,-0.001707702679959304,-0.0002635096146184979,-0.0031165557028267183
2025-10-02 18:40:00+00:00,Tier A,tier_a_primary,long,0.001670924248173833,vol_low|cost_mid|trend_high|session_mid,cost_mid,v01_worst_tier_path_utility,oos,-1,-3.731574116632168e-05,-0.002193824331344319,-3.731574116632168e-05,-0.0037739587194275392
