variant_id,view,split,bucket_type,bucket,bucket_trade_count,bucket_trade_share,utility_sum,utility_mean,utility_min
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_low|session_first_30m,7,0.006648,-0.03026425,-0.00432346,-0.01002253
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_low|session_mid,14,0.013295,0.00852006,0.00060858,-0.00546438
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,7,0.006648,-0.00408003,-0.00058286,-0.00734286
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_mid|session_mid,18,0.017094,-0.00403533,-0.00022418,-0.01156349
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_high|session_first_30m,9,0.008547,-0.01338302,-0.001487,-0.01536195
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_high|session_mid,22,0.020893,-0.03240806,-0.00147309,-0.01720158
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_low|session_first_30m,1,0.00095,0.01197847,0.01197847,0.01197847
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_low|session_mid,1,0.00095,0.00594967,0.00594967,0.00594967
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,2,0.001899,0.00439306,0.00219653,-1.655e-05
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_mid|session_mid,4,0.003799,-0.01352484,-0.00338121,-0.00614012
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_high|session_first_30m,1,0.00095,-0.00704436,-0.00704436,-0.00704436
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_high|session_mid,9,0.008547,-0.0223059,-0.00247843,-0.00655356
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_low|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_low|session_mid,4,0.003799,0.00255906,0.00063976,-0.00288687
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_mid|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_mid|session_mid,4,0.003799,-0.01038685,-0.00259671,-0.00644309
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,4,0.003799,-0.00701506,-0.00175377,-0.00328996
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_high|session_mid,11,0.010446,-0.04328823,-0.00393529,-0.01067489
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,1,0.00095,-0.00640844,-0.00640844,-0.00640844
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_low|session_mid,2,0.001899,-0.01379443,-0.00689721,-0.00800233
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,2,0.001899,-0.0096591,-0.00482955,-0.0054778
v02_hard_tier_gap_minimax,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_mid|session_mid,1,0.00095,-0.01291481,-0.01291481,-0.01291481
v02_hard_tier_gap_minimax,tier_a_separate,oos,source_tier,Tier A,756,1.0,-0.8494868,-0.00112366,-0.02538367
v02_hard_tier_gap_minimax,tier_a_separate,oos,cost_bucket,cost_high,150,0.198413,-0.17910102,-0.00119401,-0.02538367
v02_hard_tier_gap_minimax,tier_a_separate,oos,cost_bucket,cost_low,550,0.727513,-0.51980253,-0.0009451,-0.01917163
v02_hard_tier_gap_minimax,tier_a_separate,oos,cost_bucket,cost_mid,56,0.074074,-0.15058325,-0.00268899,-0.01242672
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_high|session_mid,92,0.121693,-0.29209763,-0.00317497,-0.02538367
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_low|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_mid|session_first_30m,3,0.003968,0.03432713,0.01144238,0.00853951
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_mid|session_mid,17,0.022487,0.06820733,0.0040122,-0.00216863
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_low|trend_high|session_mid,1,0.001323,-0.00324017,-0.00324017,-0.00324017
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_low|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_low|trend_mid|session_mid,1,0.001323,-0.00836411,-0.00836411,-0.00836411
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_high|session_mid,20,0.026455,-0.10055511,-0.00502776,-0.01242672
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_low|session_mid,2,0.002646,-0.01068678,-0.00534339,-0.00611435
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_mid|session_mid,2,0.002646,0.00546338,0.00273169,-0.00042421
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_high|session_first_30m,6,0.007937,0.03035398,0.005059,-0.00297338
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_high|session_mid,8,0.010582,-0.05177902,-0.00647238,-0.02149054
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_low|session_first_30m,3,0.003968,0.00379003,0.00126334,-0.00043798
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_low|session_mid,1,0.001323,0.00479709,0.00479709,0.00479709
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_mid|session_first_30m,2,0.002646,0.01210886,0.00605443,-0.00219582
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_mid|session_mid,5,0.006614,0.00163669,0.00032734,-0.00310782
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_high|session_first_30m,1,0.001323,0.00171703,0.00171703,0.00171703
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_high|session_mid,180,0.238095,-0.10097358,-0.00056096,-0.01917163
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_low|session_first_30m,2,0.002646,0.00544217,0.00272109,0.00160842
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_low|session_mid,213,0.281746,-0.22144604,-0.00103965,-0.00843008
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_mid|session_first_30m,1,0.001323,0.00233027,0.00233027,0.00233027
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_mid|session_mid,142,0.187831,-0.16776336,-0.00118143,-0.01285362
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_high|session_mid,9,0.011905,-0.0327244,-0.00363604,-0.00805324
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_low|session_first_30m,4,0.005291,0.01551091,0.00387773,0.00313716
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_low|session_mid,4,0.005291,0.00491286,0.00122821,-0.00277257
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_mid|session_mid,8,0.010582,-0.02222058,-0.00277757,-0.00697194
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_high|session_first_30m,4,0.005291,0.0242526,0.00606315,-0.00023196
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_high|session_mid,5,0.006614,-0.03216456,-0.00643291,-0.00967514
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_low|session_first_30m,1,0.001323,0.00062479,0.00062479,0.00062479
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,3,0.003968,0.0168417,0.0056139,-0.00232795
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_high|session_mid,3,0.003968,-0.00187884,-0.00062628,-0.00098334
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_low|session_mid,4,0.005291,-0.01424925,-0.00356231,-0.00468247
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_mid|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_mid|session_mid,2,0.002646,-0.01137665,-0.00568833,-0.00679889
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,2,0.002646,-0.00074415,-0.00037208,-0.00050381
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_high|session_mid,1,0.001323,-0.0043605,-0.0043605,-0.0043605
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_low|session_mid,1,0.001323,-0.00484026,-0.00484026,-0.00484026
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,1,0.001323,0.0053691,0.0053691,0.0053691
v02_hard_tier_gap_minimax,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_mid|session_mid,2,0.002646,-0.0057077,-0.00285385,-0.00473645
v02_hard_tier_gap_minimax,tier_b_separate,train,source_tier,Tier B,2159,1.0,0.46868955,0.00021709,-0.01868069
v02_hard_tier_gap_minimax,tier_b_separate,train,cost_bucket,cost_high,68,0.031496,0.14889615,0.00218965,-0.01868069
v02_hard_tier_gap_minimax,tier_b_separate,train,cost_bucket,cost_low,1877,0.869384,0.01222686,6.51e-06,-0.01637335
v02_hard_tier_gap_minimax,tier_b_separate,train,cost_bucket,cost_mid,214,0.09912,0.30756653,0.00143723,-0.0122211
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_high|trend_high|session_first_30m,12,0.005558,-0.05205323,-0.00433777,-0.01868069
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_high|trend_high|session_mid,7,0.003242,0.03267221,0.00466746,-0.00999485
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_high|trend_low|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_high|trend_mid|session_first_30m,3,0.00139,0.00199386,0.00066462,-0.00425043
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_high|trend_mid|session_mid,6,0.002779,0.04336999,0.00722833,-0.00215253
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_low|trend_high|session_mid,1,0.000463,-0.00064995,-0.00064995,-0.00064995
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_low|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_low|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_high|session_mid,4,0.001853,0.01745605,0.00436401,-0.00229324
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_high|trend_high|session_first_30m,9,0.004169,0.02788494,0.00309833,-0.00905789
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_high|trend_high|session_mid,2,0.000926,0.00036202,0.00018101,-0.00725865
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_high|trend_low|session_first_30m,3,0.00139,0.01338916,0.00446305,-5.836e-05
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_high|trend_mid|session_first_30m,4,0.001853,0.00955805,0.00238951,-0.00404133
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_high|trend_mid|session_mid,3,0.00139,-0.00987208,-0.00329069,-0.00649285
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_low|trend_high|session_first_30m,31,0.014358,0.0378089,0.00121964,-0.00376748
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_low|trend_high|session_mid,698,0.323298,0.21040055,0.00030143,-0.01637335
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_low|trend_low|session_first_30m,37,0.017138,-0.09635241,-0.00260412,-0.01438412
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_low|trend_low|session_mid,399,0.184808,-0.35734172,-0.00089559,-0.01439204
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_low|trend_mid|session_first_30m,35,0.016211,0.09338659,0.00266819,-0.00740671
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_low|trend_mid|session_mid,480,0.222325,0.04747043,9.89e-05,-0.01510678
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_mid|trend_high|session_first_30m,19,0.0088,0.01233745,0.00064934,-0.00510861
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_mid|trend_high|session_mid,56,0.025938,0.00592189,0.00010575,-0.0122211
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_mid|trend_low|session_first_30m,13,0.006021,0.00289653,0.00022281,-0.00622806
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_mid|trend_low|session_mid,12,0.005558,0.04348646,0.00362387,-0.01072672
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,13,0.006021,0.06787062,0.00522082,-0.00811033
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_low|cost_mid|trend_mid|session_mid,33,0.015285,0.04916524,0.00148986,-0.00790704
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_high|trend_high|session_first_30m,2,0.000926,0.00144754,0.00072377,-0.00327107
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_high|trend_high|session_mid,15,0.006948,0.06984599,0.0046564,-0.00721481
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_high|trend_low|session_first_30m,1,0.000463,0.01215629,0.01215629,0.01215629
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,1,0.000463,-0.0018586,-0.0018586,-0.0018586
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_high|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_low|trend_high|session_mid,111,0.051413,0.04973095,0.00044803,-0.01525499
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_low|trend_low|session_first_30m,1,0.000463,-0.00258321,-0.00258321,-0.00258321
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_low|trend_low|session_mid,33,0.015285,0.04775938,0.00144725,-0.00918125
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_low|trend_mid|session_mid,51,0.023622,-0.01740266,-0.00034123,-0.00930399
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,6,0.002779,0.0217393,0.00362322,-0.00075045
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_mid|trend_high|session_mid,34,0.015748,0.04934131,0.00145121,-0.00637097
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,5,0.002316,0.03348034,0.00669607,-0.00253803
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_mid|trend_low|session_mid,5,0.002316,0.01583479,0.00316696,-0.00046933
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,6,0.002779,-0.00360709,-0.00060118,-0.00633427
v02_hard_tier_gap_minimax,tier_b_separate,train,regime_key,vol_mid|cost_mid|trend_mid|session_mid,8,0.003705,-0.00835635,-0.00104454,-0.00683827
v02_hard_tier_gap_minimax,tier_b_separate,validation,source_tier,Tier B,638,1.0,-0.66633507,-0.00104441,-0.02689253
v02_hard_tier_gap_minimax,tier_b_separate,validation,cost_bucket,cost_high,11,0.017241,-0.00409282,-0.00037207,-0.0067095
v02_hard_tier_gap_minimax,tier_b_separate,validation,cost_bucket,cost_low,592,0.9279,-0.67492341,-0.00114007,-0.02689253
v02_hard_tier_gap_minimax,tier_b_separate,validation,cost_bucket,cost_mid,35,0.054859,0.01268115,0.00036232,-0.0187698
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_high|trend_high|session_first_30m,1,0.001567,0.0009633,0.0009633,0.0009633
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_high|trend_high|session_mid,1,0.001567,-0.00557927,-0.00557927,-0.00557927
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_high|trend_low|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_high|trend_mid|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_high|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_low|trend_high|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_low|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_low|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_mid|trend_high|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_mid|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_high|cost_mid|trend_mid|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_high|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_high|trend_high|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_high|trend_low|session_first_30m,4,0.00627,0.01648752,0.00412188,-0.00566553
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_high|trend_mid|session_first_30m,1,0.001567,-0.00467761,-0.00467761,-0.00467761
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_high|trend_mid|session_mid,1,0.001567,-0.0067095,-0.0067095,-0.0067095
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_low|trend_high|session_first_30m,20,0.031348,-0.07078078,-0.00353904,-0.01555693
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_low|trend_high|session_mid,177,0.277429,-0.2927597,-0.00165401,-0.02689253
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_low|trend_low|session_first_30m,19,0.029781,0.02207437,0.00116181,-0.00651155
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_low|trend_low|session_mid,184,0.288401,-0.19940423,-0.00108372,-0.01322548
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_low|trend_mid|session_first_30m,6,0.009404,-0.01612388,-0.00268731,-0.0040813
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_low|trend_mid|session_mid,177,0.277429,-0.14138826,-0.0007988,-0.01262115
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_mid|trend_high|session_first_30m,5,0.007837,-0.01094391,-0.00218878,-0.00754212
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_mid|trend_high|session_mid,2,0.003135,-0.02325584,-0.01162792,-0.0187698
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_mid|trend_low|session_first_30m,7,0.010972,0.03721438,0.00531634,-0.00430866
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_mid|trend_low|session_mid,3,0.004702,0.0052696,0.00175653,-0.00808992
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,6,0.009404,0.00453809,0.00075635,-0.00480941
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_low|cost_mid|trend_mid|session_mid,3,0.004702,-0.02180871,-0.00726957,-0.00857948
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_high|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_high|trend_high|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_high|trend_low|session_first_30m,1,0.001567,0.00058602,0.00058602,0.00058602
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_high|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,1,0.001567,-0.00455973,-0.00455973,-0.00455973
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_high|trend_mid|session_mid,1,0.001567,-0.00060355,-0.00060355,-0.00060355
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_low|trend_high|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_low|trend_low|session_first_30m,2,0.003135,0.01297337,0.00648668,0.00638546
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_low|trend_low|session_mid,5,0.007837,-0.0087381,-0.00174762,-0.00657107
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_low|trend_mid|session_first_30m,1,0.001567,0.00238388,0.00238388,0.00238388
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_low|trend_mid|session_mid,1,0.001567,0.01683994,0.01683994,0.01683994
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_mid|trend_high|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,4,0.00627,0.02038463,0.00509616,0.00157579
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_mid|trend_low|session_mid,0,0.0,0.0,,
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,2,0.003135,0.00138578,0.00069289,-0.00161086
v02_hard_tier_gap_minimax,tier_b_separate,validation,regime_key,vol_mid|cost_mid|trend_mid|session_mid,3,0.004702,-0.00010288,-3.429e-05,-0.0018733
v02_hard_tier_gap_minimax,tier_b_separate,oos,source_tier,Tier B,276,1.0,-0.24874459,-0.00090125,-0.01370796
v02_hard_tier_gap_minimax,tier_b_separate,oos,cost_bucket,cost_high,3,0.01087,-0.00356065,-0.00118688,-0.00767505
v02_hard_tier_gap_minimax,tier_b_separate,oos,cost_bucket,cost_low,243,0.880435,-0.27359769,-0.00112592,-0.01370796
