variant_id,view,split,control_id,rows,days,trade_count,trades_per_day,net_proxy,gross_profit,gross_loss,proxy_pf,win_rate,avg_win,avg_loss,payoff_ratio,expectancy,max_drawdown,recovery_factor,time_under_water_bars,max_consecutive_loss,long_count,short_count,side_min_share,avg_cost_penalty,regime_coverage_count,cost_high_trade_share
v03_downside_ambiguity_stress,tier_b_separate,oos,density_only_high_density_control,1058,120,433,3.608333,-0.02380993,0.38058721,0.40439715,0.941122,0.457275,0.00192216,-0.00172084,1.116989,-5.499e-05,0.1330957,-0.178893,415,10,94,339,0.21709,0.0002297,40,0.133949
v03_downside_ambiguity_stress,tier_b_separate,oos,unbudgeted_strength_rank_replay,1058,120,433,3.608333,0.03191565,0.29690212,0.26498646,1.120443,0.468822,0.00146257,-0.00115212,1.269467,7.371e-05,0.05166498,0.617742,412,18,104,329,0.240185,0.00019646,27,0.027714
v03_downside_ambiguity_stress,tier_ab_combined,train,all_trade_no_abstain,38180,579,38180,65.941278,-2.8348415,48.86317731,51.69801881,0.945165,0.473756,0.00270141,-0.00257306,1.049882,-7.425e-05,3.95084635,-0.717528,38086,42,18399,19781,0.481902,0.00027083,53,0.33329
v03_downside_ambiguity_stress,tier_ab_combined,train,random_abstain_rate_match_single,38180,579,5727,9.891192,-0.66823134,7.16663733,7.83486867,0.914711,0.4608,0.00271566,-0.0025372,1.07034,-0.00011668,0.86015775,-0.776871,5707,20,2766,2961,0.482975,0.00026955,51,0.334032
v03_downside_ambiguity_stress,tier_ab_combined,train,density_only_high_density_control,38180,579,5727,9.891192,-0.40448911,8.72211869,9.1266078,0.95568,0.470054,0.00324001,-0.00300712,1.077448,-7.063e-05,0.75643707,-0.534729,5688,17,2157,3570,0.376637,0.00035016,46,0.705605
v03_downside_ambiguity_stress,tier_ab_combined,train,unbudgeted_strength_rank_replay,38180,579,5727,9.891192,-0.29284359,4.78168326,5.07452685,0.942291,0.459403,0.00181744,-0.00163906,1.108831,-5.113e-05,0.87787158,-0.333584,5531,33,2641,3086,0.461149,0.00021594,38,0.068622
v03_downside_ambiguity_stress,tier_ab_combined,validation,all_trade_no_abstain,12198,185,12198,65.935135,-5.07148306,13.80946232,18.88094537,0.731397,0.439006,0.0025788,-0.00275916,0.934631,-0.00041576,5.098409,-0.994719,12191,39,4771,7427,0.39113,0.00027548,51,0.328824
v03_downside_ambiguity_stress,tier_ab_combined,validation,random_abstain_rate_match_single,12198,185,3044,16.454054,-1.10349769,3.57805772,4.68155541,0.764288,0.438239,0.0026822,-0.00273775,0.97971,-0.00036252,1.1367952,-0.970709,3037,17,1155,1889,0.379435,0.00027738,48,0.324573
v03_downside_ambiguity_stress,tier_ab_combined,validation,density_only_high_density_control,12198,185,3044,16.454054,-1.19338245,4.12036995,5.31375241,0.775416,0.439225,0.0030818,-0.00311292,0.990004,-0.00039204,1.2249744,-0.97421,3033,25,1008,2036,0.331143,0.00033942,46,0.581472
v03_downside_ambiguity_stress,tier_ab_combined,validation,unbudgeted_strength_rank_replay,12198,185,3044,16.454054,-0.72790518,1.77480898,2.50271417,0.709154,0.416886,0.00139859,-0.00140998,0.991921,-0.00023913,0.87920433,-0.827914,3018,42,871,2173,0.286137,0.00021038,36,0.056176
v03_downside_ambiguity_stress,tier_ab_combined,oos,all_trade_no_abstain,8634,131,8634,65.908397,-0.84415779,10.08165221,10.92581,0.922737,0.467107,0.00249979,-0.00237466,1.052694,-9.777e-05,1.22264571,-0.690435,8597,41,3035,5599,0.351517,0.00026558,51,0.335186
v03_downside_ambiguity_stress,tier_ab_combined,oos,random_abstain_rate_match_single,8634,131,2326,17.755725,-0.30157341,2.6526814,2.95425482,0.897919,0.466036,0.00244712,-0.00237863,1.028796,-0.00012965,0.41958846,-0.718736,2304,23,838,1488,0.360275,0.00026421,47,0.338349
v03_downside_ambiguity_stress,tier_ab_combined,oos,density_only_high_density_control,8634,131,2326,17.755725,-0.06946462,3.36266007,3.4321247,0.97976,0.477644,0.0030267,-0.00282479,1.071475,-2.986e-05,0.31809334,-0.218378,2308,19,739,1587,0.317713,0.00032547,43,0.620808
v03_downside_ambiguity_stress,tier_ab_combined,oos,unbudgeted_strength_rank_replay,8634,131,2326,17.755725,-0.32702129,1.70803242,2.03505371,0.839306,0.435512,0.00168611,-0.00154993,1.087866,-0.00014059,0.59421241,-0.550344,2256,40,544,1782,0.233878,0.0002113,37,0.069647
v04_side_regime_utility_readout,tier_a_separate,train,all_trade_no_abstain,29217,573,29217,50.989529,-2.63713087,39.4755062,42.11263707,0.937379,0.476332,0.0028365,-0.00275246,1.030531,-9.026e-05,3.73959807,-0.705191,29033,34,14540,14677,0.497655,0.00028213,52,0.393949
v04_side_regime_utility_readout,tier_a_separate,train,random_abstain_rate_match_single,29217,573,3378,5.895288,-0.53569684,4.45449495,4.99019179,0.89265,0.475133,0.00277539,-0.00281455,0.986086,-0.00015858,0.62631738,-0.855312,3371,16,1691,1687,0.499408,0.0002823,50,0.39254
v04_side_regime_utility_readout,tier_a_separate,train,density_only_high_density_control,29217,573,3378,5.895288,-0.59135834,5.19348429,5.78484264,0.897775,0.460924,0.00333557,-0.00317674,1.049998,-0.00017506,0.91123525,-0.648963,3340,17,1253,2125,0.37093,0.00037328,40,0.801954
v04_side_regime_utility_readout,tier_a_separate,train,unbudgeted_strength_rank_replay,29217,573,3378,5.895288,0.1338434,3.56796182,3.43411842,1.038975,0.462404,0.00228423,-0.00189103,1.207924,3.962e-05,0.38918097,0.34391,3207,30,1311,2067,0.388099,0.00023661,42,0.165779
v04_side_regime_utility_readout,tier_a_separate,validation,all_trade_no_abstain,9836,183,9836,53.748634,-4.09795363,12.4322868,16.53024043,0.752094,0.458418,0.00275722,-0.00310311,0.888535,-0.00041663,4.24768582,-0.96475,9816,31,4402,5434,0.44754,0.00029195,51,0.394876
v04_side_regime_utility_readout,tier_a_separate,validation,random_abstain_rate_match_single,9836,183,1603,8.759563,-0.53623933,2.09359036,2.62982969,0.796094,0.468497,0.00278774,-0.00308665,0.903158,-0.00033452,0.69426826,-0.772381,1575,13,721,882,0.449782,0.00029777,47,0.414223
v04_side_regime_utility_readout,tier_a_separate,validation,density_only_high_density_control,9836,183,1603,8.759563,-0.65511165,2.42443274,3.07954439,0.78727,0.452277,0.00334405,-0.00350745,0.953411,-0.00040868,0.69870195,-0.937612,1594,21,626,977,0.390518,0.00037681,40,0.71179
v04_side_regime_utility_readout,tier_a_separate,validation,unbudgeted_strength_rank_replay,9836,183,1603,8.759563,-0.27657546,1.22035859,1.49693405,0.815239,0.43481,0.00175087,-0.00165225,1.059693,-0.00017254,0.45836079,-0.603401,1572,21,271,1332,0.169058,0.00023244,37,0.130381
v04_side_regime_utility_readout,tier_a_separate,oos,all_trade_no_abstain,7575,131,7575,57.824427,-0.93338314,9.13439943,10.06778258,0.90729,0.461782,0.00261132,-0.00246941,1.057468,-0.00012322,1.35160019,-0.690576,7539,38,3288,4287,0.434059,0.00027241,50,0.370033
v04_side_regime_utility_readout,tier_a_separate,oos,random_abstain_rate_match_single,7575,131,1403,10.709924,-0.258385,1.56908112,1.82746612,0.85861,0.45474,0.00245937,-0.00238884,1.029525,-0.00018417,0.37194147,-0.694693,1388,18,597,806,0.425517,0.00026725,42,0.357092
v04_side_regime_utility_readout,tier_a_separate,oos,density_only_high_density_control,7575,131,1403,10.709924,0.02612978,2.23690181,2.21077203,1.011819,0.486101,0.00327991,-0.00306626,1.06968,1.862e-05,0.2354029,0.111,1383,13,608,795,0.433357,0.00035262,37,0.734141
v04_side_regime_utility_readout,tier_a_separate,oos,unbudgeted_strength_rank_replay,7575,131,1403,10.709924,0.02286534,1.20159422,1.17872888,1.019398,0.449751,0.00190427,-0.00152685,1.247188,1.63e-05,0.26473079,0.086372,1350,47,225,1178,0.160371,0.00021799,37,0.106914
v04_side_regime_utility_readout,tier_b_separate,train,all_trade_no_abstain,8963,555,8963,16.14955,-1.8604839,8.59463669,10.45512059,0.82205,0.453643,0.00211378,-0.00213501,0.990059,-0.00020757,2.05718037,-0.904385,8923,26,4224,4739,0.471271,0.00023398,50,0.135557
v04_side_regime_utility_readout,tier_b_separate,train,random_abstain_rate_match_single,8963,555,2349,4.232432,-0.58657973,2.187433,2.77401273,0.788545,0.458067,0.00203293,-0.00217911,0.932916,-0.00024971,0.6737755,-0.870586,2330,13,1133,1216,0.482333,0.00023512,49,0.140911
v04_side_regime_utility_readout,tier_b_separate,train,density_only_high_density_control,8963,555,2349,4.232432,-0.14399233,2.77410662,2.91809895,0.950655,0.458919,0.00257338,-0.00229591,1.120856,-6.13e-05,0.38929557,-0.369879,2306,23,941,1408,0.400596,0.00027732,48,0.332482
v04_side_regime_utility_readout,tier_b_separate,train,unbudgeted_strength_rank_replay,8963,555,2349,4.232432,-0.23676918,2.00819621,2.24496539,0.894533,0.473393,0.00180593,-0.00181485,0.995088,-0.0001008,0.28074968,-0.843346,2344,15,1135,1214,0.483184,0.00021282,35,0.068114
v04_side_regime_utility_readout,tier_b_separate,validation,all_trade_no_abstain,2361,148,2361,15.952703,-0.77810372,1.43772747,2.21583119,0.648843,0.419314,0.00145225,-0.00161622,0.89855,-0.00032957,0.8425588,-0.923501,2345,33,978,1383,0.414231,0.00020689,48,0.053791
v04_side_regime_utility_readout,tier_b_separate,validation,random_abstain_rate_match_single,2361,148,775,5.236486,-0.21208435,0.50376992,0.71585427,0.703733,0.416774,0.00155966,-0.00158375,0.98479,-0.00027366,0.27823887,-0.762238,757,23,313,462,0.403871,0.0002063,40,0.051613
v04_side_regime_utility_readout,tier_b_separate,validation,density_only_high_density_control,2361,148,775,5.236486,-0.28888643,0.54937307,0.8382595,0.655374,0.403871,0.00175519,-0.00181441,0.967356,-0.00037276,0.33030977,-0.874592,762,18,268,507,0.345806,0.00022643,44,0.109677
v04_side_regime_utility_readout,tier_b_separate,validation,unbudgeted_strength_rank_replay,2361,148,775,5.236486,-0.20032479,0.32487622,0.525201,0.618575,0.414194,0.00101208,-0.00115683,0.874869,-0.00025848,0.23507901,-0.852159,770,18,332,443,0.428387,0.00019097,19,0.003871
v04_side_regime_utility_readout,tier_b_separate,oos,all_trade_no_abstain,1058,120,1058,8.816667,0.02756374,0.92381505,0.89625131,1.030754,0.489603,0.00178343,-0.00165972,1.074532,2.605e-05,0.15543831,0.177329,1029,19,313,745,0.295841,0.00021678,49,0.086011
v04_side_regime_utility_readout,tier_b_separate,oos,random_abstain_rate_match_single,1058,120,355,2.958333,-0.03113841,0.26536806,0.29650647,0.894982,0.473239,0.00157957,-0.0015856,0.996201,-8.771e-05,0.08332529,-0.373697,349,13,109,246,0.307042,0.00021304,42,0.076056
v04_side_regime_utility_readout,tier_b_separate,oos,density_only_high_density_control,1058,120,355,2.958333,0.08376182,0.36996825,0.28620643,1.292662,0.509859,0.00204402,-0.00164486,1.24267,0.00023595,0.04125398,2.030393,317,11,95,260,0.267606,0.00023317,40,0.152113
v04_side_regime_utility_readout,tier_b_separate,oos,unbudgeted_strength_rank_replay,1058,120,355,2.958333,0.14976378,0.3303949,0.18063112,1.829114,0.540845,0.00172081,-0.00110817,1.552842,0.00042187,0.02421016,6.18599,292,16,95,260,0.267606,0.00019555,23,0.016901
v04_side_regime_utility_readout,tier_ab_combined,train,all_trade_no_abstain,38180,579,38180,65.941278,-4.49761477,48.07014289,52.56775766,0.914442,0.471006,0.00267309,-0.00260275,1.027024,-0.0001178,5.55343726,-0.809879,37992,41,18764,19416,0.491461,0.00027083,53,0.33329
v04_side_regime_utility_readout,tier_ab_combined,train,random_abstain_rate_match_single,38180,579,5727,9.891192,-0.77921318,7.18453647,7.96374965,0.902155,0.466911,0.00268681,-0.0026085,1.030022,-0.00013606,1.01635886,-0.766671,5677,18,2829,2898,0.493976,0.00027034,52,0.334905
v04_side_regime_utility_readout,tier_ab_combined,train,density_only_high_density_control,38180,579,5727,9.891192,-0.6651687,8.60658481,9.27175351,0.928259,0.465689,0.00322707,-0.00302998,1.065044,-0.00011615,1.01253743,-0.656932,5674,20,2211,3516,0.386066,0.00035016,46,0.705605
v04_side_regime_utility_readout,tier_ab_combined,train,unbudgeted_strength_rank_replay,38180,579,5727,9.891192,-0.10292578,5.57615803,5.67908381,0.981876,0.466911,0.00208532,-0.00186017,1.121043,-1.797e-05,0.55665838,-0.184899,5593,38,2446,3281,0.4271,0.00022685,43,0.12572
v04_side_regime_utility_readout,tier_ab_combined,validation,all_trade_no_abstain,12198,185,12198,65.935135,-4.87909417,13.87001426,18.74910843,0.739769,0.450812,0.00252228,-0.00279879,0.901203,-0.00039999,5.01148823,-0.973582,12179,44,5380,6818,0.441056,0.00027548,51,0.328824
v04_side_regime_utility_readout,tier_ab_combined,validation,random_abstain_rate_match_single,12198,185,2378,12.854054,-0.75583918,2.82324011,3.5790793,0.788817,0.447855,0.00265093,-0.00272588,0.972504,-0.00031785,0.8512085,-0.88796,2358,20,1095,1283,0.460471,0.00027965,47,0.338099
v04_side_regime_utility_readout,tier_ab_combined,validation,density_only_high_density_control,12198,185,2378,12.854054,-0.97492967,3.31203165,4.28696132,0.772583,0.449958,0.00309536,-0.00327749,0.944428,-0.00040998,1.08730506,-0.896648,2355,16,926,1452,0.389403,0.00035147,44,0.621951
v04_side_regime_utility_readout,tier_ab_combined,validation,unbudgeted_strength_rank_replay,12198,185,2378,12.854054,-0.47690025,1.5452348,2.02213505,0.76416,0.428091,0.00151791,-0.00148686,1.020882,-0.00020055,0.65494952,-0.728148,2346,28,603,1775,0.253574,0.00021893,37,0.089151
v04_side_regime_utility_readout,tier_ab_combined,oos,all_trade_no_abstain,8634,131,8634,65.908397,-0.90694194,10.05821449,10.96515643,0.917289,0.465138,0.00250454,-0.00237444,1.054791,-0.00010504,1.37349425,-0.660317,8592,37,3601,5033,0.417072,0.00026558,51,0.335186
v04_side_regime_utility_readout,tier_ab_combined,oos,random_abstain_rate_match_single,8634,131,1759,13.427481,0.00147045,2.28382915,2.2823587,1.000644,0.473565,0.00274169,-0.00246475,1.112361,8.4e-07,0.31607772,0.004652,1749,17,717,1042,0.407618,0.00026393,48,0.327459
v04_side_regime_utility_readout,tier_ab_combined,oos,density_only_high_density_control,8634,131,1759,13.427481,0.05561773,2.67242585,2.61680812,1.021254,0.482661,0.00314773,-0.00287561,1.09463,3.162e-05,0.31720971,0.175334,1735,17,732,1027,0.416146,0.00033793,40,0.67311
v04_side_regime_utility_readout,tier_ab_combined,oos,unbudgeted_strength_rank_replay,8634,131,1759,13.427481,0.17150658,1.53198912,1.36048254,1.126063,0.467879,0.00186147,-0.00145351,1.280674,9.75e-05,0.19311189,0.88812,1680,36,320,1439,0.181922,0.00021344,40,0.088687
v05_density_preserving_utility,tier_a_separate,train,all_trade_no_abstain,29217,573,29217,50.989529,-0.69144395,40.39463462,41.08607857,0.983171,0.482493,0.00286548,-0.00271733,1.054518,-2.367e-05,2.1371176,-0.32354,28987,31,14478,14739,0.495533,0.00028213,52,0.393949
v05_density_preserving_utility,tier_a_separate,train,random_abstain_rate_match_single,29217,573,3277,5.719023,0.25400886,4.65666671,4.40265785,1.057694,0.483369,0.00293981,-0.00260051,1.130478,7.751e-05,0.246597,1.030057,3179,12,1638,1639,0.499847,0.00028078,50,0.394873
v05_density_preserving_utility,tier_a_separate,train,density_only_high_density_control,29217,573,3277,5.719023,-0.30992447,5.16954505,5.47946952,0.943439,0.467806,0.00337218,-0.0031419,1.073293,-9.458e-05,0.51719137,-0.599245,3258,17,1262,2015,0.385108,0.00037479,40,0.80653
v05_density_preserving_utility,tier_a_separate,train,unbudgeted_strength_rank_replay,29217,573,3277,5.719023,-0.34517819,5.12841742,5.47359561,0.936938,0.467196,0.00334972,-0.00313493,1.068513,-0.00010533,0.54214576,-0.636689,3260,17,1246,2031,0.380226,0.00037359,40,0.801648
v05_density_preserving_utility,tier_a_separate,validation,all_trade_no_abstain,9836,183,9836,53.748634,-4.69255364,12.17501455,16.86756819,0.7218,0.440931,0.00280724,-0.00306739,0.91519,-0.00047708,4.72023683,-0.994135,9830,29,4079,5757,0.414701,0.00029195,51,0.394876
v05_density_preserving_utility,tier_a_separate,validation,random_abstain_rate_match_single,9836,183,1189,6.497268,-0.39220452,1.54852467,1.94072919,0.797909,0.444912,0.00292727,-0.0029405,0.9955,-0.00032986,0.41755808,-0.939281,1185,17,498,691,0.418839,0.00029758,46,0.396131
v05_density_preserving_utility,tier_a_separate,validation,density_only_high_density_control,9836,183,1189,6.497268,-0.49046927,1.9265535,2.41702277,0.797077,0.428932,0.00377756,-0.00355968,1.061207,-0.00041251,0.53388159,-0.918685,1182,19,416,773,0.349874,0.00039537,38,0.75778
v05_density_preserving_utility,tier_a_separate,validation,unbudgeted_strength_rank_replay,9836,183,1189,6.497268,-0.46350333,1.91431289,2.37781621,0.805072,0.430614,0.00373889,-0.00351228,1.064519,-0.00038983,0.51042025,-0.908082,1181,19,409,780,0.343987,0.00039356,38,0.752733
v05_density_preserving_utility,tier_a_separate,oos,all_trade_no_abstain,7575,131,7575,57.824427,-0.76351681,9.20315744,9.96667426,0.923393,0.468383,0.0025939,-0.00247496,1.048056,-0.00010079,1.08157723,-0.705929,7545,40,2855,4720,0.376898,0.00027241,50,0.370033
v05_density_preserving_utility,tier_a_separate,oos,random_abstain_rate_match_single,7575,131,804,6.137405,-0.25665679,0.95340847,1.21006526,0.787898,0.445274,0.00266315,-0.00271315,0.981572,-0.00031922,0.31538914,-0.813778,794,17,314,490,0.390547,0.00027224,42,0.365672
v05_density_preserving_utility,tier_a_separate,oos,density_only_high_density_control,7575,131,804,6.137405,0.03898853,1.3794963,1.34050777,1.029085,0.492537,0.00348358,-0.00328556,1.060269,4.849e-05,0.20215842,0.192861,789,13,262,542,0.325871,0.00038334,33,0.822139
v05_density_preserving_utility,tier_a_separate,oos,unbudgeted_strength_rank_replay,7575,131,804,6.137405,0.01879102,1.36547516,1.34668414,1.013954,0.49005,0.00346567,-0.0032846,1.055129,2.337e-05,0.20748808,0.090564,795,13,258,546,0.320896,0.00038177,33,0.817164
v05_density_preserving_utility,tier_b_separate,train,all_trade_no_abstain,8963,555,8963,16.14955,-1.79068476,8.63023038,10.42091514,0.828164,0.452862,0.0021262,-0.00212498,1.000571,-0.00019979,1.86611751,-0.959578,8955,36,4373,4590,0.487895,0.00023398,50,0.135557
v05_density_preserving_utility,tier_b_separate,train,random_abstain_rate_match_single,8963,555,775,1.396396,-0.15357139,0.71541255,0.86898394,0.823275,0.461935,0.00199836,-0.00208389,0.958954,-0.00019816,0.21347923,-0.719374,761,10,372,403,0.48,0.00023414,45,0.129032
v05_density_preserving_utility,tier_b_separate,train,density_only_high_density_control,8963,555,775,1.396396,0.0999667,1.2351988,1.1352321,1.088058,0.491613,0.00324199,-0.0028813,1.125184,0.00012899,0.10807878,0.924943,753,12,229,546,0.295484,0.00033999,38,0.609032
v05_density_preserving_utility,tier_b_separate,train,unbudgeted_strength_rank_replay,8963,555,775,1.396396,0.11785852,1.23574604,1.11788752,1.10543,0.492903,0.00323494,-0.0028445,1.137261,0.00015208,0.1141096,1.032854,749,12,229,546,0.295484,0.00033889,38,0.605161
v05_density_preserving_utility,tier_b_separate,validation,all_trade_no_abstain,2361,148,2361,15.952703,-0.50753603,1.56905842,2.07659445,0.755592,0.426091,0.0015597,-0.00153254,1.017721,-0.00021497,0.61057235,-0.831246,2342,25,885,1476,0.374841,0.00020689,48,0.053791
v05_density_preserving_utility,tier_b_separate,validation,random_abstain_rate_match_single,2361,148,126,0.851351,-0.05409842,0.05785698,0.1119554,0.516786,0.380952,0.00120535,-0.00143533,0.839777,-0.00042935,0.05698021,-0.949425,124,16,48,78,0.380952,0.00021333,23,0.055556
v05_density_preserving_utility,tier_b_separate,validation,density_only_high_density_control,2361,148,126,0.851351,0.03260169,0.15881816,0.12621647,1.2583,0.47619,0.00264697,-0.00191237,1.38413,0.00025874,0.03670804,0.888135,113,7,26,100,0.206349,0.0002668,30,0.261905
v05_density_preserving_utility,tier_b_separate,validation,unbudgeted_strength_rank_replay,2361,148,126,0.851351,0.03430972,0.15881816,0.12450845,1.275561,0.47619,0.00264697,-0.00188649,1.403118,0.0002723,0.03681972,0.93183,112,7,26,100,0.206349,0.00026672,30,0.261905
v05_density_preserving_utility,tier_b_separate,oos,all_trade_no_abstain,1058,120,1058,8.816667,-0.05009524,0.88793113,0.93802637,0.946595,0.473535,0.00177232,-0.00168407,1.052402,-4.735e-05,0.23214945,-0.215789,1031,11,289,769,0.273157,0.00021678,49,0.086011
v05_density_preserving_utility,tier_b_separate,oos,random_abstain_rate_match_single,1058,120,66,0.55,-0.00490619,0.04107988,0.04598607,0.893311,0.484848,0.00128375,-0.00135253,0.949143,-7.434e-05,0.01231577,-0.398367,62,4,22,44,0.333333,0.00020704,19,0.060606
v05_density_preserving_utility,tier_b_separate,oos,density_only_high_density_control,1058,120,66,0.55,-0.05146448,0.03678521,0.08824968,0.416831,0.257576,0.00216384,-0.00180101,1.201454,-0.00077976,0.05558566,-0.925859,64,8,8,58,0.121212,0.00027381,26,0.378788
v05_density_preserving_utility,tier_b_separate,oos,unbudgeted_strength_rank_replay,1058,120,66,0.55,-0.05407435,0.03678521,0.09085956,0.404858,0.257576,0.00216384,-0.00185428,1.166943,-0.00081931,0.05819554,-0.929184,64,8,8,58,0.121212,0.0002736,26,0.378788
v05_density_preserving_utility,tier_ab_combined,train,all_trade_no_abstain,38180,579,38180,65.941278,-2.48212871,49.024865,51.50699371,0.95181,0.475537,0.0027002,-0.00257226,1.049738,-6.501e-05,3.70609547,-0.669742,38033,49,18851,19329,0.49374,0.00027083,53,0.33329
v05_density_preserving_utility,tier_ab_combined,train,random_abstain_rate_match_single,38180,579,4053,7.0,-0.30205668,5.2265173,5.52857399,0.945364,0.47249,0.00272925,-0.00258586,1.055451,-7.453e-05,0.4389479,-0.688138,4034,14,2015,2038,0.497163,0.00027104,50,0.329879
v05_density_preserving_utility,tier_ab_combined,train,density_only_high_density_control,38180,579,4053,7.0,-0.2125642,6.40502402,6.61758822,0.967879,0.472243,0.00334641,-0.00309378,1.081658,-5.245e-05,0.50658327,-0.419604,4018,19,1490,2563,0.367629,0.00036814,42,0.768566
v05_density_preserving_utility,tier_ab_combined,train,unbudgeted_strength_rank_replay,38180,579,4053,7.0,-0.2299194,6.36416346,6.59408285,0.965132,0.471996,0.0033268,-0.00308135,1.079657,-5.673e-05,0.51739312,-0.44438,4021,19,1475,2578,0.363928,0.00036694,42,0.764125
v05_density_preserving_utility,tier_ab_combined,validation,all_trade_no_abstain,12198,185,12198,65.935135,-5.20312648,13.74407297,18.94719946,0.725388,0.438023,0.00257235,-0.002764,0.930664,-0.00042656,5.23704365,-0.993524,12191,32,4964,7234,0.406952,0.00027548,51,0.328824
v05_density_preserving_utility,tier_ab_combined,validation,random_abstain_rate_match_single,12198,185,1316,7.113514,-0.39534648,1.70654152,2.101888,0.811909,0.447568,0.00289735,-0.00289118,1.002135,-0.00030042,0.42337757,-0.933792,1307,15,546,770,0.414894,0.00028216,47,0.348024
v05_density_preserving_utility,tier_ab_combined,validation,density_only_high_density_control,12198,185,1316,7.113514,-0.46090439,2.08537166,2.54627605,0.818989,0.433131,0.00365855,-0.00341324,1.07187,-0.00035023,0.51521108,-0.894593,1308,12,442,874,0.335866,0.00038294,38,0.709726
v05_density_preserving_utility,tier_ab_combined,validation,unbudgeted_strength_rank_replay,12198,185,1316,7.113514,-0.43223042,2.07313105,2.50536147,0.827478,0.43465,0.00362435,-0.00336742,1.0763,-0.00032844,0.51917679,-0.83253,1306,12,435,881,0.330547,0.0003813,38,0.705167
v05_density_preserving_utility,tier_ab_combined,oos,all_trade_no_abstain,8634,131,8634,65.908397,-0.81283646,10.09186416,10.90470062,0.92546,0.469076,0.00249182,-0.00237886,1.047484,-9.414e-05,1.19388256,-0.680835,8595,37,3145,5489,0.364258,0.00026558,51,0.335186
v05_density_preserving_utility,tier_ab_combined,oos,random_abstain_rate_match_single,8634,131,870,6.641221,-0.1484944,0.89279067,1.04128507,0.857393,0.465517,0.00220442,-0.00223932,0.984414,-0.00017068,0.20075074,-0.739695,854,17,316,554,0.363218,0.00026428,48,0.335632
v05_density_preserving_utility,tier_ab_combined,oos,density_only_high_density_control,8634,131,870,6.641221,-0.01589206,1.4162815,1.43217357,0.988904,0.474713,0.00342925,-0.00313386,1.094259,-1.827e-05,0.20452103,-0.077704,861,13,270,600,0.310345,0.00037521,37,0.789655
v05_density_preserving_utility,tier_ab_combined,oos,unbudgeted_strength_rank_replay,8634,131,870,6.641221,-0.03528334,1.40226036,1.4375437,0.975456,0.472414,0.00341183,-0.0031319,1.089378,-4.056e-05,0.2104904,-0.167624,861,13,266,604,0.305747,0.00037356,37,0.783908
