variant_id,family,split,period,trade_count,days_in_scope,trades_per_day,net_profit,profit_factor,max_drawdown_percent,max_monthly_drawdown_percent,audit_role
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-02,666,19,35.05263157894737,0.28133940649700817,1.292002021261994,19.294691526783836,19.294691526783836,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-03,1021,21,48.61904761904762,-0.496138966623189,0.7925321273751054,54.19992840485149,54.19992840485149,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-04,1356,21,64.57142857142857,0.10516970668348913,1.0254094418299415,73.1121313814591,73.1121313814591,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-05,689,19,36.26315789473684,0.4291351552284295,1.5595015766535745,12.694348558427592,12.694348558427592,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-06,389,20,19.45,0.09029869867141026,1.1935802806558065,13.641617881268886,13.641617881268886,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-07,233,21,11.095238095238095,0.06293647899920835,1.3015350500915068,3.682535690485167,3.682535690485167,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-08,434,21,20.666666666666668,-0.030204075773089423,0.9504632662181152,19.75294246314797,19.75294246314797,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-09,281,21,13.380952380952381,-0.11640207250298112,0.7260420236459334,17.39941621145671,17.39941621145671,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2025-10,595,23,25.869565217391305,-0.291866001402319,0.7243278298471658,36.163863115725384,36.163863115725384,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2025-11,827,18,45.94444444444444,0.13197989930400805,1.082512745366887,44.83754498592083,44.83754498592083,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2025-12,579,21,27.571428571428573,-0.007539550329161218,0.9901748738865171,16.258163493309464,16.258163493309464,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2026-01,574,20,28.7,0.026895904459551145,1.0317417056715403,17.741341730260864,17.741341730260864,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2026-02,873,19,45.94736842105263,0.20199388820726888,1.1538373549414562,17.864262662735253,17.864262662735253,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2026-03,1083,22,49.22727272727273,0.03759766428895972,1.0246825006891656,44.66507070093585,44.66507070093585,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,oos,2026-04,300,8,37.5,0.29525767086612187,2.1457236395876254,7.180481323139221,7.180481323139221,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2022-09,1205,20,60.25,0.2663573804056759,1.1111153043357018,25.076292346257755,25.076292346257755,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2022-10,1254,21,59.714285714285715,1.7134392530264857,1.9007059007322027,27.149955579481134,27.149955579481134,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2022-11,914,20,45.7,0.3142873826306065,1.1953981706849826,25.53539995528159,25.53539995528159,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2022-12,1092,21,52.0,-0.06649980220806316,0.9640207433346735,31.509640347901847,31.509640347901847,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-01,851,19,44.78947368421053,0.575468632892017,1.5060370141835748,17.40361765066566,17.40361765066566,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-02,896,19,47.1578947368421,0.12595650509968892,1.0784505970732734,28.180647699876026,28.180647699876026,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-03,884,23,38.43478260869565,0.39962234732620394,1.2813718523497881,29.080028037944693,29.080028037944693,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-04,455,19,23.94736842105263,-0.1679518424542984,0.7667914144376593,27.48822625607953,27.48822625607953,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-05,470,22,21.363636363636363,0.31335513588625324,1.6514659764986332,6.990837687291151,6.990837687291151,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-06,554,21,26.38095238095238,0.31912147121566237,1.475581639850829,11.112806277611753,11.112806277611753,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-07,375,19,19.736842105263158,-0.0018753491229290369,0.9959671004042228,18.847896227532136,18.847896227532136,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-08,804,23,34.95652173913044,0.5404449550018442,1.5862621344181174,17.462164069355524,17.462164069355524,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-09,570,20,28.5,0.1241161838182816,1.1820957159491268,16.741697419191325,16.741697419191325,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-10,1102,22,50.09090909090909,0.1022672794320374,1.0603010839163827,42.145128640425696,42.145128640425696,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-11,308,20,15.4,0.1733158210447524,1.597044939582549,6.677335586010813,6.677335586010813,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2023-12,212,19,11.157894736842104,0.1678582358445732,2.0007405091346744,3.275813974037456,3.275813974037456,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-01,420,21,20.0,0.08581318407296207,1.1658138513787921,7.7716666776839745,7.7716666776839745,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-02,362,18,20.11111111111111,0.26005259846829576,1.8733740045346041,5.58100160383389,5.58100160383389,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-03,340,20,17.0,0.07812951072156288,1.1779563455847872,12.229796005512805,12.229796005512805,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-04,768,22,34.90909090909091,-0.22071282867600395,0.8240909097693686,42.03810143624618,42.03810143624618,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-05,237,21,11.285714285714286,0.2365111397283312,1.9597197719167967,6.88671250793379,6.88671250793379,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-06,269,18,14.944444444444445,-0.03402402554964935,0.894696009132349,7.01332254103102,7.01332254103102,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-07,735,21,35.0,0.38265709145319493,1.3733252450626796,19.21051139997919,19.21051139997919,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-08,1033,22,46.95454545454545,-0.1104619531917074,0.9457430045511356,44.41433830348215,44.41433830348215,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-09,795,20,39.75,0.2560285466905989,1.211660749537833,25.937629476903535,25.937629476903535,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-10,683,23,29.695652173913043,0.25331015334172624,1.3641480933063095,17.474001553841155,17.474001553841155,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-11,516,19,27.157894736842106,0.39632153445871077,1.9370963635317635,7.954536550556169,7.954536550556169,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,train,2024-12,517,20,25.85,0.4022830788353443,1.6268707549561834,11.35501131321205,11.35501131321205,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-01,786,20,39.3,-0.04812962565447089,0.9602826593106564,19.6374453073783,19.6374453073783,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-02,682,19,35.89473684210526,0.10974044558028109,1.1028180096777778,32.686289005249,32.686289005249,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-03,1027,21,48.904761904761905,-0.3903576290643266,0.834081475551748,48.68494979353562,48.68494979353562,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-04,1360,21,64.76190476190476,0.10487341907604114,1.0253075817089607,72.57503725705033,72.57503725705033,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-05,691,19,36.36842105263158,0.4075585691674308,1.520125566511527,13.9405806807829,13.9405806807829,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-06,407,20,20.35,0.09086464817779269,1.1875401340973764,14.33955690895119,14.33955690895119,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-07,227,21,10.80952380952381,0.03465118821554135,1.1569549925259692,5.550257077242704,5.550257077242704,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-08,440,21,20.952380952380953,-0.013842617066140477,0.9768957721610682,14.036536531590905,14.036536531590905,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_plain_depth3_backbone_control,catboost,validation,2025-09,285,21,13.571428571428571,-0.10587137853491,0.7505747751952105,18.333754702456318,18.333754702456318,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
