run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,session_slice,early,513,252.66,0.496612,0.492515
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,session_slice,late,222,40.37,0.214908,0.181847
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,session_slice,mid,298,-52.41,0.28848,-0.175872
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,volatility_regime,feature_missing,16,-0.45,0.015489,-0.028125
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,volatility_regime,vol_high,598,89.73,0.578896,0.15005
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,volatility_regime,vol_low,129,110.21,0.124879,0.854341
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,volatility_regime,vol_mid,290,41.13,0.280736,0.141828
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,trend_regime,downtrend,778,162.94,0.753146,0.209434
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,trend_regime,feature_missing,16,-0.45,0.015489,-0.028125
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,trend_regime,range_or_weak_trend,239,78.13,0.231365,0.326904
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,adx_bucket,adx_20_25,226,-76.48,0.21878,-0.338407
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,adx_bucket,adx_gt25,552,239.42,0.534366,0.433732
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,adx_bucket,adx_lt20,239,78.13,0.231365,0.326904
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,adx_bucket,feature_missing,16,-0.45,0.015489,-0.028125
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,validation,spread_regime,spread_low,1033,240.62,1.0,0.232933
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,session_slice,early,425,174.22,0.509592,0.409929
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,session_slice,late,156,-52.33,0.18705,-0.335449
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,session_slice,mid,253,23.35,0.303357,0.092292
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,volatility_regime,feature_missing,24,25.46,0.028777,1.060833
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,volatility_regime,vol_high,436,54.74,0.522782,0.12555
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,volatility_regime,vol_low,100,-28.33,0.119904,-0.2833
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,volatility_regime,vol_mid,274,93.37,0.328537,0.340766
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,trend_regime,downtrend,608,0.95,0.729017,0.001562
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,trend_regime,feature_missing,24,25.46,0.028777,1.060833
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,trend_regime,range_or_weak_trend,202,118.83,0.242206,0.588267
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,adx_bucket,adx_20_25,171,47.18,0.205036,0.275906
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,adx_bucket,adx_gt25,437,-46.23,0.523981,-0.105789
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,adx_bucket,adx_lt20,202,118.83,0.242206,0.588267
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,adx_bucket,feature_missing,24,25.46,0.028777,1.060833
run50H_s410l315h06_b045_logreg_deep_v1,s410l315h06_b045,oos,spread_regime,spread_low,834,145.24,1.0,0.174149
