run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,session_slice,early,536,79.75,0.406986,0.148787
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,session_slice,late,365,334.14,0.277145,0.915452
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,session_slice,mid,416,38.1,0.315869,0.091587
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,volatility_regime,feature_missing,5,-6.12,0.003797,-1.224
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,volatility_regime,vol_high,470,236.23,0.356872,0.502617
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,volatility_regime,vol_low,491,107.31,0.372817,0.218554
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,volatility_regime,vol_mid,351,114.57,0.266515,0.32641
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,trend_regime,downtrend,836,304.42,0.634776,0.364139
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,trend_regime,feature_missing,5,-6.12,0.003797,-1.224
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,trend_regime,range_or_weak_trend,476,153.69,0.361427,0.322878
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,adx_bucket,adx_20_25,187,-8.21,0.141989,-0.043904
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,adx_bucket,adx_gt25,649,312.63,0.492787,0.48171
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,adx_bucket,adx_lt20,476,153.69,0.361427,0.322878
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,adx_bucket,feature_missing,5,-6.12,0.003797,-1.224
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,validation,spread_regime,spread_low,1317,451.99,1.0,0.343197
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,session_slice,early,390,214.45,0.395538,0.549872
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,session_slice,late,298,62.38,0.302231,0.209329
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,session_slice,mid,298,-25.51,0.302231,-0.085604
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,volatility_regime,feature_missing,15,6.05,0.015213,0.403333
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,volatility_regime,vol_high,335,115.27,0.339757,0.34409
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,volatility_regime,vol_low,319,-141.41,0.323529,-0.443292
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,volatility_regime,vol_mid,317,271.41,0.321501,0.856183
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,trend_regime,downtrend,628,53.13,0.636917,0.084602
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,trend_regime,feature_missing,15,6.05,0.015213,0.403333
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,trend_regime,range_or_weak_trend,343,192.14,0.34787,0.560175
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,adx_bucket,adx_20_25,138,-111.11,0.139959,-0.805145
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,adx_bucket,adx_gt25,490,164.24,0.496957,0.335184
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,adx_bucket,adx_lt20,343,192.14,0.34787,0.560175
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,adx_bucket,feature_missing,15,6.05,0.015213,0.403333
run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,nfx_s33l20_c3_s2030,oos,spread_regime,spread_low,986,251.32,1.0,0.254888
