rank,selection_label,development_score,run_number,variant_id,validation_trades_per_day,oos_trades_per_day,validation_pf,oos_pf,validation_net,oos_net,validation_drawdown,oos_drawdown,validation_cost_stressed_expectancy,oos_cost_stressed_expectancy,validation_same_move_ratio,oos_same_move_ratio,validation_cooldown12_trades_per_day,oos_cooldown12_trades_per_day,validation_mfe_capture,oos_mfe_capture,tier_a_validation_net,tier_a_oos_net,tier_b_validation_net,tier_b_oos_net,failure_reasons,source_summary_path,notes
315,reference_only,22.187417,run50J,h10_s390l300_b045,4.666667,3.400000,1.090000,1.030000,273.550000,68.940000,237.270000,263.620000,,,,,,,,,327.110000,107.530000,139.190000,-37.690000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50J_summary.csv,hold extension with strict Tier B comparison
316,reference_only,22.057196,run50AE,c06b,4.770492,3.348718,0.950000,1.140000,-125.690000,262.130000,292.000000,191.150000,,,,,,,,,-121.900000,333.230000,-495.150000,56.070000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,matched A+B comparison for cooldown6 density recovery after buy vol_low exclusion
317,failure_memory,22.037556,run50BK,s43c02_h4c2_no_b_blvl,4.885246,3.635897,1.070000,0.930000,153.060000,-124.850000,294.460000,364.780000,-0.328792,-0.676093,0.621924,0.668547,1.846995,1.205128,0.615507,0.608395,153.060000,-124.850000,87.470000,-46.670000,validation_density;oos_density;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BK_summary.csv,Combines buy-low-vol-late firewall with cooldown2 and Tier B disabled.
318,reference_only,21.920213,run50AB,nfab_c12_h08_s300l210_b,5.054645,3.430769,1.030000,1.080000,71.060000,139.420000,479.710000,182.980000,,,,,,,,,-496.160000,50.740000,-495.190000,-11.430000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_summary.csv,matched A+B comparison for Tier B disablement under cooldown12 hold8 density repair
319,reference_only,21.901936,run50AD,lv26a,3.803279,2.482051,1.010000,1.310000,21.070000,414.560000,384.020000,101.510000,,,,,,,,,21.070000,414.560000,-495.380000,4.410000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair of run50AC: block buy vol_low damage under actual 12-bar cooldown and hold8
320,reference_only,21.901936,run50AD,lv24a,3.803279,2.482051,1.010000,1.310000,21.070000,414.560000,384.020000,101.510000,,,,,,,,,21.070000,414.560000,-495.380000,4.410000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair density pressure after buy vol_low firewall
321,reference_only,21.895076,run50AO,inv6_s048l045_h3_b060,4.606557,3.148718,1.050000,1.120000,107.950000,195.670000,299.190000,127.420000,,,,,,,,,108.980000,220.910000,0.000000,11.600000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AO_summary.csv,run50AN attribution repair: keep hold3 density while raising inverse short threshold to the hold4 quality frontier
322,reference_only,21.844832,run50C,d39h11,3.874317,2.953846,1.080000,1.120000,229.900000,258.690000,,,,,,,,,,,253.420000,66.600000,146.130000,-104.150000,routed_density_or_quality_inconclusive_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50C_logreg_bracket_micro_grid_summary.csv,
323,reference_only,21.625052,run50K,recent24_h10_s400l300_aonly,5.453552,4.287179,0.920000,0.870000,-260.410000,-384.930000,523.210000,475.200000,,,,,,,,,-260.410000,-384.930000,136.230000,-38.170000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50K_summary.csv,recent train-only logistic model to test session/weather drift without validation/OOS leakage
324,reference_only,21.596653,run50D,d385h11,4.071038,3.102564,1.050000,1.120000,135.730000,274.450000,276.950000,186.520000,,,,,,,,,183.840000,158.690000,-85.120000,-210.290000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,quality pressure plus longer hold
325,reference_only,21.557629,run50AV,et40c12_h4_s220l140_a,3.464481,2.600000,0.930000,1.370000,-113.500000,353.840000,276.470000,76.690000,,,,,,,,,-113.500000,353.840000,-7.610000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AV_summary.csv,ExtraTrees leaf40 with actual 12-bar cooldown; tests whether smoother source density survives same-move audit.
326,reference_only,21.557629,run50AV,et40c12_h4_s200l120_a,3.464481,2.600000,0.930000,1.370000,-113.500000,353.840000,276.470000,76.690000,,,,,,,,,-113.500000,353.840000,-7.610000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AV_summary.csv,Aggressive threshold pressure under actual cooldown12; probes whether density can approach 5/day without split re-entry.
327,failure_memory,21.362749,run50AY,v05_s47_breadth_vix_h3c3_no_b,4.103825,2.989744,1.090000,0.940000,130.520000,-65.920000,233.410000,157.590000,-0.326205,-0.613070,0.404794,0.478559,2.442623,1.558974,0.618270,0.598019,130.520000,-65.920000,-35.550000,18.360000,validation_density;oos_density;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AY_summary.csv,Agreement core plus Stage47-only recovery when mega8 breadth >= 0.50 and VIX zscore < 1.402633; Tier B fallback disabled in routed path.
328,reference_only,21.233108,run50BA,v09_slot30_cycle_dense_h2c12_no_b,2.535519,1.825641,1.110000,1.220000,142.960000,225.970000,284.610000,208.400000,-0.191897,0.134747,0.000000,0.000000,2.535519,1.825641,0.598273,0.603396,142.960000,225.970000,-102.220000,-153.740000,validation_density;oos_density;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BA_summary.csv,30-minute slot cycle with same-side spacing pressure and Tier B disabled in routed path.
329,reference_only,21.159749,run50D,d380h09,4.688525,3.620513,1.040000,1.040000,113.830000,89.140000,317.520000,226.560000,,,,,,,,,85.320000,106.540000,-14.930000,-363.940000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,d38 shorter hold
330,reference_only,21.124647,run50C,d37h09,5.147541,3.841026,1.030000,1.000000,99.980000,4.060000,,,,,,,,,,,68.990000,53.280000,8.770000,-301.920000,routed_density_or_quality_inconclusive_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50C_logreg_bracket_micro_grid_summary.csv,
331,reference_only,21.018574,run50D,d375h11,4.431694,3.425641,1.040000,1.060000,121.700000,150.830000,276.950000,230.380000,,,,,,,,,186.430000,118.300000,-115.080000,-281.040000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,density plus longer hold
332,reference_only,20.977954,run50AO,inv6_s050l045_h3_b060,4.273224,2.897436,1.080000,1.110000,164.100000,158.450000,240.480000,238.310000,,,,,,,,,189.580000,286.320000,2.520000,-19.780000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AO_summary.csv,test whether stricter short threshold removes OOS sell damage without losing long-side density
333,reference_only,20.525011,run50AY,v06_s47_us100_vix_h3c3_no_b,3.437158,2.410256,1.090000,1.100000,121.420000,92.980000,197.990000,126.060000,-0.306963,-0.302170,0.330684,0.370213,2.300546,1.517949,0.622839,0.607764,121.420000,92.980000,1.390000,-115.120000,validation_density;oos_density;validation_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AY_summary.csv,Agreement core plus Stage47-only recovery when US100 underperforms mega8 by validation q25 and VIX zscore < 1.402633; Tier B fallback disabled in routed path.
334,reference_only,20.387514,run50J,h10_s410l290_b045,4.327869,3.123077,1.100000,1.010000,282.430000,27.660000,216.850000,312.460000,,,,,,,,,267.400000,68.190000,139.190000,-37.690000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50J_summary.csv,quality-heavy short filter plus maximum long-density pressure under longer hold with strict Tier B
335,reference_only,20.316275,run50AP,raw3_s045l045_h3_b060,5.136612,3.246154,1.050000,1.010000,125.280000,17.240000,233.480000,248.470000,,,,,,,,,33.170000,3.490000,0.000000,19.870000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AP_summary.csv,raw fwd3 LGBM control to test whether shorter horizon keeps model direction or still needs inversion
336,reference_only,20.207331,run50AW,s43c02_h4c6,4.169399,3.000000,1.010000,1.060000,26.520000,80.340000,409.030000,127.320000,-0.465242,-0.362667,0.484928,0.577778,2.147541,1.266667,0.613397,0.608852,53.310000,-63.520000,86.830000,-117.430000,validation_density;oos_density;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AW_summary.csv,Stage43 top-8 low-complexity source; prior packet had strongest validation net/PF.
337,reference_only,20.143881,run50AD,lv26b,3.836066,2.533333,1.010000,1.230000,23.400000,312.410000,381.690000,118.770000,,,,,,,,,21.070000,414.560000,-495.380000,4.410000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair matched A+B comparison for buy vol_low firewall
338,reference_only,20.143881,run50AD,lv24b,3.836066,2.533333,1.010000,1.230000,23.400000,312.410000,381.690000,118.770000,,,,,,,,,21.070000,414.560000,-495.380000,4.410000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair matched A+B density comparison after buy vol_low firewall
339,reference_only,20.005284,run50J,h10_s410l290_aonly,4.174863,2.943590,1.090000,1.030000,267.400000,68.190000,228.570000,243.290000,,,,,,,,,267.400000,68.190000,139.190000,-37.690000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50J_summary.csv,quality-heavy short filter plus maximum long-density pressure under longer hold; A-only matched comparison
340,reference_only,19.953274,run50AP,inv3_s045l045_h3_b060,5.081967,3.230769,0.930000,1.060000,-194.700000,104.690000,504.450000,218.850000,,,,,,,,,-126.820000,144.800000,0.000000,0.000000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AP_summary.csv,inverse fwd3 symmetric threshold; checks whether shorter horizon creates real density without relaxing thresholds
341,reference_only,19.940799,run50E,d370h08_aonly,5.021858,3.800000,1.010000,0.960000,33.250000,-115.460000,297.190000,315.170000,,,,,,,,,33.250000,-115.460000,33.950000,-413.560000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,density repair without Tier B
342,reference_only,19.939997,run50AE,c10b,4.043716,2.841026,0.970000,1.180000,-65.780000,267.600000,278.280000,122.940000,,,,,,,,,-65.000000,162.680000,-495.380000,4.410000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,matched A+B comparison for cooldown10 interpolation
343,reference_only,19.934689,run50AB,nfab_c12_h10_s300l210_b,5.103825,3.317949,0.920000,1.050000,-197.760000,87.860000,341.100000,252.740000,,,,,,,,,-110.000000,-19.910000,-495.200000,45.570000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_summary.csv,matched A+B comparison for Tier B disablement under cooldown12 hold10 density repair
344,reference_only,19.903174,run50AV,et30c12_h4_s220l140_a,3.655738,2.553846,0.880000,1.280000,-179.230000,274.450000,265.000000,131.040000,,,,,,,,,-179.230000,274.450000,-7.610000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AV_summary.csv,Leaf30 middle granularity with actual cooldown12; checks whether leaf40 was too smooth for real OOS density.
345,failure_memory,19.827406,run50BN,v43_v22_midcov_et40_direction_h2c0_no_b,4.278689,3.200000,0.890000,0.960000,-172.570000,-44.260000,221.750000,184.240000,-0.720396,-0.570929,0.477650,0.512821,2.234973,1.558974,0.608408,0.627946,-172.570000,-44.260000,0.580000,-0.380000,validation_density;oos_density;validation_net_positive;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BN_summary.csv,"Run50BE v30 context timing is used as the opportunity clock, while run50BH ExtraTrees supplies direction when non-flat."
346,reference_only,19.601018,run50BA,v10_slot30_cycle_quality_h2c12_no_b,2.387978,1.738462,1.240000,1.090000,241.420000,68.800000,284.610000,197.580000,0.052449,-0.297050,0.000000,0.000000,2.387978,1.738462,0.605541,0.611538,241.420000,68.800000,-93.900000,-3.320000,validation_density;oos_density;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BA_summary.csv,Stricter context thresholds to test whether proxy quality survives actual MT5 density loss.
347,reference_only,19.438177,run50AB,nfab_c12_h06_s300l210_a,4.699454,3.225641,1.070000,0.990000,136.220000,-12.030000,184.650000,199.570000,,,,,,,,,136.220000,-12.030000,-88.220000,-1.350000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_summary.csv,hold6 with actual 12-bar cooldown to test the highest density recovery that still faces the same-move audit
348,reference_only,19.379786,run50B,d38h09,4.355191,3.271795,1.030000,1.040000,83.990000,104.400000,,,,,,,,,,,,,,,density_or_quality_inconclusive_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50B_tier_a_dense_engine_grid_summary.csv,
349,reference_only,19.001185,run50AB,nfab_c12_h06_s300l210_b,4.803279,3.282051,1.040000,0.930000,85.140000,-111.750000,184.650000,321.730000,,,,,,,,,136.220000,-12.030000,-88.220000,-1.350000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_summary.csv,matched A+B comparison for Tier B disablement under cooldown12 hold6 density repair
350,failure_memory,18.943239,run50AZ,et10c12_h4_s160l090_b,4.163934,3.184615,0.800000,1.110000,-379.850000,133.660000,478.490000,183.820000,,,,,,,,,-395.560000,135.340000,-16.310000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AZ_summary.csv,Matched A+B routed run for broad ExtraTrees leaf10 source; exposes hidden Tier B damage under cooldown12.
351,reference_only,18.876422,run50AX,v04_s47_s45_agreement_only_h4c3,2.595628,1.661538,1.100000,1.220000,113.260000,160.520000,130.120000,90.540000,-0.261558,-0.004568,0.216842,0.191358,2.032787,1.343590,0.649082,0.632755,32.690000,128.110000,4.030000,45.620000,validation_density;oos_density;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AX_summary.csv,Trade only when Stage47 and Stage45 agree; shorter cooldown checks whether quality survives sparse routing.
352,failure_memory,18.867249,run50BK,s43c02_h4c4_no_b,4.311475,3.251282,0.910000,0.910000,-200.110000,-152.410000,379.110000,351.230000,-0.753625,-0.740394,0.523447,0.611987,2.054645,1.261538,0.622722,0.599834,-200.110000,-152.410000,146.660000,-70.760000,validation_density;oos_density;validation_net_positive;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BK_summary.csv,Cooldown4 stress with Tier B disabled; tests whether real density survives stronger spacing.
353,failure_memory,18.540679,run50AZ,et10c12_h4_s160l090_a,4.071038,3.092308,0.780000,1.110000,-395.560000,135.340000,494.200000,170.410000,,,,,,,,,-395.560000,135.340000,-16.310000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AZ_summary.csv,A-only broad ExtraTrees leaf10 source with actual cooldown12 and no side firewall; tests true post-cooldown density ceiling.
354,reference_only,18.363378,run50BN,v41_v22_midcov_et40_agree_h2c0_no_b,2.535519,1.769231,1.210000,1.070000,173.680000,49.890000,98.350000,97.500000,-0.125690,-0.355391,0.075431,0.078261,2.344262,1.630769,0.611366,0.634474,173.680000,49.890000,0.000000,-1.280000,validation_density;oos_density;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BN_summary.csv,Run50BE v30 context entries are kept only when run50BH ExtraTrees agrees on direction; Tier B disabled.
355,reference_only,18.176526,run50AI,qda_q85_aonly_bdisabled,3.453552,1.830769,1.050000,1.200000,131.930000,263.170000,406.780000,160.070000,,,,,,,,,131.930000,263.170000,,,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AI_summary.csv,Broad reviewed QDA coverage source; Tier B disabled using run50AH damage evidence.
356,reference_only,18.134301,run50E,d380h08_aonly,4.612022,3.564103,1.000000,0.960000,-6.170000,-103.690000,360.380000,322.370000,,,,,,,,,-6.170000,-103.690000,33.950000,-413.560000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,d38 shorter hold without Tier B
357,reference_only,18.125895,run50AB,nfab_c12_h10_s300l210_a,5.043716,3.215385,0.960000,0.990000,-110.000000,-19.910000,341.100000,315.150000,,,,,,,,,-110.000000,-19.910000,-495.200000,45.570000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_summary.csv,lower thresholds under actual 12-bar cooldown and hold10 to test whether real density recovers without same-move splitting
358,reference_only,18.125895,run50L,nf150_c12_h10_s330l240_aonly,5.043716,3.215385,0.960000,0.990000,-110.000000,-19.910000,341.100000,315.150000,,,,,,,,,-110.000000,-19.910000,130.710000,21.550000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50L_summary.csv,twelve-bar actual reentry cooldown with stronger density pressure
359,reference_only,18.093986,run50B,d40h12,3.218579,2.369231,1.120000,1.060000,286.630000,127.820000,,,,,,,,,,,,,,,density_or_quality_inconclusive_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50B_tier_a_dense_engine_grid_summary.csv,
360,reference_only,18.047620,run50AE,c10a,4.005464,2.856410,0.970000,1.110000,-65.000000,162.680000,278.280000,141.290000,,,,,,,,,-65.000000,162.680000,-495.380000,4.410000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,cooldown10 interpolation to test density survival with less same-move reopening
361,reference_only,17.701235,run50AV,et40c12_h4_s220l140_b,3.480874,2.671795,0.990000,1.180000,-9.260000,184.800000,178.660000,98.670000,,,,,,,,,-113.500000,353.840000,-7.610000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AV_summary.csv,Matched A+B comparison for et40 cooldown12 source; checks whether Tier B creates hidden OOS damage.
362,failure_memory,17.358231,run50AZ,nf250c12_h4_s160l090_a,4.513661,3.035897,1.030000,0.910000,45.740000,-118.830000,278.690000,262.380000,,,,,,,,,45.740000,-118.830000,-16.310000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AZ_summary.csv,A-only logistic nonflat250 broad source with actual cooldown12; tests whether linear source can supply cleaner real density.
363,reference_only,17.228955,run50Y,nfy_s29l16_c6_adx_b,3.196721,2.194872,1.020000,1.210000,29.300000,230.900000,157.080000,147.700000,,,,,,,,,10.430000,246.730000,3.920000,-29.460000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Y_summary.csv,stronger cooldown stress after buy ADX 20+ firewall
364,reference_only,17.221320,run50AD,ax26b,4.562842,3.112821,1.000000,1.010000,-5.530000,20.830000,414.810000,240.190000,,,,,,,,,-491.750000,45.120000,-495.190000,-10.820000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair matched A+B comparison for buy ADX 20-25 firewall
365,reference_only,17.162094,run50AO,inv6_s052l045_h3_b060,4.092896,2.579487,1.020000,1.080000,36.180000,103.930000,257.420000,169.310000,,,,,,,,,91.310000,117.180000,0.000000,14.600000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AO_summary.csv,upper short-threshold stress to see whether sell side should be sparse or effectively disabled
366,reference_only,16.976479,run50AJ,nf200s25b_qda85_lowconf050,4.284153,2.830769,0.980000,1.050000,-33.640000,75.750000,312.600000,223.120000,,,,,,,,,550.200000,310.590000,,,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AJ_summary.csv,"Repair hypothesis(수정 가설): if flat-fill(관망 채움) is too small, hand off low-confidence primary(저신뢰 주 라우트) bars at confidence <= 0.50 to QDA q85 only while no position(무포지션)."
367,reference_only,16.712274,run50AP,inv3_s050l043_h3_b060,4.349727,3.205128,0.810000,0.850000,-494.220000,-260.500000,622.410000,339.330000,,,,,,,,,-420.340000,-183.790000,0.000000,0.000000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AP_summary.csv,carry run50AO side-threshold idea onto a shorter label horizon to test real OOS density survival
368,reference_only,16.656157,run50AI,qda_q85_guard12_bdisabled,2.846995,1.466667,1.130000,1.160000,251.770000,167.690000,287.880000,198.410000,,,,,,,,,251.770000,167.690000,,,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AI_summary.csv,Same source as q85 with 12-bar re-entry guard to test whether density survives cooldown.
369,reference_only,16.586245,run50AH,r23s25b,3.841530,2.958974,1.050000,0.990000,108.690000,-22.210000,151.650000,210.230000,,,,,,,,,122.860000,-29.410000,-83.930000,-10.430000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AH_summary.csv,matched A+B comparison for recent-2023 balanced s25 model-axis perturbation
370,failure_memory,16.571943,run50AW,s43c08_h4c6,3.196721,2.200000,0.750000,1.160000,-350.450000,139.730000,387.560000,195.510000,-1.099060,-0.174289,0.553846,0.585082,1.426230,0.912821,0.624140,0.604839,-77.620000,152.030000,-135.760000,-163.090000,validation_density;oos_density;validation_net_positive;validation_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AW_summary.csv,Stage43 constrained-tree source; prior packet had strongest OOS net/PF.
371,reference_only,16.423532,run50AH,r23s25a,3.814208,2.820513,1.060000,0.980000,122.860000,-29.410000,151.650000,185.030000,,,,,,,,,122.860000,-29.410000,-83.930000,-10.430000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AH_summary.csv,A-only recent-2023 balanced model-axis perturbation after run50AG OOS density stall
372,failure_memory,15.200713,run50AZ,r24balc12_h4_s140l080_a,3.901639,2.958974,0.770000,0.850000,-405.470000,-223.220000,449.620000,305.870000,,,,,,,,,-405.470000,-223.220000,-16.310000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AZ_summary.csv,A-only recent-2024 balanced logistic source with actual cooldown12; tests drift-specific real density.
373,reference_only,14.300978,run50AE,em6a,3.480874,2.507692,0.950000,1.040000,-104.370000,61.200000,366.150000,203.920000,,,,,,,,,-104.370000,61.200000,-495.150000,56.070000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,early_mid session slice after run50AD attribution; A-only density-quality check
374,reference_only,14.026483,run50AV,et20c12_h4_s240l150_a,3.590164,2.738462,0.950000,0.990000,-82.270000,-14.400000,166.670000,205.810000,,,,,,,,,-82.270000,-14.400000,-7.610000,4.920000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AV_summary.csv,Leaf20 quality threshold under actual cooldown12; tests finer source while resisting validation cost drag.
375,reference_only,13.519336,run50AM,lgbm6_s045l045_h4_b060,2.573770,3.348718,0.700000,0.810000,-496.350000,-412.520000,496.350000,497.590000,,,,,,,,,-496.630000,-429.190000,-4.000000,-7.250000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AM_summary.csv,"fwd6 LGBM high-density threshold, hold4, strict Tier B damage check"
376,reference_only,13.503574,run50AE,em6b,3.508197,2.594872,0.970000,0.980000,-78.710000,-34.720000,340.490000,235.020000,,,,,,,,,-104.370000,61.200000,-495.150000,56.070000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,matched A+B comparison for early_mid cooldown6 branch
377,reference_only,13.005507,run50AB,nfab_c12_h08_s300l210_a,1.863388,3.374359,0.590000,1.030000,-496.160000,50.740000,505.820000,235.120000,,,,,,,,,-496.160000,50.740000,-495.190000,-11.430000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AB_summary.csv,hold8 with actual 12-bar cooldown to recover density while keeping the cooldown audit strict
378,reference_only,12.724674,run50AM,lgbm6_s048l045_h6_b060,3.387978,2.379487,0.830000,0.790000,-411.560000,-394.850000,444.750000,500.510000,,,,,,,,,-431.630000,-447.000000,0.000000,3.510000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AM_summary.csv,fwd6 LGBM hold6 quality comparison against hold4 density branch
