variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,judgment,error,summary_path,notes
nf150_c6_h10_s370l270_aonly,lifecycle_cooldown_model_axis_aonly,run50L_nf150_c6_h10_s370l270_aonly_logreg_deep_v1,completed,a_stage56_nf150_c6_h10_s370l270_aonly_a_s370_l270_m000__b_disabled__hold10__cool6,0.37,0.27,0.0,0.45,0.45,0.0,10,,,1132,75.91,1.02,791,326.85,1.14,14,113.93,1.93,27,16.67,1.07,1132,6.185792,75.91,1.02,347.54,417,715,791,4.056410,326.85,1.14,161.37,282,509,,,{},nf150_c6_h10_s370l270,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c6_h10_s370l270_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c6_h10_s370l270_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c6_h10_s370l270_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c6_h10_s370l270_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c6_h10_s370l270_aonly/summary.json,six-bar actual reentry cooldown with lower thresholds to test whether real density survives without same-move splitting
nf150_c6_h10_s370l270_b045,lifecycle_cooldown_model_axis_tier_b_comparison,run50L_nf150_c6_h10_s370l270_b045_logreg_deep_v1,completed,a_stage56_nf150_c6_h10_s370l270_b045_a_s370_l270_m000__b_stage56_nf150_c6_h10_s370l270_b045_b_s450_l450_m000__hold10__cool6,0.37,0.27,0.0,0.45,0.45,0.0,10,,,1132,75.91,1.02,791,326.85,1.14,14,113.93,1.93,27,16.67,1.07,1225,6.693989,125.87,1.04,217.2,418,807,837,4.292308,413.78,1.19,256.05,291,546,,,{},nf150_c6_h10_s370l270,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c6_h10_s370l270_b045/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c6_h10_s370l270_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c6_h10_s370l270_b045/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c6_h10_s370l270_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c6_h10_s370l270_b045/summary.json,matched six-bar cooldown A+B comparison for Tier B disablement evidence
nf150_c12_h10_s330l240_aonly,lifecycle_cooldown_model_axis_aonly,run50L_nf150_c12_h10_s330l240_aonly_logreg_deep_v1,completed,a_stage56_nf150_c12_h10_s330l240_aonly_a_s330_l240_m000__b_disabled__hold10__cool12,0.33,0.24,0.0,0.45,0.45,0.0,10,,,923,-110.0,0.96,627,-19.91,0.99,13,130.71,2.24,27,21.55,1.1,923,5.043716,-110.0,0.96,341.1,353,570,627,3.215385,-19.91,0.99,315.15,234,393,,,{},nf150_c12_h10_s330l240,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c12_h10_s330l240_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c12_h10_s330l240_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c12_h10_s330l240_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c12_h10_s330l240_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,12,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c12_h10_s330l240_aonly/summary.json,twelve-bar actual reentry cooldown with stronger density pressure
nf150_c12_h10_s330l240_b045,lifecycle_cooldown_model_axis_tier_b_comparison,run50L_nf150_c12_h10_s330l240_b045_logreg_deep_v1,completed,a_stage56_nf150_c12_h10_s330l240_b045_a_s330_l240_m000__b_stage56_nf150_c12_h10_s330l240_b045_b_s450_l450_m000__hold10__cool12,0.33,0.24,0.0,0.45,0.45,0.0,10,,,923,-110.0,0.96,627,-19.91,0.99,13,130.71,2.24,27,21.55,1.1,999,5.459016,-88.1,0.96,324.47,357,642,683,3.502564,186.39,1.1,173.99,251,432,,,{},nf150_c12_h10_s330l240,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c12_h10_s330l240_b045/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c12_h10_s330l240_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c12_h10_s330l240_b045/mt5/reports/Project_Obsidian_Prime_v2_run50L_nf150_c12_h10_s330l240_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,12,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50L/nf150_c12_h10_s330l240_b045/summary.json,matched twelve-bar cooldown A+B comparison for Tier B disablement evidence
