variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,reentry_cooldown_bars,judgment,error,summary_path,notes
s370l340h06_aonly,direction_threshold_tier_b_disablement,run50G_s370l340h06_aonly_logreg_deep_v1,completed,a_stage56_s370l340h06_aonly_a_s370_l340_m000__b_disabled__hold6__cool0,0.37,0.34,0.0,0.45,0.45,0.0,6,,,1151,175.69,1.05,917,-106.63,0.96,18,66.21,1.56,33,-49.7,0.8,1151,6.289617,175.69,1.05,267.38,377,774,917,4.702564,-106.63,0.96,318.85,298,619,,,{},s370l340h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s370l340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50G_s370l340h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s370l340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50G_s370l340h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s370l340h06_aonly/summary.json,soft short filter plus lower long threshold; A-only matched comparison
s370l340h06_b045,direction_threshold_tier_b_comparison,run50G_s370l340h06_b045_logreg_deep_v1,completed,a_stage56_s370l340h06_b045_a_s370_l340_m000__b_stage56_s370l340h06_b045_b_s450_l450_m000__hold6__cool0,0.37,0.34,0.0,0.45,0.45,0.0,6,,,1151,175.69,1.05,917,-106.63,0.96,18,66.21,1.56,33,-49.7,0.8,1181,6.453552,155.89,1.05,293.07,383,798,960,4.923077,-37.16,0.99,321.4,314,646,,,{},s370l340h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s370l340h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50G_s370l340h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s370l340h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50G_s370l340h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s370l340h06_b045/summary.json,soft short filter plus lower long threshold with stricter Tier B
s380l330h06_aonly,direction_threshold_tier_b_disablement,run50G_s380l330h06_aonly_logreg_deep_v1,completed,a_stage56_s380l330h06_aonly_a_s380_l330_m000__b_disabled__hold6__cool0,0.38,0.33,0.0,0.45,0.45,0.0,6,,,1110,176.29,1.05,892,49.26,1.02,18,66.21,1.56,33,-49.7,0.8,1110,6.065574,176.29,1.05,263.2,342,768,892,4.574359,49.26,1.02,284.77,275,617,,,{},s380l330h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s380l330h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50G_s380l330h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s380l330h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50G_s380l330h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s380l330h06_aonly/summary.json,long-biased density repair; A-only matched comparison
s380l330h06_b045,direction_threshold_tier_b_comparison,run50G_s380l330h06_b045_logreg_deep_v1,completed,a_stage56_s380l330h06_b045_a_s380_l330_m000__b_stage56_s380l330h06_b045_b_s450_l450_m000__hold6__cool0,0.38,0.33,0.0,0.45,0.45,0.0,6,,,1110,176.29,1.05,892,49.26,1.02,18,66.21,1.56,33,-49.7,0.8,1139,6.224044,173.33,1.05,263.2,348,791,934,4.789744,42.93,1.01,300.37,291,643,,,{},s380l330h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s380l330h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50G_s380l330h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s380l330h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50G_s380l330h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s380l330h06_b045/summary.json,long-biased density repair with stricter Tier B
s390l330h06_aonly,direction_threshold_tier_b_disablement,run50G_s390l330h06_aonly_logreg_deep_v1,completed,a_stage56_s390l330h06_aonly_a_s390_l330_m000__b_disabled__hold6__cool0,0.39,0.33,0.0,0.45,0.45,0.0,6,,,1071,287.07,1.09,855,58.6,1.02,18,66.21,1.56,33,-49.7,0.8,1071,5.852459,287.07,1.09,257.48,309,762,855,4.384615,58.6,1.02,303.24,244,611,,,{},s390l330h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s390l330h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50G_s390l330h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s390l330h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50G_s390l330h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s390l330h06_aonly/summary.json,stronger short filter plus lower long threshold; A-only matched comparison
s390l330h06_b045,direction_threshold_tier_b_comparison,run50G_s390l330h06_b045_logreg_deep_v1,completed,a_stage56_s390l330h06_b045_a_s390_l330_m000__b_stage56_s390l330h06_b045_b_s450_l450_m000__hold6__cool0,0.39,0.33,0.0,0.45,0.45,0.0,6,,,1071,287.07,1.09,855,58.6,1.02,18,66.21,1.56,33,-49.7,0.8,1099,6.005464,274.44,1.08,257.48,313,786,896,4.594872,109.52,1.04,312.34,259,637,,,{},s390l330h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s390l330h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50G_s390l330h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s390l330h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50G_s390l330h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50G/s390l330h06_b045/summary.json,stronger short filter plus lower long threshold with stricter Tier B
