variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,judgment,error,summary_path,notes
nf_h10c1_s410l330_a_sadx,nonflat_side_adx_cooldown_interp_aonly,run50Q_nf_h10c1_s410l330_a_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c1_s410l330_a_sadx_a_s410_l330_m000__b_disabled__hold10__cool1__side_skipshortadx2025,0.41,0.33,0.0,0.45,0.45,0.0,10,,,1154,-66.12,0.98,881,-78.09,0.97,12,-42.79,0.64,30,-36.33,0.88,1154,6.306011,-66.12,0.98,284.25,327,827,881,4.517949,-78.09,0.97,288.43,254,627,,,{},nf_h10c1_s410l330_sadx,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s410l330_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s410l330_a_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s410l330_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s410l330_a_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s410l330_a_sadx/summary.json,one-bar cooldown interpolation between run50P c0 density and c2 quality with Tier B disabled
nf_h10c1_s410l330_b_sadx,nonflat_side_adx_cooldown_interp_tier_b_comparison,run50Q_nf_h10c1_s410l330_b_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c1_s410l330_b_sadx_a_s410_l330_m000__b_stage56_nf_h10c1_s410l330_b_sadx_b_s450_l450_m000__hold10__cool1__side_skipshortadx2025,0.41,0.33,0.0,0.45,0.45,0.0,10,,,1154,-66.12,0.98,881,-78.09,0.97,12,-42.79,0.64,30,-36.33,0.88,1294,7.071038,-154.04,0.96,336.47,338,956,958,4.912821,-74.27,0.98,305.16,274,684,,,{},nf_h10c1_s410l330_sadx,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s410l330_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s410l330_b_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s410l330_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s410l330_b_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s410l330_b_sadx/summary.json,one-bar cooldown interpolation between run50P c0 density and c2 quality with B045 fallback
nf_h10c1_s400l300_a_sadx,nonflat_side_adx_cooldown_interp_aonly,run50Q_nf_h10c1_s400l300_a_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c1_s400l300_a_sadx_a_s400_l300_m000__b_disabled__hold10__cool1__side_skipshortadx2025,0.4,0.3,0.0,0.45,0.45,0.0,10,,,1190,-47.86,0.99,899,-8.62,1.0,12,-42.79,0.64,30,-36.33,0.88,1190,6.502732,-47.86,0.99,284.0,355,835,899,4.610256,-8.62,1.0,280.47,267,632,,,{},nf_h10c1_s400l300_sadx,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s400l300_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s400l300_a_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s400l300_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s400l300_a_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s400l300_a_sadx/summary.json,run50P dense threshold with one-bar cooldown and Tier B disabled
nf_h10c1_s400l300_b_sadx,nonflat_side_adx_cooldown_interp_tier_b_comparison,run50Q_nf_h10c1_s400l300_b_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c1_s400l300_b_sadx_a_s400_l300_m000__b_stage56_nf_h10c1_s400l300_b_sadx_b_s450_l450_m000__hold10__cool1__side_skipshortadx2025,0.4,0.3,0.0,0.45,0.45,0.0,10,,,1190,-47.86,0.99,899,-8.62,1.0,12,-42.79,0.64,30,-36.33,0.88,1336,7.300546,-94.74,0.98,331.48,366,970,976,5.005128,15.63,1.01,270.13,286,690,,,{},nf_h10c1_s400l300_sadx,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s400l300_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s400l300_b_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s400l300_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s400l300_b_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s400l300_b_sadx/summary.json,run50P dense threshold with one-bar cooldown and B045 fallback
nf_h10c1_s390l280_a_sadx,nonflat_side_adx_cooldown_interp_aonly,run50Q_nf_h10c1_s390l280_a_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c1_s390l280_a_sadx_a_s390_l280_m000__b_disabled__hold10__cool1__side_skipshortadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1234,-50.68,0.99,921,-4.22,1.0,12,-42.79,0.64,30,-36.33,0.88,1234,6.743169,-50.68,0.99,275.79,382,852,921,4.723077,-4.22,1.0,292.64,280,641,,,{},nf_h10c1_s390l280_sadx,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s390l280_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s390l280_a_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s390l280_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s390l280_a_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s390l280_a_sadx/summary.json,run50P two-bar quality threshold relaxed to one-bar cooldown with Tier B disabled
nf_h10c1_s390l280_b_sadx,nonflat_side_adx_cooldown_interp_tier_b_comparison,run50Q_nf_h10c1_s390l280_b_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c1_s390l280_b_sadx_a_s390_l280_m000__b_stage56_nf_h10c1_s390l280_b_sadx_b_s450_l450_m000__hold10__cool1__side_skipshortadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1234,-50.68,0.99,921,-4.22,1.0,12,-42.79,0.64,30,-36.33,0.88,1378,7.530055,-8.43,1.0,288.32,395,983,995,5.102564,99.37,1.03,278.0,297,698,,,{},nf_h10c1_s390l280_sadx,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s390l280_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s390l280_b_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s390l280_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50Q_nf_h10c1_s390l280_b_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50Q/nf_h10c1_s390l280_b_sadx/summary.json,run50P two-bar quality threshold relaxed to one-bar cooldown with B045 fallback
