variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,judgment,error,summary_path,notes
nf_h10c0_s420l360_a_sadx,nonflat_side_adx_density_aonly,run50P_nf_h10c0_s420l360_a_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c0_s420l360_a_sadx_a_s420_l360_m000__b_disabled__hold10__cool0__side_skipshortadx2025,0.42,0.36,0.0,0.45,0.45,0.0,10,,,1194,-12.22,1.0,917,-168.44,0.95,12,-22.71,0.78,32,-36.42,0.88,1194,6.524590,-12.22,1.0,306.56,323,871,917,4.702564,-168.44,0.95,350.58,253,664,,,{},nf_h10c0_s420l360_sadx,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s420l360_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s420l360_a_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s420l360_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s420l360_a_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s420l360_a_sadx/summary.json,run50K dense non-flat threshold with short ADX block and Tier B disabled
nf_h10c0_s420l360_b_sadx,nonflat_side_adx_density_tier_b_comparison,run50P_nf_h10c0_s420l360_b_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c0_s420l360_b_sadx_a_s420_l360_m000__b_stage56_nf_h10c0_s420l360_b_sadx_b_s450_l450_m000__hold10__cool0__side_skipshortadx2025,0.42,0.36,0.0,0.45,0.45,0.0,10,,,1194,-12.22,1.0,917,-168.44,0.95,12,-22.71,0.78,32,-36.42,0.88,1333,7.284153,173.46,1.04,206.96,328,1005,987,5.061538,-10.97,1.0,320.37,264,723,,,{},nf_h10c0_s420l360_sadx,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s420l360_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s420l360_b_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s420l360_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s420l360_b_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s420l360_b_sadx/summary.json,run50K dense non-flat threshold with short ADX block and B045 fallback
nf_h10c0_s400l300_a_sadx,nonflat_side_adx_density_aonly,run50P_nf_h10c0_s400l300_a_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c0_s400l300_a_sadx_a_s400_l300_m000__b_disabled__hold10__cool0__side_skipshortadx2025,0.4,0.3,0.0,0.45,0.45,0.0,10,,,1281,51.31,1.01,958,-179.24,0.95,12,-22.71,0.78,32,-36.42,0.88,1281,7.000000,51.31,1.01,331.34,382,899,958,4.912821,-179.24,0.95,319.92,282,676,,,{},nf_h10c0_s400l300_sadx,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s400l300_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s400l300_a_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s400l300_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s400l300_a_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s400l300_a_sadx/summary.json,lower non-flat threshold density pressure with short ADX block and Tier B disabled
nf_h10c0_s400l300_b_sadx,nonflat_side_adx_density_tier_b_comparison,run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c0_s400l300_b_sadx_a_s400_l300_m000__b_stage56_nf_h10c0_s400l300_b_sadx_b_s450_l450_m000__hold10__cool0__side_skipshortadx2025,0.4,0.3,0.0,0.45,0.45,0.0,10,,,1281,51.31,1.01,958,-179.24,0.95,12,-22.71,0.78,32,-36.42,0.88,1425,7.786885,150.62,1.04,246.49,385,1040,1035,5.307692,-80.51,0.98,306.99,294,741,,,{},nf_h10c0_s400l300_sadx,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s400l300_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s400l300_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c0_s400l300_b_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,skip_short_adx_20_25,True,34,34,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c0_s400l300_b_sadx/summary.json,lower non-flat threshold density pressure with short ADX block and B045 fallback
nf_h10c2_s390l280_a_sadx,nonflat_side_adx_cooldown_aonly,run50P_nf_h10c2_s390l280_a_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c2_s390l280_a_sadx_a_s390_l280_m000__b_disabled__hold10__cool2__side_skipshortadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1152,54.49,1.01,862,71.67,1.03,11,-40.5,0.66,29,5.0,1.02,1152,6.295082,54.49,1.01,260.75,357,795,862,4.420513,71.67,1.03,254.57,269,593,,,{},nf_h10c2_s390l280_sadx,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c2_s390l280_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c2_s390l280_a_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c2_s390l280_a_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c2_s390l280_a_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,2,skip_short_adx_20_25,True,34,34,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c2_s390l280_a_sadx/summary.json,two-bar cooldown survival pressure on non-flat side ADX density repair with Tier B disabled
nf_h10c2_s390l280_b_sadx,nonflat_side_adx_cooldown_tier_b_comparison,run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,completed,a_stage56_nf_h10c2_s390l280_b_sadx_a_s390_l280_m000__b_stage56_nf_h10c2_s390l280_b_sadx_b_s450_l450_m000__hold10__cool2__side_skipshortadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1152,54.49,1.01,862,71.67,1.03,11,-40.5,0.66,29,5.0,1.02,1306,7.136612,116.66,1.03,270.68,375,931,928,4.758974,140.04,1.05,250.38,282,646,,,{},nf_h10c2_s390l280_sadx,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c2_s390l280_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c2_s390l280_b_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,2,skip_short_adx_20_25,True,34,34,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50P/nf_h10c2_s390l280_b_sadx/summary.json,two-bar cooldown survival pressure on non-flat side ADX density repair with B045 fallback
