variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
c06a,buy_vol_low_cooldown6_aonly,run50AE_c06a_logreg_deep_v1,completed,a_stage56_c06a_a_s260_l170_m000__b_disabled__hold8__cool6__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc06,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,862,-121.9,0.96,643,333.23,1.18,5,-495.15,0.01,9,56.07,5.9,862,4.710383,-121.9,0.96,288.21,375,487,643,3.297436,333.23,1.18,165.68,266,377,,,{},c06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c06a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c06a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,vl_c06,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06a/summary.json,recover density after run50AD while preserving buy vol_low exclusion; A-only comparison
c06b,buy_vol_low_cooldown6_tier_b_comparison,run50AE_c06b_logreg_deep_v1,completed,a_stage56_c06b_a_s260_l170_m000__b_stage56_c06b_b_s450_l450_m000__hold8__cool6__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc06,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,862,-121.9,0.96,643,333.23,1.18,5,-495.15,0.01,9,56.07,5.9,873,4.770492,-125.69,0.95,292.0,381,492,653,3.348718,262.13,1.14,191.15,272,381,,,{},c06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c06b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c06b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,vl_c06,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c06b/summary.json,matched A+B comparison for cooldown6 density recovery after buy vol_low exclusion
c08a,buy_vol_low_cooldown8_aonly,run50AE_c08a_logreg_deep_v1,completed,a_stage56_c08a_a_s260_l170_m000__b_disabled__hold8__cool8__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc08,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,785,94.23,1.04,611,288.55,1.17,5,-495.18,0.01,10,4.41,1.24,785,4.289617,94.23,1.04,241.86,345,440,611,3.133333,288.55,1.17,117.02,258,353,,,{},c08,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c08a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c08a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c08a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c08a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,8,vl_c08,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c08a/summary.json,cooldown8 interpolation between run50AD cooldown12 and denser cooldown branches
c08b,buy_vol_low_cooldown8_tier_b_comparison,run50AE_c08b_logreg_deep_v1,completed,a_stage56_c08b_a_s260_l170_m000__b_stage56_c08b_b_s450_l450_m000__hold8__cool8__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc08,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,785,94.23,1.04,611,288.55,1.17,5,-495.18,0.01,10,4.41,1.24,791,4.322404,118.68,1.05,217.41,348,443,615,3.153846,330.59,1.19,133.17,262,353,,,{},c08,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c08b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c08b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c08b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c08b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,8,vl_c08,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c08b/summary.json,matched A+B comparison for cooldown8 interpolation
c10a,buy_vol_low_cooldown10_aonly,run50AE_c10a_logreg_deep_v1,completed,a_stage56_c10a_a_s260_l170_m000__b_disabled__hold8__cool10__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc10,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,733,-65.0,0.97,557,162.68,1.11,4,-495.38,0.01,10,4.41,1.24,733,4.005464,-65.0,0.97,278.28,324,409,557,2.856410,162.68,1.11,141.29,236,321,,,{},c10,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c10a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c10a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c10a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c10a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,10,vl_c10,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c10a/summary.json,cooldown10 interpolation to test density survival with less same-move reopening
c10b,buy_vol_low_cooldown10_tier_b_comparison,run50AE_c10b_logreg_deep_v1,completed,a_stage56_c10b_a_s260_l170_m000__b_stage56_c10b_b_s450_l450_m000__hold8__cool10__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc10,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,733,-65.0,0.97,557,162.68,1.11,4,-495.38,0.01,10,4.41,1.24,740,4.043716,-65.78,0.97,278.28,329,411,554,2.841026,267.6,1.18,122.94,236,318,,,{},c10,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c10b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c10b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c10b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_c10b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,10,vl_c10,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/c10b/summary.json,matched A+B comparison for cooldown10 interpolation
em6a,buy_vol_low_early_mid_cooldown6_aonly,run50AE_em6a_logreg_deep_v1,completed,a_stage56_em6a_a_s260_l170_m000__b_disabled__hold8__cool6__slice_early_mid__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc06,0.26,0.17,0.0,0.45,0.45,0.0,8,early_mid,B_core_only;B_mixed_partial_context,637,-104.37,0.95,489,61.2,1.04,5,-495.15,0.01,9,56.07,5.9,637,3.480874,-104.37,0.95,366.15,253,384,489,2.507692,61.2,1.04,203.92,187,302,,,{},em6,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/em6a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_em6a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/em6a/mt5/reports/Project_Obsidian_Prime_v2_run50AE_em6a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,vl_c06,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/em6a/summary.json,early_mid session slice after run50AD attribution; A-only density-quality check
em6b,buy_vol_low_early_mid_cooldown6_tier_b_comparison,run50AE_em6b_logreg_deep_v1,completed,a_stage56_em6b_a_s260_l170_m000__b_stage56_em6b_b_s450_l450_m000__hold8__cool6__slice_early_mid__bsub_Bcoreonly_Bmixedpartialcontext__side_vlc06,0.26,0.17,0.0,0.45,0.45,0.0,8,early_mid,B_core_only;B_mixed_partial_context,637,-104.37,0.95,489,61.2,1.04,5,-495.15,0.01,9,56.07,5.9,642,3.508197,-78.71,0.97,340.49,255,387,506,2.594872,-34.72,0.98,235.02,195,311,,,{},em6,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/em6b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_em6b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/em6b/mt5/reports/Project_Obsidian_Prime_v2_run50AE_em6b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,vl_c06,True,32,32,False,0.0,0.0,True,0.0,0.19637160003185267,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AE/em6b/summary.json,matched A+B comparison for early_mid cooldown6 branch
