variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,reentry_cooldown_bars,judgment,error,summary_path,notes
em_s390l300h06_aonly,early_mid_session_direction_disablement,run50I_em_s390l300h06_aonly_logreg_deep_v1,completed,a_stage56_em_s390l300h06_aonly_a_s390_l300_m000__b_disabled__hold6__cool0__slice_early_mid,0.39,0.3,0.0,0.45,0.45,0.0,6,early_mid,,824,21.61,1.01,685,471.91,1.22,17,-70.3,0.54,29,-40.84,0.85,824,4.502732,21.61,1.01,358.41,204,620,685,3.512821,471.91,1.22,167.58,174,511,,,{},em_s390l300h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s390l300h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s390l300h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s390l300h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s390l300h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s390l300h06_aonly/summary.json,"early+mid session, lower long threshold, A-only matched comparison"
em_s390l300h06_b045,early_mid_session_direction_comparison,run50I_em_s390l300h06_b045_logreg_deep_v1,completed,a_stage56_em_s390l300h06_b045_a_s390_l300_m000__b_stage56_em_s390l300h06_b045_b_s450_l450_m000__hold6__cool0__slice_early_mid,0.39,0.3,0.0,0.45,0.45,0.0,6,early_mid,,824,21.61,1.01,685,471.91,1.22,17,-70.3,0.54,29,-40.84,0.85,850,4.644809,-0.82,1.0,392.89,209,641,715,3.666667,409.19,1.19,184.93,184,531,,,{},em_s390l300h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s390l300h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s390l300h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s390l300h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s390l300h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s390l300h06_b045/summary.json,"early+mid session, lower long threshold, strict Tier B"
em_s400l290h06_aonly,early_mid_session_direction_disablement,run50I_em_s400l290h06_aonly_logreg_deep_v1,completed,a_stage56_em_s400l290h06_aonly_a_s400_l290_m000__b_disabled__hold6__cool0__slice_early_mid,0.4,0.29,0.0,0.45,0.45,0.0,6,early_mid,,809,-116.24,0.96,668,414.89,1.19,17,-70.3,0.54,29,-40.84,0.85,809,4.420765,-116.24,0.96,470.91,191,618,668,3.425641,414.89,1.19,142.92,160,508,,,{},em_s400l290h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s400l290h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s400l290h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s400l290h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s400l290h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s400l290h06_aonly/summary.json,"early+mid session, stronger short filter, stronger long-density pressure, A-only matched comparison"
em_s400l290h06_b045,early_mid_session_direction_comparison,run50I_em_s400l290h06_b045_logreg_deep_v1,completed,a_stage56_em_s400l290h06_b045_a_s400_l290_m000__b_stage56_em_s400l290h06_b045_b_s450_l450_m000__hold6__cool0__slice_early_mid,0.4,0.29,0.0,0.45,0.45,0.0,6,early_mid,,809,-116.24,0.96,668,414.89,1.19,17,-70.3,0.54,29,-40.84,0.85,835,4.562842,-108.89,0.96,484.58,196,639,697,3.574359,393.25,1.18,186.11,169,528,,,{},em_s400l290h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s400l290h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s400l290h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s400l290h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s400l290h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s400l290h06_b045/summary.json,"early+mid session, stronger short filter, stronger long-density pressure, strict Tier B"
em_s410l285h06_aonly,early_mid_session_direction_disablement,run50I_em_s410l285h06_aonly_logreg_deep_v1,completed,a_stage56_em_s410l285h06_aonly_a_s410_l285_m000__b_disabled__hold6__cool0__slice_early_mid,0.41,0.285,0.0,0.45,0.45,0.0,6,early_mid,,781,-24.36,0.99,646,399.79,1.19,17,-70.3,0.54,29,-40.84,0.85,781,4.267760,-24.36,0.99,410.15,171,610,646,3.312821,399.79,1.19,163.96,142,504,,,{},em_s410l285h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s410l285h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s410l285h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s410l285h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s410l285h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s410l285h06_aonly/summary.json,"early+mid session, quality-heavy short filter, maximum long-density pressure, A-only matched comparison"
em_s410l285h06_b045,early_mid_session_direction_comparison,run50I_em_s410l285h06_b045_logreg_deep_v1,completed,a_stage56_em_s410l285h06_b045_a_s410_l285_m000__b_stage56_em_s410l285h06_b045_b_s450_l450_m000__hold6__cool0__slice_early_mid,0.41,0.285,0.0,0.45,0.45,0.0,6,early_mid,,781,-24.36,0.99,646,399.79,1.19,17,-70.3,0.54,29,-40.84,0.85,806,4.404372,-5.64,1.0,420.65,175,631,676,3.466667,360.54,1.17,219.07,152,524,,,{},em_s410l285h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s410l285h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s410l285h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s410l285h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50I_em_s410l285h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50I/em_s410l285h06_b045/summary.json,"early+mid session, quality-heavy short filter, maximum long-density pressure, strict Tier B"
