run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50AE_c08b_logreg_deep_v1,c08b,validation,session_slice,early,350,105.8,0.442478,0.302286
run50AE_c08b_logreg_deep_v1,c08b,validation,session_slice,late,211,-30.59,0.266751,-0.144976
run50AE_c08b_logreg_deep_v1,c08b,validation,session_slice,mid,230,43.47,0.290771,0.189
run50AE_c08b_logreg_deep_v1,c08b,validation,volatility_regime,feature_missing,3,11.09,0.003793,3.696667
run50AE_c08b_logreg_deep_v1,c08b,validation,volatility_regime,vol_high,374,78.25,0.472819,0.209225
run50AE_c08b_logreg_deep_v1,c08b,validation,volatility_regime,vol_low,119,-73.66,0.150442,-0.618992
run50AE_c08b_logreg_deep_v1,c08b,validation,volatility_regime,vol_mid,295,103.0,0.372946,0.349153
run50AE_c08b_logreg_deep_v1,c08b,validation,trend_regime,downtrend,541,60.45,0.683944,0.111738
run50AE_c08b_logreg_deep_v1,c08b,validation,trend_regime,feature_missing,3,11.09,0.003793,3.696667
run50AE_c08b_logreg_deep_v1,c08b,validation,trend_regime,range_or_weak_trend,247,47.14,0.312263,0.19085
run50AE_c08b_logreg_deep_v1,c08b,validation,adx_bucket,adx_20_25,172,-87.83,0.217446,-0.51064
run50AE_c08b_logreg_deep_v1,c08b,validation,adx_bucket,adx_gt25,369,148.28,0.466498,0.401843
run50AE_c08b_logreg_deep_v1,c08b,validation,adx_bucket,adx_lt20,247,47.14,0.312263,0.19085
run50AE_c08b_logreg_deep_v1,c08b,validation,adx_bucket,feature_missing,3,11.09,0.003793,3.696667
run50AE_c08b_logreg_deep_v1,c08b,validation,spread_regime,spread_low,791,118.68,1.0,0.150038
run50AE_c08b_logreg_deep_v1,c08b,oos,session_slice,early,280,131.45,0.455285,0.469464
run50AE_c08b_logreg_deep_v1,c08b,oos,session_slice,late,156,198.26,0.253659,1.270897
run50AE_c08b_logreg_deep_v1,c08b,oos,session_slice,mid,179,0.88,0.291057,0.004916
run50AE_c08b_logreg_deep_v1,c08b,oos,volatility_regime,feature_missing,7,15.75,0.011382,2.25
run50AE_c08b_logreg_deep_v1,c08b,oos,volatility_regime,vol_high,286,123.33,0.465041,0.431224
run50AE_c08b_logreg_deep_v1,c08b,oos,volatility_regime,vol_low,65,153.21,0.105691,2.357077
run50AE_c08b_logreg_deep_v1,c08b,oos,volatility_regime,vol_mid,257,38.3,0.417886,0.149027
run50AE_c08b_logreg_deep_v1,c08b,oos,trend_regime,downtrend,437,79.69,0.710569,0.182357
run50AE_c08b_logreg_deep_v1,c08b,oos,trend_regime,feature_missing,7,15.75,0.011382,2.25
run50AE_c08b_logreg_deep_v1,c08b,oos,trend_regime,range_or_weak_trend,171,235.15,0.278049,1.375146
run50AE_c08b_logreg_deep_v1,c08b,oos,adx_bucket,adx_20_25,125,37.16,0.203252,0.29728
run50AE_c08b_logreg_deep_v1,c08b,oos,adx_bucket,adx_gt25,312,42.53,0.507317,0.136314
run50AE_c08b_logreg_deep_v1,c08b,oos,adx_bucket,adx_lt20,171,235.15,0.278049,1.375146
run50AE_c08b_logreg_deep_v1,c08b,oos,adx_bucket,feature_missing,7,15.75,0.011382,2.25
run50AE_c08b_logreg_deep_v1,c08b,oos,spread_regime,spread_low,615,330.59,1.0,0.537545
