variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
nf_vollow_c0_s360l250_a,nonflat_vol_low_block_aonly,run50S_nf_vollow_c0_s360l250_a_logreg_deep_v1,completed,a_stage56_nf_vollow_c0_s360l250_a_a_s360_l250_m000__b_disabled__hold10__cool0__side_blockbothvollow,0.36,0.25,0.0,0.45,0.45,0.0,10,,,1013,45.92,1.01,788,51.22,1.02,11,50.86,1.42,26,43.4,1.2,1013,5.535519,45.92,1.01,260.98,363,650,788,4.041026,51.22,1.02,229.76,282,506,,,{},nf_vollow_c0_s360l250,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s360l250_a/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s360l250_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s360l250_a/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s360l250_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s360l250_a/summary.json,vol_low block with relaxed thresholds; Tier B disabled comparison
nf_vollow_c0_s360l250_b,nonflat_vol_low_block_tier_b_comparison,run50S_nf_vollow_c0_s360l250_b_logreg_deep_v1,completed,a_stage56_nf_vollow_c0_s360l250_b_a_s360_l250_m000__b_stage56_nf_vollow_c0_s360l250_b_b_s450_l450_m000__hold10__cool0__side_blockbothvollow,0.36,0.25,0.0,0.45,0.45,0.0,10,,,1013,45.92,1.01,788,51.22,1.02,11,50.86,1.42,26,43.4,1.2,1046,5.715847,16.76,1.01,314.45,373,673,819,4.200000,187.83,1.07,223.35,292,527,,,{},nf_vollow_c0_s360l250,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s360l250_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s360l250_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s360l250_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s360l250_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s360l250_b/summary.json,vol_low block with relaxed thresholds; B045 fallback
nf_vollow_c0_s350l240_a,nonflat_vol_low_block_aonly,run50S_nf_vollow_c0_s350l240_a_logreg_deep_v1,completed,a_stage56_nf_vollow_c0_s350l240_a_a_s350_l240_m000__b_disabled__hold10__cool0__side_blockbothvollow,0.35,0.24,0.0,0.45,0.45,0.0,10,,,1017,47.06,1.01,788,51.22,1.02,11,50.86,1.42,26,43.4,1.2,1017,5.557377,47.06,1.01,260.98,365,652,788,4.041026,51.22,1.02,229.76,282,506,,,{},nf_vollow_c0_s350l240,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s350l240_a/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s350l240_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s350l240_a/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s350l240_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s350l240_a/summary.json,stronger threshold relaxation after vol_low block; Tier B disabled comparison
nf_vollow_c0_s350l240_b,nonflat_vol_low_block_tier_b_comparison,run50S_nf_vollow_c0_s350l240_b_logreg_deep_v1,completed,a_stage56_nf_vollow_c0_s350l240_b_a_s350_l240_m000__b_stage56_nf_vollow_c0_s350l240_b_b_s450_l450_m000__hold10__cool0__side_blockbothvollow,0.35,0.24,0.0,0.45,0.45,0.0,10,,,1017,47.06,1.01,788,51.22,1.02,11,50.86,1.42,26,43.4,1.2,1052,5.748634,24.39,1.01,314.45,376,676,819,4.200000,187.83,1.07,223.35,292,527,,,{},nf_vollow_c0_s350l240,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s350l240_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s350l240_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s350l240_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s350l240_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s350l240_b/summary.json,stronger threshold relaxation after vol_low block; B045 fallback
nf_vollow_c0_s340l230_b,nonflat_vol_low_block_density_pressure,run50S_nf_vollow_c0_s340l230_b_logreg_deep_v1,completed,a_stage56_nf_vollow_c0_s340l230_b_a_s340_l230_m000__b_stage56_nf_vollow_c0_s340l230_b_b_s450_l450_m000__hold10__cool0__side_blockbothvollow,0.34,0.23,0.0,0.45,0.45,0.0,10,,,1017,47.06,1.01,788,51.22,1.02,11,50.86,1.42,26,43.4,1.2,1052,5.748634,24.39,1.01,314.45,376,676,819,4.200000,187.83,1.07,223.35,292,527,,,{},nf_vollow_c0_s340l230,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s340l230_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s340l230_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s340l230_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s340l230_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s340l230_b/summary.json,density pressure after vol_low block; B045 fallback
nf_vollow_c0_s330l220_b,nonflat_vol_low_block_density_pressure,run50S_nf_vollow_c0_s330l220_b_logreg_deep_v1,completed,a_stage56_nf_vollow_c0_s330l220_b_a_s330_l220_m000__b_stage56_nf_vollow_c0_s330l220_b_b_s450_l450_m000__hold10__cool0__side_blockbothvollow,0.33,0.22,0.0,0.45,0.45,0.0,10,,,1018,45.16,1.01,788,51.22,1.02,11,50.86,1.42,26,43.4,1.2,1053,5.754098,21.79,1.01,314.45,377,676,819,4.200000,187.83,1.07,223.35,292,527,,,{},nf_vollow_c0_s330l220,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s330l220_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s330l220_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s330l220_b/mt5/reports/Project_Obsidian_Prime_v2_run50S_nf_vollow_c0_s330l220_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50S/nf_vollow_c0_s330l220_b/summary.json,maximum density pressure after vol_low block; B045 fallback
