variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
et40c12_h4_s220l140_a,extratrees_leaf40_actual_cooldown12_aonly,run50AV_et40c12_h4_s220l140_a_logreg_deep_v1,completed,a_stage56_et40c12_h4_s220l140_a_a_s220_l140_m000__b_disabled__hold4__cool12__bsub_Bcoreonly_Bmixedpartialcontext__side_cooldown12newsourceadxshortfirewall,0.22,0.14,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,634,-113.5,0.93,507,353.84,1.37,5,-7.61,0.13,10,4.92,1.44,634,3.464481,-113.5,0.93,276.47,338,296,507,2.600000,353.84,1.37,76.69,250,257,,,{},extratrees_c12_h4_s220l140,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s220l140_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et40c12_h4_s220l140_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s220l140_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et40c12_h4_s220l140_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n420_s220l140,,balanced,,,0.5,12,False,0.0,cooldown12_new_source_adx_short_firewall,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s220l140_a/summary.json,ExtraTrees leaf40 with actual 12-bar cooldown; tests whether smoother source density survives same-move audit.
et40c12_h4_s200l120_a,extratrees_leaf40_actual_cooldown12_aggressive_aonly,run50AV_et40c12_h4_s200l120_a_logreg_deep_v1,completed,a_stage56_et40c12_h4_s200l120_a_a_s200_l120_m000__b_disabled__hold4__cool12__bsub_Bcoreonly_Bmixedpartialcontext__side_cooldown12newsourceadxshortfirewall,0.2,0.12,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,634,-113.5,0.93,507,353.84,1.37,5,-7.61,0.13,10,4.92,1.44,634,3.464481,-113.5,0.93,276.47,338,296,507,2.600000,353.84,1.37,76.69,250,257,,,{},extratrees_c12_h4_s200l120,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s200l120_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et40c12_h4_s200l120_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s200l120_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et40c12_h4_s200l120_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n420_s200l120,,balanced,,,0.5,12,False,0.0,cooldown12_new_source_adx_short_firewall,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s200l120_a/summary.json,Aggressive threshold pressure under actual cooldown12; probes whether density can approach 5/day without split re-entry.
et30c12_h4_s220l140_a,extratrees_leaf30_actual_cooldown12_aonly,run50AV_et30c12_h4_s220l140_a_logreg_deep_v1,completed,a_stage56_et30c12_h4_s220l140_a_a_s220_l140_m000__b_disabled__hold4__cool12__bsub_Bcoreonly_Bmixedpartialcontext__side_cooldown12newsourceadxshortfirewall,0.22,0.14,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,669,-179.23,0.88,498,274.45,1.28,5,-7.61,0.13,10,4.92,1.44,669,3.655738,-179.23,0.88,265.0,343,326,498,2.553846,274.45,1.28,131.04,235,263,,,{},extratrees_c12_h4_s220l140,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et30c12_h4_s220l140_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et30c12_h4_s220l140_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et30c12_h4_s220l140_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et30c12_h4_s220l140_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf30_n420_s220l140,,balanced,,,0.5,12,False,0.0,cooldown12_new_source_adx_short_firewall,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et30c12_h4_s220l140_a/summary.json,Leaf30 middle granularity with actual cooldown12; checks whether leaf40 was too smooth for real OOS density.
et20c12_h4_s240l150_a,extratrees_leaf20_actual_cooldown12_quality_aonly,run50AV_et20c12_h4_s240l150_a_logreg_deep_v1,completed,a_stage56_et20c12_h4_s240l150_a_a_s240_l150_m000__b_disabled__hold4__cool12__bsub_Bcoreonly_Bmixedpartialcontext__side_cooldown12newsourceadxshortfirewall,0.24,0.15,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,657,-82.27,0.95,534,-14.4,0.99,5,-7.61,0.13,10,4.92,1.44,657,3.590164,-82.27,0.95,166.67,326,331,534,2.738462,-14.4,0.99,205.81,254,280,,,{},extratrees_c12_h4_s240l150,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et20c12_h4_s240l150_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et20c12_h4_s240l150_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et20c12_h4_s240l150_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et20c12_h4_s240l150_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf20_n420_s240l150,,balanced,,,0.5,12,False,0.0,cooldown12_new_source_adx_short_firewall,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et20c12_h4_s240l150_a/summary.json,Leaf20 quality threshold under actual cooldown12; tests finer source while resisting validation cost drag.
nf200c12_h4_s240l150_a,logreg_nonflat200_actual_cooldown12_control_aonly,run50AV_nf200c12_h4_s240l150_a_logreg_deep_v1,completed,a_stage56_nf200c12_h4_s240l150_a_a_s240_l150_m000__b_disabled__hold4__cool12__bsub_Bcoreonly_Bmixedpartialcontext__side_cooldown12newsourceadxshortfirewall,0.24,0.15,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,786,435.08,1.29,593,7.66,1.01,5,-7.61,0.13,10,4.92,1.44,786,4.295082,435.08,1.29,185.65,225,561,593,3.041026,7.66,1.01,162.19,174,419,,,{},logreg_c12_h4_s240l150,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/nf200c12_h4_s240l150_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_nf200c12_h4_s240l150_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/nf200c12_h4_s240l150_a/mt5/reports/Project_Obsidian_Prime_v2_run50AV_nf200c12_h4_s240l150_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat200_c050_s240l150,,,0.6,2.0,0.5,12,False,0.0,cooldown12_new_source_adx_short_firewall,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/nf200c12_h4_s240l150_a/summary.json,Logistic nonflat200 control with actual cooldown12; separates lifecycle effect from ExtraTrees source effect.
et40c12_h4_s220l140_b,extratrees_leaf40_actual_cooldown12_tier_b_comparison,run50AV_et40c12_h4_s220l140_b_logreg_deep_v1,completed,a_stage56_et40c12_h4_s220l140_b_a_s220_l140_m000__b_stage56_et40c12_h4_s220l140_b_b_s450_l450_m000__hold4__cool12__bsub_Bcoreonly_Bmixedpartialcontext__side_cooldown12newsourceadxshortfirewall,0.22,0.14,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,634,-113.5,0.93,507,353.84,1.37,5,-7.61,0.13,10,4.92,1.44,637,3.480874,-9.26,0.99,178.66,342,295,521,2.671795,184.8,1.18,98.67,255,266,,,{},extratrees_c12_h4_s220l140,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s220l140_b/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et40c12_h4_s220l140_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s220l140_b/mt5/reports/Project_Obsidian_Prime_v2_run50AV_et40c12_h4_s220l140_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n420_s220l140,,balanced,,,0.5,12,False,0.0,cooldown12_new_source_adx_short_firewall,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AV/et40c12_h4_s220l140_b/summary.json,Matched A+B comparison for et40 cooldown12 source; checks whether Tier B creates hidden OOS damage.
