variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_family,label_horizon_bars,lgbm_random_seed,lgbm_n_estimators,lgbm_learning_rate,lgbm_num_leaves,lgbm_min_child_samples,lgbm_reg_lambda,lgbm_class_weight,invert_signal,fallback_invert_signal,judgment,error,summary_path,notes
raw3_s045l045_h3_b060,fwd3_raw_direction_control,run50AP_raw3_s045l045_h3_b060_lgbm_fwd3_v1,completed,a_stage56_raw3_s045l045_h3_b060_a_s450_l450_m000__b_stage56_raw3_s045l045_h3_b060_b_s600_l600_m000__hold3__slice_None__model_lgbm__invert0_fb0,0.45,0.45,0.0,0.6,0.6,0.0,3,,,938,33.17,1.01,629,3.49,1.0,0,0.0,0.0,1,19.87,0.0,940,5.136612021857924,125.28,1.05,233.48,403,537,633,3.246153846153846,17.24,1.01,248.47,274,359,2779,1360,"{""oos"": {""no_tier_labelable_rows"": 204, ""routed_labelable_rows"": 9825, ""tier_a_primary_rows"": 8465, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1360}, ""train"": {""no_tier_labelable_rows"": 889, ""routed_labelable_rows"": 43406, ""tier_a_primary_rows"": 33028, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 10378}, ""validation"": {""no_tier_labelable_rows"": 266, ""routed_labelable_rows"": 13875, ""tier_a_primary_rows"": 11096, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2779}}",raw3_s045l045_h3_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/raw3_s045l045_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_raw3_s045l045_h3_b060_lgbm_fwd3_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/raw3_s045l045_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_raw3_s045l045_h3_b060_lgbm_fwd3_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,3,720,220,0.035,31,80,1.0,,false,false,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/raw3_s045l045_h3_b060/summary.json,raw fwd3 LGBM control to test whether shorter horizon keeps model direction or still needs inversion
inv3_s045l045_h3_b060,fwd3_inverse_symmetric,run50AP_inv3_s045l045_h3_b060_lgbm_fwd3_v1,completed,a_stage56_inv3_s045l045_h3_b060_a_s450_l450_m000__b_stage56_inv3_s045l045_h3_b060_b_s600_l600_m000__hold3__slice_None__model_lgbm__invert1_fb1,0.45,0.45,0.0,0.6,0.6,0.0,3,,,926,-126.82,0.95,622,144.8,1.09,0,0.0,0.0,0,0.0,0.0,930,5.081967213114754,-194.7,0.93,504.45,536,394,630,3.230769230769231,104.69,1.06,218.85,366,264,2779,1360,"{""oos"": {""no_tier_labelable_rows"": 204, ""routed_labelable_rows"": 9825, ""tier_a_primary_rows"": 8465, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1360}, ""train"": {""no_tier_labelable_rows"": 889, ""routed_labelable_rows"": 43406, ""tier_a_primary_rows"": 33028, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 10378}, ""validation"": {""no_tier_labelable_rows"": 266, ""routed_labelable_rows"": 13875, ""tier_a_primary_rows"": 11096, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2779}}",inv3_s045l045_h3_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s045l045_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s045l045_h3_b060_lgbm_fwd3_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s045l045_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s045l045_h3_b060_lgbm_fwd3_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,3,721,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s045l045_h3_b060/summary.json,inverse fwd3 symmetric threshold; checks whether shorter horizon creates real density without relaxing thresholds
inv3_s050l043_h3_b060,fwd3_inverse_side_threshold,run50AP_inv3_s050l043_h3_b060_lgbm_fwd3_v1,completed,a_stage56_inv3_s050l043_h3_b060_a_s500_l430_m000__b_stage56_inv3_s050l043_h3_b060_b_s600_l600_m000__hold3__slice_None__model_lgbm__invert1_fb1,0.5,0.43,0.0,0.6,0.6,0.0,3,,,864,-420.34,0.84,619,-183.79,0.89,0,0.0,0.0,0,0.0,0.0,796,4.3497267759562845,-494.22,0.81,622.41,658,138,625,3.2051282051282053,-260.5,0.85,339.33,517,108,1884,1360,"{""oos"": {""no_tier_labelable_rows"": 204, ""routed_labelable_rows"": 9825, ""tier_a_primary_rows"": 8465, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1360}, ""train"": {""no_tier_labelable_rows"": 889, ""routed_labelable_rows"": 43406, ""tier_a_primary_rows"": 33028, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 10378}, ""validation"": {""no_tier_labelable_rows"": 266, ""routed_labelable_rows"": 13875, ""tier_a_primary_rows"": 11096, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2779}}",inv3_s050l043_h3_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s050l043_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s050l043_h3_b060_lgbm_fwd3_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s050l043_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s050l043_h3_b060_lgbm_fwd3_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,3,722,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s050l043_h3_b060/summary.json,carry run50AO side-threshold idea onto a shorter label horizon to test real OOS density survival
inv3_s048l040_h2_b060,fwd3_inverse_long_density_hold2,run50AP_inv3_s048l040_h2_b060_lgbm_fwd3_v1,completed,a_stage56_inv3_s048l040_h2_b060_a_s480_l400_m000__b_stage56_inv3_s048l040_h2_b060_b_s600_l600_m000__hold2__slice_None__model_lgbm__invert1_fb1,0.48,0.4,0.0,0.6,0.6,0.0,2,,,1475,-360.08,0.89,1046,-45.53,0.98,0,0.0,0.0,1,-21.34,0.0,1484,8.109289617486338,-431.85,0.87,543.35,1220,264,1055,5.410256410256411,-2.0,1.0,210.63,887,168,2779,1360,"{""oos"": {""no_tier_labelable_rows"": 204, ""routed_labelable_rows"": 9825, ""tier_a_primary_rows"": 8465, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1360}, ""train"": {""no_tier_labelable_rows"": 889, ""routed_labelable_rows"": 43406, ""tier_a_primary_rows"": 33028, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 10378}, ""validation"": {""no_tier_labelable_rows"": 266, ""routed_labelable_rows"": 13875, ""tier_a_primary_rows"": 11096, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2779}}",inv3_s048l040_h2_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s048l040_h2_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s048l040_h2_b060_lgbm_fwd3_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s048l040_h2_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s048l040_h2_b060_lgbm_fwd3_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,3,723,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s048l040_h2_b060/summary.json,shorter hold2 with long-side density pressure; tests whether same-move split ratio falls when lifecycle is tighter
inv3_s050l040_h2_b060,fwd3_inverse_firewall_long_density_hold2,run50AP_inv3_s050l040_h2_b060_lgbm_fwd3_v1,completed,a_stage56_inv3_s050l040_h2_b060_a_s500_l400_m000__b_stage56_inv3_s050l040_h2_b060_b_s600_l600_m000__hold2__slice_None__model_lgbm__invert1_fb1,0.5,0.4,0.0,0.6,0.6,0.0,2,,,1371,-289.09,0.91,997,-82.19,0.96,0,0.0,0.0,0,0.0,0.0,1382,7.551912568306011,-362.27,0.88,443.35,1203,179,1010,5.17948717948718,-44.36,0.98,305.84,873,137,2779,1360,"{""oos"": {""no_tier_labelable_rows"": 204, ""routed_labelable_rows"": 9825, ""tier_a_primary_rows"": 8465, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1360}, ""train"": {""no_tier_labelable_rows"": 889, ""routed_labelable_rows"": 43406, ""tier_a_primary_rows"": 33028, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 10378}, ""validation"": {""no_tier_labelable_rows"": 266, ""routed_labelable_rows"": 13875, ""tier_a_primary_rows"": 11096, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2779}}",inv3_s050l040_h2_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s050l040_h2_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s050l040_h2_b060_lgbm_fwd3_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s050l040_h2_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AP_inv3_s050l040_h2_b060_lgbm_fwd3_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,3,724,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AP/inv3_s050l040_h2_b060/summary.json,short firewall plus long-density hold2 stress for OOS density and cost-stressed expectancy
