variant_id,group,primary_source,secondary_source,composite_mode,max_hold_bars,reentry_cooldown_bars,routed_fallback_enabled,notes,tier_a_validation_net,tier_a_validation_pf,tier_a_validation_trades,tier_a_validation_trades_per_day,tier_a_validation_max_dd,tier_a_validation_expectancy,tier_a_validation_report_path,tier_b_validation_net,tier_b_validation_pf,tier_b_validation_trades,tier_b_validation_trades_per_day,tier_b_validation_max_dd,tier_b_validation_expectancy,tier_b_validation_report_path,routed_validation_net,routed_validation_pf,routed_validation_trades,routed_validation_trades_per_day,routed_validation_max_dd,routed_validation_expectancy,routed_validation_report_path,routed_validation_cost_stressed_expectancy,routed_validation_mfe_capture_ratio,routed_validation_same_move_reentry_ratio,routed_validation_trades_per_day_after_12bar_cooldown,routed_validation_density_gain_survives_12bar_cooldown,tier_a_oos_net,tier_a_oos_pf,tier_a_oos_trades,tier_a_oos_trades_per_day,tier_a_oos_max_dd,tier_a_oos_expectancy,tier_a_oos_report_path,tier_b_oos_net,tier_b_oos_pf,tier_b_oos_trades,tier_b_oos_trades_per_day,tier_b_oos_max_dd,tier_b_oos_expectancy,tier_b_oos_report_path,routed_oos_net,routed_oos_pf,routed_oos_trades,routed_oos_trades_per_day,routed_oos_max_dd,routed_oos_expectancy,routed_oos_report_path,routed_oos_cost_stressed_expectancy,routed_oos_mfe_capture_ratio,routed_oos_same_move_reentry_ratio,routed_oos_trades_per_day_after_12bar_cooldown,routed_oos_density_gain_survives_12bar_cooldown,passed_stage56_research_baseline_gate,failure_reasons
v60_v47_et_stable_damage_firewall_h2c0_no_b,v47_et_stable_damage_firewall,s56_context_timed_slot_source,s56_none,context_plus_et40_slot_fill,2,0,False,Run50BN v47 plus ET slot-fill stable damage firewall; blocks ET slot6 short and slot5 long.,462.21,1.18,1760,9.617486338797814,129.69,0.26,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_ta_val.htm,-235.46,0.74,387,2.1147540983606556,398.18,-0.61,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_tb_val.htm,462.21,1.18,1760,9.617486338797814,129.69,0.26,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_rt_val.htm,-0.23738068181818184,0.6062612579914076,0.5261363636363636,4.557377049180328,False,436.33,1.22,1355,6.948717948717949,162.2,0.32,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_ta_oos.htm,-204.54,0.77,208,1.0666666666666667,378.23,-0.98,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_tb_oos.htm,436.33,1.22,1355,6.948717948717949,162.2,0.32,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_rt_oos.htm,-0.17798523985239856,0.6158038554364587,0.5785977859778598,2.928205128205128,False,False,cost_stressed_expectancy;same_move_density
v61_v47_et_firewall_h2_transition_no_b,v47_et_firewall_transition,s56_context_timed_slot_source,s56_none,context_plus_et40_slot_fill,2,0,False,Run50BN v47 plus ET stable damage firewall and entry-transition-only execution.,359.9,1.15,1723,9.415300546448087,129.69,0.21,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_ta_val.htm,-233.16,0.74,387,2.1147540983606556,398.18,-0.6,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_tb_val.htm,359.9,1.15,1723,9.415300546448087,129.69,0.21,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_rt_val.htm,-0.2911201392919327,0.6046274946785368,0.514219384793964,4.573770491803279,False,386.85,1.2,1323,6.7846153846153845,155.41,0.29,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_ta_oos.htm,-210.98,0.76,205,1.0512820512820513,385.54,-1.03,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_tb_oos.htm,386.85,1.2,1323,6.7846153846153845,155.41,0.29,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_rt_oos.htm,-0.20759637188208618,0.6168310760653455,0.5578231292517006,3.0,False,False,cost_stressed_expectancy;same_move_density
v62_v47_et_firewall_h4_transition_no_b,v47_et_firewall_transition_hold4,s56_context_timed_slot_source,s56_none,context_plus_et40_slot_fill,4,0,False,"Run50BN v47 plus ET stable damage firewall, entry-transition-only execution, and hold4.",223.96,1.06,1595,8.71584699453552,340.84,0.14,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_ta_val.htm,-152.61,0.85,361,1.9726775956284153,375.84,-0.42,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_tb_val.htm,223.96,1.06,1595,8.71584699453552,340.84,0.14,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_rt_val.htm,-0.35958620689655174,0.61624343757811,0.6307210031347963,3.2185792349726774,False,580.7,1.22,1245,6.384615384615385,214.36,0.47,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_ta_oos.htm,-330.67,0.71,188,0.9641025641025641,541.14,-1.76,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_tb_oos.htm,580.7,1.22,1245,6.384615384615385,214.36,0.47,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_rt_oos.htm,-0.0335742971887551,0.6066392261125109,0.6457831325301204,2.2615384615384615,False,False,validation_pf;cost_stressed_expectancy;same_move_density
v63_v47_et_firewall_h6_transition_no_b,v47_et_firewall_transition_hold6,s56_context_timed_slot_source,s56_none,context_plus_et40_slot_fill,6,0,False,"Run50BN v47 plus ET stable damage firewall, entry-transition-only execution, and hold6.",422.99,1.11,1513,8.26775956284153,232.96,0.28,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_ta_val.htm,-489.76,0.5,213,1.1639344262295082,529.44,-2.3,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_tb_val.htm,422.99,1.11,1513,8.26775956284153,232.96,0.28,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_rt_val.htm,-0.2204296100462657,0.6235896819267895,0.6768010575016523,2.6721311475409837,False,659.07,1.23,1166,5.97948717948718,358.98,0.57,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_ta_oos.htm,-251.0,0.78,175,0.8974358974358975,570.01,-1.43,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_tb_oos.htm,659.07,1.23,1166,5.97948717948718,358.98,0.57,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_rt_oos.htm,0.0652401372212692,0.5991540575769246,0.6758147512864494,1.9384615384615385,False,False,cost_stressed_expectancy;same_move_density
