variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,judgment,error,summary_path,notes
nf150_c6_h10_s350l250_aonly,cooldown_threshold_interpolation_aonly,run50M_nf150_c6_h10_s350l250_aonly_logreg_deep_v1,completed,a_stage56_nf150_c6_h10_s350l250_aonly_a_s350_l250_m000__b_disabled__hold10__cool6,0.35,0.25,0.0,0.45,0.45,0.0,10,,,1172,35.34,1.01,816,452.98,1.2,14,113.93,1.93,27,16.67,1.07,1172,6.404372,35.34,1.01,354.35,437,735,816,4.184615,452.98,1.2,147.12,298,518,,,{},nf150_c6_h10_s350l250,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c6_h10_s350l250_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c6_h10_s350l250_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c6_h10_s350l250_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c6_h10_s350l250_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c6_h10_s350l250_aonly/summary.json,six-bar cooldown with lower thresholds to test whether OOS density can recover without further quality collapse
nf150_c6_h10_s350l250_b045,cooldown_threshold_interpolation_tier_b_comparison,run50M_nf150_c6_h10_s350l250_b045_logreg_deep_v1,completed,a_stage56_nf150_c6_h10_s350l250_b045_a_s350_l250_m000__b_stage56_nf150_c6_h10_s350l250_b045_b_s450_l450_m000__hold10__cool6,0.35,0.25,0.0,0.45,0.45,0.0,10,,,1172,35.34,1.01,816,452.98,1.2,14,113.93,1.93,27,16.67,1.07,1264,6.907104,26.31,1.01,259.82,444,820,864,4.430769,590.3,1.28,155.16,308,556,,,{},nf150_c6_h10_s350l250,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c6_h10_s350l250_b045/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c6_h10_s350l250_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c6_h10_s350l250_b045/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c6_h10_s350l250_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,6,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c6_h10_s350l250_b045/summary.json,matched six-bar cooldown A+B comparison for Tier B contribution and disablement read
nf150_c8_h10_s340l240_aonly,cooldown_threshold_interpolation_aonly,run50M_nf150_c8_h10_s340l240_aonly_logreg_deep_v1,completed,a_stage56_nf150_c8_h10_s340l240_aonly_a_s340_l240_m000__b_disabled__hold10__cool8,0.34,0.24,0.0,0.45,0.45,0.0,10,,,1088,-3.09,1.0,745,404.48,1.21,14,112.97,1.92,27,15.82,1.07,1088,5.945355,-3.09,1.0,258.83,414,674,745,3.820513,404.48,1.21,193.1,269,476,,,{},nf150_c8_h10_s340l240,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c8_h10_s340l240_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c8_h10_s340l240_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c8_h10_s340l240_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c8_h10_s340l240_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,8,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c8_h10_s340l240_aonly/summary.json,eight-bar cooldown interpolation to test whether same-move pressure can fall while retaining enough density
nf150_c8_h10_s340l240_b045,cooldown_threshold_interpolation_tier_b_comparison,run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,completed,a_stage56_nf150_c8_h10_s340l240_b045_a_s340_l240_m000__b_stage56_nf150_c8_h10_s340l240_b045_b_s450_l450_m000__hold10__cool8,0.34,0.24,0.0,0.45,0.45,0.0,10,,,1088,-3.09,1.0,745,404.48,1.21,14,112.97,1.92,27,15.82,1.07,1174,6.415301,91.64,1.03,254.78,417,757,793,4.066667,233.06,1.11,188.43,281,512,,,{},nf150_c8_h10_s340l240,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c8_h10_s340l240_b045/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c8_h10_s340l240_b045/mt5/reports/Project_Obsidian_Prime_v2_run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,8,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50M/nf150_c8_h10_s340l240_b045/summary.json,matched eight-bar cooldown A+B comparison for Tier B contribution and disablement read
