variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_family,label_horizon_bars,lgbm_random_seed,lgbm_n_estimators,lgbm_learning_rate,lgbm_num_leaves,lgbm_min_child_samples,lgbm_reg_lambda,lgbm_class_weight,invert_signal,fallback_invert_signal,judgment,error,summary_path,notes
inv6_s040l040_h3_b060,inverse_high_density_symmetric,run50AN_inv6_s040l040_h3_b060_lgbm_fwd6_v1,completed,a_stage56_inv6_s040l040_h3_b060_a_s400_l400_m000__b_stage56_inv6_s040l040_h3_b060_b_s600_l600_m000__hold3__slice_None__model_lgbm__invert1_fb1,0.4,0.4,0.0,0.6,0.6,0.0,3,,,1688,-432.68,0.9,1313,-144.84,0.95,0,0.0,0.0,3,11.6,2.15,1707,9.327868852459016,-465.22,0.89,672.91,1013,694,1343,6.887179487179488,-185.52,0.94,490.95,749,594,2647,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",inv6_s040l040_h3_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s040l040_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s040l040_h3_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s040l040_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s040l040_h3_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,706,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s040l040_h3_b060/summary.json,invert fwd6 LGBM raw direction after run50AM systematic negative MT5 result; lower threshold and hold3 test whether inverse edge can recover real density
inv6_s042l040_h3_b060,inverse_short_firewall_density,run50AN_inv6_s042l040_h3_b060_lgbm_fwd6_v1,completed,a_stage56_inv6_s042l040_h3_b060_a_s420_l400_m000__b_stage56_inv6_s042l040_h3_b060_b_s600_l600_m000__hold3__slice_None__model_lgbm__invert1_fb1,0.42,0.4,0.0,0.6,0.6,0.0,3,,,1581,-86.0,0.98,1228,46.07,1.02,1,-26.41,0.0,4,-6.36,0.8,1596,8.721311475409836,-75.85,0.98,442.59,1023,573,1249,6.4051282051282055,-89.44,0.97,371.46,776,473,2647,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",inv6_s042l040_h3_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s042l040_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s042l040_h3_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s042l040_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s042l040_h3_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,707,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s042l040_h3_b060/summary.json,inverse fwd6 LGBM with a mild raw-short confidence firewall and hold3 density pressure
inv6_s045l045_h3_b060,inverse_mid_density_symmetric,run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,completed,a_stage56_inv6_s045l045_h3_b060_a_s450_l450_m000__b_stage56_inv6_s045l045_h3_b060_b_s600_l600_m000__hold3__slice_None__model_lgbm__invert1_fb1,0.45,0.45,0.0,0.6,0.6,0.0,3,,,979,243.16,1.1,694,128.22,1.07,1,-5.18,0.0,4,6.86,1.46,983,5.371584699453552,265.28,1.11,261.99,572,411,707,3.6256410256410256,84.42,1.05,271.82,382,325,2647,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",inv6_s045l045_h3_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s045l045_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s045l045_h3_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,708,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s045l045_h3_b060/summary.json,inverse fwd6 LGBM with run50AM dense threshold but shorter hold3 lifecycle
inv6_s048l045_h4_b060,inverse_run50am_direct_comparison,run50AN_inv6_s048l045_h4_b060_lgbm_fwd6_v1,completed,a_stage56_inv6_s048l045_h4_b060_a_s480_l450_m000__b_stage56_inv6_s048l045_h4_b060_b_s600_l600_m000__hold4__slice_None__model_lgbm__invert1_fb1,0.48,0.45,0.0,0.6,0.6,0.0,4,,,759,218.7,1.1,547,352.49,1.23,1,3.76,0.0,2,-15.0,0.0,762,4.163934426229508,223.57,1.11,273.3,521,241,549,2.8153846153846156,258.0,1.17,231.48,361,188,2647,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",inv6_s048l045_h4_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s048l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s048l045_h4_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s048l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AN_inv6_s048l045_h4_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,709,220,0.035,31,80,1.0,,true,true,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AN/inv6_s048l045_h4_b060/summary.json,direct inversion of run50AM asym hold4 variant to measure whether raw negativity is exploitable
