variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
et40h6_tr_a,strict_transition_gate_aonly,run50AS_et40h6_tr_a_logreg_deep_v1,completed,a_stage56_et40h6_tr_a_a_s260_l170_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,977,196.93,1.08,705,663.37,1.44,9,-80.99,0.11,16,13.5,1.71,977,5.338798,196.93,1.08,309.18,502,475,705,3.615385,663.37,1.44,122.5,344,361,,,{},et40h6_s260l170_r000,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_tr_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_tr_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_tr_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_tr_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,True,0.0,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_tr_a/summary.json,run50AR et40s25_c0_h6_a with strict same-signal transition block; tests real density without confidence rearm
et40h6_r015_a,confidence_rearm_guard_aonly,run50AS_et40h6_r015_a_logreg_deep_v1,completed,a_stage56_et40h6_r015_a_a_s260_l170_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition_rearm015,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1094,317.78,1.12,833,632.5,1.34,9,-80.99,0.11,16,13.5,1.71,1094,5.978142,317.78,1.12,264.12,567,527,833,4.271795,632.5,1.34,152.66,413,420,,,{},et40h6_s260l170_r015,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r015_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r015_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,True,0.015,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r015_a/summary.json,run50AR et40s25_c0_h6_a with 0.015 confidence pulse rearm; tests whether density can survive without pure split re-entry
et40h6_r030_a,confidence_rearm_guard_aonly,run50AS_et40h6_r030_a_logreg_deep_v1,completed,a_stage56_et40h6_r030_a_a_s260_l170_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition_rearm030,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1013,357.69,1.14,741,633.65,1.39,9,-80.99,0.11,16,13.5,1.71,1013,5.535519,357.69,1.14,275.15,528,485,741,3.800000,633.65,1.39,148.82,370,371,,,{},et40h6_s260l170_r030,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r030_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r030_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,True,0.03,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_a/summary.json,run50AR et40s25_c0_h6_a with 0.030 confidence pulse rearm; balanced guard against same-move split trading
et40h6_r050_a,confidence_rearm_guard_aonly,run50AS_et40h6_r050_a_logreg_deep_v1,completed,a_stage56_et40h6_r050_a_a_s260_l170_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition_rearm050,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,985,216.76,1.09,710,650.43,1.43,9,-80.99,0.11,16,13.5,1.71,985,5.382514,216.76,1.09,317.81,508,477,710,3.641026,650.43,1.43,121.06,347,363,,,{},et40h6_s260l170_r050,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r050_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r050_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r050_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r050_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,True,0.05,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r050_a/summary.json,run50AR et40s25_c0_h6_a with stricter 0.050 confidence pulse rearm; quality-pressure branch
et40h6_r030_s24l15_a,transition_guard_density_recovery_aonly,run50AS_et40h6_r030_s24l15_a_logreg_deep_v1,completed,a_stage56_et40h6_r030_s24l15_a_a_s240_l150_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition_rearm030,0.24,0.15,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1013,357.69,1.14,741,633.65,1.39,9,-80.99,0.11,16,13.5,1.71,1013,5.535519,357.69,1.14,275.15,528,485,741,3.800000,633.65,1.39,148.82,370,371,,,{},et40h6_s240l150_r030,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_s24l15_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r030_s24l15_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_s24l15_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r030_s24l15_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,0,True,0.03,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_s24l15_a/summary.json,0.030 rearm with slightly lower thresholds to recover transition-gated density without returning to same-signal splitting
et40h8_r030_a,hold8_transition_guard_aonly,run50AS_et40h8_r030_a_logreg_deep_v1,completed,a_stage56_et40h8_r030_a_a_s260_l170_m000__b_disabled__hold8__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition_rearm030,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,988,109.06,1.04,710,592.96,1.34,8,-18.86,0.36,16,-5.44,0.86,988,5.398907,109.06,1.04,359.52,505,483,710,3.641026,592.96,1.34,183.91,354,356,,,{},et40h8_s260l170_r030,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h8_r030_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h8_r030_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h8_r030_a/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h8_r030_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,True,0.03,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h8_r030_a/summary.json,hold8 control with 0.030 confidence rearm to test whether longer lifecycle reduces split re-entry pressure
et40h6_r030_b,tier_b_damage_control_comparison,run50AS_et40h6_r030_b_logreg_deep_v1,completed,a_stage56_et40h6_r030_b_a_s260_l170_m000__b_stage56_et40h6_r030_b_b_s450_l450_m000__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25entryrearmguard__entry_transition_rearm030,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1013,357.69,1.14,741,633.65,1.39,9,-80.99,0.11,16,13.5,1.71,1022,5.584699,385.93,1.16,246.91,531,491,759,3.892308,639.18,1.39,148.82,381,378,,,{},et40h6_s260l170_r030,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_b/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r030_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_b/mt5/reports/Project_Obsidian_Prime_v2_run50AS_et40h6_r030_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,True,0.03,et40_s25_entry_rearm_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AS/et40h6_r030_b/summary.json,matched A+B comparison for the 0.030 rearm branch; Tier B remains suspect and must not create hidden OOS damage
