run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,session_slice,early,551,-52.64,0.407243,-0.095535
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,session_slice,late,409,306.44,0.302291,0.749242
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,session_slice,mid,393,109.22,0.290466,0.277913
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,volatility_regime,feature_missing,68,2.2,0.050259,0.032353
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,volatility_regime,vol_high,496,211.07,0.366593,0.425544
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,volatility_regime,vol_low,467,111.25,0.345159,0.238223
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,volatility_regime,vol_mid,322,38.5,0.23799,0.119565
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,trend_regime,downtrend,979,232.17,0.723577,0.23715
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,trend_regime,feature_missing,68,2.2,0.050259,0.032353
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,trend_regime,range_or_weak_trend,306,128.65,0.226164,0.420425
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,adx_bucket,adx_20_25,229,144.78,0.169254,0.632227
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,adx_bucket,adx_gt25,750,87.39,0.554324,0.11652
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,adx_bucket,adx_lt20,306,128.65,0.226164,0.420425
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,adx_bucket,feature_missing,68,2.2,0.050259,0.032353
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,validation,spread_regime,spread_low,1353,363.02,1.0,0.268307
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,session_slice,early,432,206.9,0.395604,0.478935
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,session_slice,late,323,-127.87,0.295788,-0.395882
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,session_slice,mid,337,77.46,0.308608,0.229852
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,volatility_regime,feature_missing,107,11.95,0.097985,0.111682
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,volatility_regime,vol_high,376,102.47,0.344322,0.272527
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,volatility_regime,vol_low,305,-187.96,0.279304,-0.616262
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,volatility_regime,vol_mid,304,230.03,0.278388,0.756678
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,trend_regime,downtrend,770,46.28,0.705128,0.060104
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,trend_regime,feature_missing,107,11.95,0.097985,0.111682
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,trend_regime,range_or_weak_trend,215,98.26,0.196886,0.457023
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,adx_bucket,adx_20_25,159,13.85,0.145604,0.087107
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,adx_bucket,adx_gt25,611,32.43,0.559524,0.053077
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,adx_bucket,adx_lt20,215,98.26,0.196886,0.457023
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,adx_bucket,feature_missing,107,11.95,0.097985,0.111682
run50BJ_stage56_independent_event_source_cooldown_sweep_v1_s43c02_h4c0,s43c02_h4c0,oos,spread_regime,spread_low,1092,156.49,1.0,0.143306
