variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,same_direction_reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
et40h3sd2_s240l150_r001_a,same_direction_cooldown_short_hold_aonly,run50BL_et40h3sd2_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h3sd2_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold3__cool0__sdcool2__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25samedirectioncooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,3,,B_core_only;B_mixed_partial_context,1296,-226.7,0.92,1035,146.42,1.07,9,-73.21,0.02,17,1.81,1.08,1296,7.081967,-226.7,0.92,369.67,645,651,1035,5.307692,146.42,1.07,177.06,490,545,,,{},et40h3sd2_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd2_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd2_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd2_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd2_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,0,2,True,0.001,et40_s25_same_direction_cooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd2_s240l150_r001_a/summary.json,run50BI raw-density control with same-direction-only cooldown2; tests whether opposite reversals preserve OOS density
et40h3sd3_s240l150_r001_a,same_direction_cooldown_short_hold_aonly,run50BL_et40h3sd3_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h3sd3_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold3__cool0__sdcool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25samedirectioncooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,3,,B_core_only;B_mixed_partial_context,1214,-74.06,0.97,966,149.01,1.08,9,-73.21,0.02,17,1.81,1.08,1214,6.633880,-74.06,0.97,340.82,602,612,966,4.953846,149.01,1.08,128.57,461,505,,,{},et40h3sd3_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd3_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd3_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd3_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd3_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,0,3,True,0.001,et40_s25_same_direction_cooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd3_s240l150_r001_a/summary.json,matched hold3 same-direction-only cooldown3 against generic cooldown3 that fell under OOS density
et40h3sd4_s240l150_r001_a,same_direction_cooldown_short_hold_aonly,run50BL_et40h3sd4_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h3sd4_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold3__cool0__sdcool4__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25samedirectioncooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,3,,B_core_only;B_mixed_partial_context,1151,-279.01,0.89,902,181.38,1.1,9,-88.64,0.02,17,1.81,1.08,1151,6.289617,-279.01,0.89,371.17,576,575,902,4.625641,181.38,1.1,123.76,432,470,,,{},et40h3sd4_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd4_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd4_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd4_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd4_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,0,4,True,0.001,et40_s25_same_direction_cooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd4_s240l150_r001_a/summary.json,stricter same-direction-only cooldown4 pressure on the raw-density branch
et40h3sd3_s250l160_r001_a,same_direction_cooldown_threshold_pressure_aonly,run50BL_et40h3sd3_s250l160_r001_a_logreg_deep_v1,completed,a_stage56_et40h3sd3_s250l160_r001_a_a_s250_l160_m000__b_disabled__hold3__cool0__sdcool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25samedirectioncooldownguard__entry_transition_rearm001,0.25,0.16,0.0,0.45,0.45,0.0,3,,B_core_only;B_mixed_partial_context,1214,-74.06,0.97,966,149.01,1.08,9,-73.21,0.02,17,1.81,1.08,1214,6.633880,-74.06,0.97,340.82,602,612,966,4.953846,149.01,1.08,128.57,461,505,,,{},et40h3sd3_s250l160_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd3_s250l160_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd3_s250l160_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd3_s250l160_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h3sd3_s250l160_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s250l160,,balanced,,,0.5,0,3,True,0.001,et40_s25_same_direction_cooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h3sd3_s250l160_r001_a/summary.json,slightly tighter thresholds test whether validation PF recovers while OOS density stays above five trades per day
et40h4sd3_s250l160_r001_a,same_direction_cooldown_hold_balance_aonly,run50BL_et40h4sd3_s250l160_r001_a_logreg_deep_v1,completed,a_stage56_et40h4sd3_s250l160_r001_a_a_s250_l160_m000__b_disabled__hold4__cool0__sdcool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25samedirectioncooldownguard__entry_transition_rearm001,0.25,0.16,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1159,-3.73,1.0,918,412.04,1.21,9,-87.87,0.05,17,8.87,1.41,1159,6.333333,-3.73,1.0,248.97,581,578,918,4.707692,412.04,1.21,114.84,446,472,,,{},et40h4sd3_s250l160_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h4sd3_s250l160_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h4sd3_s250l160_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h4sd3_s250l160_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h4sd3_s250l160_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s250l160,,balanced,,,0.5,0,3,True,0.001,et40_s25_same_direction_cooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h4sd3_s250l160_r001_a/summary.json,hold4 control for same-direction-only cooldown3; balances run50BH quality and run50BI density
et40h6sd3_s260l170_r001_a,same_direction_cooldown_anchor_stress_aonly,run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,completed,a_stage56_et40h6sd3_s260l170_r001_a_a_s260_l170_m000__b_disabled__hold6__cool0__sdcool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25samedirectioncooldownguard__entry_transition_rearm001,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1097,65.68,1.02,859,503.79,1.24,8,-16.21,0.39,17,8.19,1.34,1097,5.994536,65.68,1.02,340.9,556,541,859,4.405128,503.79,1.24,157.65,419,440,,,{},et40h6sd3_s260l170_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h6sd3_s260l170_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h6sd3_s260l170_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,3,True,0.001,et40_s25_same_direction_cooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BL/et40h6sd3_s260l170_r001_a/summary.json,run50BH anchor thresholds with same-direction-only cooldown3; checks whether anchor quality survives real-density guard pressure
