run_id,adapter_id,split,rows,passed,max_abs_diff,mean_abs_diff,tolerance,onnx_row_sum_max_abs_error,onnx_path,onnx_sha256
run50BZ_stage56_baseline_adapter_onnx_hardening_v1,ba14_no_atr_sd5_lot025,validation_plus_oos,17428,True,0.0000000424,0.0000000141,0.0000010000,0.0000000424,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BZ/models/ba14_stage56_context_gap_refill_entry.onnx,bc7981a7bda403c02b50ae08014d681f39212db0564f64be9f9f9688864b5e33
