run_id,adapter_id,repair_label,split,view,route_role,tier_b_policy,atr_enabled,model_risk_enabled,fixed_lot,atr_stop_multiplier,atr_take_profit_multiplier,model_risk_max_pct,reentry_cooldown_bars,same_direction_reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,short_threshold,long_threshold,close_on_flat_signal,reverse_on_opposite_signal,close_only_on_opposite_signal,max_hold_bars,status,trades_per_day,profit_factor,net_profit,trade_count,max_drawdown_amount,max_drawdown_percent,expectancy,cost_stressed_expectancy,same_move_reentry_ratio,mfe_capture_ratio,cooldown12_trades_per_day,density_gain_survives_12bar_cooldown,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,avg_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,report_path,notes
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba11_no_atr_sd4_lot025,no_atr_same_direction_cooldown4_lot025,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,4,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,7.8524590164,1.1700000000,880.2300000000,1437,330.6400000000,54.1500000000,0.6100000000,,,,,,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba11_no_atr_sd4_lot025_ta_val.htm,Scale fixed lot from 0.10 to 0.25 on the best density-preserving same-direction cooldown4 lifecycle.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba11_no_atr_sd4_lot025,no_atr_same_direction_cooldown4_lot025,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,4,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,7.8524590164,1.1700000000,880.2300000000,1437,330.6400000000,54.1500000000,0.6100000000,0.1125469729,0.4022268615,0.6038914629,4.6939890710,False,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba11_no_atr_sd4_lot025_rt_val.htm,Scale fixed lot from 0.10 to 0.25 on the best density-preserving same-direction cooldown4 lifecycle.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba11_no_atr_sd4_lot025,no_atr_same_direction_cooldown4_lot025,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba11_no_atr_sd4_lot025,no_atr_same_direction_cooldown4_lot025,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,4,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,5.6051282051,1.2500000000,992.1500000000,1093,321.3500000000,54.5400000000,0.9100000000,,,,,,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba11_no_atr_sd4_lot025_ta_oos.htm,Scale fixed lot from 0.10 to 0.25 on the best density-preserving same-direction cooldown4 lifecycle.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba11_no_atr_sd4_lot025,no_atr_same_direction_cooldown4_lot025,oos,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,4,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,5.6051282051,1.2500000000,992.1500000000,1093,321.3500000000,54.5400000000,0.9100000000,0.4077310156,0.4419030192,0.6167411024,3.1282051282,False,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba11_no_atr_sd4_lot025_rt_oos.htm,Scale fixed lot from 0.10 to 0.25 on the best density-preserving same-direction cooldown4 lifecycle.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba11_no_atr_sd4_lot025,no_atr_same_direction_cooldown4_lot025,oos,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba12_no_atr_close_only_lot025,no_atr_close_only_opposite_lot025,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,0,False,0.0000000000,0.5500000000,0.5500000000,False,False,True,2,completed,7.8415300546,1.2300000000,1116.8300000000,1435,307.0000000000,53.1900000000,0.7800000000,,,,,,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba12_no_atr_close_only_lot025_ta_val.htm,Scale fixed lot from 0.10 to 0.25 on the close-only opposite lifecycle.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba12_no_atr_close_only_lot025,no_atr_close_only_opposite_lot025,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,0,False,0.0000000000,0.5500000000,0.5500000000,False,False,True,2,completed,7.8415300546,1.2300000000,1116.8300000000,1435,307.0000000000,53.1900000000,0.7800000000,0.2782787456,0.3797909408,0.6041794541,4.8633879781,False,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba12_no_atr_close_only_lot025_rt_val.htm,Scale fixed lot from 0.10 to 0.25 on the close-only opposite lifecycle.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba12_no_atr_close_only_lot025,no_atr_close_only_opposite_lot025,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BX_stage56_baseline_adapter_lot_scale_repair_v1,ba12_no_atr_close_only_lot025,no_atr_close_only_opposite_lot025,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,0,False,0.0000000000,0.5500000000,0.5500000000,False,False,True,2,completed,5.5948717949,1.1600000000,651.4200000000,1091,405.3300000000,74.8800000000,0.6000000000,,,,,,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BX/mt5/reports/Project_Obsidian_Prime_v2_run50BX_stage56_baseline_adapter_lot_scale_repair_v1_ba12_no_atr_close_only_lot025_ta_oos.htm,Scale fixed lot from 0.10 to 0.25 on the close-only opposite lifecycle.
