run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,session_slice,early,442,166.09,0.389771,0.375769
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,session_slice,late,333,98.27,0.293651,0.295105
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,session_slice,mid,359,-7.94,0.316578,-0.022117
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,volatility_regime,feature_missing,7,11.99,0.006173,1.712857
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,volatility_regime,vol_high,359,109.48,0.316578,0.304958
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,volatility_regime,vol_low,475,178.04,0.418871,0.374821
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,volatility_regime,vol_mid,293,-43.09,0.258377,-0.147065
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,trend_regime,downtrend,719,422.43,0.634039,0.587524
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,trend_regime,feature_missing,7,11.99,0.006173,1.712857
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,trend_regime,range_or_weak_trend,408,-178.0,0.359788,-0.436275
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,adx_bucket,adx_20_25,136,233.77,0.119929,1.718897
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,adx_bucket,adx_gt25,583,188.66,0.514109,0.323602
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,adx_bucket,adx_lt20,408,-178.0,0.359788,-0.436275
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,adx_bucket,feature_missing,7,11.99,0.006173,1.712857
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,spread_regime,feature_missing,1,3.27,0.000882,3.27
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,validation,spread_regime,spread_low,1133,253.15,0.999118,0.223433
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,session_slice,early,306,265.6,0.391805,0.867974
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,session_slice,late,237,180.84,0.303457,0.763038
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,session_slice,mid,238,62.53,0.304738,0.262731
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,volatility_regime,feature_missing,11,-14.94,0.014085,-1.358182
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,volatility_regime,vol_high,269,228.89,0.34443,0.850892
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,volatility_regime,vol_low,273,27.93,0.349552,0.102308
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,volatility_regime,vol_mid,228,267.09,0.291933,1.171447
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,trend_regime,downtrend,512,41.17,0.65557,0.08041
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,trend_regime,feature_missing,11,-14.94,0.014085,-1.358182
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,trend_regime,range_or_weak_trend,258,482.74,0.330346,1.871085
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,adx_bucket,adx_20_25,95,-45.86,0.121639,-0.482737
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,adx_bucket,adx_gt25,417,87.03,0.533931,0.208705
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,adx_bucket,adx_lt20,258,482.74,0.330346,1.871085
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,adx_bucket,feature_missing,11,-14.94,0.014085,-1.358182
run50N_c6s330l235_b_sadx_logreg_deep_v1,c6s330l235_b_sadx,oos,spread_regime,spread_low,781,508.97,1.0,0.65169
