variant_id,run_id,record_view,split,status,report_path,trade_count,trades_per_day,net_profit,profit_factor_recomputed,expectancy,cost_stress_per_trade,cost_stressed_expectancy,mfe_capture_ratio,mfe_capture_ratio_all_trades,reference_mfe_capture_ratio,mfe_capture_delta_vs_d390h10,mfe_capture_materially_worse_than_d390h10,winner_count,winner_truncation_rate,loser_count,loser_escape_rate,same_direction_reentry_3_bars,same_direction_reentry_6_bars,same_direction_reentry_12_bars,same_move_reentry_ratio,cooldown_window_bars,cooldown_removed_trades,trade_count_after_cooldown,trades_per_day_after_cooldown,net_after_cooldown,profit_factor_after_cooldown,density_gain_survives_12bar_cooldown,mt5_average_position_holding_bars,error
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_validation_is.htm,748,4.087431693989071,341.54,1.129371212121212,0.4566042780748663,0.5,-0.04339572192513369,0.6400747268409855,-4.6793342664473165,,,False,380,0.29210526315789476,368,0.3179347826086957,394,419,456,0.6096256684491979,12,456,292,1.5956284153005464,141.07000000000002,1.1491131640699324,False,22.68,
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_oos.htm,594,3.046153846153846,273.2,1.1212659239202805,0.4599326599326599,0.5,-0.040067340067340085,0.6282646615086092,-2.9547866025737006,,,False,308,0.32142857142857145,286,0.26573426573426573,302,332,354,0.5959595959595959,12,354,240,1.2307692307692308,373.66,1.462273137781297,False,22.613333333333333,
nf_vollow_h08_s350l240_a,run50T_nf_vollow_h08_s350l240_a_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h08_s350l240_a/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h08_s350l240_a_logreg_deep_v1_routed_validation_is.htm,1127,6.158469945355192,38.230000000000025,1.0113606309414496,0.03392191659272407,0.5,-0.4660780834072759,0.616986361181561,-5.34820038703309,0.6400747268409855,-0.023088365659424515,False,547,0.3382084095063985,580,0.296551724137931,734,786,833,0.7391304347826086,12,833,294,1.6065573770491803,7.2599999999999945,1.008675493523254,False,22.96333333333333,
nf_vollow_h08_s350l240_a,run50T_nf_vollow_h08_s350l240_a_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h08_s350l240_a/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h08_s350l240_a_logreg_deep_v1_routed_oos.htm,885,4.538461538461538,142.43,1.054584056688013,0.16093785310734465,0.5,-0.33906214689265535,0.5790336184352647,-6.173322873991871,0.6282646615086092,-0.04923104307334447,False,454,0.40308370044052866,431,0.27842227378190254,573,609,652,0.7367231638418079,12,652,233,1.1948717948717948,81.13000000000001,1.1151694963375163,False,19.53666666666667,
nf_vollow_h08_s350l240_b,run50T_nf_vollow_h08_s350l240_b_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h08_s350l240_b/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h08_s350l240_b_logreg_deep_v1_routed_validation_is.htm,1158,6.327868852459017,-16.899999999999967,0.9950145580803983,-0.014594127806563011,0.5,-0.514594127806563,0.6269309165139911,-5.425716726462151,0.6400747268409855,-0.01314381032699441,False,555,0.3225225225225225,603,0.30845771144278605,753,809,857,0.7400690846286702,12,857,301,1.644808743169399,-15.100000000000001,0.9826322993225448,False,21.093333333333334,
nf_vollow_h08_s350l240_b,run50T_nf_vollow_h08_s350l240_b_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h08_s350l240_b/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h08_s350l240_b_logreg_deep_v1_routed_oos.htm,919,4.712820512820513,155.0,1.059477214470998,0.16866158868335146,0.5,-0.33133841131664854,0.5813751243222735,-5.045404397659972,0.6282646615086092,-0.046889537186335706,False,483,0.3830227743271222,436,0.2889908256880734,590,629,680,0.7399347116430903,12,680,239,1.2256410256410257,99.59,1.1427690807959172,False,17.47,
nf_vollow_h08_s340l230_b,run50T_nf_vollow_h08_s340l230_b_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h08_s340l230_b/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h08_s340l230_b_logreg_deep_v1_routed_validation_is.htm,1158,6.327868852459017,-16.899999999999967,0.9950145580803983,-0.014594127806563011,0.5,-0.514594127806563,0.6269309165139911,-5.425716726462151,0.6400747268409855,-0.01314381032699441,False,555,0.3225225225225225,603,0.30845771144278605,753,809,857,0.7400690846286702,12,857,301,1.644808743169399,-15.100000000000001,0.9826322993225448,False,21.093333333333334,
nf_vollow_h08_s340l230_b,run50T_nf_vollow_h08_s340l230_b_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h08_s340l230_b/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h08_s340l230_b_logreg_deep_v1_routed_oos.htm,919,4.712820512820513,155.0,1.059477214470998,0.16866158868335146,0.5,-0.33133841131664854,0.5813751243222735,-5.045404397659972,0.6282646615086092,-0.046889537186335706,False,483,0.3830227743271222,436,0.2889908256880734,590,629,680,0.7399347116430903,12,680,239,1.2256410256410257,99.59,1.1427690807959172,False,17.47,
nf_vollow_h06_s350l240_a,run50T_nf_vollow_h06_s350l240_a_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h06_s350l240_a/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h06_s350l240_a_logreg_deep_v1_routed_validation_is.htm,1291,7.054644808743169,84.06000000000002,1.023126189873557,0.06511231603408212,0.5,-0.43488768396591787,0.6204672965064966,-4.583901579748743,0.6400747268409855,-0.019607430334488973,False,640,0.3171875,651,0.2964669738863287,893,934,993,0.7691711851278079,12,993,298,1.6284153005464481,18.789999999999996,1.0243554679905118,False,18.053333333333335,
nf_vollow_h06_s350l240_a,run50T_nf_vollow_h06_s350l240_a_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50T/nf_vollow_h06_s350l240_a/mt5/reports/Project_Obsidian_Prime_v2_run50T_nf_vollow_h06_s350l240_a_logreg_deep_v1_routed_oos.htm,1022,5.241025641025641,87.00999999999999,1.0309475623592848,0.08513698630136986,0.5,-0.41486301369863016,0.5910561113561329,-7.090287015401983,0.6282646615086092,-0.03720855015247626,False,522,0.367816091954023,500,0.324,706,738,789,0.7720156555772995,12,789,233,1.1948717948717948,17.650000000000002,1.0260986573608564,False,16.436666666666667,
