run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,session_slice,early,251,-133.52,0.35452,-0.531952
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,session_slice,late,249,255.62,0.351695,1.026586
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,session_slice,mid,208,44.26,0.293785,0.212788
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,volatility_regime,feature_missing,1,3.92,0.001412,3.92
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,volatility_regime,vol_high,231,134.74,0.326271,0.58329
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,volatility_regime,vol_low,298,119.37,0.420904,0.40057
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,volatility_regime,vol_mid,178,-91.67,0.251412,-0.515
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,trend_regime,downtrend,153,63.74,0.216102,0.416601
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,trend_regime,feature_missing,1,3.92,0.001412,3.92
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,trend_regime,range_or_weak_trend,554,98.7,0.782486,0.178159
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,adx_bucket,adx_gt25,153,63.74,0.216102,0.416601
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,adx_bucket,adx_lt20,554,98.7,0.782486,0.178159
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,adx_bucket,feature_missing,1,3.92,0.001412,3.92
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,validation,spread_regime,spread_low,708,166.36,1.0,0.234972
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,session_slice,early,172,147.51,0.335938,0.857616
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,session_slice,late,198,131.69,0.386719,0.665101
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,session_slice,mid,142,99.66,0.277344,0.701831
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,volatility_regime,feature_missing,10,-14.56,0.019531,-1.456
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,volatility_regime,vol_high,154,191.09,0.300781,1.240844
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,volatility_regime,vol_low,179,85.34,0.349609,0.47676
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,volatility_regime,vol_mid,169,116.99,0.330078,0.692249
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,trend_regime,downtrend,108,205.89,0.210938,1.906389
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,trend_regime,feature_missing,10,-14.56,0.019531,-1.456
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,trend_regime,range_or_weak_trend,394,187.53,0.769531,0.475964
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,adx_bucket,adx_gt25,108,205.89,0.210938,1.906389
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,adx_bucket,adx_lt20,394,187.53,0.769531,0.475964
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,adx_bucket,feature_missing,10,-14.56,0.019531,-1.456
run50Y_nfy_s31l18_c3_adx_b_logreg_deep_v1,nfy_s31l18_c3_adx_b,oos,spread_regime,spread_low,512,378.86,1.0,0.739961
